candidate_id,domain,mode,stress_type,scenario,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,delta_precision_vs_baseline,delta_recall_vs_baseline,delta_balanced_accuracy_vs_baseline,delta_pr_auc_vs_baseline,delta_brier_vs_baseline
depression__psychologist_full,depression,psychologist_full,missingness,missing_ratio_0.10,0.8888888888888888,0.5853658536585366,0.9849246231155779,0.7851452383870572,0.7058823529411765,0.969726682191445,0.8803334974924587,0.05620228108159642,-0.0017361111111111605,-0.1097560975609756,-0.0536217673734527,-0.02002403199813718,0.009466740990654969
depression__psychologist_full,depression,psychologist_full,missingness,missing_ratio_0.20,0.9,0.43902439024390244,0.9899497487437185,0.7144870694938105,0.5901639344262295,0.9589410466968991,0.845121487695931,0.06801258159295841,0.009375000000000022,-0.2560975609756097,-0.12427993626669942,-0.0552360417946649,0.02127704150201696
depression__psychologist_full,depression,psychologist_full,mode_shortening,truncate_to_psychologist_1_3,0.0,0.0,1.0,0.5,0.0,0.9358530457163868,0.7470180092238665,0.14590567405950797,-0.890625,-0.6951219512195121,-0.3387670057605099,-0.15333952026672937,0.09917013396856653
depression__psychologist_full,depression,psychologist_full,mode_shortening,truncate_to_psychologist_2_3,0.8571428571428571,0.7317073170731707,0.9748743718592965,0.8532908444662336,0.7894736842105263,0.9682865547248438,0.8814012428286971,0.05304102380744754,-0.033482142857142905,0.03658536585365857,0.014523838705723713,-0.018956286661898747,0.006305483716506091
depression__psychologist_full,depression,psychologist_full,threshold_sensitivity,threshold_shift_+0.05,0.9333333333333333,0.6829268292682927,0.9899497487437185,0.8364382890060056,0.7887323943661971,0.9753952690280672,0.9003575294905959,0.04673554009094145,0.04270833333333335,-0.012195121951219412,-0.002328716754504301,0.0,0.0
depression__psychologist_full,depression,psychologist_full,threshold_sensitivity,threshold_shift_+0.10,0.9333333333333333,0.6829268292682927,0.9899497487437185,0.8364382890060056,0.7887323943661971,0.9753952690280672,0.9003575294905959,0.04673554009094145,0.04270833333333335,-0.012195121951219412,-0.002328716754504301,0.0,0.0
depression__psychologist_full,depression,psychologist_full,threshold_sensitivity,threshold_shift_-0.05,0.8529411764705882,0.7073170731707317,0.9748743718592965,0.8410957225150141,0.7733333333333333,0.9753952690280672,0.9003575294905959,0.04673554009094145,-0.0376838235294118,0.012195121951219523,0.00232871675450419,0.0,0.0
depression__psychologist_full,depression,psychologist_full,threshold_sensitivity,threshold_shift_-0.10,0.8571428571428571,0.7317073170731707,0.9748743718592965,0.8532908444662336,0.7894736842105263,0.9753952690280672,0.9003575294905959,0.04673554009094145,-0.033482142857142905,0.03658536585365857,0.014523838705723713,0.0,0.0
elimination__caregiver_2_3,elimination,caregiver_2_3,missingness,missing_ratio_0.05,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9886996764917326,0.9570597476129677,0.008189275757052803,-0.0007541478129713397,-0.019230769230769273,-0.009615384615384692,-0.017472632412213085,0.002187822251693513
elimination__caregiver_2_3,elimination,caregiver_2_3,missingness,missing_ratio_0.10,0.9583333333333334,0.8846153846153846,0.9953271028037384,0.9399712437095615,0.92,0.9974838245866283,0.9642649796954705,0.012239632816698764,-0.0032051282051281937,-0.07692307692307698,-0.038461538461538436,-0.010267400329710297,0.006238179311339474
elimination__caregiver_2_3,elimination,caregiver_2_3,missingness,missing_ratio_0.20,0.9565217391304348,0.8461538461538461,0.9953271028037384,0.9207404744787923,0.8979591836734694,0.9495866283249461,0.8831343241090639,0.019457415165700733,-0.0050167224080267525,-0.11538461538461542,-0.05769230769230771,-0.09139805591611694,0.013455961660341444
elimination__caregiver_2_3,elimination,caregiver_2_3,mode_shortening,truncate_to_caregiver_1_3,1.0,0.019230769230769232,1.0,0.5096153846153846,0.03773584905660377,0.594176851186197,0.27613636363636357,0.1012036379199019,0.038461538461538436,-0.9423076923076923,-0.4688173975557154,-0.6983960163888172,0.09520218441454262
elimination__caregiver_2_3,elimination,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.05,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9983824586628325,0.9745323800251808,0.00600145350535929,0.0,0.0,0.0,0.0,0.0
