domain,mode,role,feature_set_id,config_id,model_family,calibration,threshold_policy,threshold,seed,n_features,feature_list_pipe,train_precision,train_recall,train_balanced_accuracy,val_precision,val_recall,val_balanced_accuracy,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,overfit_warning,headline_cap_ok,generalization_ok,quality_label,promotion_eligible,ranking_score,threshold_policy_score
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_balanced_subsample_v1,rf,none,precision_min_recall,0.6849999999999999,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,1.0,0.9331941544885177,0.9665970772442589,0.9424460431654677,0.8238993710691824,0.8994886263445601,0.9280575539568345,0.80625,0.96875,0.8875,0.862876254180602,0.9758593750000001,0.9476529887411713,0.05981340060933398,0.06710845089969886,0.011988626344560105,no,yes,yes,bueno,yes,0.8306404875073979,0.9291647483471608
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_regularized_v1,rf,none,precision_min_recall,0.7649999999999999,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.9925187032418953,0.8308977035490606,0.9138879776850402,0.9545454545454546,0.7924528301886793,0.8868806207018163,0.9393939393939394,0.775,0.975,0.875,0.8493150684931506,0.9753906250000001,0.9481629262120589,0.06176045447395618,0.027007356983223874,0.01188062070181628,no,yes,yes,aceptable,yes,0.8289860661178299,0.9321712482298465
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_regularized_v1,rf,isotonic,precision_min_recall,0.8049999999999999,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.9925187032418953,0.8308977035490606,0.9138879776850402,0.9606299212598425,0.7672955974842768,0.8758596367483689,0.9389312977099237,0.76875,0.975,0.871875,0.845360824742268,0.971572265625,0.9356424690204185,0.06074568153169247,0.03802834093667129,0.003984636748368908,no,yes,yes,aceptable,yes,0.8252535089851094,0.9318964597430456
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_balanced_subsample_v1,rf,none,balanced,0.59,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.9873150105708245,0.9749478079331941,0.9843521557876168,0.8888888888888888,0.9056603773584906,0.9247928055016752,0.8846153846153846,0.8625,0.94375,0.903125,0.8734177215189873,0.9758593750000001,0.9476529887411713,0.05981340060933398,0.059559350285941615,0.02166780550167524,no,yes,yes,bueno,yes,0.822638619770818,0.9110180450243931
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_balanced_subsample_v1,rf,isotonic,balanced,0.33499999999999996,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.9873684210526316,0.9791231732776617,0.9864398384598506,0.8888888888888888,0.9056603773584906,0.9247928055016752,0.8789808917197452,0.8625,0.940625,0.9015625,0.8706624605678234,0.9762890624999999,0.9437635424979955,0.058036500927206976,0.06164703295817542,0.023230305501675153,no,yes,yes,bueno,yes,0.8194518742633607,0.9110180450243931
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_regularized_v1,rf,none,balanced,0.4499999999999999,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.8674033149171271,0.9832985386221295,0.954188291163302,0.8181818181818182,0.9622641509433962,0.9281725739140657,0.8186813186813187,0.93125,0.896875,0.9140625,0.8713450292397661,0.9753906250000001,0.9481629262120589,0.06176045447395618,0.026015717249236237,0.014110073914065713,no,yes,yes,aceptable,yes,0.8057010178327816,0.908031795042578
conduct,caregiver_2_3,caregiver,engineered_compact_no_shortcuts_v1,rf_regularized_v1,rf,isotonic,balanced,0.20499999999999996,20270421,41,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.8674033149171271,0.9832985386221295,0.954188291163302,0.8181818181818182,0.9622641509433962,0.9281725739140657,0.8186813186813187,0.93125,0.896875,0.9140625,0.8713450292397661,0.971572265625,0.9356424690204185,0.06074568153169247,0.026015717249236237,0.014110073914065713,no,yes,yes,aceptable,yes,0.8035285173736674,0.908031795042578
conduct,caregiver_2_3,caregiver,engineered_compact_orig_v1,rf_regularized_v1,rf,isotonic,balanced,0.05,20270421,43,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_conduct_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.997907949790795,0.9958246346555324,0.9973920259646027,0.99375,1.0,0.9984423676012462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00021091737123770724,-0.0010503416366434148,0.0015576323987538387,no,no,yes,muy_bueno,no,0.919983126610301,0.9976567245529742
conduct,caregiver_2_3,caregiver,engineered_compact_orig_v1,rf_regularized_v1,rf,isotonic,precision_min_recall,0.05,20270421,43,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_conduct_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.997907949790795,0.9958246346555324,0.9973920259646027,0.99375,1.0,0.9984423676012462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00021091737123770724,-0.0010503416366434148,0.0015576323987538387,no,no,yes,muy_bueno,no,0.919983126610301,0.9957663037089286
conduct,caregiver_2_3,caregiver,engineered_compact_orig_v1,rf_regularized_v1,rf,none,balanced,0.705,20270421,43,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_08_easily_distracted|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_conduct_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy,0.997907949790795,0.9958246346555324,0.9973920259646027,0.99375,1.0,0.9984423676012462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0020293148822155527,-0.0010503416366434148,0.0015576323987538387,no,no,yes,muy_bueno,no,0.9198376548094228,0.9976567245529742
