feature,importance
num__cbcl_anxious_depressed_proxy,0.03632429938569093
num__cbcl_internalizing_proxy,0.028391282295505454
num__cbcl_006,0.020389815671747562
num__cbcl_016,0.019875982158347134
num__cbcl_015,0.019683234734699614
num__cbcl_014,0.01942635286081282
num__cbcl_012,0.01908455350756912
num__cbcl_022,0.01808949041648177
num__cbcl_027,0.017103411961285626
num__cbcl_025,0.016794053208792167
num__cbcl_011,0.01650458100870267
num__cbcl_005,0.016275243793662478
num__cbcl_026,0.01596103757608424
num__cbcl_004,0.015215606632125801
num__sdq_total_difficulties,0.015086314849919272
num__cbcl_010,0.014513919229334064
num__cbcl_030,0.013168776790441584
num__cbcl_001,0.013112519691513677
num__cbcl_098,0.01309954552389239
num__cbcl_021,0.013093615383679586
num__cbcl_024,0.012958491997522218
num__sdq_emotional_symptoms,0.012662221838031118
num__cbcl_023,0.01231396718017256
num__cbcl_029,0.011884541317137334
num__cbcl_009,0.011783402066859922
num__cbcl_013,0.011588024648134979
num__cbcl_007,0.01150595385716062
num__cbcl_018,0.01098801205292145
num__cbcl_003,0.010898617101578157
num__cbcl_109,0.010856805300058982
num__cbcl_008,0.010780801423255697
num__cbcl_020,0.010436101003113542
num__mfq_sr_total,0.010211029981188639
num__sdq_peer_problems,0.00989685464684829
num__mfq_p_total,0.009444898703236003
num__cbcl_100,0.008032234269194988
num__cbcl_019,0.007555302187410684
num__sdq_hyperactivity_inattention,0.007376510679783421
num__mfq_sr_24,0.0070859579077587305
num__cbcl_028,0.007043882628312422
num__sdq_conduct_problems,0.007002881787864004
num__sdq_04,0.006888485322385889
num__cbcl_002,0.006348352230034617
num__cbcl_104,0.006324617359943304
num__cbcl_105,0.006308828260723568
num__cbcl_103,0.00630304938138398
num__mfq_sr_30,0.005758773493284798
num__sdq_12,0.005690492005002137
num__cbcl_101,0.005659883818372784
num__sdq_15,0.005539813901130756
num__cbcl_097,0.005476783933254436
num__mfq_sr_01,0.005453678719301109
num__mfq_sr_17,0.005427908762651327
num__sdq_08,0.005185049620845471
num__cdi_total,0.005005738062470797
num__cbcl_106,0.004924805472415197
num__mfq_sr_32,0.004917282475552104
num__sdq_prosocial_behavior,0.0049079664080192275
num__sdq_05,0.004900337143514661
num__sdq_11,0.004877121095535207
num__cbcl_096,0.004716005442053605
num__mfq_p_21,0.004658095368962607
num__cbcl_111,0.004602013122380312
num__cbcl_112,0.004502589405464129
num__mfq_sr_10,0.004280337862008478
num__mfq_sr_18,0.004271910192905625
num__mfq_sr_09,0.004253027071196917
num__mfq_p_18,0.004192129878305157
num__sdq_20,0.00413848504092581
num__cbcl_091,0.004063502743821376
num__cbcl_095,0.0039429924558813416
num__sdq_22,0.0037992012565603492
num__sdq_16,0.0037767577087864045
num__mfq_p_17,0.0037577134929840544
num__cbcl_115,0.0036402513965163447
num__sdq_impact,0.003571478442577018
num__cbcl_118,0.0035007229481554417
num__cbcl_externalizing_proxy,0.0034189109311906726
num__cbcl_094,0.003405533655236201
num__sdq_03,0.0033498068490088865
num__mfq_sr_22,0.0032836196598147317
num__mfq_sr_23,0.0032036961522667706
num__cbcl_017,0.0031339107141507895
num__cbcl_attention_problems_proxy,0.0029038775447082455
num__mfq_sr_12,0.0028486497484881395
num__age_years,0.002826831664249004
num__mfq_p_07,0.002814330811655379
num__cdi_15,0.002808189426933139
num__sdq_06,0.002780645657824584
num__cbcl_099,0.002716700870148388
num__mfq_p_16,0.0026343369129542982
num__mfq_p_20,0.002582172245008151
num__cbcl_093,0.0025439632820688477
num__mfq_p_29,0.002529022841316255
num__mfq_sr_31,0.0024594232734149422
num__mfq_sr_08,0.002442080257929848
num__mfq_sr_15,0.002406067998837076
num__mfq_p_05,0.0023940549108846065
num__mfq_p_26,0.0023929438651634385
num__sdq_21,0.002380962528217774
num__cbcl_rule_breaking_proxy,0.0023517679460538644
num__mfq_p_28,0.0023483399251239562
num__sdq_24,0.002343281867946146
num__cdi_09,0.0022981304766530614
num__cbcl_aggressive_behavior_proxy,0.002274107549112926
num__mfq_sr_25,0.002203772247852438
num__sdq_10,0.0021932050355947296
num__mfq_sr_33,0.002153676977045625
num__mfq_p_06,0.0021317635410565655
num__mfq_sr_11,0.002129211704936014
num__cbcl_114,0.002124624412880353
num__cbcl_116,0.0020539532722529076
num__mfq_p_09,0.00205013432296328
num__mfq_p_23,0.00203139058098705
