domain,model_version_final,dataset_version_final,feature_set_final,threshold_final,calibration_strategy,split_version,precision,recall,balanced_accuracy,specificity,specificity_source,status_current,metrics_source,status_source,seed_std_balacc,split_std_balacc,noise_moderate_drop_balacc,realism_worst_drop_balacc,suspicious_perfect_score,residual_critical_features
adhd,adhd_trial_compact_signal,processed_hybrid_dsm5_v2,compact_signal_pruned (from adhd recovery trial),0.75,not_explicit_in_final_artifacts,split_ids_seed42_70_15_15_frozen_procedural,0.9797297297297296,0.9006211180124224,0.9383105590062112,0.976,derived_from_balacc_and_recall,recovered_generalizing_model,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\adhd_recovery\adhd_recovery_comparison.csv,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\adhd_recovery\adhd_final_decision.md,0.002570518237358,0.0239902447356971,0.031055900621118,0.0913788819875777,False,0
anxiety,retrained_anxiety_anti_overfit_v1,processed_hybrid_dsm5_v2,finalized_from_generalization_gate_selection,0.05,not_explicit_in_final_metrics_csv,split_ids_seed42_70_15_15_frozen_procedural,0.9701492537313432,0.9848484848484848,0.987878787878788,0.9909090909090913,derived_from_balacc_and_recall,accepted_but_experimental,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\final_reports\anxiety_final_metrics.csv,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\final_reports\anxiety_final_metrics.csv,0.0,0.0064431064758449,-0.0022727272727273,0.0204545454545453,False,0
conduct,domain_conduct_research_full,processed_hybrid_dsm5_v2,finalized_from_generalization_gate_selection,0.7,not_explicit_in_final_metrics_csv,split_ids_seed42_70_15_15_frozen_procedural,0.9753086419753086,0.9875,0.9888956310679612,0.9902912621359223,derived_from_balacc_and_recall,accepted_but_experimental,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\final_reports\conduct_final_metrics.csv,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\final_reports\conduct_final_metrics.csv,0.0071260964068696,0.0076456310679611,0.0350728155339806,0.0388956310679612,False,0
depression,domain_depression_strict_full,processed_hybrid_dsm5_v2,finalized_from_generalization_gate_selection,0.75,not_explicit_in_final_metrics_csv,split_ids_seed42_70_15_15_frozen_procedural,0.9739130434782608,0.9739130434782608,0.9781845919145692,0.9824561403508776,derived_from_balacc_and_recall,accepted_but_experimental,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\final_reports\depression_final_metrics.csv,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\finalization_and_recovery_v1\final_reports\depression_final_metrics.csv,0.0023814024239354,0.0163532976469301,0.0,0.0043478260869566,False,0
elimination,V5_T02_composite_clinical,processed_hybrid_dsm5_v2,elimination_fs_v5_composite_clinical,0.4999999999999999,none,split_ids_seed42_70_15_15_frozen_procedural,0.94375,0.937888198757764,0.932944099378882,0.928,reported_directly,experimental_line_more_useful_not_product_ready,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\elimination_feature_engineering_v5\trials\elimination_v5_trial_metrics_full.csv,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\data\elimination_feature_engineering_v5\reports\elimination_final_decision_v5.md,0.0018856180831641,0.0069260497948011,0.0066335403726708,0.0071055900621117,False,0
