domain,mode,role,source_campaign,feature_set_id,feature_list_pipe,model_family,config_id,calibration,threshold_policy,threshold,seed,n_features,train_balanced_accuracy,val_balanced_accuracy,val_precision,val_score,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,guard_ok,precision_floor_ok
adhd,psychologist_full,psychologist,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_only,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|adhd_onset_before_12,logreg,logreg_guard_fallback_v1,none,f1_recall_target_band,0.654,20270421,27,0.9340664388343807,0.9408830338441186,0.8073394495412844,0.909451254495124,0.6910569105691057,0.9042553191489362,0.9015544041450777,0.902904861647007,0.783410138248848,0.9690497188843568,0.8323549472799558,0.08179239491865822,-0.006816595009737969,0.03797817219711164,yes,no
anxiety,psychologist_1_3,psychologist,hybrid_v6_quick_champion_guard_hotfix_v1,engineered_full,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_conduct_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy|enuresis_event_frequency_per_week|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions,hgb,hgb_quick_guard_v1,none,f1_recall_target_band,0.31800000000000006,20270421,69,0.9675067878644789,0.9382599456970842,0.8666666666666667,0.921884658899799,0.79,0.9186046511627907,0.9467005076142132,0.9326525793885019,0.8494623655913979,0.9779837091252508,0.9104031229648485,0.043188862697825785,0.029246842167394704,0.005607366308582273,yes,yes
anxiety,psychologist_full,psychologist,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_single__sep_anx_symptom_count,sep_anx_symptom_count,logreg,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5700000000000001,20270421,1,0.8806811474442214,0.9220871207649628,0.872093023255814,0.8730514547332049,0.76,0.8837209302325582,0.9390862944162437,0.9114036123244009,0.8172043010752689,0.9679052059969306,0.8512733209157707,0.07666450491876807,-0.04140597332074136,0.010683508440561873,yes,no
depression,caregiver_full,caregiver,hybrid_v6_quick_champion_guard_hotfix_v1,no_shortcut_v1,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,hgb,hgb_quick_guard_v1,none,f1_recall_target_band,0.4020000000000001,20270421,125,0.9924686192468619,0.9054724843730849,0.8045977011494253,0.8357832776915795,0.7710843373493976,0.7804878048780488,0.9522613065326633,0.866374555705356,0.7757575757575758,0.9722086039955877,0.8577614162582414,0.052270368941828724,0.086996134873777,0.039097928667728876,yes,no
depression,psychologist_full,psychologist,hybrid_v6_quick_champion_guard_hotfix_v1,no_shortcut_v1,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_disproportionate|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|agor_not_better_explained|agor_not_excessive_due_medical|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_no_antisocial_personality_if_18plus|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_developmentally_inappropriate|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_no_mania_hypomania|dmdd_no_substance_medical|dmdd_not_better_explained|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_not_due_substance_medical|encopresis_overflow_incontinence|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_not_due_substance_medical|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|gad_not_better_explained|gad_not_due_substance_medical|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_no_mania_hypomania_history|mdd_not_due_substance_medical|mdd_not_psychotic_explained|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|pdd_no_mania_hypomania|pdd_no_psychotic_explained|pdd_no_substance_medical|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|sep_anx_not_better_explained|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_disproportionate|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment|social_anxiety_not_better_explained|social_anxiety_not_due_substance_medical,hgb,hgb_quick_guard_v1,none,f1_recall_target_band,0.38800000000000007,20270421,150,0.9871317564682778,0.9260938840544184,0.7872340425531915,0.8545583448353078,0.7831325301204819,0.7926829268292683,0.9547738693467337,0.8737283980880011,0.7878787878787878,0.9750275769089349,0.8740526749277387,0.049403015146959633,0.061037872413859384,0.052365485966417324,yes,yes
elimination,caregiver_1_3,caregiver,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_single__enuresis_duration_months_consecutive,enuresis_duration_months_consecutive,logreg,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.9031253922430025,0.9032171099928109,0.7213114754098361,0.7953295287874397,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,-9.171774980842873e-05,0.0239036664270309,yes,yes
elimination,caregiver_2_3,caregiver,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_single__enuresis_duration_months_consecutive,enuresis_duration_months_consecutive,logreg,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.9031253922430025,0.9032171099928109,0.7213114754098361,0.5953295287874396,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,-9.171774980842873e-05,0.0239036664270309,yes,no
elimination,caregiver_full,caregiver,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_single__enuresis_duration_months_consecutive,enuresis_duration_months_consecutive,logreg,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.9031253922430025,0.9032171099928109,0.7213114754098361,0.5953295287874396,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,-9.171774980842873e-05,0.0239036664270309,yes,no
elimination,psychologist_1_3,psychologist,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_single__enuresis_duration_months_consecutive,enuresis_duration_months_consecutive,logreg,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.9031253922430025,0.9032171099928109,0.7213114754098361,0.7953295287874397,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,-9.171774980842873e-05,0.0239036664270309,yes,yes
elimination,psychologist_2_3,psychologist,hybrid_v6_quick_champion_guard_hotfix_v1,dsm5_core_single__enuresis_duration_months_consecutive,enuresis_duration_months_consecutive,logreg,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.9031253922430025,0.9032171099928109,0.7213114754098361,0.5953295287874396,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,-9.171774980842873e-05,0.0239036664270309,yes,no
