precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,objective,round_id,mode,domain,family,feature_variant,threshold_policy,threshold,abstention_band,calibration,target_variant,seed,status,error,n_features,abstention_coverage,high_conf_precision,input_missing_ratio
0.7833333333333333,0.8757763975155279,0.688,0.7818881987577639,0.8269794721407625,0.876944099378882,0.8924968973196012,0.13260211050510406,0.8341841296453973,2,caregiver,elimination,xgboost,engineered,recall_guarded,0.275,0.03,isotonic,elimination_any_baseline,11,ok,,27,0.8846153846153846,0.7833333333333333,0.0214970214970215
0.6834862385321101,0.9254658385093167,0.448,0.6867329192546584,0.7862796833773087,0.8725962732919255,0.8881258810469921,0.14033667743206024,0.8053192969513262,2,caregiver,elimination,xgboost,engineered,recall_guarded,0.16999999999999998,0.03,isotonic,elimination_any_baseline,29,ok,,27,0.9265734265734266,0.6866359447004609,0.0214970214970215
0.9310344827586207,0.8385093167701864,0.92,0.8792546583850932,0.8823529411764706,0.9531428571428572,0.9559246212452905,0.08343369867599569,0.8892829841249708,1,psychologist,adhd,rf,base,balanced,0.41,0.08,isotonic,baseline,11,ok,,35,0.8461538461538461,0.9305555555555556,0.36333666333666326
0.9555555555555556,0.8012422360248447,0.952,0.8766211180124224,0.8716216216216216,0.9531428571428572,0.9559246212452905,0.08343369867599569,0.8817265908930154,1,psychologist,adhd,rf,base,precision_guarded,0.67,0.08,isotonic,baseline,11,ok,,35,0.972027972027972,0.9555555555555556,0.36333666333666326
0.8167539267015707,0.968944099378882,0.72,0.844472049689441,0.8863636363636364,0.9531428571428572,0.9559246212452905,0.08343369867599569,0.897408136208615,1,psychologist,adhd,rf,base,recall_guarded,0.13,0.03,isotonic,baseline,11,ok,,35,0.9335664335664335,0.8210526315789474,0.36333666333666326
0.9305555555555556,0.8322981366459627,0.92,0.8761490683229813,0.8786885245901639,0.9535155279503106,0.9538918436022485,0.08244050939224787,0.8862571317837282,1,psychologist,adhd,rf,compact,balanced,0.46,0.03,isotonic,baseline,11,ok,,41,0.8776223776223776,0.9300699300699301,0.3101654443117858
0.95,0.8260869565217391,0.944,0.8850434782608696,0.8837209302325582,0.9535155279503106,0.9538918436022485,0.08244050939224787,0.8905621007278276,1,psychologist,adhd,rf,compact,precision_guarded,0.67,0.03,isotonic,baseline,11,ok,,41,0.9965034965034965,0.95,0.3101654443117858
0.8595505617977528,0.9503105590062112,0.8,0.8751552795031057,0.9026548672566371,0.9535155279503106,0.9538918436022485,0.08244050939224787,0.9085818229694357,1,psychologist,adhd,rf,compact,recall_guarded,0.24,0.03,isotonic,baseline,11,ok,,41,0.9685314685314685,0.8595505617977528,0.3101654443117858
0.9432624113475178,0.8260869565217391,0.936,0.8810434782608696,0.8807947019867549,0.9519254658385095,0.9535152283128951,0.08284373443449453,0.8880638184314337,1,psychologist,adhd,rf,engineered,balanced,0.505,0.1,isotonic,baseline,11,ok,,47,0.8566433566433567,0.9432624113475178,0.29378068739770863
0.9432624113475178,0.8260869565217391,0.936,0.8810434782608696,0.8807947019867549,0.9519254658385095,0.9535152283128951,0.08284373443449453,0.8880638184314337,1,psychologist,adhd,rf,engineered,precision_guarded,0.505,0.1,isotonic,baseline,11,ok,,47,0.8566433566433567,0.9432624113475178,0.29378068739770863
