mode,domain,stress_type,scenario,precision,recall,balanced_accuracy,pr_auc,brier,delta_balanced_accuracy_vs_winner,delta_precision_vs_winner,delta_recall_vs_winner
caregiver_1_3,adhd,missingness,missingness_0.10,0.6583333333333333,0.8404255319148937,0.8671039576672914,0.6249650608343997,0.08546186392556848,-0.03205269540293232,0.0018447837150127322,-0.07446808510638292
caregiver_1_3,adhd,missingness,missingness_0.20,0.6576576576576577,0.776595744680851,0.8390750744129644,0.5906673618813002,0.093019961237937,-0.06008157865725938,0.001169108039337119,-0.13829787234042556
caregiver_1_3,adhd,missingness,missingness_0.30,0.6521739130434783,0.6382978723404256,0.7776981589681402,0.5292054608609974,0.1111394683461014,-0.12145849410208354,-0.004314636574842323,-0.276595744680851
caregiver_1_3,adhd,threshold_sensitivity,threshold_shift_+0.05,0.6564885496183206,0.9148936170212766,0.8991566530702237,0.6372161440709827,0.07869444380941285,0.0,0.0,0.0
caregiver_1_3,adhd,threshold_sensitivity,threshold_shift_+0.10,0.6564885496183206,0.9148936170212766,0.8991566530702237,0.6372161440709827,0.07869444380941285,0.0,0.0,0.0
caregiver_1_3,adhd,threshold_sensitivity,threshold_shift_-0.05,0.6388888888888888,0.9787234042553191,0.9220041891742916,0.6372161440709827,0.07869444380941285,0.022847536104067867,-0.017599660729431754,0.06382978723404253
caregiver_1_3,adhd,threshold_sensitivity,threshold_shift_-0.10,0.6388888888888888,0.9787234042553191,0.9220041891742916,0.6372161440709827,0.07869444380941285,0.022847536104067867,-0.017599660729431754,0.06382978723404253
caregiver_1_3,anxiety,missingness,missingness_0.10,0.8703703703703703,0.5465116279069767,0.764372565222524,0.8392215148826548,0.05850082812799596,-0.06268445283909807,-0.008417508417508435,-0.12790697674418605
caregiver_1_3,anxiety,missingness,missingness_0.20,0.8974358974358975,0.4069767441860465,0.6984122299610436,0.7503069157442424,0.07429112936742203,-0.12864478810057844,0.018648018648018683,-0.26744186046511625
caregiver_1_3,anxiety,missingness,missingness_0.30,0.9523809523809523,0.23255813953488372,0.615010034234447,0.7702869905721283,0.0847920180274215,-0.21204698382717502,0.07359307359307354,-0.4418604651162791
caregiver_1_3,anxiety,threshold_sensitivity,threshold_shift_+0.05,0.8923076923076924,0.6744186046511628,0.8283260535946169,0.850824619982424,0.05202471764609527,0.0012690355329948444,0.013519813519813573,0.0
caregiver_1_3,anxiety,threshold_sensitivity,threshold_shift_+0.10,0.890625,0.6627906976744186,0.8225121001062448,0.850824619982424,0.05202471764609527,-0.004544917955377259,0.011837121212121215,-0.011627906976744207
caregiver_1_3,anxiety,threshold_sensitivity,threshold_shift_-0.05,0.813953488372093,0.813953488372093,0.8866721756581277,0.850824619982424,0.05202471764609527,0.05961515759650571,-0.06483439041578576,0.13953488372093026
caregiver_1_3,anxiety,threshold_sensitivity,threshold_shift_-0.10,0.8160919540229885,0.8255813953488372,0.8924861291464998,0.850824619982424,0.05202471764609527,0.06542911108487781,-0.06269592476489028,0.15116279069767447
caregiver_1_3,conduct,missingness,missingness_0.10,0.8657718120805369,0.8113207547169812,0.8745077293834127,0.8781446321750703,0.07629260909564461,-0.006377476047728203,0.028271812080536862,-0.03144654088050314
caregiver_1_3,conduct,missingness,missingness_0.20,0.9126984126984127,0.7232704402515723,0.8445012637394933,0.8834407640636044,0.08336835993165363,-0.0363839416916476,0.07519841269841265,-0.11949685534591203
caregiver_1_3,conduct,missingness,missingness_0.30,0.8703703703703703,0.5911949685534591,0.7737906306941751,0.8518355124669641,0.1039844564025803,-0.10709457473696582,0.03287037037037033,-0.2515723270440252
caregiver_1_3,conduct,threshold_sensitivity,threshold_shift_+0.05,0.8375,0.8427672955974843,0.8808852054311409,0.9158392399496413,0.07399455300648053,0.0,0.0,0.0
caregiver_1_3,conduct,threshold_sensitivity,threshold_shift_+0.10,0.8375,0.8427672955974843,0.8808852054311409,0.9158392399496413,0.07399455300648053,0.0,0.0,0.0
caregiver_1_3,conduct,threshold_sensitivity,threshold_shift_-0.05,0.8203592814371258,0.8616352201257862,0.8840886381002763,0.9158392399496413,0.07399455300648053,0.0032034326691353643,-0.017140718562874246,0.018867924528301883
caregiver_1_3,conduct,threshold_sensitivity,threshold_shift_-0.10,0.8203592814371258,0.8616352201257862,0.8840886381002763,0.9158392399496413,0.07399455300648053,0.0032034326691353643,-0.017140718562874246,0.018867924528301883
caregiver_1_3,depression,missingness,missingness_0.10,0.7419354838709677,0.5609756097560976,0.760387302365486,0.7234370618382989,0.07568696581076371,-0.06563304326510588,0.01693548387096777,-0.14634146341463405
caregiver_1_3,depression,missingness,missingness_0.20,0.8409090909090909,0.45121951219512196,0.7168157862483148,0.714903445754458,0.08216077202688202,-0.10920455938227713,0.11590909090909096,-0.2560975609756097
caregiver_1_3,depression,missingness,missingness_0.30,0.8888888888888888,0.1951219512195122,0.5950484127956858,0.6531749604222279,0.10575007952690786,-0.23097193283490614,0.16388888888888886,-0.5121951219512195
caregiver_1_3,depression,threshold_sensitivity,threshold_shift_+0.05,0.725,0.7073170731707317,0.8260203456305919,0.7388499031582134,0.07378353566429142,0.0,0.0,0.0
caregiver_1_3,depression,threshold_sensitivity,threshold_shift_+0.10,0.725,0.7073170731707317,0.8260203456305919,0.7388499031582134,0.07378353566429142,0.0,0.0,0.0
caregiver_1_3,depression,threshold_sensitivity,threshold_shift_-0.05,0.7283950617283951,0.7195121951219512,0.8321179066062017,0.7388499031582134,0.07378353566429142,0.0060975609756097615,0.003395061728395099,0.012195121951219523
caregiver_1_3,depression,threshold_sensitivity,threshold_shift_-0.10,0.7349397590361446,0.7439024390243902,0.8443130285574212,0.7388499031582134,0.07378353566429142,0.018292682926829285,0.009939759036144635,0.03658536585365857
caregiver_1_3,elimination,missingness,missingness_0.10,0.7857142857142857,0.8461538461538461,0.909058231488138,0.7633621566007995,0.035230611616496786,-0.04807692307692302,-0.01756440281030447,-0.09615384615384615
caregiver_1_3,elimination,missingness,missingness_0.20,0.8070175438596491,0.8846153846153846,0.9294572250179727,0.7944065436394371,0.030741420510643037,-0.027677929547088365,0.0037388553350589104,-0.05769230769230771
caregiver_1_3,elimination,missingness,missingness_0.30,0.8043478260869565,0.7115384615384616,0.845255212077642,0.6582215871441442,0.04447151448998303,-0.11187994248741906,0.0010691375623663735,-0.23076923076923073
