domain,mode,role,source_campaign,feature_set_id,feature_list_pipe,model_family,config_id,calibration,threshold_policy,threshold,seed,n_features,train_balanced_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_selection_score,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,guard_ok,precision_floor_ok,recall_target_ok,candidate_key,trial_error,holdout_metric_score,old_score,delta_score,delta_f1,delta_recall,delta_precision,delta_balanced_accuracy,delta_brier,old_active_model_id,old_source_campaign,old_model_family,old_feature_set_id,old_n_features,old_precision,old_recall,old_specificity,old_balanced_accuracy,old_f1,old_roc_auc,old_pr_auc,old_brier,promotion_decision,promotion_reason,active_model_id
adhd,psychologist_1_3,psychologist,hybrid_final_model_structural_compliance_v1,structural_ranked_direct,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities,logreg,logreg_structural_guard_v1,none,validation_f1_recall_precision_guard_v1,0.62,20270421,9,0.926340352037629,0.9241814573916878,0.7007874015748031,0.946808510638298,0.8054298642533937,0.8760145336303377,0.0021588946459412,0.0277532796825046,0.6640625,0.9042553191489362,0.8886010362694301,0.8964281777091831,0.7657657657657657,0.950446477786352,0.7241215262864815,0.0875123423719748,343,43,9,85,yes,yes,yes,adhd::psychologist_1_3::structural_ranked_direct::logreg::20270421::0.620,none,0.8045411464584742,0.8001401003264201,0.004401046132054,0.0034339272007433,0.0,0.0051477713178295,0.0012953367875647,-0.062688972022046,adhd__psychologist_1_3__hybrid_structural_mode_rescue_v1__hgb__structural_ranked_1_3,hybrid_structural_mode_rescue_v1,hgb,structural_ranked_1_3,50,0.6589147286821705,0.9042553191489362,0.8860103626943006,0.8951328409216184,0.7623318385650224,0.9394085547348694,0.7094765451652199,0.1502013143940209,PROMOTE,promote_material_improvement,adhd__psychologist_1_3__hybrid_final_model_structural_compliance_v1__logreg__structural_ranked_direct
anxiety,psychologist_1_3,psychologist,hybrid_final_model_structural_compliance_v1,legacy_structural_intersection,gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions,logreg,logreg_structural_guard_v1,none,validation_f1_recall_precision_guard_v1,0.5599999999999999,20270421,14,0.912672647857396,0.9531637350962106,0.8526315789473684,0.9418604651162792,0.8950276243093923,0.5899337315146018,-0.0404910872388146,0.0314012513280603,0.7572815533980582,0.9069767441860463,0.9365482233502538,0.9217624837681502,0.8253968253968254,0.9792527446582456,0.924012075363762,0.0603310349484983,369,25,8,78,yes,yes,yes,anxiety::psychologist_1_3::legacy_structural_intersection::logreg::20270421::0.560,none,0.8508939846834415,0.8408833705035061,0.0100106141799353,0.015140415140415,-0.0116279069767443,0.0325109111962234,0.0005312241766025,-0.0190105177770145,anxiety__psychologist_1_3__hybrid_structural_mode_rescue_v1__logreg__registry_stability_pruned_subset,hybrid_structural_mode_rescue_v1,logreg,registry_stability_pruned_subset,30,0.7247706422018348,0.9186046511627908,0.9238578680203046,0.9212312595915476,0.8102564102564103,0.9775115098571596,0.9187381775273936,0.0793415527255129,PROMOTE,promote_material_improvement,anxiety__psychologist_1_3__hybrid_final_model_structural_compliance_v1__logreg__legacy_structural_intersection
depression,caregiver_full,caregiver,hybrid_final_model_structural_compliance_v1,structural_ranked_direct,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_duration_months_child|mdd_06_fatigue_or_low_energy|dmdd_outbursts_frequency_per_week|mdd_05_psychomotor_change|mdd_08_concentration_or_decision_difficulty|pdd_depressed_or_irritable_mood|dmdd_duration_months|pdd_01_appetite_change|pdd_impairment|dmdd_outbursts_severity|dmdd_onset_before_10|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_03_low_energy|pdd_02_sleep_change|pdd_04_low_self_esteem|dmdd_context_school|dmdd_context_home|dmdd_context_peers|pdd_no_gap_gt_2_months,hgb,hgb_structural_guard_v1,none,validation_f1_recall_precision_guard_v1,0.57,20270421,27,0.9208436512680386,0.9442027209216816,0.7572815533980582,0.951219512195122,0.8432432432432433,0.9053917630687328,-0.0233590696536429,0.0277913960044122,0.8,0.8780487804878049,0.9547738693467336,0.9164113249172692,0.8372093023255814,0.9796696899129796,0.9142734101315824,0.0791188340451699,380,18,10,72,yes,yes,no,depression::caregiver_full::structural_ranked_direct::hgb::20270421::0.570,none,0.8554708128521304,0.7965210915007482,0.0589497213513822,0.0614517265680056,0.097560975609756,0.0289156626506024,0.0500367692119132,0.0268484651033412,depression__caregiver_full__v6_hotfix_v1__hgb__no_shortcut_v1,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,125,0.7710843373493976,0.7804878048780488,0.9522613065326632,0.866374555705356,0.7757575757575758,0.9722086039955876,0.8577614162582414,0.0522703689418287,PROMOTE,promote_material_improvement,depression__caregiver_full__hybrid_final_model_structural_compliance_v1__hgb__structural_ranked_direct
depression,psychologist_1_3,psychologist,hybrid_final_model_structural_compliance_v1,dsm5_core_plus_context,mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|pdd_depressed_or_irritable_mood|dmdd_duration_months|pdd_impairment|dmdd_context_home|dmdd_context_school|dmdd_context_peers,rf,rf_structural_guard_v1,none,validation_f1_recall_precision_guard_v1,0.8499999999999999,20270421,11,0.9291606182221844,0.9334477264370632,0.7978723404255319,0.9146341463414634,0.8522727272727273,0.9066376106132424,-0.0042871082148789,0.0277913960044122,0.8518518518518519,0.8414634146341463,0.9698492462311558,0.905656330432651,0.8466257668711656,0.9772030886138008,0.887676427359755,0.0671577284343916,386,12,13,69,yes,yes,no,depression::psychologist_1_3::dsm5_core_plus_context::rf::20270421::0.850,none,0.8590524356218306,0.8374596939631438,0.0215927416586868,0.0245398773006134,0.024390243902439,0.0246913580246913,0.0147076847652898,0.0177937924879603,depression__psychologist_1_3__hybrid_structural_mode_rescue_v1__rf__structural_compact_1_3,hybrid_structural_mode_rescue_v1,rf,structural_compact_1_3,41,0.8271604938271605,0.8170731707317073,0.964824120603015,0.8909486456673612,0.8220858895705522,0.9795011643583772,0.91064630326594,0.0493639359464313,PROMOTE,promote_material_improvement,depression__psychologist_1_3__hybrid_final_model_structural_compliance_v1__rf__dsm5_core_plus_context
elimination,psychologist_full,psychologist,hybrid_final_model_structural_compliance_v1,legacy_structural_intersection,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|enuresis_not_due_substance_medical|encopresis_not_due_substance_medical|encopresis_constipation_present|enuresis_diurnal|encopresis_overflow_incontinence|encopresis_visible_deposition_pattern|enuresis_secondary_course,extra_trees,extra_trees_structural_guard_v1,none,validation_f1_recall_precision_guard_v1,0.84,20270421,12,0.9721476088866574,0.9574047447879224,0.7142857142857143,0.9615384615384616,0.819672131147541,0.8936341202321364,0.014742864098735,0.0058411214953271,0.7692307692307693,0.9615384615384616,0.9649532710280374,0.9632458662832496,0.8547008547008547,0.9797133357296908,0.7335872913847162,0.0457506020631495,413,15,2,50,yes,yes,yes,elimination::psychologist_full::legacy_structural_intersection::extra_trees::20270421::0.840,none,0.8842596210865997,0.8711664651327431,0.0130931559538566,0.0143647202470731,0.0,0.0229621125143513,0.0023364485981308,-0.0938963780253981,elimination__psychologist_full__hybrid_elimination_structural_audit_rescue_v1__extra_trees__structural_no_top2_direct,hybrid_elimination_structural_audit_rescue_v1,extra_trees,no_top2_direct,12,0.746268656716418,0.9615384615384616,0.9602803738317756,0.9609094176851186,0.8403361344537815,0.978230589503954,0.7289182942314221,0.1396469800885477,PROMOTE,promote_material_improvement,elimination__psychologist_full__hybrid_final_model_structural_compliance_v1__extra_trees__legacy_structural_intersection
