domain,mode,role,active_model_required,active_model_id,source_line,source_campaign,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,notes,candidate_source_csv,feature_list_pipe,train_precision,train_recall,train_balanced_accuracy,val_precision,val_recall,val_balanced_accuracy,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,overfit_warning,headline_cap_ok,generalization_ok,quality_label,promotion_eligible,ranking_score,threshold_policy_score,promotion_decision,family_key,val_f1,tn,fp,fn,tp,guard_ok,precision_floor_ok,recall_target_ok,candidate_key,score,demotion_reason,replacement_line,source_campaign_old,feature_set_id_old,pass_name,weight_policy,secondary_max_metric,secondary_metric_anomaly_flag,val_selection_score,old_precision,old_recall,old_specificity,old_balanced_accuracy,old_f1,old_roc_auc,old_pr_auc,old_brier,old_confidence_pct,old_final_operational_class,delta_precision,delta_recall,delta_balanced_accuracy,delta_f1,delta_pr_auc,delta_brier,old_secondary_anomaly,new_secondary_anomaly,material_gain_ok,anomaly_resolution_ok,class_upgrade_candidate,anomaly_guard_ok,hard_guard_ok,hard_guard_reason,minimum_operational_ok,recall_target_band,recall_in_target_band,root_cause_hypothesis,final_status,frozen_model_id,generalization_status,ceiling_status_final,should_keep_improving,new_best_single_feature,new_best_single_rule,new_best_single_feature_ba,new_shortcut_gap_vs_model_ba,ranking_gain,config,abstain_band,abstain_coverage,abstain_precision,abstain_recall,abstain_balanced_accuracy,abstain_pr_auc,precision_v2,recall_v2,balanced_accuracy_v2,pr_auc_v2,brier_v2,baseline_holdout_precision,baseline_holdout_recall,baseline_holdout_ba,baseline_holdout_pr_auc,baseline_holdout_brier,delta_vs_baseline_precision,delta_vs_baseline_ba,delta_vs_baseline_pr_auc,delta_vs_baseline_brier,material_gain_vs_baseline,ceiling_status,prev_feature_set_id,prev_config_id,prev_precision,prev_recall,prev_balanced_accuracy,prev_pr_auc,prev_brier,prev_quality_label,prev_final_status,comparison_result,drop_methodologically_acceptable,new_replaces_previous_as_primary,final_class,secondary_cap_ok,secondary_gate_ok,old_overfit_flag,old_secondary_gt_098,old_shortcut_dominance_flag,old_best_single_feature,val_score,overfit_ok,recall_band_bonus,selection_score,old_active_model_id,replacement_origin,candidate_score
anxiety,psychologist_2_3,psychologist,,anxiety__psychologist_2_3__final_honest_improvement_v1__rf__engineered_pruned,,,logreg,engineered_pruned_no_eng_v1,logreg_balanced_v3,none,balanced,0.7899999999999999,20270421.0,60.0,0.891566265060241,0.8604651162790697,0.9771573604060914,0.9188112383425806,0.8757396449704142,0.9794593318380356,0.931394926615426,0.0520635509085647,,,,,,,,,,data/hybrid_final_aggressive_rescue_v6/tables/final_aggressive_selected_models.csv,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|age_years|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|dmdd_duration_months|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_depressed_or_irritable_mood|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,,,0.9162043048833276,0.975609756097561,,0.9625782080037776,-0.04637390312045,0.0437669696611969,,,yes,bueno,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,final_honest_improvement_v1,engineered_pruned,pass_b,none,0.9794593318380356,no,0.918753276882045,0.8247422680412371,0.9302325581395348,0.9568527918781726,0.9435426750088538,0.8743169398907104,0.9918840750796836,0.966312961726849,0.0276760963771888,69.3,ACTIVE_LOW_CONFIDENCE,0.0668239970190038,-0.069767441860465,-0.0247314366662732,0.0014227050797038,-0.0349180351114231,0.0243874545313759,yes,no,no,no,no,yes,,,,,,secondary_metric_anomaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8847161152713862
depression,caregiver_1_3,caregiver,,depression__caregiver_1_3__rebuild_v2__rf__precision_oriented_subset,,,extra_trees,dsm5_core_only,extra_precision_guard_v3,none,balanced,0.34,20270421.0,11.0,0.696078431372549,0.8658536585365854,0.9221105527638191,0.8939821056502022,0.7717391304347826,0.9602586101237895,0.8145472246918155,0.0610939746610731,,,,,,,,,,data/hybrid_final_aggressive_rescue_v6/tables/final_aggressive_selected_models.csv,dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts,,,0.9761506276150628,0.7452830188679245,,0.9477877190832208,0.0283629085318418,0.0538056134330187,,,no,malo,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,rebuild_v2,precision_oriented_subset,pass_b,mode_fragile,0.9602586101237895,no,0.846446231017377,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,2.7,ACTIVE_LIMITED_USE,-0.1098917178811823,0.2073170731707316,0.0810454712587326,0.0469069156696819,0.0497822171646985,0.0010268760952757,no,no,yes,no,no,yes,,,,,,limited_separability_or_underfit|recall_tradeoff|dsm5_core_signal_strengthened|weighting_boundary_adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8046217134197229
depression,caregiver_2_3,caregiver,,depression__caregiver_2_3__hybrid_final_decisive_rescue_v5__rf__precision_oriented_subset,,,extra_trees,dsm5_core_plus_context,extra_precision_guard_v3,none,balanced,0.44,20270421.0,17.0,0.7888888888888889,0.8658536585365854,0.9522613065326632,0.9090574825346244,0.8255813953488372,0.9788883441598236,0.9089426302418846,0.0449164654891585,,,,,,,,,,data/hybrid_final_aggressive_rescue_v6/tables/final_aggressive_selected_models.csv,dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|age_years,,,0.9903765690376568,0.8,,0.962679249908077,0.0276973191295799,0.0536217673734527,,,yes,aceptable,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,hybrid_final_decisive_rescue_v5,precision_oriented_subset,pass_b,cost_asym,0.9788883441598236,no,0.8794684544369046,0.7789473684210526,0.902439024390244,0.9472361809045228,0.9248376026473832,0.8361581920903954,0.9791334722392452,0.9185052705693368,0.0439804889728679,48.4,ACTIVE_LIMITED_USE,0.0099415204678362,-0.0365853658536586,-0.0157801201127589,-0.0105767967415582,-0.0095626403274522,0.0009359765162906,no,no,no,no,yes,yes,,,,,,precision_tradeoff|dsm5_core_signal_strengthened|weighting_boundary_adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845912641083795
depression,psychologist_1_3,psychologist,,depression__psychologist_1_3__rebuild_v2__rf__stability_pruned_subset,,,extra_trees,dsm5_core_only,extra_precision_guard_v3,none,balanced,0.34,20270421.0,11.0,0.696078431372549,0.8658536585365854,0.9221105527638191,0.8939821056502022,0.7717391304347826,0.9602586101237895,0.8145472246918155,0.0610939746610731,,,,,,,,,,data/hybrid_final_aggressive_rescue_v6/tables/final_aggressive_selected_models.csv,dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts,,,0.9761506276150628,0.7452830188679245,,0.9477877190832208,0.0283629085318418,0.0538056134330187,,,no,malo,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,rebuild_v2,stability_pruned_subset,pass_b,mode_fragile,0.9602586101237895,no,0.846446231017377,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,11.7,ACTIVE_LIMITED_USE,-0.1013899230578307,0.097560975609756,0.0299362666993503,-0.0108695652173913,0.0464160993882412,0.0045635399857046,no,no,yes,no,no,yes,,,,,,limited_separability_or_underfit|precision_tradeoff|dsm5_core_signal_strengthened|weighting_boundary_adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8046217134197229
anxiety,caregiver_2_3,caregiver,,anxiety__caregiver_2_3__final_honest_improvement_v1__rf__engineered_pruned,,,logreg,engineered_pruned_no_eng_v1,logreg_regularized_v2,none,balanced,0.8649999999999999,20270421.0,59.0,0.9,0.8372093023255814,0.9796954314720812,0.9084523668988314,0.8674698795180723,0.976508086412466,0.9296147704456827,0.0567813344547886,,,,,,,,,,data/hybrid_final_decisive_rescue_v5/tables/final_decisive_selected_models.csv,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_07_loses_things|age_years|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_impairment|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,,,0.8900956203517885,0.9873417721518988,,0.9522193365600284,-0.0621237162082398,0.0437669696611969,,,yes,aceptable,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,final_honest_improvement_v1,engineered_pruned,,,0.9796954314720812,no,0.9524367338388934,0.8681318681318682,0.9186046511627908,0.9695431472081218,0.9440738991854564,0.8926553672316384,0.9919135875339392,0.9572096459522188,0.0268054004251118,79.4,ACTIVE_MODERATE_CONFIDENCE,0.0318681318681318,-0.0813953488372093,-0.035621532286625,-0.0251854877135661,-0.027594875506536,0.0299759340296768,yes,no,no,no,no,yes,,,,,,secondary_metric_anomaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8759074606580147
anxiety,caregiver_full,caregiver,,anxiety__caregiver_full__final_honest_improvement_v1__rf__engineered_compact,,,logreg,full_eligible,logreg_regularized_v2,none,balanced,0.73,20270421.0,126.0,0.8390804597701149,0.8488372093023255,0.964467005076142,0.9066521071892338,0.8439306358381503,0.9746488017943572,0.9164530208073066,0.0533859879741393,,,,,,,,,,data/hybrid_final_decisive_rescue_v5/tables/final_decisive_selected_models.csv,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,,,0.9444969110297878,0.9753086419753086,,0.9567642545154056,-0.0122673434856176,0.0501121473261716,,,yes,aceptable,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,final_honest_improvement_v1,engineered_compact,,,0.9746488017943572,no,0.9513837917278528,0.8695652173913043,0.9302325581395348,0.9695431472081218,0.9498878526738284,0.898876404494382,0.9929465234328888,0.9704386771709956,0.0260018685275156,80.8,ACTIVE_MODERATE_CONFIDENCE,-0.0304847576211894,-0.0813953488372092,-0.0432357454845945,-0.0549457686562316,-0.053985656363689,0.0273841194466237,yes,no,no,no,no,yes,,,,,,secondary_metric_anomaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857880201723338
anxiety,psychologist_2_3,psychologist,,anxiety__psychologist_2_3__final_honest_improvement_v1__rf__engineered_pruned,,,logreg,engineered_pruned_no_eng_v1,logreg_regularized_v2,none,balanced,0.83,20270421.0,60.0,0.9012345679012346,0.8488372093023255,0.9796954314720812,0.9142663203872036,0.874251497005988,0.97709833549758,0.9256387045673744,0.0540478689871649,,,,,,,,,,data/hybrid_final_decisive_rescue_v5/tables/final_decisive_selected_models.csv,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|age_years|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|dmdd_duration_months|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_depressed_or_irritable_mood|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,,,0.9066914571282414,0.975609756097561,,0.9625782080037776,-0.0558867508755361,0.0483118876165741,,,yes,aceptable,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,final_honest_improvement_v1,engineered_pruned,,,0.9796954314720812,no,0.9576117177252456,0.8247422680412371,0.9302325581395348,0.9568527918781726,0.9435426750088538,0.8743169398907104,0.9918840750796836,0.966312961726849,0.0276760963771888,75.2,ACTIVE_MODERATE_CONFIDENCE,0.0764922998599975,-0.0813953488372092,-0.0292763546216503,-6.544288472232207e-05,-0.0406742571594745,0.0263717726099761,yes,no,no,no,no,yes,,,,,,secondary_metric_anomaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8824708454673389
depression,caregiver_1_3,caregiver,,depression__caregiver_1_3__rebuild_v2__rf__precision_oriented_subset,,,rf,precision_oriented_subset,rf_regularized_v3,none,balanced,0.3349999999999999,20270421.0,20.0,0.646551724137931,0.9146341463414634,0.8969849246231156,0.9058095354822896,0.7575757575757576,0.962679249908077,0.807214525426529,0.0601350388963082,,,,,,,,,,data/hybrid_final_decisive_rescue_v5/tables/final_decisive_selected_models.csv,conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_07_forced_sex|conduct_09_property_destruction|conduct_11_lies_to_obtain_or_avoid|conduct_14_runs_away_overnight|dmdd_irritable_between_outbursts|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts,,,0.9631799163179916,0.7053571428571429,,0.94025003064101,0.0229298856769817,0.0344404951587205,,,no,malo,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,rebuild_v2,precision_oriented_subset,,,0.962679249908077,no,0.8636561915554793,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,18.6,ACTIVE_LIMITED_USE,-0.1594184251158003,0.2560975609756097,0.0928729010908199,0.0327435428106569,0.042449517899412,6.794033051083642e-05,no,no,yes,no,no,yes,,,,,,limited_separability_or_underfit|recall_tradeoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8028126954353526
depression,caregiver_2_3,caregiver,,depression__caregiver_2_3__rebuild_v2__rf__full_eligible,,,rf,precision_oriented_subset,rf_regularized_v3,none,balanced,0.4399999999999999,20270421.0,39.0,0.7789473684210526,0.902439024390244,0.9472361809045228,0.9248376026473832,0.8361581920903954,0.9791334722392452,0.9185052705693368,0.0439804889728679,,,,,,,,,,data/hybrid_final_decisive_rescue_v5/tables/final_decisive_selected_models.csv,agor_avoid_or_need_companion|agor_escape_help_cognition|agor_fear_01_public_transport|agor_impairment|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,,,0.9812227819998292,0.79,,0.955325407525432,0.0258973744743971,0.0304878048780488,,,yes,aceptable,,,,PROMOTE_NOW,,,,,,,,,,,,,,rebuild_v2,full_eligible,,,0.9791334722392452,no,0.9053863156107124,0.8313253012048193,0.8414634146341463,0.964824120603015,0.9031437676185808,0.8363636363636363,0.9573630346856232,0.8434143874736915,0.0454553863622029,56.3,ACTIVE_LIMITED_USE,-0.0523779327837666,0.0609756097560976,0.0216938350288024,-0.0002054442732408,0.0750908830956453,-0.0014748973893349,no,no,yes,no,no,yes,,,,,,confidence_alignment_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8591133662986704
depression,psychologist_1_3,psychologist,,depression__psychologist_1_3__rebuild_v2__rf__stability_pruned_subset,,,rf,stability_pruned_subset,rf_regularized_v3,none,balanced,0.3899999999999999,20270421.0,30.0,0.7227722772277227,0.8902439024390244,0.9296482412060302,0.9099460718225272,0.7978142076502732,0.9623728398088,0.8306690857463678,0.059760011468309,,,,,,,,,,data/hybrid_final_decisive_rescue_v5/tables/final_decisive_selected_models.csv,adhd_inatt_02_sustained_attention_difficulty|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_07_forced_sex|conduct_09_property_destruction|conduct_13_stays_out_at_night_before_13|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions,,,0.9740585774058576,0.7314814814814815,,0.9452751562691506,0.028783421136707,0.0353290844466233,,,no,aceptable,,,,HOLD_FOR_LIMITATION,,,,,,,,,,,,,,rebuild_v2,stability_pruned_subset,,,0.9623728398088,no,0.8725234287409569,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,24.5,ACTIVE_LIMITED_USE,-0.074696077202657,0.1219512195121951,0.0459002328716754,0.0152055119980992,0.0625379604427934,0.0032295767929405,no,no,yes,no,no,yes,,,,,,limited_separability_or_underfit|precision_tradeoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8279763833634651
