mode,domain,profile_name,config_id,calibration,threshold_policy,selected_seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,seed_std,split_std,realism_shift_delta,missingness_sensitivity,partial_questionnaire_sensitivity,uncertainty_rate,high_conf_precision,high_conf_coverage,input_missing_ratio,overfit_risk,leakage_risk
caregiver,adhd,hardened_missing,rf_recall,isotonic,precision_guarded,11,22,0.9432408077280912,0.8245341614906831,0.9359999999999999,0.8802670807453417,0.8798666840368248,0.9520186335403726,0.9539088179306233,0.08405967032903965,0.0019992958136871132,0.0032236024844720657,0.0032236024844720657,0.0096024844720497,0.0038913043478260995,0.07692307692307693,0.9432408077280912,0.916958041958042,0.04243483788938334,low,low
caregiver,conduct,base,rf_recall,isotonic,balanced,11,21,0.9654598825831702,0.8625,0.9878640776699029,0.9251820388349514,0.9109803921568628,0.981811286407767,0.9493139037978213,0.04031972502557605,0.0036407766990291246,0.00364077669902918,-0.00364077669902918,-0.002639563106796111,0.017149575242718457,0.0743006993006993,0.9753982226693495,0.8811188811188811,0.032134532134532136,low,low
caregiver,elimination,base,rf_base,isotonic,precision_guarded,83,16,0.9252237551302973,0.6149068322981367,0.936,0.7754534161490684,0.7387795315008934,0.8738385093167701,0.8789669142997045,0.1486804253473016,0.0038035555012160996,0.006211180124223614,0.006211180124223614,0.016509316770186327,0.1253136645962733,0.2517482517482518,0.9252237551302973,0.7473776223776224,0.031031468531468535,low,low
caregiver,anxiety,base,rf_recall,isotonic,balanced,47,37,0.7822192110809998,0.9659090909090909,0.9193181818181819,0.9426136363636364,0.8644052215480788,0.9772555096418731,0.9396720372726228,0.034627991692146455,0.003725817343353417,0.0035984848484849064,-0.0035984848484849064,0.019318181818181845,0.036458333333333384,0.006118881118881119,0.7846497666365553,0.9921328671328671,0.08542808542808543,low,low
caregiver,depression,base,rf_stability,isotonic,precision_guarded,83,17,0.9295979545053783,0.8608695652173913,0.956140350877193,0.9085049580472921,0.8939097468509234,0.9754767353165522,0.9561651613249753,0.058168737152042085,0.0014619883040936088,0.0014619883040936088,0.0014619883040936088,0.01855453852021363,0.010983981693363828,0.07692307692307693,0.9294407218009757,0.9222027972027972,0.06705059646236118,low,low
