slot_key,domain,threshold,train_recall,val_recall,holdout_recall,train_specificity,val_specificity,holdout_specificity,holdout_precision,holdout_npv,holdout_fpr,holdout_fnr,holdout_f1,holdout_f2,holdout_balanced_accuracy,holdout_mcc,holdout_positive_rate_predicted,holdout_tn,holdout_fp,holdout_fn,holdout_tp,gap_train_holdout_recall,gap_train_holdout_f2,gap_train_holdout_balanced_accuracy,threshold_objective
adhd/caregiver/caregiver_1_3,adhd,0.02,1.0,1.0,1.0,0.6208981001727115,0.5958549222797928,0.5699481865284974,0.36153846153846153,1.0,0.43005181347150256,0.0,0.5310734463276836,0.7389937106918238,0.7849740932642487,0.4539363287005669,0.5416666666666666,220,166,0,94,0.0,0.023580653829539,0.025474956822106987,-0.22125971659259375
adhd/caregiver/caregiver_1_3,adhd,0.02063953362656325,1.0,1.0,1.0,0.6226252158894646,0.5958549222797928,0.5699481865284974,0.36153846153846153,1.0,0.43005181347150256,0.0,0.5310734463276836,0.7389937106918238,0.7849740932642487,0.4539363287005669,0.5416666666666666,220,166,0,94,0.0,0.02440639759187946,0.02633851468048365,-0.22125971659259375
adhd/caregiver/caregiver_1_3,adhd,0.025780342687894774,1.0,1.0,1.0,0.6303972366148531,0.6088082901554405,0.582901554404145,0.3686274509803922,1.0,0.4170984455958549,0.0,0.5386819484240688,0.7448494453248812,0.7914507772020725,0.46354451153315185,0.53125,225,161,0,94,0.0,0.022288748363910926,0.023747841105354106,-0.1898042568644679
adhd/caregiver/caregiver_1_3,adhd,0.03,1.0,1.0,1.0,0.6355785837651122,0.6191709844559585,0.5880829015544041,0.3715415019762846,1.0,0.4119170984455959,0.0,0.5417867435158501,0.7472178060413355,0.794041450777202,0.4674368454990416,0.5270833333333333,227,159,0,94,0.0,0.022432848980498576,0.023747841105354106,-0.17719989067652836
adhd/caregiver/caregiver_1_3,adhd,0.03394928107838896,1.0,1.0,1.0,0.6424870466321243,0.6217616580310881,0.5906735751295337,0.373015873015873,1.0,0.40932642487046633,0.0,0.5433526011560693,0.748407643312102,0.7953367875647668,0.4693938850201927,0.525,228,158,0,94,0.0,0.024618672477371595,0.02590673575129543,-0.1708928617264976
adhd/caregiver/caregiver_1_3,adhd,0.036413855807794035,1.0,1.0,1.0,0.646804835924007,0.6347150259067358,0.5906735751295337,0.373015873015873,1.0,0.40932642487046633,0.0,0.5433526011560693,0.748407643312102,0.7953367875647668,0.4693938850201927,0.525,228,158,0,94,0.0,0.02674353865601231,0.02806563039723664,-0.1708928617264976
adhd/caregiver/caregiver_1_3,adhd,0.04,1.0,1.0,1.0,0.6545768566493955,0.6373056994818653,0.5932642487046632,0.3745019920318725,1.0,0.4067357512953368,0.0,0.5449275362318841,0.7496012759170655,0.7966321243523315,0.471358295716951,0.5229166666666667,229,157,0,94,0.0,0.02940424894481286,0.030656303972366183,-0.1645825705450173
adhd/caregiver/caregiver_1_3,adhd,0.04163804035240943,1.0,1.0,1.0,0.6580310880829016,0.6476683937823834,0.5932642487046632,0.3745019920318725,1.0,0.4067357512953368,0.0,0.5449275362318841,0.7496012759170655,0.7966321243523315,0.471358295716951,0.5229166666666667,229,157,0,94,0.0,0.031129621092901294,0.032383419689119286,-0.1645825705450173
adhd/caregiver/caregiver_1_3,adhd,0.04704811904973864,1.0,1.0,1.0,0.6718480138169257,0.6580310880829016,0.6062176165803109,0.3821138211382114,1.0,0.39378238341968913,0.0,0.5529411764705883,0.7556270096463024,0.8031088082901554,0.4812942238514833,0.5125,234,152,0,94,0.0,0.03208248756040155,0.032815198618307395,-0.13298132734755175
adhd/caregiver/caregiver_1_3,adhd,0.05,1.0,1.0,1.0,0.6735751295336787,0.6632124352331606,0.6113989637305699,0.38524590163934425,1.0,0.38860103626943004,0.0,0.5562130177514792,0.7580645161290323,0.805699481865285,0.4853235467641604,0.5083333333333333,236,150,0,94,0.0,0.030526087897813414,0.031088082901554404,-0.12031712803763683
adhd/caregiver/caregiver_1_3,adhd,0.060000000000000005,1.0,1.0,1.0,0.6899827288428325,0.6709844559585493,0.6295336787564767,0.39662447257383965,1.0,0.3704663212435233,0.0,0.56797583081571,0.766721044045677,0.8147668393782384,0.49968836618862417,0.49375,243,143,0,94,0.0,0.030339442104690417,0.030224525043177852,-0.07588191115998072
adhd/caregiver/caregiver_1_3,adhd,0.060773432925497146,1.0,1.0,1.0,0.690846286701209,0.6709844559585493,0.6347150259067358,0.4,1.0,0.36528497409326427,0.0,0.5714285714285714,0.7692307692307692,0.8173575129533679,0.5038710255240861,0.4895833333333333,245,141,0,94,0.0,0.02828054298642535,0.02806563039723664,-0.06315364687126346
adhd/caregiver/caregiver_1_3,adhd,0.06776766213376677,1.0,1.0,1.0,0.7046632124352331,0.6839378238341969,0.6398963730569949,0.4034334763948498,1.0,0.3601036269430052,0.0,0.5749235474006116,0.7717569786535304,0.8199481865284974,0.5080901675045868,0.48541666666666666,247,139,0,94,0.0,0.03303754189441477,0.032383419689119064,-0.05041052135495927
adhd/caregiver/caregiver_1_3,adhd,0.06999999999999999,1.0,1.0,1.0,0.7055267702936097,0.689119170984456,0.6528497409326425,0.41228070175438597,1.0,0.3471502590673575,0.0,0.5838509316770186,0.7781456953642385,0.8264248704663213,0.5188037676538972,0.475,252,134,0,94,0.0,0.027108445126909575,0.026338514680483538,-0.018486097892364828
adhd/caregiver/caregiver_1_3,adhd,0.0754570921158686,1.0,1.0,1.0,0.7141623488773747,0.6968911917098446,0.655440414507772,0.41409691629955947,1.0,0.344559585492228,0.0,0.5856697819314641,0.7794361525704809,0.8277202072538861,0.5209758674504736,0.47291666666666665,253,133,0,94,0.0,0.030443227096377257,0.0293609671848013,-0.012089543627263943
adhd/caregiver/caregiver_1_3,adhd,0.08,1.0,1.0,1.0,0.7193436960276338,0.7020725388601037,0.6658031088082902,0.42152466367713004,1.0,0.33419689119170987,0.0,0.5930599369085173,0.7846410684474123,0.8329015544041452,0.5297663933429546,0.46458333333333335,257,129,0,94,0.0,0.028039046826362712,0.026770293609671758,0.013536660231406428
adhd/caregiver/caregiver_1_3,adhd,0.08449244714744678,1.0,1.0,1.0,0.7271157167530224,0.7098445595854922,0.6709844559585493,0.4253393665158371,1.0,0.3290155440414508,0.0,0.5968253968253968,0.7872696817420435,0.8354922279792747,0.5342247686502217,0.46041666666666664,259,127,0,94,0.0,0.029648047110795384,0.02806563039723653,0.026374230521624797
adhd/caregiver/caregiver_1_3,adhd,0.09,1.0,1.0,1.0,0.7366148531951641,0.7150259067357513,0.6761658031088082,0.4292237442922374,1.0,0.3238341968911917,0.0,0.6006389776357828,0.7899159663865547,0.8380829015544041,0.5387266633207702,0.45625,261,125,0,94,0.0,0.03224146801577765,0.030224525043177963,0.03922848754804642
adhd/caregiver/caregiver_1_3,adhd,0.09281302659992356,1.0,1.0,1.0,0.7400690846286702,0.7202072538860104,0.6839378238341969,0.4351851851851852,1.0,0.3160621761658031,0.0,0.6064516129032258,0.7939189189189191,0.8419689119170984,0.5455635696419232,0.45,264,122,0,94,0.0,0.03016056676196921,0.02806563039723664,0.05854179957159239
adhd/caregiver/caregiver_1_3,adhd,0.09919560295266008,1.0,1.0,1.0,0.7452504317789291,0.7331606217616581,0.6994818652849741,0.44761904761904764,1.0,0.3005181347150259,0.0,0.618421052631579,0.8020477815699659,0.8497409326424871,0.5595546500259426,0.4375,270,116,0,94,0.0,0.024931690570796472,0.022884283246977444,0.09728714835595609
adhd/caregiver/caregiver_1_3,adhd,0.09999999999999999,1.0,1.0,1.0,0.7478411053540587,0.7357512953367875,0.6994818652849741,0.44761904761904764,1.0,0.3005181347150259,0.0,0.618421052631579,0.8020477815699659,0.8497409326424871,0.5595546500259426,0.4375,270,116,0,94,0.0,0.026389351214992973,0.024179620034542215,0.09728714835595609
adhd/caregiver/caregiver_1_3,adhd,0.10300810713369336,1.0,1.0,1.0,0.7530224525043178,0.7461139896373057,0.7020725388601037,0.44976076555023925,1.0,0.2979274611398964,0.0,0.6204620462046204,0.8034188034188033,0.8510362694300518,0.5619294284423271,0.4354166666666667,271,115,0,94,0.0,0.027949121109498543,0.025474956822106987,0.10376056351308593
adhd/caregiver/caregiver_1_3,adhd,0.11,1.0,1.0,1.0,0.7694300518134715,0.7512953367875648,0.7098445595854922,0.4563106796116505,1.0,0.29015544041450775,0.0,0.6266666666666667,0.8075601374570448,0.854922279792746,0.5691306119012478,0.42916666666666664,274,112,0,94,0.0,0.033226982399842564,0.029792746113989743,0.12320883268171068
adhd/caregiver/caregiver_1_3,adhd,0.12,1.0,1.0,1.0,0.7858376511226253,0.7564766839378239,0.7305699481865285,0.47474747474747475,1.0,0.2694300518134715,0.0,0.6438356164383562,0.818815331010453,0.8652849740932642,0.588928041468521,0.4125,282,104,0,94,0.0,0.03160686440571103,0.02763385146804842,0.17528431942686973
adhd/caregiver/caregiver_1_3,adhd,0.12626532126092935,1.0,1.0,1.0,0.7901554404145078,0.7590673575129534,0.7512953367875648,0.49473684210526314,1.0,0.24870466321243523,0.0,0.6619718309859155,0.8303886925795053,0.8756476683937824,0.6096666978035539,0.3958333333333333,290,96,0,94,0.0,0.0226058627743968,0.01943005181347157,0.5263947190152647
adhd/caregiver/caregiver_1_3,adhd,0.13,1.0,1.0,1.0,0.7918825561312608,0.7616580310880829,0.7564766839378239,0.5,1.0,0.24352331606217617,0.0,0.6666666666666666,0.8333333333333334,0.8782383419689119,0.6150108470335397,0.39166666666666666,292,94,0,94,0.0,0.020694528568544257,0.01770293609671847,0.5343696027633852
adhd/caregiver/caregiver_1_3,adhd,0.14,1.0,1.0,1.0,0.8048359240069085,0.7694300518134715,0.7668393782383419,0.5108695652173914,1.0,0.23316062176165803,0.0,0.6762589928057554,0.8392857142857144,0.883419689119171,0.6259032670886104,0.38333333333333336,296,90,0,94,0.0,0.022572476423332044,0.01899827288428324,0.5503883998970167
adhd/caregiver/caregiver_1_3,adhd,0.14042679246049972,1.0,1.0,1.0,0.8048359240069085,0.7694300518134715,0.7668393782383419,0.5108695652173914,1.0,0.23316062176165803,0.0,0.6762589928057554,0.8392857142857144,0.883419689119171,0.6259032670886104,0.38333333333333336,296,90,0,94,0.0,0.022572476423332044,0.01899827288428324,0.5503883998970167
adhd/caregiver/caregiver_1_3,adhd,0.14774997014952695,1.0,1.0,1.0,0.812607944732297,0.7823834196891192,0.7772020725388601,0.5222222222222223,1.0,0.22279792746113988,0.0,0.6861313868613139,0.8453237410071942,0.8886010362694301,0.637080994408843,0.375,300,86,0,94,0.0,0.02130195044947447,0.01770293609671847,0.5665026113823967
adhd/caregiver/caregiver_1_3,adhd,0.15000000000000002,1.0,1.0,1.0,0.8134715025906736,0.7849740932642487,0.7772020725388601,0.5222222222222223,1.0,0.22279792746113988,0.0,0.6861313868613139,0.8453237410071942,0.8886010362694301,0.637080994408843,0.375,300,86,0,94,0.0,0.021834930579521683,0.01813471502590669,0.5665026113823967
adhd/caregiver/caregiver_1_3,adhd,0.16,1.0,1.0,1.0,0.8203799654576857,0.7953367875647669,0.7901554404145078,0.5371428571428571,1.0,0.20984455958549222,0.0,0.6988847583643123,0.8529945553539021,0.895077720207254,0.6514801231436163,0.3645833333333333,305,81,0,94,0.0,0.018451674559571418,0.015112262521588926,0.5867861616252532
adhd/caregiver/caregiver_1_3,adhd,0.1637178932205396,1.0,1.0,1.0,0.8212435233160622,0.7953367875647669,0.7927461139896373,0.5402298850574713,1.0,0.20725388601036268,0.0,0.7014925373134329,0.8545454545454546,0.8963730569948187,0.6544196986952476,0.3625,306,80,0,94,0.0,0.017439703153988906,0.014248704663212375,0.5908623667440893
adhd/caregiver/caregiver_1_3,adhd,0.17,1.0,1.0,1.0,0.8255613126079447,0.7979274611398963,0.7979274611398963,0.5465116279069767,1.0,0.20207253886010362,0.0,0.706766917293233,0.8576642335766423,0.8989637305699482,0.6603609889592553,0.35833333333333334,308,78,0,94,0.0,0.01702559272608728,0.013816925734024266,0.5990348850402344
adhd/caregiver/caregiver_1_3,adhd,0.18000000000000002,1.0,1.0,1.0,0.8290155440414507,0.8031088082901554,0.8031088082901554,0.5529411764705883,1.0,0.19689119170984457,0.0,0.7121212121212122,0.8608058608058607,0.9015544041450777,0.6663872217336183,0.3541666666666667,310,76,0,94,0.0,0.01605981083593022,0.012953367875647603,0.8541259421265518
adhd/caregiver/caregiver_1_3,adhd,0.18442921034778628,1.0,1.0,1.0,0.8307426597582038,0.8082901554404145,0.8031088082901554,0.5529411764705883,1.0,0.19689119170984457,0.0,0.7121212121212122,0.8608058608058607,0.9015544041450777,0.6663872217336183,0.3541666666666667,310,76,0,94,0.0,0.0171517979737158,0.013816925734024266,0.8541259421265518
adhd/caregiver/caregiver_1_3,adhd,0.19,1.0,1.0,1.0,0.8350604490500864,0.8134715025906736,0.810880829015544,0.562874251497006,1.0,0.18911917098445596,0.0,0.7203065134099617,0.8655616942909762,0.905440414507772,0.6755915479677023,0.34791666666666665,313,73,0,94,0.0,0.015137868482290595,0.012089810017271163,0.8587064606366807
adhd/caregiver/caregiver_1_3,adhd,0.2,1.0,1.0,1.0,0.8402417962003454,0.8186528497409327,0.8134715025906736,0.5662650602409639,1.0,0.18652849740932642,0.0,0.7230769230769231,0.8671586715867159,0.9067357512953368,0.6787050091304875,0.3458333333333333,314,72,0,94,0.0,0.01685386759823715,0.013385146804835935,0.8602477132206244
adhd/caregiver/caregiver_1_3,adhd,0.2094741127909848,1.0,1.0,1.0,0.8411053540587219,0.8212435233160622,0.8134715025906736,0.5662650602409639,1.0,0.18652849740932642,0.0,0.7230769230769231,0.8671586715867159,0.9067357512953368,0.6787050091304875,0.3458333333333333,314,72,0,94,0.0,0.017408455138503642,0.013816925734024155,0.8602477132206244
adhd/caregiver/caregiver_1_3,adhd,0.21000000000000002,1.0,1.0,1.0,0.8411053540587219,0.8212435233160622,0.8134715025906736,0.5662650602409639,1.0,0.18652849740932642,0.0,0.7230769230769231,0.8671586715867159,0.9067357512953368,0.6787050091304875,0.3458333333333333,314,72,0,94,0.0,0.017408455138503642,0.013816925734024155,0.8602477132206244
adhd/caregiver/caregiver_1_3,adhd,0.22,1.0,1.0,1.0,0.844559585492228,0.8290155440414507,0.8186528497409327,0.573170731707317,1.0,0.18134715025906736,0.0,0.7286821705426356,0.8703703703703703,0.9093264248704663,0.6850020824058061,0.3416666666666667,316,70,0,94,0.0,0.016422082459818355,0.012953367875647603,0.8633523830920522
adhd/caregiver/caregiver_1_3,adhd,0.23,1.0,1.0,1.0,0.8454231433506045,0.8316062176165803,0.8212435233160622,0.5766871165644172,1.0,0.17875647668393782,0.0,0.7315175097276264,0.8719851576994435,0.9106217616580311,0.6881864278364856,0.33958333333333335,317,69,0,94,0.0,0.015365377228183874,0.012089810017271163,0.8649159888056435
adhd/caregiver/caregiver_1_3,adhd,0.23009055294385036,1.0,1.0,1.0,0.8454231433506045,0.8316062176165803,0.8212435233160622,0.5766871165644172,1.0,0.17875647668393782,0.0,0.7315175097276264,0.8719851576994435,0.9106217616580311,0.6881864278364856,0.33958333333333335,317,69,0,94,0.0,0.015365377228183874,0.012089810017271163,0.8649159888056435
adhd/caregiver/caregiver_1_3,adhd,0.24000000000000002,1.0,1.0,1.0,0.8480138169257341,0.8419689119170984,0.8264248704663213,0.5838509316770186,1.0,0.17357512953367876,0.0,0.7372549019607844,0.8752327746741154,0.9132124352331606,0.6946286278169228,0.33541666666666664,319,67,0,94,0.0,0.013796229108986702,0.010794473229706392,0.8680662280467557
adhd/caregiver/caregiver_1_3,adhd,0.25,1.0,1.0,1.0,0.8506044905008635,0.8419689119170984,0.8264248704663213,0.5838509316770186,1.0,0.17357512953367876,0.0,0.7372549019607844,0.8752327746741154,0.9132124352331606,0.6946286278169228,0.33541666666666664,319,67,0,94,0.0,0.01548105981735648,0.012089810017271163,0.8680662280467557
adhd/caregiver/caregiver_1_3,adhd,0.2536161071907692,1.0,1.0,1.0,0.8523316062176166,0.844559585492228,0.8264248704663213,0.5838509316770186,1.0,0.17357512953367876,0.0,0.7372549019607844,0.8752327746741154,0.9132124352331606,0.6946286278169228,0.33541666666666664,319,67,0,94,0.0,0.01660783253651077,0.012953367875647603,0.8680662280467557
adhd/caregiver/caregiver_1_3,adhd,0.26,1.0,1.0,1.0,0.853195164075993,0.8471502590673575,0.8290155440414507,0.5875,1.0,0.17098445595854922,0.0,0.7401574803149606,0.876865671641791,0.9145077720207253,0.6978872631910918,0.3333333333333333,320,66,0,94,0.0,0.015539391649348144,0.012089810017271274,0.8696530624081664
adhd/caregiver/caregiver_1_3,adhd,0.27,1.0,1.0,1.0,0.8557858376511226,0.8523316062176166,0.8290155440414507,0.5875,1.0,0.17098445595854922,0.0,0.7401574803149606,0.876865671641791,0.9145077720207253,0.6978872631910918,0.3333333333333333,320,66,0,94,0.0,0.01723705505446771,0.013385146804836046,0.8696530624081664
adhd/caregiver/caregiver_1_3,adhd,0.28,1.0,1.0,0.9893617021276596,0.8575129533678757,0.8575129533678757,0.8316062176165803,0.5886075949367089,0.9968944099378882,0.16839378238341968,0.010638297872340425,0.7380952380952381,0.8707865168539326,0.9104839598721199,0.6933097164673085,0.32916666666666666,321,65,1,93,0.010638297872340385,0.024451578384162564,0.01827251681181785,0.8643505039441297
adhd/caregiver/caregiver_1_3,adhd,0.2828678186439301,1.0,1.0,0.9893617021276596,0.8575129533678757,0.8575129533678757,0.8367875647668394,0.5961538461538461,0.9969135802469136,0.16321243523316062,0.010638297872340425,0.744,0.8740601503759399,0.9130746334472495,0.6999730134369431,0.325,323,63,1,93,0.010638297872340385,0.021177944862155296,0.01568184323668831,0.8675532958967298
adhd/caregiver/caregiver_1_3,adhd,0.29000000000000004,1.0,0.9893617021276596,0.9893617021276596,0.8592400690846287,0.8601036269430051,0.8367875647668394,0.5961538461538461,0.9969135802469136,0.16321243523316062,0.010638297872340425,0.744,0.8740601503759399,0.9130746334472495,0.6999730134369431,0.325,323,63,1,93,0.010638297872340385,0.022316200545865583,0.01654540109506486,0.8675532958967298
adhd/caregiver/caregiver_1_3,adhd,0.3,1.0,0.9893617021276596,0.9893617021276596,0.8609671848013817,0.8626943005181347,0.8393782383419689,0.6,0.9969230769230769,0.16062176165803108,0.010638297872340425,0.7469879518072289,0.8757062146892656,0.9143699702348143,0.7033448622362847,0.3229166666666667,324,62,1,93,0.010638297872340385,0.02181129008476368,0.01611362216587664,0.8691670808505656
adhd/caregiver/caregiver_1_3,adhd,0.31,1.0,0.9893617021276596,0.9893617021276596,0.8635578583765112,0.8652849740932642,0.8393782383419689,0.6,0.9969230769230769,0.16062176165803108,0.010638297872340425,0.7469879518072289,0.8757062146892656,0.9143699702348143,0.7033448622362847,0.3229166666666667,324,62,1,93,0.010638297872340385,0.02352847918828538,0.01740895895344141,0.8691670808505656
adhd/caregiver/caregiver_1_3,adhd,0.3178364827143594,1.0,0.9893617021276596,0.9893617021276596,0.8652849740932642,0.8678756476683938,0.8419689119170984,0.6038961038961039,0.9969325153374233,0.15803108808290156,0.010638297872340425,0.75,0.8773584905660378,0.915665307022379,0.7067441014703075,0.32083333333333336,325,61,1,93,0.010638297872340385,0.02302465119641428,0.01697718002425308,0.8707892771692919
adhd/caregiver/caregiver_1_3,adhd,0.32,1.0,0.9893617021276596,0.9893617021276596,0.8652849740932642,0.8678756476683938,0.8419689119170984,0.6038961038961039,0.9969325153374233,0.15803108808290156,0.010638297872340425,0.75,0.8773584905660378,0.915665307022379,0.7067441014703075,0.32083333333333336,325,61,1,93,0.010638297872340385,0.02302465119641428,0.01697718002425308,0.8707892771692919
adhd/caregiver/caregiver_1_3,adhd,0.33,1.0,0.9893617021276596,0.9893617021276596,0.8696027633851469,0.8678756476683938,0.844559585492228,0.6078431372549019,0.9969418960244648,0.15544041450777202,0.010638297872340425,0.7530364372469636,0.8790170132325141,0.9169606438099438,0.7101711861837018,0.31875,326,60,1,93,0.010638297872340385,0.024250123218478747,0.01784073788262963,0.8724200021686249
adhd/caregiver/caregiver_1_3,adhd,0.34,1.0,0.9893617021276596,0.9893617021276596,0.8739205526770294,0.8704663212435233,0.844559585492228,0.6078431372549019,0.9969418960244648,0.15544041450777202,0.010638297872340425,0.7530364372469636,0.8790170132325141,0.9169606438099438,0.7101711861837018,0.31875,326,60,1,93,0.010638297872340385,0.02715265257725452,0.019999632528570954,0.8724200021686249
adhd/caregiver/caregiver_1_3,adhd,0.35000000000000003,1.0,0.9893617021276596,0.9787234042553191,0.8773747841105354,0.8730569948186528,0.844559585492228,0.6052631578947368,0.9939024390243902,0.15544041450777202,0.02127659574468085,0.7479674796747967,0.8712121212121212,0.9116414948737736,0.7023409741610216,0.31666666666666665,326,60,2,92,0.021276595744680882,0.037293033427054034,0.027045897181494083,0.8654756966001157
adhd/caregiver/caregiver_1_3,adhd,0.36000000000000004,1.0,0.9893617021276596,0.9787234042553191,0.8799654576856649,0.8730569948186528,0.8471502590673575,0.609271523178808,0.993920972644377,0.15284974093264247,0.02127659574468085,0.7510204081632653,0.872865275142315,0.9129368316613383,0.705805069558332,0.3145833333333333,327,59,2,92,0.021276595744680882,0.03739941175245576,0.027045897181494083,0.8671096019870206
adhd/caregiver/caregiver_1_3,adhd,0.37,1.0,0.9893617021276596,0.9787234042553191,0.8799654576856649,0.8756476683937824,0.8471502590673575,0.609271523178808,0.993920972644377,0.15284974093264247,0.02127659574468085,0.7510204081632653,0.872865275142315,0.9129368316613383,0.705805069558332,0.3145833333333333,327,59,2,92,0.021276595744680882,0.03739941175245576,0.027045897181494083,0.8671096019870206
adhd/caregiver/caregiver_1_3,adhd,0.3727260648610338,1.0,0.9893617021276596,0.9787234042553191,0.8816925734024179,0.8808290155440415,0.8497409326424871,0.6133333333333333,0.9939393939393939,0.15025906735751296,0.02127659574468085,0.7540983606557377,0.8745247148288974,0.9142321684489031,0.7092981018698148,0.3125,328,58,2,92,0.021276595744680882,0.0369167848478964,0.026614118252305863,0.8687523090269845
adhd/caregiver/caregiver_1_3,adhd,0.3799999999999999,1.0,0.9893617021276596,0.9787234042553191,0.8816925734024179,0.883419689119171,0.8601036269430051,0.6301369863013698,0.9940119760479041,0.13989637305699482,0.02127659574468085,0.7666666666666667,0.8812260536398467,0.9194135155991621,0.7235696380535575,0.30416666666666664,332,54,2,92,0.021276595744680882,0.030215446036947036,0.021432771102046888,0.8754137474573751
adhd/caregiver/caregiver_1_3,adhd,0.38,1.0,0.9893617021276596,0.9787234042553191,0.8816925734024179,0.883419689119171,0.8601036269430051,0.6301369863013698,0.9940119760479041,0.13989637305699482,0.02127659574468085,0.7666666666666667,0.8812260536398467,0.9194135155991621,0.7235696380535575,0.30416666666666664,332,54,2,92,0.021276595744680882,0.030215446036947036,0.021432771102046888,0.8754137474573751
adhd/caregiver/caregiver_1_3,adhd,0.39,1.0,0.9787234042553191,0.9787234042553191,0.883419689119171,0.8860103626943006,0.8601036269430051,0.6301369863013698,0.9940119760479041,0.13989637305699482,0.02127659574468085,0.7666666666666667,0.8812260536398467,0.9194135155991621,0.7235696380535575,0.30416666666666664,332,54,2,92,0.021276595744680882,0.03139530558345427,0.02229632896042344,0.8754137474573751
adhd/caregiver/caregiver_1_3,adhd,0.4,1.0,0.9787234042553191,0.9787234042553191,0.883419689119171,0.8886010362694301,0.8626943005181347,0.6344827586206897,0.9940298507462687,0.13730569948186527,0.02127659574468085,0.7698744769874477,0.8829174664107485,0.9207088523867268,0.7272149869156441,0.3020833333333333,333,53,2,92,0.021276595744680882,0.02970389281255248,0.021000992172858668,0.8771024359101942
adhd/caregiver/caregiver_1_3,adhd,0.4009518900824426,1.0,0.9787234042553191,0.9787234042553191,0.883419689119171,0.8886010362694301,0.8626943005181347,0.6344827586206897,0.9940298507462687,0.13730569948186527,0.02127659574468085,0.7698744769874477,0.8829174664107485,0.9207088523867268,0.7272149869156441,0.3020833333333333,333,53,2,92,0.021276595744680882,0.02970389281255248,0.021000992172858668,0.8771024359101942
