slot_key,domain,feature,feature_label,corr_train,corr_val,corr_holdout,proxy_pattern_flag
adhd/caregiver/caregiver_full,adhd,adhd_hypimp_08_difficulty_waiting_turn,Adhd hypimp 08 difficulty waiting turn,0.4728247929737069,0.4244665190232284,0.4456641791215581,no
adhd/caregiver/caregiver_full,adhd,adhd_context_school,Adhd context school,0.4012756924038976,0.3938316434708857,0.34375921566415435,no
adhd/caregiver/caregiver_full,adhd,age_years,Edad en años cumplidos,0.004652530268201025,-0.024365651050823046,-0.034525394836706476,no
adhd/psychologist/psychologist_1_3,adhd,adhd_onset_before_12,Adhd onset before 12,0.4792915345286189,0.45968056698629883,0.4407623049250705,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_06_avoids_sustained_effort,Adhd inatt 06 avoids sustained effort,0.5491545614292802,0.5387281740830674,0.49005581574894763,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_09_forgetful_daily_activities,Adhd inatt 09 forgetful daily activities,0.5347364879909658,0.5337939853243274,0.4716970808858639,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_03_seems_not_listening,Adhd inatt 03 seems not listening,0.5608479959428437,0.5624639432307846,0.5049553818250481,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_02_sustained_attention_difficulty,Adhd inatt 02 sustained attention difficulty,0.5502608824191059,0.535088155063558,0.4957255012708286,no
adhd/psychologist/psychologist_1_3,adhd,adhd_hypimp_07_blurts_out,Adhd hypimp 07 blurts out,0.5412133069527403,0.46791608033026827,0.45365870313664997,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_08_easily_distracted,Adhd inatt 08 easily distracted,0.5216902183071669,0.5562765148835506,0.48262582897947726,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_01_attention_to_detail_errors,Adhd inatt 01 attention to detail errors,0.5431945090964168,0.5818857202828026,0.45970327402214994,no
adhd/psychologist/psychologist_1_3,adhd,adhd_inatt_07_loses_things,Adhd inatt 07 loses things,0.5472894576035113,0.5313567403844055,0.4328934142279935,no
adhd/psychologist/psychologist_2_3,adhd,adhd_onset_before_12,Adhd onset before 12,0.4792915345286189,0.45968056698629883,0.4407623049250705,no
adhd/psychologist/psychologist_2_3,adhd,adhd_not_better_explained_other_mental,Adhd not better explained other mental,0.22069133017052434,0.2004823400463397,0.20560695192702064,no
adhd/psychologist/psychologist_2_3,adhd,adhd_impairment_home,Adhd impairment home,0.5682941404265589,0.5655910582151977,0.5082820467013798,no
adhd/psychologist/psychologist_2_3,adhd,adhd_impairment_school,Adhd impairment school,0.5722919058842649,0.5772876987427996,0.5221480022257017,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_06_avoids_sustained_effort,Adhd inatt 06 avoids sustained effort,0.5491545614292802,0.5387281740830674,0.49005581574894763,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_09_forgetful_daily_activities,Adhd inatt 09 forgetful daily activities,0.5347364879909658,0.5337939853243274,0.4716970808858639,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_03_seems_not_listening,Adhd inatt 03 seems not listening,0.5608479959428437,0.5624639432307846,0.5049553818250481,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_02_sustained_attention_difficulty,Adhd inatt 02 sustained attention difficulty,0.5502608824191059,0.535088155063558,0.4957255012708286,no
adhd/psychologist/psychologist_2_3,adhd,adhd_impairment_social,Adhd impairment social,0.5574697961630977,0.5536776454200264,0.5266279732803539,no
adhd/psychologist/psychologist_2_3,adhd,adhd_hypimp_07_blurts_out,Adhd hypimp 07 blurts out,0.5412133069527403,0.46791608033026827,0.45365870313664997,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_08_easily_distracted,Adhd inatt 08 easily distracted,0.5216902183071669,0.5562765148835506,0.48262582897947726,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_01_attention_to_detail_errors,Adhd inatt 01 attention to detail errors,0.5431945090964168,0.5818857202828026,0.45970327402214994,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_07_loses_things,Adhd inatt 07 loses things,0.5472894576035113,0.5313567403844055,0.4328934142279935,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_04_fails_to_finish_tasks,Adhd inatt 04 fails to finish tasks,0.5581909860905788,0.5659415435845859,0.430558728200285,no
adhd/psychologist/psychologist_2_3,adhd,adhd_hypimp_02_leaves_seat,Adhd hypimp 02 leaves seat,0.4829901015619931,0.5770298628655063,0.4906848684995991,no
adhd/psychologist/psychologist_2_3,adhd,adhd_hypimp_01_fidgets,Adhd hypimp 01 fidgets,0.5135387673287232,0.4596449777703091,0.4497651889619618,no
adhd/psychologist/psychologist_2_3,adhd,adhd_inatt_05_organization_difficulty,Adhd inatt 05 organization difficulty,0.5297675555971095,0.5193942098441707,0.4903059973131858,no
adhd/psychologist/psychologist_2_3,adhd,adhd_hypimp_04_cannot_play_quietly,Adhd hypimp 04 cannot play quietly,0.49566878034856254,0.5696115557797294,0.45498617606991376,no
adhd/psychologist/psychologist_full,adhd,adhd_onset_before_12,Adhd onset before 12,0.4792915345286189,0.45968056698629883,0.4407623049250705,no
adhd/psychologist/psychologist_full,adhd,adhd_not_better_explained_other_mental,Adhd not better explained other mental,0.22069133017052434,0.2004823400463397,0.20560695192702064,no
adhd/psychologist/psychologist_full,adhd,adhd_impairment_home,Adhd impairment home,0.5682941404265589,0.5655910582151977,0.5082820467013798,no
adhd/psychologist/psychologist_full,adhd,adhd_impairment_school,Adhd impairment school,0.5722919058842649,0.5772876987427996,0.5221480022257017,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_06_avoids_sustained_effort,Adhd inatt 06 avoids sustained effort,0.5491545614292802,0.5387281740830674,0.49005581574894763,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_09_forgetful_daily_activities,Adhd inatt 09 forgetful daily activities,0.5347364879909658,0.5337939853243274,0.4716970808858639,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_03_seems_not_listening,Adhd inatt 03 seems not listening,0.5608479959428437,0.5624639432307846,0.5049553818250481,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_02_sustained_attention_difficulty,Adhd inatt 02 sustained attention difficulty,0.5502608824191059,0.535088155063558,0.4957255012708286,no
adhd/psychologist/psychologist_full,adhd,adhd_impairment_social,Adhd impairment social,0.5574697961630977,0.5536776454200264,0.5266279732803539,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_07_blurts_out,Adhd hypimp 07 blurts out,0.5412133069527403,0.46791608033026827,0.45365870313664997,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_08_easily_distracted,Adhd inatt 08 easily distracted,0.5216902183071669,0.5562765148835506,0.48262582897947726,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_01_attention_to_detail_errors,Adhd inatt 01 attention to detail errors,0.5431945090964168,0.5818857202828026,0.45970327402214994,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_07_loses_things,Adhd inatt 07 loses things,0.5472894576035113,0.5313567403844055,0.4328934142279935,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_04_fails_to_finish_tasks,Adhd inatt 04 fails to finish tasks,0.5581909860905788,0.5659415435845859,0.430558728200285,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_02_leaves_seat,Adhd hypimp 02 leaves seat,0.4829901015619931,0.5770298628655063,0.4906848684995991,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_01_fidgets,Adhd hypimp 01 fidgets,0.5135387673287232,0.4596449777703091,0.4497651889619618,no
adhd/psychologist/psychologist_full,adhd,adhd_inatt_05_organization_difficulty,Adhd inatt 05 organization difficulty,0.5297675555971095,0.5193942098441707,0.4903059973131858,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_04_cannot_play_quietly,Adhd hypimp 04 cannot play quietly,0.49566878034856254,0.5696115557797294,0.45498617606991376,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_05_driven_by_motor,Adhd hypimp 05 driven by motor,0.5194650514148698,0.49487233566865785,0.4951721019930024,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_09_interrupts_intrudes,Adhd hypimp 09 interrupts intrudes,0.4851259288637832,0.4912305645507512,0.4164232073742588,no
adhd/psychologist/psychologist_full,adhd,adhd_context_other,Adhd context other,0.45449015439459567,0.4418040171481989,0.37368341963199764,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_06_talks_excessively,Adhd hypimp 06 talks excessively,0.49233166933733363,0.49530456070242446,0.4144089398302431,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_08_difficulty_waiting_turn,Adhd hypimp 08 difficulty waiting turn,0.4728247929737069,0.4244665190232284,0.4456641791215581,no
adhd/psychologist/psychologist_full,adhd,adhd_context_home,Adhd context home,0.4047018658644353,0.4204149627431112,0.37856553201211274,no
adhd/psychologist/psychologist_full,adhd,adhd_hypimp_03_runs_or_climbs_inappropriately,Adhd hypimp 03 runs or climbs inappropriately,0.49244091897021447,0.5535474664188246,0.3754670265749408,no
adhd/psychologist/psychologist_full,adhd,adhd_context_school,Adhd context school,0.4012756924038976,0.3938316434708857,0.34375921566415435,no
adhd/psychologist/psychologist_full,adhd,adhd_not_psychosis_exclusive,Adhd not psychosis exclusive,0.06287084064724224,0.05063006346994131,0.050630063469941325,no
anxiety/caregiver/caregiver_1_3,anxiety,sep_anx_impairment,Sep anx impairment,0.6678260713328411,0.6777649466406086,0.693279333315816,no
anxiety/caregiver/caregiver_1_3,anxiety,gad_difficulty_controlling_worry,Gad difficulty controlling worry,0.6569544439830233,0.5543179992365774,0.625938316396956,no
anxiety/caregiver/caregiver_1_3,anxiety,gad_impairment,Gad impairment,0.6119733444082839,0.5446627625496633,0.6526854961778134,no
anxiety/caregiver/caregiver_1_3,anxiety,gad_excessive_worry_multiple_areas,Gad excessive worry multiple areas,0.6243833888183697,0.5705131195537686,0.6591939436078409,no
anxiety/caregiver/caregiver_1_3,anxiety,social_anxiety_impairment,Social anxiety impairment,0.5808454880394225,0.5277846963421795,0.5629684212271087,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_impairment,Sep anx impairment,0.6678260713328411,0.6777649466406086,0.693279333315816,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_duration_weeks,Sep anx duration weeks,0.5062415128570534,0.5568384223375206,0.546309297161993,no
anxiety/caregiver/caregiver_2_3,anxiety,agor_escape_help_cognition,Agor escape help cognition,0.6366811746677057,0.6363329674212237,0.5892197699897416,no
anxiety/caregiver/caregiver_2_3,anxiety,age_years,Edad en años cumplidos,0.14700251940760614,0.13502547167795986,0.14842241373277415,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_duration_months,Gad duration months,0.5832781190709285,0.49217822992425914,0.5860476974695946,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_assoc_06_sleep_problems,Gad assoc 06 sleep problems,0.5911073376429208,0.5287957813541326,0.5792895614955275,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_difficulty_controlling_worry,Gad difficulty controlling worry,0.6569544439830233,0.5543179992365774,0.625938316396956,no
anxiety/caregiver/caregiver_2_3,anxiety,agor_avoid_or_need_companion,Agor avoid or need companion,0.6086386424965045,0.6044462333230761,0.5907325800659068,no
anxiety/caregiver/caregiver_2_3,anxiety,social_anxiety_duration_months,Social anxiety duration months,0.5593113124114265,0.5108149814094286,0.5289974410132811,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_03_worry_event_causing_separation,Sep anx 03 worry event causing separation,0.6028320322867743,0.553548977406398,0.61341083570066,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_assoc_03_concentration_difficulty,Gad assoc 03 concentration difficulty,0.5788751063281126,0.6261194898798574,0.5662901193179477,no
anxiety/caregiver/caregiver_2_3,anxiety,social_anxiety_fear_negative_evaluation,Social anxiety fear negative evaluation,0.612106217377865,0.598102947688679,0.623962845132777,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_assoc_05_muscle_tension,Gad assoc 05 muscle tension,0.6024279208571991,0.5608442343751694,0.6113962010821302,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_07_separation_nightmares,Sep anx 07 separation nightmares,0.5749889112562848,0.5628252142103709,0.5981530697983302,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_05_fear_being_alone_without_attachment,Sep anx 05 fear being alone without attachment,0.591361303434054,0.5578661875791108,0.6038042740657993,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_impairment,Gad impairment,0.6119733444082839,0.5446627625496633,0.6526854961778134,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_04_refuses_leaving_home_school,Sep anx 04 refuses leaving home school,0.5977757797451982,0.5136209999167766,0.6128744813955218,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_assoc_02_fatigue,Gad assoc 02 fatigue,0.6087663765694601,0.54321609104011,0.5922158084916808,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_assoc_01_restlessness,Gad assoc 01 restlessness,0.6328936551633361,0.5793718864917343,0.6213375872715732,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_08_physical_complaints_on_separation,Sep anx 08 physical complaints on separation,0.544833338840712,0.568472045340954,0.515775630847905,no
anxiety/caregiver/caregiver_2_3,anxiety,agor_fear_01_public_transport,Agor fear 01 public transport,0.5833203413413492,0.5834726676255989,0.5680530015231798,no
anxiety/caregiver/caregiver_2_3,anxiety,sep_anx_06_refuses_sleep_away_or_alone,Sep anx 06 refuses sleep away or alone,0.5687459952461441,0.5544251338894222,0.572263669961601,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_assoc_04_irritability,Gad assoc 04 irritability,0.6034647170915045,0.60068660071197,0.5930672693903369,no
anxiety/caregiver/caregiver_2_3,anxiety,social_anxiety_fear_being_observed,Social anxiety fear being observed,0.586250297626316,0.5587741581918837,0.611986266617546,no
anxiety/caregiver/caregiver_2_3,anxiety,gad_excessive_worry_multiple_areas,Gad excessive worry multiple areas,0.6243833888183697,0.5705131195537686,0.6591939436078409,no
anxiety/caregiver/caregiver_2_3,anxiety,agor_fear_03_enclosed_spaces,Agor fear 03 enclosed spaces,0.5717139181164593,0.5836933136150857,0.5421875672057482,no
anxiety/caregiver/caregiver_2_3,anxiety,social_anxiety_impairment,Social anxiety impairment,0.5808454880394225,0.5277846963421795,0.5629684212271087,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_impairment,Sep anx impairment,0.6678260713328411,0.6777649466406086,0.693279333315816,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_duration_weeks,Sep anx duration weeks,0.5062415128570534,0.5568384223375206,0.546309297161993,no
anxiety/caregiver/caregiver_full,anxiety,agor_escape_help_cognition,Agor escape help cognition,0.6366811746677057,0.6363329674212237,0.5892197699897416,no
anxiety/caregiver/caregiver_full,anxiety,age_years,Edad en años cumplidos,0.14700251940760614,0.13502547167795986,0.14842241373277415,no
anxiety/caregiver/caregiver_full,anxiety,gad_duration_months,Gad duration months,0.5832781190709285,0.49217822992425914,0.5860476974695946,no
anxiety/caregiver/caregiver_full,anxiety,gad_assoc_06_sleep_problems,Gad assoc 06 sleep problems,0.5911073376429208,0.5287957813541326,0.5792895614955275,no
anxiety/caregiver/caregiver_full,anxiety,gad_difficulty_controlling_worry,Gad difficulty controlling worry,0.6569544439830233,0.5543179992365774,0.625938316396956,no
anxiety/caregiver/caregiver_full,anxiety,agor_fear_05_outside_home_alone,Agor fear 05 outside home alone,0.5718329168085525,0.5471434211430424,0.5482280604525104,no
anxiety/caregiver/caregiver_full,anxiety,agor_avoid_or_need_companion,Agor avoid or need companion,0.6086386424965045,0.6044462333230761,0.5907325800659068,no
anxiety/caregiver/caregiver_full,anxiety,social_anxiety_duration_months,Social anxiety duration months,0.5593113124114265,0.5108149814094286,0.5289974410132811,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_03_worry_event_causing_separation,Sep anx 03 worry event causing separation,0.6028320322867743,0.553548977406398,0.61341083570066,no
anxiety/caregiver/caregiver_full,anxiety,gad_assoc_03_concentration_difficulty,Gad assoc 03 concentration difficulty,0.5788751063281126,0.6261194898798574,0.5662901193179477,no
anxiety/caregiver/caregiver_full,anxiety,social_anxiety_fear_negative_evaluation,Social anxiety fear negative evaluation,0.612106217377865,0.598102947688679,0.623962845132777,no
anxiety/caregiver/caregiver_full,anxiety,gad_assoc_05_muscle_tension,Gad assoc 05 muscle tension,0.6024279208571991,0.5608442343751694,0.6113962010821302,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_07_separation_nightmares,Sep anx 07 separation nightmares,0.5749889112562848,0.5628252142103709,0.5981530697983302,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_05_fear_being_alone_without_attachment,Sep anx 05 fear being alone without attachment,0.591361303434054,0.5578661875791108,0.6038042740657993,no
anxiety/caregiver/caregiver_full,anxiety,gad_impairment,Gad impairment,0.6119733444082839,0.5446627625496633,0.6526854961778134,no
anxiety/caregiver/caregiver_full,anxiety,agor_fear_04_crowds_queues,Agor fear 04 crowds queues,0.5855169782599285,0.5331397800141637,0.6142964590875474,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_04_refuses_leaving_home_school,Sep anx 04 refuses leaving home school,0.5977757797451982,0.5136209999167766,0.6128744813955218,no
anxiety/caregiver/caregiver_full,anxiety,gad_assoc_02_fatigue,Gad assoc 02 fatigue,0.6087663765694601,0.54321609104011,0.5922158084916808,no
anxiety/caregiver/caregiver_full,anxiety,gad_assoc_01_restlessness,Gad assoc 01 restlessness,0.6328936551633361,0.5793718864917343,0.6213375872715732,no
anxiety/caregiver/caregiver_full,anxiety,agor_almost_always_triggered,Agor almost always triggered,0.586114849432111,0.5306408883927296,0.5899492408760879,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_08_physical_complaints_on_separation,Sep anx 08 physical complaints on separation,0.544833338840712,0.568472045340954,0.515775630847905,no
anxiety/caregiver/caregiver_full,anxiety,agor_fear_01_public_transport,Agor fear 01 public transport,0.5833203413413492,0.5834726676255989,0.5680530015231798,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_06_refuses_sleep_away_or_alone,Sep anx 06 refuses sleep away or alone,0.5687459952461441,0.5544251338894222,0.572263669961601,no
anxiety/caregiver/caregiver_full,anxiety,gad_assoc_04_irritability,Gad assoc 04 irritability,0.6034647170915045,0.60068660071197,0.5930672693903369,no
anxiety/caregiver/caregiver_full,anxiety,social_anxiety_fear_being_observed,Social anxiety fear being observed,0.586250297626316,0.5587741581918837,0.611986266617546,no
anxiety/caregiver/caregiver_full,anxiety,gad_excessive_worry_multiple_areas,Gad excessive worry multiple areas,0.6243833888183697,0.5705131195537686,0.6591939436078409,no
anxiety/caregiver/caregiver_full,anxiety,agor_fear_03_enclosed_spaces,Agor fear 03 enclosed spaces,0.5717139181164593,0.5836933136150857,0.5421875672057482,no
anxiety/caregiver/caregiver_full,anxiety,social_anxiety_impairment,Social anxiety impairment,0.5808454880394225,0.5277846963421795,0.5629684212271087,no
anxiety/caregiver/caregiver_full,anxiety,social_anxiety_avoid_or_endure_intense,Social anxiety avoid or endure intense,0.5497429395234026,0.5513496815608375,0.5851384686620975,no
anxiety/caregiver/caregiver_full,anxiety,agor_duration_months,Agor duration months,0.44203264619618926,0.4514184067076801,0.4644730340505635,no
anxiety/caregiver/caregiver_full,anxiety,sep_anx_02_worry_losing_attachment_figures,Sep anx 02 worry losing attachment figures,0.5940561545722993,0.5588456123794245,0.640490636664548,no
