slot_key,domain,ablation,n_features,threshold,recall,specificity,fpr,fnr,precision,npv,f1,f2,pr_auc,roc_auc,balanced_accuracy,mcc,brier,gap_train_holdout_recall,gap_train_holdout_f2,gap_train_holdout_ba
adhd/caregiver/caregiver_1_3,adhd,no_top3,6,0.42000000000000004,0.925531914893617,0.8005181347150259,0.19948186528497408,0.07446808510638298,0.5304878048780488,0.9778481012658228,0.6744186046511628,0.8055555555555554,0.580102132150921,0.911820637195458,0.8630250248043214,0.6075173329820414,0.11144980821550306,0.06737588652482274,0.06780688985929184,0.04923198471318857
adhd/caregiver/caregiver_2_3,adhd,no_top3,15,0.38,0.9680851063829787,0.8005181347150259,0.19948186528497408,0.031914893617021274,0.5416666666666666,0.9903846153846154,0.6946564885496184,0.8363970588235293,0.5659755635103775,0.9111454084444934,0.8843016205490023,0.6394813052896574,0.10764667088841717,0.03191489361702127,0.04156059995604722,0.03106970933009967
adhd/caregiver/caregiver_full,adhd,no_top3,23,0.08,0.9787234042553191,0.8031088082901554,0.19689119170984457,0.02127659574468085,0.5476190476190477,0.9935897435897436,0.7022900763358778,0.8455882352941176,0.5973618436071677,0.9146455738066366,0.8909161062727373,0.6504878682034209,0.10252028331558133,0.021276595744680882,0.02801771266127262,0.021000992172858557
adhd/psychologist/psychologist_1_3,adhd,no_top3,6,0.12472787632211108,0.9361702127659575,0.805699481865285,0.19430051813471502,0.06382978723404255,0.5398773006134969,0.9810725552050473,0.6848249027237354,0.8163265306122449,0.55987659885705,0.8962490353874987,0.8709348473156212,0.6216726714713243,0.10882691424963804,0.05673758865248224,0.048939229585529986,0.03484547826406492
adhd/psychologist/psychologist_2_3,adhd,no_top3,15,0.08,0.9787234042553191,0.8031088082901554,0.19689119170984457,0.02127659574468085,0.5476190476190477,0.9935897435897436,0.7022900763358778,0.8455882352941176,0.5926389268868046,0.9146593539852277,0.8909161062727373,0.6504878682034209,0.09979036923863244,0.021276595744680882,0.02855931585281357,0.021432771102046777
adhd/psychologist/psychologist_full,adhd,no_top3,24,0.12,0.9574468085106383,0.8316062176165803,0.16839378238341968,0.0425531914893617,0.5806451612903226,0.9876923076923076,0.7228915662650602,0.8474576271186441,0.5886423779973331,0.9162716348803881,0.8945265130636093,0.6696629000939418,0.10102573515298957,0.04255319148936165,0.04551260720687822,0.032502847903575494
anxiety/caregiver/caregiver_1_3,anxiety,no_top3,2,0.26,0.9302325581395349,0.7690355329949239,0.23096446700507614,0.06976744186046512,0.4678362573099415,0.9805825242718447,0.622568093385214,0.7766990291262136,0.8164742347814358,0.9298636524613387,0.8496340455672293,0.5599687003980984,0.08575332490498419,0.03488372093023251,0.041498519896423613,0.03224727501672364
anxiety/caregiver/caregiver_2_3,anxiety,no_top3,24,0.39,0.9069767441860465,0.949238578680203,0.050761421319796954,0.09302325581395349,0.7959183673469388,0.9790575916230366,0.8478260869565217,0.8823529411764707,0.9326581623138371,0.9806103175540077,0.9281076614331247,0.8145835076424387,0.04144198506468029,0.08914728682170547,0.08453945912450744,0.05303388029748557
anxiety/caregiver/caregiver_full,anxiety,no_top3,37,0.44,0.9186046511627907,0.9593908629441624,0.04060913705583756,0.08139534883720931,0.8315789473684211,0.9818181818181818,0.8729281767955801,0.8997722095671981,0.937401241220096,0.9813481289104002,0.9389977570534765,0.845079304333807,0.040222697423229876,0.03100775193798455,0.03249567475548076,0.02015700625664041
anxiety/psychologist/psychologist_1_3,anxiety,no_top3,9,0.26,0.9186046511627907,0.9568527918781726,0.04314720812182741,0.08139534883720931,0.8229166666666666,0.9817708333333334,0.8681318681318682,0.8977272727272726,0.9414498327619754,0.9819678904497697,0.9377287215204817,0.8393269096109245,0.03813998473401503,0.007751937984496138,0.0014450372802518041,0.0009148860819265803
