slot_key,domain,ablation,n_features,threshold,recall,specificity,fpr,fnr,precision,npv,f1,f2,pr_auc,roc_auc,balanced_accuracy,mcc,brier,gap_train_holdout_recall,gap_train_holdout_f2,gap_train_holdout_ba
anxiety/psychologist/psychologist_2_3,anxiety,no_top3,30,0.3999999999999999,0.9186046511627907,0.9543147208121827,0.04568527918781726,0.08139534883720931,0.8144329896907216,0.9817232375979112,0.8633879781420765,0.8956916099773242,0.9358033709401877,0.982351552355094,0.9364596859874867,0.8336547210438848,0.040138134853898326,0.03875968992248069,0.03497907578002335,0.021917916027230144
anxiety/psychologist/psychologist_full,anxiety,no_top3,46,0.41714837666697685,0.9186046511627907,0.9543147208121827,0.04568527918781726,0.08139534883720931,0.8144329896907216,0.9817232375979112,0.8633879781420765,0.8956916099773242,0.9415269377260167,0.9831483886199976,0.9364596859874867,0.8336547210438848,0.04097539272269752,0.03100775193798455,0.0365762743453546,0.02269507732263021
conduct/caregiver/caregiver_1_3,conduct,no_top3,5,0.25,0.9,0.875,0.125,0.1,0.782608695652174,0.9459459459459459,0.8372093023255814,0.8737864077669903,0.8901365265025554,0.9486425781250001,0.8875,0.7514185566237654,0.08594341226949,0.05824634655532357,0.04568474607916351,0.028667918334893905
conduct/caregiver/caregiver_2_3,conduct,no_top3,12,0.09999999999999999,0.95625,0.85625,0.14375,0.04375,0.7688442211055276,0.9750889679715302,0.8523676880222841,0.9117997616209774,0.9227851135227996,0.96474609375,0.90625,0.7774610704884904,0.07510490250576043,0.037486951983298544,0.0270562541581153,0.016216811059287184
conduct/caregiver/caregiver_full,conduct,no_top3,19,0.08,0.98125,0.828125,0.171875,0.01875,0.7405660377358491,0.9888059701492538,0.8440860215053764,0.9213615023474179,0.9268584005857186,0.9652734375,0.9046875,0.7683329153967082,0.07347351660051528,0.01666231732776624,0.015893399613366332,0.013103206010397161
conduct/psychologist/psychologist_1_3,conduct,no_top3,5,0.35000000000000003,0.925,0.86875,0.13125,0.075,0.7789473684210526,0.9586206896551724,0.8457142857142858,0.8915662650602411,0.8857466395957929,0.943828125,0.8968750000000001,0.765143546073548,0.08479355360620165,0.022807933194154417,0.006732112462513151,0.004656777419572156
conduct/psychologist/psychologist_2_3,conduct,no_top3,13,0.08,0.975,0.840625,0.159375,0.025,0.7536231884057971,0.9853479853479854,0.8501362397820164,0.920897284533648,0.9261597997983059,0.96568359375,0.9078124999999999,0.7763526026187643,0.0739064991894174,0.020824634655532415,0.013663843992997693,0.007373490584790199
conduct/psychologist/psychologist_full,conduct,no_top3,20,0.12,0.96875,0.8625,0.1375,0.03125,0.7788944723618091,0.9822064056939501,0.8635097493036211,0.9237187127532778,0.9240870725397474,0.9650390625,0.915625,0.7954024798074556,0.07321452287876035,0.027074634655532392,0.022709858675293626,0.01621031420601804
depression/caregiver/caregiver_1_3,depression,no_top3,7,0.43,0.975609756097561,0.8668341708542714,0.13316582914572864,0.024390243902439025,0.6015037593984962,0.9942363112391931,0.7441860465116279,0.8676789587852495,0.7819080802382825,0.9628937369775707,0.9212219634759162,0.7084332040147306,0.07414063111747933,9.955201592826146e-05,0.01947768560970231,0.012976653209251565
depression/caregiver/caregiver_2_3,depression,no_top3,15,0.4077078349837208,0.9878048780487805,0.864321608040201,0.135678391959799,0.012195121951219513,0.6,0.9971014492753624,0.7465437788018433,0.8747300215982722,0.810125355147906,0.9702169383502879,0.9260632430444907,0.713306357611968,0.06732441226492011,4.977600796418624e-05,0.009772902378335946,0.0067264418671307835
depression/caregiver/caregiver_full,depression,no_top3,26,0.4665848789491877,0.9634146341463414,0.9195979899497487,0.08040201005025126,0.036585365853658534,0.7117117117117117,0.991869918699187,0.8186528497409327,0.8997722095671982,0.8655501714534255,0.9778465498222821,0.9415063120480451,0.7882077529020716,0.05431226761624129,0.032503733200597296,0.0394117781156349,0.025072118487348916
depression/psychologist/psychologist_1_3,depression,no_top3,5,0.31,0.9024390243902439,0.7864321608040201,0.2135678391959799,0.0975609756097561,0.46540880503144655,0.9750778816199377,0.6141078838174274,0.7597535934291582,0.7564739681001142,0.9325897781590882,0.8444355925971321,0.5508525990642447,0.09057944266812219,0.06490791438526633,0.06373494027480286,0.04635084750192009
depression/psychologist/psychologist_2_3,depression,no_top3,16,0.37963003526291433,1.0,0.8743718592964824,0.12562814070351758,0.0,0.6212121212121212,1.0,0.7663551401869159,0.8913043478260869,0.8696710510716359,0.9740164235813212,0.9371859296482412,0.7370009480602819,0.05859699501672177,0.004081632653061273,0.019143413367943007,0.012237689171671673
depression/psychologist/psychologist_full,depression,no_top3,37,0.4399999999999999,0.9634146341463414,0.907035175879397,0.09296482412060302,0.036585365853658534,0.6810344827586207,0.9917582417582418,0.797979797979798,0.8896396396396395,0.8920475421870868,0.9781836009314867,0.9352249050128691,0.7652661623529436,0.05375017351202365,0.03658536585365857,0.05122057541412395,0.03255752176537352
elimination/caregiver/caregiver_1_3,elimination,no_top3,2,0.01,0.9807692307692307,0.9532710280373832,0.04672897196261682,0.019230769230769232,0.7183098591549296,0.9975550122249389,0.8292682926829268,0.9139784946236559,0.7540873082067759,0.9687949317038103,0.967020129403307,0.8177081445932991,0.03330218267611852,0.019230769230769273,0.009740218129621891,0.008077146861284468
elimination/caregiver/caregiver_2_3,elimination,no_top3,3,0.02,0.8461538461538461,0.9462616822429907,0.053738317757009345,0.15384615384615385,0.6567164179104478,0.9806295399515739,0.7394957983193278,0.8,0.6028525938580926,0.8988587347232208,0.8962077641984184,0.7106636574152515,0.04625061178963262,0.06997518610421838,0.05439229843561977,0.03500850290337654
elimination/caregiver/caregiver_full,elimination,no_top3,6,0.02,1.0,0.9509345794392523,0.04906542056074766,0.0,0.7123287671232876,1.0,0.832,0.9252669039145908,0.77303438895629,0.9789719626168224,0.9754672897196262,0.8230298029760919,0.03272798377455745,0.0,0.0006590220113351641,0.00040819666169678026
elimination/psychologist/psychologist_1_3,elimination,no_top3,4,0.5700000000000001,1.0,0.9532710280373832,0.04672897196261682,0.0,0.7222222222222222,1.0,0.8387096774193549,0.9285714285714286,0.7823001440564918,0.9799155283968368,0.9766355140186915,0.829743044712772,0.037790504455449465,0.0,0.0006851661527920161,0.00040728753772878434
elimination/psychologist/psychologist_2_3,elimination,no_top3,5,0.18000000000000002,0.9038461538461539,0.9532710280373832,0.04672897196261682,0.09615384615384616,0.7014925373134329,0.9878934624697336,0.7899159663865546,0.8545454545454546,0.6791676291281151,0.9315914809489575,0.9285585909417685,0.7686901751447799,0.040996105697946754,0.026426799007444157,0.031300902487343185,0.017086267608016792
elimination/psychologist/psychologist_full,elimination,no_top3,9,0.5,0.9615384615384616,0.9205607476635514,0.0794392523364486,0.038461538461538464,0.5952380952380952,0.9949494949494949,0.7352941176470589,0.8561643835616438,0.7155202970831926,0.9544167864845436,0.9410496046010065,0.721528936762286,0.053013737783659955,0.038461538461538436,0.028538812785388168,0.019650784504051777
