trial_id,scenario,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,brier_score,tn,fp,fn,tp
V5_T01_control_replay_v2_best,incomplete_inputs,0.8881118881118881,0.8863105590062113,0.9006211180124224,0.9006211180124224,0.872,0.9006211180124224,0.9576149068322981,0.9717907155176739,0.09266002575752896,109,16,16,145
V5_T01_control_replay_v2_best,contradictory_inputs,0.8776223776223776,0.8796770186335403,0.9144736842105263,0.8633540372670807,0.896,0.8881789137380192,0.9505093167701864,0.9649155637839077,0.09683270579846073,112,13,22,139
V5_T01_control_replay_v2_best,mixed_comorbidity_signals,0.8846153846153846,0.881416149068323,0.8902439024390244,0.906832298136646,0.856,0.8984615384615384,0.9496645962732919,0.964244938128477,0.09417070302987872,107,18,15,146
V5_T02_composite_clinical,incomplete_inputs,0.9440559440559441,0.944944099378882,0.9617834394904459,0.937888198757764,0.952,0.949685534591195,0.9712795031055901,0.9830341566439119,0.06855093420192021,119,6,10,151
V5_T02_composite_clinical,contradictory_inputs,0.9370629370629371,0.936944099378882,0.949685534591195,0.937888198757764,0.936,0.94375,0.9681987577639751,0.9795956536156692,0.07609290484993482,117,8,10,151
V5_T02_composite_clinical,mixed_comorbidity_signals,0.9265734265734266,0.9258385093167703,0.9375,0.9316770186335404,0.92,0.9345794392523364,0.9704844720496895,0.9803607763861235,0.07000572539202386,115,10,11,150
V5_T03_anti_transdiagnostic,incomplete_inputs,0.8041958041958042,0.8189316770186336,0.9338842975206612,0.7018633540372671,0.936,0.8014184397163121,0.9304844720496894,0.9507570435857882,0.11582954801174698,117,8,48,113
V5_T03_anti_transdiagnostic,contradictory_inputs,0.8041958041958042,0.8180372670807454,0.926829268292683,0.7080745341614907,0.928,0.8028169014084507,0.9296894409937888,0.9480148365945582,0.11675625179609701,116,9,47,114
V5_T03_anti_transdiagnostic,mixed_comorbidity_signals,0.8181818181818182,0.8295652173913044,0.9224806201550387,0.7391304347826086,0.92,0.8206896551724138,0.9336645962732919,0.9506825526097652,0.11034285160026602,115,10,42,119
V5_T04_evidence_quality_meta,incomplete_inputs,0.8776223776223776,0.8752049689440994,0.8888888888888888,0.8944099378881988,0.856,0.891640866873065,0.9457391304347826,0.9627377678615213,0.09193903399942374,107,18,17,144
V5_T04_evidence_quality_meta,contradictory_inputs,0.8741258741258742,0.8774658385093168,0.9194630872483222,0.8509316770186336,0.904,0.8838709677419355,0.9471304347826087,0.961663827453988,0.09216877530446815,113,12,24,137
V5_T04_evidence_quality_meta,mixed_comorbidity_signals,0.8776223776223776,0.877888198757764,0.9038461538461539,0.8757763975155279,0.88,0.889589905362776,0.9450434782608697,0.9596977477972172,0.0899720553552995,110,15,20,141
V5_T05_subtype_auxiliary,incomplete_inputs,0.965034965034965,0.968944099378882,1.0,0.937888198757764,1.0,0.967948717948718,0.9735652173913043,0.9853473834644422,0.06276010457602198,125,0,10,151
V5_T05_subtype_auxiliary,contradictory_inputs,0.916083916083916,0.9236770186335403,0.9858156028368794,0.8633540372670807,0.984,0.9205298013245033,0.9752049689440994,0.9849158730295434,0.07133861590635034,123,2,22,139
V5_T05_subtype_auxiliary,mixed_comorbidity_signals,0.9300699300699301,0.9343105590062112,0.9731543624161074,0.9006211180124224,0.968,0.9354838709677419,0.9744596273291926,0.9848060554252028,0.06686849094844398,121,4,16,145
V5_T06_hard_negative_engineering,incomplete_inputs,0.8111888111888111,0.8314037267080745,0.9908256880733946,0.6708074534161491,0.992,0.8,0.9474782608695652,0.9638359378283028,0.08960062680810738,124,1,53,108
V5_T06_hard_negative_engineering,contradictory_inputs,0.7797202797202797,0.8016645962732919,0.9711538461538461,0.6273291925465838,0.976,0.7622641509433963,0.9437515527950312,0.9584646954751117,0.09380123816477039,122,3,60,101
V5_T06_hard_negative_engineering,mixed_comorbidity_signals,0.8006993006993007,0.8185093167701862,0.956140350877193,0.6770186335403726,0.96,0.7927272727272727,0.9475776397515527,0.9609017378347118,0.09133622786484621,120,5,52,109
V5_T07_compact_best_combined,incomplete_inputs,0.9090909090909091,0.9129937888198758,0.9530201342281879,0.8819875776397516,0.944,0.9161290322580645,0.9623850931677018,0.9750719817724881,0.06780343168955555,118,7,19,142
V5_T07_compact_best_combined,contradictory_inputs,0.9370629370629371,0.9378385093167702,0.9554140127388535,0.9316770186335404,0.944,0.9433962264150944,0.9708819875776398,0.980782180866351,0.06049628372824811,118,7,11,150
V5_T07_compact_best_combined,mixed_comorbidity_signals,0.9230769230769231,0.9218385093167702,0.9316770186335404,0.9316770186335404,0.912,0.9316770186335404,0.966608695652174,0.977521360951298,0.059518561143974955,114,11,11,150
V5_T08_two_stage_filter,incomplete_inputs,0.9300699300699301,0.937888198757764,1.0,0.8757763975155279,1.0,0.9337748344370861,0.9677515527950311,0.982677723477498,0.256423060566004,125,0,20,141
V5_T08_two_stage_filter,contradictory_inputs,0.9370629370629371,0.941416149068323,0.9798657718120806,0.906832298136646,0.976,0.9419354838709677,0.9714782608695652,0.9836490694004433,0.24162741617581043,122,3,15,146
V5_T08_two_stage_filter,mixed_comorbidity_signals,0.9475524475524476,0.9507329192546583,0.9802631578947368,0.9254658385093167,0.976,0.952076677316294,0.9717267080745341,0.9830451051760982,0.25338031112240095,122,3,12,149
V5_T09_abstention_ready_refit,incomplete_inputs,0.9020979020979021,0.9049937888198758,0.9403973509933775,0.8819875776397516,0.928,0.9102564102564102,0.961888198757764,0.9746564677481013,0.0680625695696279,116,9,19,142
V5_T09_abstention_ready_refit,contradictory_inputs,0.9370629370629371,0.9378385093167702,0.9554140127388535,0.9316770186335404,0.944,0.9433962264150944,0.9716273291925467,0.98146691345488,0.0597957622884666,118,7,11,150
V5_T09_abstention_ready_refit,mixed_comorbidity_signals,0.9300699300699301,0.928944099378882,0.937888198757764,0.937888198757764,0.92,0.937888198757764,0.9667080745341615,0.977609952035324,0.05860988851327711,115,10,10,151
V5_T10_research_context_optional,incomplete_inputs,0.951048951048951,0.952944099378882,0.9741935483870968,0.937888198757764,0.968,0.9556962025316456,0.9731180124223603,0.984747785842351,0.06970713898294625,121,4,10,151
V5_T10_research_context_optional,contradictory_inputs,0.9230769230769231,0.9263105590062112,0.9602649006622517,0.9006211180124224,0.952,0.9294871794871795,0.9677018633540373,0.9794908502738547,0.07402603210759126,119,6,16,145
V5_T10_research_context_optional,mixed_comorbidity_signals,0.9230769230769231,0.925416149068323,0.954248366013072,0.906832298136646,0.944,0.9299363057324841,0.9702360248447205,0.979804185103713,0.06982913845274714,118,7,15,146
V5_T11_stop_condition_control,incomplete_inputs,0.8146853146853147,0.83272049689441,0.9736842105263158,0.6894409937888198,0.976,0.8072727272727273,0.9596521739130436,0.9726004566762877,0.07198059486255934,122,3,50,111
V5_T11_stop_condition_control,contradictory_inputs,0.8321678321678322,0.8491428571428572,0.9829059829059829,0.7142857142857143,0.984,0.8273381294964028,0.9694409937888199,0.9793805520583614,0.06287065157916516,123,2,46,115
V5_T11_stop_condition_control,mixed_comorbidity_signals,0.8531468531468531,0.8659875776397515,0.968503937007874,0.7639751552795031,0.968,0.8541666666666666,0.9641739130434783,0.9754732103891853,0.06236033565976879,121,4,38,123
V5_T12_best_honest_candidate_final,incomplete_inputs,0.8986013986013986,0.9009937888198758,0.9342105263157895,0.8819875776397516,0.92,0.9073482428115016,0.9613416149068322,0.9741144576792018,0.069573346211537,115,10,19,142
