trial_id,test_type,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,brier_score,tn,fp,fn,tp
V5_T01_control_replay_v2_best,noise_level_1,0.8811188811188811,0.8809937888198758,0.9044585987261147,0.8819875776397516,0.88,0.8930817610062893,0.9531925465838509,0.9663769376260103,0.09172445472893637,110,15,19,142
V5_T01_control_replay_v2_best,noise_level_2,0.8741258741258742,0.873888198757764,0.8980891719745223,0.8757763975155279,0.872,0.8867924528301887,0.9492670807453416,0.9636854547078639,0.10073152520070221,109,16,20,141
V5_T02_composite_clinical,noise_level_1,0.9265734265734266,0.9276273291925465,0.9487179487179487,0.9192546583850931,0.936,0.9337539432176656,0.9687453416149069,0.9800020018521789,0.07066521288680387,117,8,13,148
V5_T02_composite_clinical,noise_level_2,0.9230769230769231,0.9263105590062112,0.9602649006622517,0.9006211180124224,0.952,0.9294871794871795,0.9688447204968945,0.9797432820331297,0.07700595397839982,119,6,16,145
V5_T03_anti_transdiagnostic,noise_level_1,0.8076923076923077,0.8211428571428572,0.9274193548387096,0.7142857142857143,0.928,0.8070175438596491,0.9303850931677019,0.9478910059718486,0.11323479684229566,116,9,46,115
V5_T03_anti_transdiagnostic,noise_level_2,0.7937062937062938,0.8096149068322982,0.9322033898305084,0.6832298136645962,0.936,0.7885304659498208,0.9283478260869567,0.9480611276639066,0.11837983022910507,117,8,51,110
V5_T04_evidence_quality_meta,noise_level_1,0.8706293706293706,0.8716770186335403,0.9025974025974026,0.8633540372670807,0.88,0.8825396825396825,0.9466335403726708,0.9615566616051926,0.09092564764047287,110,15,22,139
V5_T04_evidence_quality_meta,noise_level_2,0.8636363636363636,0.866360248447205,0.9066666666666666,0.84472049689441,0.888,0.8745980707395499,0.9466335403726708,0.9613748294075256,0.0907642640720948,111,14,25,136
V5_T05_subtype_auxiliary,noise_level_1,0.9090909090909091,0.9156770186335403,0.972027972027972,0.8633540372670807,0.968,0.9144736842105263,0.9721242236024845,0.9833543521972192,0.06965538294299062,121,4,22,139
V5_T05_subtype_auxiliary,noise_level_2,0.9055944055944056,0.9134658385093168,0.9785714285714285,0.8509316770186336,0.976,0.9102990033222591,0.9785341614906832,0.9859710062655539,0.07442982493014742,122,3,24,137
V5_T06_hard_negative_engineering,noise_level_1,0.7937062937062938,0.8140869565217391,0.9722222222222222,0.6521739130434783,0.976,0.7806691449814126,0.9456894409937888,0.9608882278740845,0.0922837750895977,122,3,56,105
V5_T06_hard_negative_engineering,noise_level_2,0.7762237762237763,0.79855900621118,0.970873786407767,0.6211180124223602,0.976,0.7575757575757576,0.93927950310559,0.9566973825134162,0.09500409280832658,122,3,61,100
V5_T07_compact_best_combined,noise_level_1,0.9265734265734266,0.9267329192546584,0.9430379746835443,0.9254658385093167,0.928,0.9341692789968652,0.9668571428571427,0.9786625190305782,0.06358399796586692,116,9,12,149
V5_T07_compact_best_combined,noise_level_2,0.9195804195804196,0.9205217391304348,0.9423076923076923,0.9130434782608695,0.928,0.9274447949526814,0.9694906832298137,0.9795333598860767,0.06402917387582253,116,9,14,147
V5_T08_two_stage_filter,noise_level_1,0.9475524475524476,0.9516273291925466,0.9866666666666667,0.9192546583850931,0.984,0.9517684887459807,0.9728695652173913,0.9847640345283311,0.24964319895882894,123,2,13,148
V5_T08_two_stage_filter,noise_level_2,0.9230769230769231,0.9289937888198758,0.9793103448275862,0.8819875776397516,0.976,0.9281045751633987,0.9713788819875776,0.9829852305755957,0.23989043589405543,122,3,19,142
V5_T09_abstention_ready_refit,noise_level_1,0.9300699300699301,0.9298385093167703,0.9433962264150944,0.9316770186335404,0.928,0.9375,0.9670062111801243,0.9790125400947814,0.06275538332526531,116,9,11,150
V5_T09_abstention_ready_refit,noise_level_2,0.9230769230769231,0.9236273291925465,0.9426751592356688,0.9192546583850931,0.928,0.9308176100628931,0.9699378881987578,0.9800812487959997,0.06335974758475907,116,9,13,148
V5_T10_research_context_optional,noise_level_1,0.9230769230769231,0.9263105590062112,0.9602649006622517,0.9006211180124224,0.952,0.9294871794871795,0.9675031055900621,0.9784342297256015,0.07051808193778193,119,6,16,145
V5_T10_research_context_optional,noise_level_2,0.9265734265734266,0.9312049689440993,0.972972972972973,0.8944099378881988,0.968,0.9320388349514563,0.9715776397515528,0.9808533192505479,0.07249631475053515,121,4,17,144
V5_T11_stop_condition_control,noise_level_1,0.8426573426573427,0.8575652173913043,0.9754098360655737,0.7391304347826086,0.976,0.8409893992932862,0.9650683229813665,0.9769676253129989,0.06632782481101379,122,3,42,119
V5_T11_stop_condition_control,noise_level_2,0.8286713286713286,0.8460372670807453,0.9827586206896551,0.7080745341614907,0.984,0.8231046931407943,0.9678012422360248,0.9777687538845083,0.06712910220780052,123,2,47,114
V5_T12_best_honest_candidate_final,noise_level_1,0.9265734265734266,0.9267329192546584,0.9430379746835443,0.9254658385093167,0.928,0.9341692789968652,0.9663602484472049,0.9783249425993761,0.06522485507974926,116,9,12,149
V5_T12_best_honest_candidate_final,noise_level_2,0.9195804195804196,0.9205217391304348,0.9423076923076923,0.9130434782608695,0.928,0.9274447949526814,0.9681490683229813,0.9783746237348631,0.06593361377392123,116,9,14,147
