feature,importance_mean,importance_std
num__cbcl_internalizing_proxy,0.08104166666666665,0.025310919232190535
num__cbcl_anxious_depressed_proxy,0.06906249999999999,0.016951824866941165
num__mfq_p_total,0.01981770833333336,0.008753022171536878
num__sdq_hyperactivity_inattention,0.019453125000000005,0.0057649215733197555
num__mfq_sr_total,0.010026041666666718,0.0015624999999999999
num__sdq_impact,0.006067708333333343,0.006336532052697387
num__cdi_total,0.0031510416666666874,0.013159779481698981
num__sdq_prosocial_behavior,-0.001953125,0.0012352647110032732
num__cbcl_attention_problems_proxy,-0.00234375,0.00078125
num__sdq_total_difficulties,-0.004895833333333344,0.007013190542104314
num__sdq_peer_problems,-0.006067708333333343,0.006455812680144257
num__cbcl_rule_breaking_proxy,-0.009609375000000031,0.008665420833933407
num__cbcl_aggressive_behavior_proxy,-0.011171875000000008,0.014452163068589806
num__sdq_conduct_problems,-0.016276041666666696,0.010011319006331171
num__cbcl_externalizing_proxy,-0.02078125000000002,0.012817315744698863
num__sdq_emotional_symptoms,-0.02078125000000004,0.006336532052697344
