feature,importance
num__cbcl_internalizing_proxy,0.20347882901403058
num__cbcl_anxious_depressed_proxy,0.20269889696322632
num__sdq_hyperactivity_inattention,0.092861807037218
num__sdq_total_difficulties,0.08228343488518802
num__mfq_sr_total,0.07542277623799755
num__mfq_p_total,0.05999298466821896
num__sdq_emotional_symptoms,0.05638899950080407
num__sdq_conduct_problems,0.035822220959433125
num__sdq_peer_problems,0.03491565487310473
num__cdi_total,0.03060122709698348
num__sdq_prosocial_behavior,0.026556417519127105
num__cbcl_externalizing_proxy,0.024682875876391144
num__cbcl_attention_problems_proxy,0.020238909252501883
num__cbcl_rule_breaking_proxy,0.018419107774028887
num__cbcl_aggressive_behavior_proxy,0.01798227760945689
num__sdq_impact,0.017653580732289367
