domain,mode,role,active_model_id,source_campaign_old,feature_set_id_old,pass_name,weight_policy,feature_set_id,feature_list_pipe,model_family,config_id,calibration,threshold_policy,threshold,seed,n_features,train_balanced_accuracy,val_balanced_accuracy,val_precision,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,secondary_max_metric,secondary_metric_anomaly_flag,quality_label,val_selection_score,old_precision,old_recall,old_specificity,old_balanced_accuracy,old_f1,old_roc_auc,old_pr_auc,old_brier,old_confidence_pct,old_final_operational_class,delta_precision,delta_recall,delta_balanced_accuracy,delta_f1,delta_pr_auc,delta_brier,old_secondary_anomaly,new_secondary_anomaly,promotion_decision,generalization_ok,material_gain_ok,anomaly_resolution_ok,class_upgrade_candidate,anomaly_guard_ok,root_cause_hypothesis,status,reason
conduct,caregiver_full,caregiver,conduct__caregiver_full__conduct_honest_retrain_v1__rf__engineered_compact_no_shortcuts_v1,conduct_honest_retrain_v1,engineered_compact_no_shortcuts_v1,pass_b,none,dsm5_core_plus_context,conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_onset_before_10|age_years,extra_trees,extra_precision_guard_v3,none,balanced,0.16999999999999998,20270421,22,0.9958376690946931,0.9984423676012462,0.99375,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,1.0,1.0,0.004063457795468049,-0.0026046985065530937,4.867601246183462e-06,1.0,yes,bueno,0.9519280584265595,0.8076923076923077,0.91875,0.890625,0.9046875,0.8596491228070176,0.9746875,0.9499594639068576,0.0622859399714159,67.1,ACTIVE_LOW_CONFIDENCE,0.18609651218346868,0.08125000000000004,0.09375,0.13723561239547466,0.05004053609314241,-0.058222482175947846,no,yes,PROMOTE_NOW,yes,yes,no,no,yes,confidence_alignment_check|dsm5_core_signal_strengthened,demoted_from_primary_due_replacement,replaced_by_hybrid_final_aggressive_rescue_v6
conduct,psychologist_full,psychologist,conduct__psychologist_full__conduct_honest_retrain_v1__rf__engineered_compact_no_shortcuts_v1,conduct_honest_retrain_v1,engineered_compact_no_shortcuts_v1,pass_b,none,dsm5_core_plus_context,conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_no_antisocial_personality_if_18plus|conduct_onset_before_10|age_years,hgb,hgb_conservative_v3,none,balanced,0.08,20270421,23,0.9942767950052029,0.9984423676012462,0.99375,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,0.9999414062499999,0.9998828094481229,0.0024097644020472154,-0.004165572596043221,4.867601246183462e-06,0.9999414062499999,yes,bueno,0.9519213048070414,0.8439306358381503,0.9125,0.915625,0.9140625,0.8768768768768769,0.975634765625,0.9413294156917726,0.0601968414247834,72.4,ACTIVE_MODERATE_CONFIDENCE,0.14985818403762607,0.08750000000000002,0.08437499999999998,0.12000785832561534,0.05855339375635027,-0.05778707702273618,no,yes,PROMOTE_NOW,yes,yes,no,no,yes,confidence_alignment_check|dsm5_core_signal_strengthened,demoted_from_primary_due_replacement,replaced_by_hybrid_final_aggressive_rescue_v6
