mode,domain,target_variant,family,feature_variant,threshold_policy,selection_score,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,seed_stability,abstention_coverage,high_conf_precision,input_missing_ratio,stop_reason,n_features
caregiver,adhd,baseline,rf,engineered,precision_guarded,0.9027618911795302,0.949518645952803,0.8178053830227743,0.944,0.8809026915113871,0.8787513935340022,0.9483892339544514,0.949955903801757,0.0841752454763408,0.0014639891950032,0.9696969696969696,0.9493952283428732,0.0587412587412587,round3_executed,35.0
caregiver,conduct,baseline,rf,engineered,balanced,0.9398366596412708,0.9722222222222222,0.875,0.9902912621359224,0.9326456310679612,0.9210526315789472,0.9780643203883496,0.9506146895650496,0.0387808136353621,0.0,0.9475524475524476,0.9722222222222222,0.0234921328671328,stop_rule_no_material_signal_after_round2,32.0
caregiver,elimination,elimination_any_baseline,xgboost,engineered,precision_guarded,0.8568500675650323,0.9482758620689656,0.6832298136645962,0.952,0.8176149068322981,0.7942238267148014,0.8759006211180124,0.8907346613286833,0.1330513805150985,0.0,0.9895104895104896,0.9482758620689656,0.0214970214970215,round3_executed,27.0
caregiver,anxiety,baseline,lightgbm,engineered,precision_guarded,0.9478387584087232,0.8912106135986733,0.9747474747474748,0.9636363636363636,0.9691919191919192,0.9304466840861018,0.9898530762167126,0.9765235412925816,0.0237648166722845,0.0007142492739257,0.986013986013986,0.8912106135986733,0.0705722848579991,round3_executed,49.0
caregiver,depression,baseline,catboost,engineered,precision_guarded,0.9154982809019356,0.989010989010989,0.782608695652174,0.9941520467836256,0.8883803712178998,0.8737864077669902,0.9821510297482838,0.9687752264822244,0.0540663348231385,0.0,0.9370629370629372,0.9886363636363636,0.04507992007992,round3_executed,28.0
