mode,domain,target_variant,round_id,family,feature_variant,seed,status,error,n_features,config_id,calibration,threshold_policy,threshold,abstention_band,abstention_coverage,val_objective,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,high_conf_precision,input_missing_ratio
caregiver,elimination,elimination_union_internal,3,rf,base,29,ok,,16,rf_refined,isotonic,precision_guarded,0.54,0.05,0.9545454545454546,0.9140625940101095,0.9245283018867925,0.6086956521739131,0.936,0.7723478260869565,0.7340823970037453,0.8683478260869565,0.8737943150167379,0.14754818782595094,0.9245283018867925,0.031031468531468535
caregiver,elimination,elimination_union_internal,3,rf,base,47,ok,,16,rf_refined,isotonic,balanced,0.46499999999999997,0.05,0.9545454545454546,0.8612889369897849,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8684968944099379,0.8753338714890868,0.14893094591629505,0.9259259259259259,0.031031468531468535
caregiver,elimination,elimination_union_internal,3,rf,base,47,ok,,16,rf_refined,isotonic,precision_guarded,0.46499999999999997,0.05,0.9545454545454546,0.9152425458066622,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8684968944099379,0.8753338714890868,0.14893094591629505,0.9259259259259259,0.031031468531468535
caregiver,elimination,elimination_union_internal,3,rf,compact,11,ok,,20,rf_refined,isotonic,balanced,0.505,0.05,0.958041958041958,0.8579671613112031,0.9238095238095239,0.6024844720496895,0.936,0.7692422360248448,0.7293233082706767,0.8593291925465839,0.8657529156550128,0.1548629528459423,0.9320388349514563,0.02482517482517483
caregiver,elimination,elimination_union_internal,3,rf,compact,11,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.958041958041958,0.9137043195955096,0.9238095238095239,0.6024844720496895,0.936,0.7692422360248448,0.7293233082706767,0.8593291925465839,0.8657529156550128,0.1548629528459423,0.9320388349514563,0.02482517482517483
caregiver,elimination,elimination_union_internal,3,rf,compact,29,ok,,20,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8574921938844093,0.9326923076923077,0.6024844720496895,0.944,0.7732422360248448,0.7320754716981132,0.8594285714285714,0.8643546330056072,0.15224458009918512,0.9326923076923077,0.02482517482517483
caregiver,elimination,elimination_union_internal,3,rf,compact,29,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.965034965034965,0.9109339464932437,0.9326923076923077,0.6024844720496895,0.944,0.7732422360248448,0.7320754716981132,0.8594285714285714,0.8643546330056072,0.15224458009918512,0.9326923076923077,0.02482517482517483
caregiver,elimination,elimination_union_internal,3,rf,compact,47,ok,,20,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8574921938844093,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8657391304347826,0.8706165876352696,0.15013610664065064,0.9259259259259259,0.02482517482517483
caregiver,elimination,elimination_union_internal,3,rf,compact,47,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.965034965034965,0.9109253374369501,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8657391304347826,0.8706165876352696,0.15013610664065064,0.9259259259259259,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,1,rf,base,11,ok,,16,rf_default,isotonic,precision_guarded,0.535,0.05,0.9405594405594405,0.8403723789495385,0.765625,0.5212765957446809,0.921875,0.7215757978723405,0.620253164556962,0.8530308067375887,0.7332729637572472,0.14565983847562738,0.765625,0.031031468531468535
caregiver,elimination,elimination_overlap_strict,1,rf,engineered,11,ok,,27,rf_default,isotonic,precision_guarded,0.605,0.12,0.9370629370629371,0.8431841630769543,0.7936507936507936,0.5319148936170213,0.9322916666666666,0.7321032801418439,0.6369426751592356,0.8544437056737589,0.7444198287285622,0.141854213758064,0.7936507936507936,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,1,xgboost,base,11,ok,,16,xgboost_default,isotonic,precision_guarded,0.505,0.05,0.993006993006993,0.8162836443159133,0.7375,0.6276595744680851,0.890625,0.7591422872340425,0.6781609195402298,0.8571863918439716,0.7488337005119499,0.14001750946044922,0.7375,0.031031468531468535
caregiver,elimination,elimination_overlap_strict,1,xgboost,engineered,11,ok,,27,xgboost_default,isotonic,precision_guarded,0.605,0.05,0.9825174825174825,0.8265192892912172,0.7638888888888888,0.5851063829787234,0.9114583333333334,0.7482823581560284,0.6626506024096386,0.8435006648936171,0.7468463239759953,0.137136772274971,0.7746478873239436,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,1,lightgbm,base,11,ok,,16,lightgbm_default,isotonic,precision_guarded,0.505,0.05,0.8951048951048951,0.8032851375361003,0.7941176470588235,0.574468085106383,0.9270833333333334,0.7507757092198581,0.6666666666666666,0.8468528368794327,0.7240063959863176,0.14152637490554257,0.7941176470588235,0.031031468531468535
caregiver,elimination,elimination_overlap_strict,1,lightgbm,engineered,11,ok,,27,lightgbm_default,isotonic,precision_guarded,0.385,0.05,0.9055944055944056,0.8271885428009433,0.7468354430379747,0.6276595744680851,0.8958333333333334,0.7617464539007093,0.6820809248554913,0.8314771719858157,0.7399767107531182,0.14311018207753043,0.7468354430379747,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,1,catboost,base,11,ok,,16,catboost_default,isotonic,precision_guarded,0.48,0.05,0.9195804195804196,0.8289968202342022,0.7808219178082192,0.6063829787234043,0.9166666666666666,0.7615248226950355,0.6826347305389222,0.8646941489361701,0.754157765902498,0.14235544321027266,0.7808219178082192,0.031031468531468535
caregiver,elimination,elimination_overlap_strict,1,catboost,engineered,11,ok,,27,catboost_default,isotonic,precision_guarded,0.63,0.15,0.8531468531468531,0.8368399048975083,0.8837209302325582,0.40425531914893614,0.9739583333333334,0.6891068262411347,0.5547445255474452,0.8581006205673759,0.7547117092061175,0.13942502957722044,0.8837209302325582,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,1,tabpfn,base,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",16,,,,,,,,,,,,,,,,,
caregiver,elimination,elimination_overlap_strict,1,tabpfn,engineered,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",27,,,,,,,,,,,,,,,,,
caregiver,elimination,elimination_overlap_strict,2,rf,engineered,11,ok,,27,rf_stability,isotonic,precision_guarded,0.605,0.12,0.9370629370629371,0.8431841630769543,0.7936507936507936,0.5319148936170213,0.9322916666666666,0.7321032801418439,0.6369426751592356,0.8544437056737589,0.7444198287285622,0.141854213758064,0.7936507936507936,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,2,rf,engineered,29,ok,,27,rf_stability,isotonic,precision_guarded,0.38,0.05,0.9405594405594405,0.8444110766593614,0.7605633802816901,0.574468085106383,0.9114583333333334,0.7429632092198581,0.6545454545454545,0.854083554964539,0.7475768244945573,0.14304143760053628,0.7605633802816901,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,2,rf,base,11,ok,,16,rf_stability,isotonic,precision_guarded,0.535,0.05,0.9405594405594405,0.8403723789495385,0.765625,0.5212765957446809,0.921875,0.7215757978723405,0.620253164556962,0.8530308067375887,0.7332729637572472,0.14565983847562738,0.765625,0.031031468531468535
caregiver,elimination,elimination_overlap_strict,2,rf,base,29,ok,,16,rf_stability,isotonic,precision_guarded,0.5750000000000001,0.05,0.951048951048951,0.8376121225023095,0.7384615384615385,0.5106382978723404,0.9114583333333334,0.7110483156028369,0.6037735849056604,0.8556349734042553,0.7335611232319266,0.14565383821522873,0.75,0.031031468531468535
caregiver,elimination,elimination_overlap_strict,3,rf,compact,11,ok,,20,rf_refined,isotonic,balanced,0.365,0.05,0.9230769230769231,0.8121939512850751,0.7222222222222222,0.5531914893617021,0.8958333333333334,0.7245124113475178,0.6265060240963856,0.8558011968085107,0.7263112652370302,0.1482330109061246,0.7323943661971831,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,3,rf,compact,11,ok,,20,rf_refined,isotonic,precision_guarded,0.645,0.05,0.951048951048951,0.838469081539087,0.765625,0.5212765957446809,0.921875,0.7215757978723405,0.620253164556962,0.8558011968085107,0.7263112652370302,0.1482330109061246,0.7619047619047619,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,3,rf,compact,29,ok,,20,rf_refined,isotonic,balanced,0.365,0.15,0.8881118881118881,0.8121939512850751,0.7397260273972602,0.574468085106383,0.9010416666666666,0.7377548758865249,0.6467065868263473,0.8324745124113476,0.7025302288381127,0.15108426154147417,0.7391304347826086,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,3,rf,compact,29,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.986013986013986,0.841257271082082,0.7391304347826086,0.5425531914893617,0.90625,0.7244015957446808,0.6257668711656442,0.8324745124113476,0.7025302288381127,0.15108426154147417,0.75,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,3,rf,compact,47,ok,,20,rf_refined,isotonic,balanced,0.405,0.05,0.9825174825174825,0.8121939512850751,0.726027397260274,0.5638297872340425,0.8958333333333334,0.729831560283688,0.6347305389221557,0.8541389627659574,0.7327711578951055,0.14714369694891186,0.7361111111111112,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,3,rf,compact,47,ok,,20,rf_refined,isotonic,precision_guarded,0.64,0.05,0.9615384615384616,0.8411884153266327,0.7538461538461538,0.5212765957446809,0.9166666666666666,0.7189716312056738,0.6163522012578616,0.8541389627659574,0.7327711578951055,0.14714369694891186,0.75,0.02482517482517483
caregiver,elimination,elimination_overlap_strict,3,rf,engineered,11,ok,,27,rf_refined,isotonic,balanced,0.385,0.12,0.8706293706293706,0.8099771964178745,0.7402597402597403,0.6063829787234043,0.8958333333333334,0.7511081560283688,0.6666666666666666,0.8544437056737589,0.7444198287285622,0.141854213758064,0.7536231884057971,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,3,rf,engineered,11,ok,,27,rf_refined,isotonic,precision_guarded,0.605,0.12,0.9370629370629371,0.8431841630769543,0.7936507936507936,0.5319148936170213,0.9322916666666666,0.7321032801418439,0.6369426751592356,0.8544437056737589,0.7444198287285622,0.141854213758064,0.7936507936507936,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,3,rf,engineered,29,ok,,27,rf_refined,isotonic,balanced,0.38,0.05,0.9405594405594405,0.8145601931921544,0.7605633802816901,0.574468085106383,0.9114583333333334,0.7429632092198581,0.6545454545454545,0.854083554964539,0.7475768244945573,0.14304143760053628,0.7605633802816901,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,3,rf,engineered,29,ok,,27,rf_refined,isotonic,precision_guarded,0.38,0.05,0.9405594405594405,0.8444110766593614,0.7605633802816901,0.574468085106383,0.9114583333333334,0.7429632092198581,0.6545454545454545,0.854083554964539,0.7475768244945573,0.14304143760053628,0.7605633802816901,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,3,rf,engineered,47,ok,,27,rf_refined,isotonic,balanced,0.41500000000000004,0.1,0.9195804195804196,0.8074902555330948,0.7534246575342466,0.5851063829787234,0.90625,0.7456781914893618,0.6586826347305389,0.8565492021276596,0.7501740549210543,0.14076388256665134,0.7761194029850746,0.0214970214970215
caregiver,elimination,elimination_overlap_strict,3,rf,engineered,47,ok,,27,rf_refined,isotonic,precision_guarded,0.505,0.05,0.9790209790209791,0.8410422905912605,0.7761194029850746,0.5531914893617021,0.921875,0.7375332446808511,0.6459627329192547,0.8565492021276596,0.7501740549210543,0.14076388256665134,0.7761194029850746,0.0214970214970215
caregiver,elimination,elimination_clear_cases,1,rf,base,11,ok,,16,rf_default,isotonic,precision_guarded,0.42000000000000004,0.05,0.7692307692307693,0.9173536723532889,0.9279279279279279,0.639751552795031,0.936,0.7878757763975155,0.7573529411764706,0.8695900621118012,0.8730568579459776,0.1473940216585318,0.9279279279279279,0.031031468531468535
caregiver,elimination,elimination_clear_cases,1,rf,engineered,11,ok,,27,rf_default,isotonic,precision_guarded,0.405,0.05,0.8426573426573427,0.9130996124516229,0.9083333333333333,0.6770186335403726,0.912,0.7945093167701863,0.7758007117437722,0.876248447204969,0.8809004372528717,0.1418555617731576,0.9159663865546218,0.0214970214970215
caregiver,elimination,elimination_clear_cases,1,xgboost,base,11,ok,,16,xgboost_default,isotonic,precision_guarded,0.585,0.05,0.9195804195804196,0.9054599816133774,0.9320388349514563,0.5962732919254659,0.944,0.7701366459627329,0.7272727272727273,0.8683975155279503,0.8855782525072247,0.14749932289123535,0.9320388349514563,0.031031468531468535
caregiver,elimination,elimination_clear_cases,1,xgboost,engineered,11,ok,,27,xgboost_default,isotonic,precision_guarded,0.67,0.05,0.9895104895104895,0.9099101392048146,0.9482758620689655,0.6832298136645962,0.952,0.8176149068322981,0.7942238267148014,0.8759006211180124,0.8907346613286833,0.13305138051509857,0.9482758620689655,0.0214970214970215
caregiver,elimination,elimination_clear_cases,1,lightgbm,base,11,ok,,16,lightgbm_default,isotonic,precision_guarded,0.64,0.05,0.9615384615384616,0.9007852580002519,0.9320388349514563,0.5962732919254659,0.944,0.7701366459627329,0.7272727272727273,0.8592049689440993,0.8668977137978806,0.14510704394575183,0.9320388349514563,0.031031468531468535
caregiver,elimination,elimination_clear_cases,1,lightgbm,engineered,11,ok,,27,lightgbm_default,isotonic,precision_guarded,0.505,0.05,0.972027972027972,0.9075463189982198,0.9401709401709402,0.6832298136645962,0.944,0.8136149068322981,0.7913669064748201,0.8770434782608696,0.8958414547407705,0.137095178588842,0.9401709401709402,0.0214970214970215
caregiver,elimination,elimination_clear_cases,1,catboost,base,11,ok,,16,catboost_default,isotonic,precision_guarded,0.67,0.05,0.9370629370629371,0.9015940958614574,0.9285714285714286,0.5652173913043478,0.944,0.7546086956521738,0.7027027027027027,0.8773664596273293,0.8897344844417241,0.13925947606095904,0.9285714285714286,0.031031468531468535
caregiver,elimination,elimination_clear_cases,1,catboost,engineered,11,ok,,27,catboost_default,isotonic,precision_guarded,0.65,0.05,0.9405594405594405,0.9080494958525257,0.9375,0.5590062111801242,0.952,0.7555031055900621,0.7003891050583657,0.8816397515527951,0.8936722277890081,0.1395190368954594,0.9368421052631579,0.0214970214970215
caregiver,elimination,elimination_clear_cases,1,tabpfn,base,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",16,,,,,,,,,,,,,,,,,
caregiver,elimination,elimination_clear_cases,1,tabpfn,engineered,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",27,,,,,,,,,,,,,,,,,
caregiver,elimination,elimination_clear_cases,2,rf,base,11,ok,,16,rf_stability,isotonic,precision_guarded,0.42000000000000004,0.05,0.7692307692307693,0.9173536723532889,0.9279279279279279,0.639751552795031,0.936,0.7878757763975155,0.7573529411764706,0.8695900621118012,0.8730568579459776,0.1473940216585318,0.9279279279279279,0.031031468531468535
caregiver,elimination,elimination_clear_cases,2,rf,base,29,ok,,16,rf_stability,isotonic,precision_guarded,0.54,0.05,0.9545454545454546,0.9140625940101095,0.9245283018867925,0.6086956521739131,0.936,0.7723478260869565,0.7340823970037453,0.8683478260869565,0.8737943150167379,0.147548187825951,0.9245283018867925,0.031031468531468535
caregiver,elimination,elimination_clear_cases,2,rf,engineered,11,ok,,27,rf_stability,isotonic,precision_guarded,0.405,0.05,0.8426573426573427,0.9130996124516229,0.9083333333333333,0.6770186335403726,0.912,0.7945093167701863,0.7758007117437722,0.876248447204969,0.8809004372528717,0.1418555617731576,0.9159663865546218,0.0214970214970215
caregiver,elimination,elimination_clear_cases,2,rf,engineered,29,ok,,27,rf_stability,isotonic,precision_guarded,0.605,0.05,0.9825174825174825,0.9120961520368791,0.9217391304347826,0.6583850931677019,0.928,0.793192546583851,0.7681159420289855,0.8806708074534162,0.888495814545502,0.13652271877835748,0.9298245614035088,0.0214970214970215
caregiver,elimination,elimination_clear_cases,3,rf,base,11,ok,,16,rf_refined,isotonic,balanced,0.42000000000000004,0.05,0.7692307692307693,0.864604628833446,0.9279279279279279,0.639751552795031,0.936,0.7878757763975155,0.7573529411764706,0.8695900621118012,0.8730568579459776,0.1473940216585318,0.9279279279279279,0.031031468531468535
caregiver,elimination,elimination_clear_cases,3,rf,base,11,ok,,16,rf_refined,isotonic,precision_guarded,0.42000000000000004,0.05,0.7692307692307693,0.9173536723532889,0.9279279279279279,0.639751552795031,0.936,0.7878757763975155,0.7573529411764706,0.8695900621118012,0.8730568579459776,0.1473940216585318,0.9279279279279279,0.031031468531468535
caregiver,elimination,elimination_clear_cases,3,rf,base,29,ok,,16,rf_refined,isotonic,balanced,0.39,0.15,0.7342657342657343,0.8589357120073913,0.8863636363636364,0.7267080745341615,0.88,0.8033540372670808,0.7986348122866894,0.8683478260869565,0.8737943150167379,0.147548187825951,0.9245283018867925,0.031031468531468535
caregiver,elimination,elimination_clear_cases,3,rf,base,29,ok,,16,rf_refined,isotonic,precision_guarded,0.54,0.05,0.9545454545454546,0.9140625940101095,0.9245283018867925,0.6086956521739131,0.936,0.7723478260869565,0.7340823970037453,0.8683478260869565,0.8737943150167379,0.147548187825951,0.9245283018867925,0.031031468531468535
caregiver,elimination,elimination_clear_cases,3,rf,base,47,ok,,16,rf_refined,isotonic,balanced,0.46499999999999997,0.05,0.9545454545454546,0.8612889369897849,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8684968944099379,0.8753338714890868,0.14893094591629508,0.9259259259259259,0.031031468531468535
caregiver,elimination,elimination_clear_cases,3,rf,base,47,ok,,16,rf_refined,isotonic,precision_guarded,0.46499999999999997,0.05,0.9545454545454546,0.9152425458066622,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8684968944099379,0.8753338714890868,0.14893094591629508,0.9259259259259259,0.031031468531468535
caregiver,elimination,elimination_clear_cases,3,rf,compact,11,ok,,20,rf_refined,isotonic,balanced,0.505,0.05,0.958041958041958,0.8579671613112031,0.9238095238095239,0.6024844720496895,0.936,0.7692422360248448,0.7293233082706767,0.8593291925465839,0.8657529156550128,0.15486295284594223,0.9320388349514563,0.02482517482517483
caregiver,elimination,elimination_clear_cases,3,rf,compact,11,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.958041958041958,0.9137043195955096,0.9238095238095239,0.6024844720496895,0.936,0.7692422360248448,0.7293233082706767,0.8593291925465839,0.8657529156550128,0.15486295284594223,0.9320388349514563,0.02482517482517483
caregiver,elimination,elimination_clear_cases,3,rf,compact,29,ok,,20,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8574921938844093,0.9326923076923077,0.6024844720496895,0.944,0.7732422360248448,0.7320754716981132,0.8594285714285714,0.8643546330056072,0.15224458009918515,0.9326923076923077,0.02482517482517483
caregiver,elimination,elimination_clear_cases,3,rf,compact,29,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.965034965034965,0.9109339464932437,0.9326923076923077,0.6024844720496895,0.944,0.7732422360248448,0.7320754716981132,0.8594285714285714,0.8643546330056072,0.15224458009918515,0.9326923076923077,0.02482517482517483
caregiver,elimination,elimination_clear_cases,3,rf,compact,47,ok,,20,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8574921938844093,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8657391304347826,0.8706165876352696,0.15013610664065064,0.9259259259259259,0.02482517482517483
caregiver,elimination,elimination_clear_cases,3,rf,compact,47,ok,,20,rf_refined,isotonic,precision_guarded,0.505,0.05,0.965034965034965,0.9109253374369501,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8657391304347826,0.8706165876352696,0.15013610664065064,0.9259259259259259,0.02482517482517483
caregiver,anxiety,baseline,1,rf,base,11,ok,,37,rf_default,isotonic,balanced,0.1,0.05,1.0,0.9506868131868133,0.7710843373493976,0.9696969696969697,0.9136363636363637,0.9416666666666667,0.8590604026845637,0.9758264462809917,0.9293157237925617,0.03518790823686387,0.7710843373493976,0.08542808542808543
caregiver,anxiety,baseline,1,rf,engineered,11,ok,,49,rf_default,isotonic,balanced,0.1,0.05,1.0,0.9675899504555757,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9885674931129477,0.9667959786872313,0.021442368740961268,0.8666666666666667,0.07057228485799916
caregiver,anxiety,baseline,1,xgboost,base,11,ok,,37,xgboost_default,isotonic,balanced,0.20500000000000002,0.05,0.9825174825174825,0.9387445887445887,0.7710843373493976,0.9696969696969697,0.9136363636363637,0.9416666666666667,0.8590604026845637,0.9861914600550964,0.9603740271364791,0.02736027166247368,0.7710843373493976,0.08542808542808543
caregiver,anxiety,baseline,1,xgboost,engineered,11,ok,,49,xgboost_default,isotonic,balanced,0.1,0.05,1.0,0.9675899504555757,0.8441558441558441,0.9848484848484849,0.9454545454545454,0.9651515151515151,0.9090909090909091,0.9888774104683196,0.969121440871041,0.023844892159104347,0.8552631578947368,0.07057228485799916
caregiver,anxiety,baseline,1,lightgbm,base,11,ok,,37,lightgbm_default,isotonic,balanced,0.335,0.05,0.958041958041958,0.9407787266874185,0.863013698630137,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9064748201438849,0.9786157024793388,0.9483885561471769,0.033102772811195544,0.863013698630137,0.08542808542808543
caregiver,anxiety,baseline,1,lightgbm,engineered,11,ok,,49,lightgbm_default,isotonic,balanced,0.1,0.05,1.0,0.9719861660079051,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9904269972451791,0.9807886871319708,0.02361147641774129,0.8666666666666667,0.07057228485799916
caregiver,anxiety,baseline,1,catboost,base,11,ok,,37,catboost_default,isotonic,balanced,0.27,0.05,0.9475524475524476,0.9362893427023862,0.8421052631578947,0.9696969696969697,0.9454545454545454,0.9575757575757575,0.9014084507042254,0.9822658402203855,0.9717285981991864,0.025818158298185543,0.8533333333333334,0.08542808542808543
caregiver,anxiety,baseline,1,catboost,engineered,11,ok,,49,catboost_default,isotonic,balanced,0.1,0.05,1.0,0.9632643032643032,0.8125,0.9848484848484849,0.9318181818181818,0.9583333333333333,0.8904109589041096,0.9892561983471074,0.9711318364320121,0.022697358368362137,0.8227848101265823,0.07057228485799916
caregiver,anxiety,baseline,1,tabpfn,base,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",37,,,,,,,,,,,,,,,,,
caregiver,anxiety,baseline,1,tabpfn,engineered,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",49,,,,,,,,,,,,,,,,,
caregiver,anxiety,baseline,2,lightgbm,engineered,11,ok,,49,lightgbm_stability,isotonic,balanced,0.1,0.05,1.0,0.9719861660079051,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9904269972451791,0.9807886871319708,0.02361147641774129,0.8666666666666667,0.07057228485799916
caregiver,anxiety,baseline,2,lightgbm,engineered,29,ok,,49,lightgbm_stability,isotonic,balanced,0.1,0.05,1.0,0.9719861660079051,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9907713498622589,0.9828879594237669,0.02437337378322168,0.8666666666666667,0.07057228485799916
caregiver,anxiety,baseline,2,rf,engineered,11,ok,,49,rf_stability,isotonic,balanced,0.1,0.05,1.0,0.9675899504555757,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9885674931129477,0.9667959786872313,0.021442368740961254,0.8666666666666667,0.07057228485799916
caregiver,anxiety,baseline,2,rf,engineered,29,ok,,49,rf_stability,isotonic,balanced,0.1,0.05,1.0,0.9675899504555757,0.8783783783783784,0.9848484848484849,0.9590909090909091,0.9719696969696969,0.9285714285714286,0.9887052341597796,0.9674248026334464,0.020833811334515236,0.8783783783783784,0.07057228485799916
caregiver,anxiety,baseline,3,lightgbm,compact,11,ok,,41,lightgbm_refined,isotonic,balanced,0.255,0.05,0.986013986013986,0.9428274591729002,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.9792011019283746,0.9531728690638506,0.03144566980749798,0.7901234567901234,0.07709363806924782
caregiver,anxiety,baseline,3,lightgbm,compact,11,ok,,41,lightgbm_refined,isotonic,precision_guarded,0.645,0.15,0.9370629370629371,0.9390788633563232,0.9830508474576272,0.8787878787878788,0.9954545454545455,0.9371212121212121,0.928,0.9792011019283746,0.9531728690638506,0.03144566980749798,0.9830508474576272,0.07709363806924782
caregiver,anxiety,baseline,3,lightgbm,compact,29,ok,,41,lightgbm_refined,isotonic,balanced,0.1,0.05,1.0,0.9426126939407167,0.7558139534883721,0.9848484848484849,0.9045454545454545,0.9446969696969697,0.8552631578947368,0.9867079889807162,0.9608564087313085,0.02790190560535339,0.7558139534883721,0.07709363806924782
caregiver,anxiety,baseline,3,lightgbm,compact,29,ok,,41,lightgbm_refined,isotonic,precision_guarded,0.605,0.12,0.9405594405594405,0.94340123699776,0.9523809523809523,0.9090909090909091,0.9863636363636363,0.9477272727272728,0.9302325581395349,0.9867079889807162,0.9608564087313085,0.02790190560535339,0.9827586206896551,0.07709363806924782
caregiver,anxiety,baseline,3,lightgbm,compact,47,ok,,41,lightgbm_refined,isotonic,balanced,0.1,0.05,1.0,0.9426126939407167,0.7441860465116279,0.9696969696969697,0.9,0.9348484848484848,0.8421052631578947,0.9794421487603306,0.9528771356357564,0.03111100703462942,0.7529411764705882,0.07709363806924782
caregiver,anxiety,baseline,3,lightgbm,compact,47,ok,,41,lightgbm_refined,isotonic,precision_guarded,0.385,0.05,0.9545454545454546,0.9417849670467621,0.8648648648648649,0.9696969696969697,0.9545454545454546,0.9621212121212122,0.9142857142857143,0.9794421487603306,0.9528771356357564,0.03111100703462942,0.8648648648648649,0.07709363806924782
caregiver,anxiety,baseline,3,lightgbm,engineered,11,ok,,49,lightgbm_refined,isotonic,balanced,0.1,0.05,1.0,0.9719861660079051,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9904269972451791,0.9807886871319708,0.02361147641774129,0.8666666666666667,0.07057228485799916
caregiver,anxiety,baseline,3,lightgbm,engineered,11,ok,,49,lightgbm_refined,isotonic,precision_guarded,0.1,0.05,1.0,0.958155737704918,0.8666666666666667,0.9848484848484849,0.9545454545454546,0.9696969696969697,0.9219858156028369,0.9904269972451791,0.9807886871319708,0.02361147641774129,0.8666666666666667,0.07057228485799916
