candidate_id,domain,mode,stress_type,scenario,threshold,precision,recall,balanced_accuracy,pr_auc,brier,delta_precision_vs_winner,delta_recall_vs_winner,delta_ba_vs_winner,delta_pr_auc_vs_winner,delta_brier_vs_winner
adhd__caregiver_2_3,adhd,caregiver_2_3,missingness,missing_10pct,0.5,0.7096774193548387,0.9361702127659575,0.9214529820306472,0.7155869210377125,0.0646732939642509,-0.012544802867383464,-0.03191489361702127,-0.017252783596075405,-0.02193617286176519,0.004907551239805866
adhd__caregiver_2_3,adhd,caregiver_2_3,missingness,missing_20pct,0.5,0.7272727272727273,0.851063829787234,0.886671811266674,0.6505825738087926,0.07406937408301219,0.005050505050505083,-0.11702127659574468,-0.05203395436004854,-0.08694052009068509,0.01430363135856716
adhd__caregiver_2_3,adhd,caregiver_2_3,missingness,missing_5pct,0.5,0.7416666666666667,0.9468085106382979,0.9332488149046412,0.7113444252020452,0.059813776927703,0.019444444444444486,-0.021276595744680882,-0.005456950722081411,-0.02617866869743246,4.8034203257968366e-05
adhd__caregiver_2_3,adhd,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.05,0.55,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503,0.0,0.0,0.0,0.0,0.0
adhd__caregiver_2_3,adhd,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.10,0.6,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503,0.0,0.0,0.0,0.0,0.0
adhd__caregiver_2_3,adhd,caregiver_2_3,threshold_sensitivity,threshold_shift_-0.05,0.45,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503,0.0,0.0,0.0,0.0,0.0
adhd__caregiver_2_3,adhd,caregiver_2_3,threshold_sensitivity,threshold_shift_-0.10,0.4,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503,0.0,0.0,0.0,0.0,0.0
adhd__psychologist_1_3,adhd,psychologist_1_3,light_noise,noise_10pct_std,0.5,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6179916511240326,0.07857202191263625,0.0,0.0,0.0,-0.005844729162408857,0.00048213661628113136
adhd__psychologist_1_3,adhd,psychologist_1_3,light_noise,noise_5pct_std,0.5,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6268727332806041,0.07784096680648478,0.0,0.0,0.0,0.0030363529941626055,-0.0002489184898703395
adhd__psychologist_1_3,adhd,psychologist_1_3,missingness,missing_10pct,0.5,0.6285714285714286,0.9361702127659575,0.9007275934296108,0.6295548107451544,0.07849366486675577,0.01112176414189836,-0.04255319148936165,-0.014799911806857025,0.005718430458712898,0.00040377957040065027
adhd__psychologist_1_3,adhd,psychologist_1_3,missingness,missing_20pct,0.5,0.6515151515151515,0.9148936170212766,0.897861316282659,0.6453611268950661,0.07857459335978216,0.03406548708562129,-0.06382978723404253,-0.017666188953808892,0.02152474660862458,0.00048470806342704176
adhd__psychologist_1_3,adhd,psychologist_1_3,missingness,missing_5pct,0.5,0.6232876712328768,0.9680851063829787,0.9127990298754272,0.6387147786955948,0.07680828691513585,0.005838006803346563,-0.010638297872340385,-0.0027284753610407053,0.014878398409153282,-0.0012815983812192733
adhd__psychologist_1_3,adhd,psychologist_1_3,threshold_sensitivity,threshold_shift_+0.05,0.55,0.625,0.9574468085106383,0.9087752177268218,0.6238363802864415,0.07808988529635512,0.007550335570469802,-0.02127659574468077,-0.006752287509646071,0.0,0.0
adhd__psychologist_1_3,adhd,psychologist_1_3,threshold_sensitivity,threshold_shift_+0.10,0.6,0.625,0.9574468085106383,0.9087752177268218,0.6238363802864415,0.07808988529635512,0.007550335570469802,-0.02127659574468077,-0.006752287509646071,0.0,0.0
adhd__psychologist_1_3,adhd,psychologist_1_3,threshold_sensitivity,threshold_shift_-0.05,0.45,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6238363802864415,0.07808988529635512,0.0,0.0,0.0,0.0,0.0
adhd__psychologist_1_3,adhd,psychologist_1_3,threshold_sensitivity,threshold_shift_-0.10,0.4,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6238363802864415,0.07808988529635512,0.0,0.0,0.0,0.0,0.0
adhd__psychologist_2_3,adhd,psychologist_2_3,light_noise,noise_10pct_std,0.05,0.7165354330708661,0.9680851063829787,0.9374104288391578,0.7364420124035641,0.05898488552701872,-0.00221456692913391,-0.010638297872340385,-0.005319148936170137,0.006558171616453556,-0.0001999394386878392
adhd__psychologist_2_3,adhd,psychologist_2_3,light_noise,noise_5pct_std,0.05,0.71875,0.9787234042553191,0.942729577775328,0.7234935082987428,0.05972791238419829,0.0,0.0,0.0,-0.006390332488367734,0.000543087418491732
adhd__psychologist_2_3,adhd,psychologist_2_3,missingness,missing_10pct,0.05,0.7007874015748031,0.9468085106382979,0.9241814573916878,0.6999724934649125,0.06703994120857269,-0.017962598425196874,-0.03191489361702127,-0.018548120383640176,-0.029911347322198023,0.007855116242866132
adhd__psychologist_2_3,adhd,psychologist_2_3,missingness,missing_20pct,0.05,0.7264957264957265,0.9042553191489362,0.9106768823723956,0.6624111208852748,0.07242002776055247,0.007745726495726468,-0.07446808510638292,-0.03205269540293232,-0.06747271990183579,0.013235202794845906
adhd__psychologist_2_3,adhd,psychologist_2_3,missingness,missing_5pct,0.05,0.736,0.9787234042553191,0.9466155881380223,0.7254055480772418,0.05714466985118893,0.017249999999999988,0.0,0.0038860103626943143,-0.00447829270986877,-0.0020401551145176333
adhd__psychologist_2_3,adhd,psychologist_2_3,threshold_sensitivity,threshold_shift_+0.05,0.1,0.71875,0.9787234042553191,0.942729577775328,0.7298838407871105,0.05918482496570656,0.0,0.0,0.0,0.0,0.0
adhd__psychologist_2_3,adhd,psychologist_2_3,threshold_sensitivity,threshold_shift_+0.10,0.15000000000000002,0.7244094488188977,0.9787234042553191,0.9440249145628927,0.7298838407871105,0.05918482496570656,0.005659448818897683,0.0,0.0012953367875647714,0.0,0.0
adhd__psychologist_2_3,adhd,psychologist_2_3,threshold_sensitivity,threshold_shift_-0.05,0.05,0.71875,0.9787234042553191,0.942729577775328,0.7298838407871105,0.05918482496570656,0.0,0.0,0.0,0.0,0.0
adhd__psychologist_2_3,adhd,psychologist_2_3,threshold_sensitivity,threshold_shift_-0.10,0.05,0.71875,0.9787234042553191,0.942729577775328,0.7298838407871105,0.05918482496570656,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_1_3,anxiety,caregiver_1_3,light_noise,noise_10pct_std,0.575,0.8529411764705882,0.6744186046511628,0.8245189469956322,0.8151634301251041,0.0629407784136577,0.0,0.0,0.0,6.508118338666158e-05,-0.0003738752996319261
anxiety__caregiver_1_3,anxiety,caregiver_1_3,light_noise,noise_5pct_std,0.575,0.8405797101449275,0.6744186046511628,0.8232499114626373,0.8123763924091457,0.0638911498095927,-0.012361466325660708,0.0,-0.0012690355329949554,-0.002721956532571679,0.0005764960963030863
anxiety__caregiver_1_3,anxiety,caregiver_1_3,missingness,missing_10pct,0.575,0.8596491228070176,0.5697674418604651,0.7747314366662732,0.7643723113219785,0.06990115158013047,0.006707946336429349,-0.10465116279069764,-0.04978751032935902,-0.05072603761973893,0.006586497866840846
anxiety__caregiver_1_3,anxiety,caregiver_1_3,missingness,missing_20pct,0.575,0.8958333333333334,0.5,0.7436548223350254,0.7630092804461744,0.07536365535151686,0.04289215686274517,-0.17441860465116277,-0.08086412466060677,-0.052089068495542956,0.012049001638227239
anxiety__caregiver_1_3,anxiety,caregiver_1_3,missingness,missing_5pct,0.575,0.875,0.6511627906976745,0.8154291110848779,0.8124362274902646,0.06009527554487335,0.022058823529411797,-0.023255813953488302,-0.009089835910754296,-0.002662121451452837,-0.003219378168416269
anxiety__caregiver_1_3,anxiety,caregiver_1_3,threshold_sensitivity,threshold_shift_+0.05,0.625,0.8529411764705882,0.6744186046511628,0.8245189469956322,0.8150983489417174,0.06331465371328962,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_1_3,anxiety,caregiver_1_3,threshold_sensitivity,threshold_shift_+0.10,0.6749999999999999,0.8529411764705882,0.6744186046511628,0.8245189469956322,0.8150983489417174,0.06331465371328962,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_1_3,anxiety,caregiver_1_3,threshold_sensitivity,threshold_shift_-0.05,0.5249999999999999,0.821917808219178,0.6976744186046512,0.8323397473733916,0.8150983489417174,0.06331465371328962,-0.031023368251410166,0.023255813953488413,0.00782080037775934,0.0,0.0
anxiety__caregiver_1_3,anxiety,caregiver_1_3,threshold_sensitivity,threshold_shift_-0.10,0.475,0.821917808219178,0.6976744186046512,0.8323397473733916,0.8150983489417174,0.06331465371328962,-0.031023368251410166,0.023255813953488413,0.00782080037775934,0.0,0.0
anxiety__caregiver_2_3,anxiety,caregiver_2_3,light_noise,noise_10pct_std,0.5049999999999999,0.95,0.8837209302325582,0.9367843229842994,0.9468846482065172,0.01997243141922814,-0.0006172839506173311,-0.011627906976744207,-0.005813953488372103,0.0067094052248397595,2.0058681324999772e-05
anxiety__caregiver_2_3,anxiety,caregiver_2_3,light_noise,noise_5pct_std,0.5049999999999999,0.9506172839506173,0.8953488372093024,0.9425982764726715,0.939699317869301,0.01994774103132535,0.0,0.0,0.0,-0.00047592511237637414,-4.631706577790801e-06
anxiety__caregiver_2_3,anxiety,caregiver_2_3,missingness,missing_10pct,0.5049999999999999,0.9375,0.6976744186046512,0.8437610671703459,0.9252115555590926,0.03391256950417148,-0.013117283950617287,-0.19767441860465118,-0.09883720930232553,-0.014963687422584804,0.013960196766268338
anxiety__caregiver_2_3,anxiety,caregiver_2_3,missingness,missing_20pct,0.5049999999999999,0.9361702127659575,0.5116279069767442,0.7520068468893873,0.8855015256992673,0.051616427028050645,-0.014447071184659821,-0.38372093023255816,-0.19059142958328412,-0.054673717282410106,0.0316640542901475
anxiety__caregiver_2_3,anxiety,caregiver_2_3,missingness,missing_5pct,0.5049999999999999,0.9710144927536232,0.7790697674418605,0.8869968126549403,0.9292747128429574,0.027149991506733362,0.020397208803005884,-0.11627906976744184,-0.05560146381773112,-0.010900530138720055,0.007197618768830221
anxiety__caregiver_2_3,anxiety,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.05,0.5549999999999999,0.9506172839506173,0.8953488372093024,0.9425982764726715,0.9401752429816774,0.01995237273790314,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_2_3,anxiety,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.10,0.6049999999999999,0.9506172839506173,0.8953488372093024,0.9425982764726715,0.9401752429816774,0.01995237273790314,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_2_3,anxiety,caregiver_2_3,threshold_sensitivity,threshold_shift_-0.05,0.4549999999999999,0.9195402298850575,0.9302325581395349,0.9562330303388029,0.9401752429816774,0.01995237273790314,-0.031077054065559828,0.03488372093023251,0.013634753866131444,0.0,0.0
anxiety__caregiver_2_3,anxiety,caregiver_2_3,threshold_sensitivity,threshold_shift_-0.10,0.4049999999999999,0.9032258064516129,0.9767441860465116,0.9769507732263014,0.9401752429816774,0.01995237273790314,-0.04739147749900441,0.08139534883720922,0.034352496753629946,0.0,0.0
anxiety__caregiver_full,anxiety,caregiver_full,light_noise,noise_10pct_std,0.5,0.9058823529411765,0.8953488372093024,0.9375221343406919,0.9261537724443488,0.03178718939210203,-0.010784313725490158,0.0,-0.0012690355329948444,-0.010225330120507858,0.001740865595129374
anxiety__caregiver_full,anxiety,caregiver_full,light_noise,noise_5pct_std,0.5,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9313332626614048,0.030501817301356166,0.0,0.0,0.0,-0.005045839903451865,0.00045549350438350844
anxiety__caregiver_full,anxiety,caregiver_full,missingness,missing_10pct,0.5,0.92,0.8023255813953488,0.8935485774997048,0.905302131500112,0.04379172109918795,0.0033333333333334103,-0.09302325581395354,-0.04524259237398187,-0.03107697106474472,0.01374539730221529
anxiety__caregiver_full,anxiety,caregiver_full,missingness,missing_20pct,0.5,0.927536231884058,0.7441860465116279,0.8657478455908394,0.893247611934673,0.052404850998034935,0.010869565217391353,-0.15116279069767447,-0.07304332428284732,-0.04313149063018373,0.022358527201062278
anxiety__caregiver_full,anxiety,caregiver_full,missingness,missing_5pct,0.5,0.9135802469135802,0.8604651162790697,0.9213493094085704,0.9295043917028991,0.03564667587213073,-0.0030864197530864335,-0.03488372093023262,-0.01744186046511631,-0.006874710861957567,0.005600352075158074
anxiety__caregiver_full,anxiety,caregiver_full,threshold_sensitivity,threshold_shift_+0.05,0.55,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9363791025648567,0.030046323796972658,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_full,anxiety,caregiver_full,threshold_sensitivity,threshold_shift_+0.10,0.6,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9363791025648567,0.030046323796972658,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_full,anxiety,caregiver_full,threshold_sensitivity,threshold_shift_-0.05,0.45,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9363791025648567,0.030046323796972658,0.0,0.0,0.0,0.0,0.0
anxiety__caregiver_full,anxiety,caregiver_full,threshold_sensitivity,threshold_shift_-0.10,0.4,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9363791025648567,0.030046323796972658,0.0,0.0,0.0,0.0,0.0
depression__caregiver_1_3,depression,caregiver_1_3,light_noise,noise_10pct_std,0.5049999999999999,0.8227848101265823,0.7926829268292683,0.8787535237161417,0.8003535682981417,0.054055089245080255,0.0,0.0,0.0,0.004198529684283914,-0.00016520961544812945
depression__caregiver_1_3,depression,caregiver_1_3,light_noise,noise_5pct_std,0.5049999999999999,0.8227848101265823,0.7926829268292683,0.8787535237161417,0.7977637454384152,0.05385480885557791,0.0,0.0,0.0,0.0016087068245573821,-0.0003654900049504736
depression__caregiver_1_3,depression,caregiver_1_3,missingness,missing_10pct,0.5049999999999999,0.8596491228070176,0.5975609756097561,0.7887302365485966,0.7975437780008857,0.059231060184742744,0.03686431268043522,-0.19512195121951226,-0.09002328716754504,0.001388739387027882,0.005010761324214359
depression__caregiver_1_3,depression,caregiver_1_3,missingness,missing_20pct,0.5049999999999999,0.8378378378378378,0.3780487804878049,0.6814867018016915,0.7323260828343701,0.08088022889087416,0.015053027711255496,-0.41463414634146345,-0.19726682191445022,-0.06382895577948777,0.02665993003034578
depression__caregiver_1_3,depression,caregiver_1_3,missingness,missing_5pct,0.5049999999999999,0.8260869565217391,0.6951219512195121,0.8324855987253339,0.7695113773856403,0.06292338466203858,0.003302146395156802,-0.09756097560975618,-0.046267924990807785,-0.026643661228217486,0.00870308580151019
depression__caregiver_1_3,depression,caregiver_1_3,threshold_sensitivity,threshold_shift_+0.05,0.5549999999999999,0.8382352941176471,0.6951219512195121,0.8337418801323692,0.7961550386138578,0.054220298860528385,0.015450483991064745,-0.09756097560975618,-0.04501164358377252,0.0,0.0
depression__caregiver_1_3,depression,caregiver_1_3,threshold_sensitivity,threshold_shift_+0.10,0.6049999999999999,0.8333333333333334,0.6707317073170732,0.8215467581811497,0.7961550386138578,0.054220298860528385,0.010548523206751037,-0.12195121951219512,-0.05720676553499193,0.0,0.0
depression__caregiver_1_3,depression,caregiver_1_3,threshold_sensitivity,threshold_shift_-0.05,0.4549999999999999,0.7701149425287356,0.8170731707317073,0.8834109572251501,0.7961550386138578,0.054220298860528385,-0.05266986759784675,0.024390243902438935,0.00465743350900838,0.0,0.0
depression__caregiver_1_3,depression,caregiver_1_3,threshold_sensitivity,threshold_shift_-0.10,0.4049999999999999,0.7701149425287356,0.8170731707317073,0.8834109572251501,0.7961550386138578,0.054220298860528385,-0.05266986759784675,0.024390243902438935,0.00465743350900838,0.0,0.0
depression__caregiver_2_3,depression,caregiver_2_3,light_noise,noise_10pct_std,0.33499999999999996,0.7752808988764045,0.8414634146341463,0.8956060791763696,0.8682441495243813,0.05095400920080326,-0.024719101123595544,-0.03658536585365857,-0.020805245740899703,-0.01410442378939436,0.006331287742997023
depression__caregiver_2_3,depression,caregiver_2_3,light_noise,noise_5pct_std,0.33499999999999996,0.797752808988764,0.8658536585365854,0.9103137639416595,0.8843128325271467,0.04530981996326315,-0.0022471910112360494,-0.012195121951219523,-0.0060975609756097615,0.0019642592133709558,0.0006870985054569165
depression__caregiver_2_3,depression,caregiver_2_3,missingness,missing_10pct,0.33499999999999996,0.835820895522388,0.6829268292682927,0.8276443191567595,0.848029065351019,0.05819067072707059,0.035820895522387985,-0.19512195121951215,-0.08876700576050978,-0.034319507962756735,0.013567949269264357
depression__caregiver_2_3,depression,caregiver_2_3,missingness,missing_20pct,0.33499999999999996,0.9,0.5487804878048781,0.7681088368672632,0.7790316040542358,0.07346604588535423,0.09999999999999998,-0.3292682926829268,-0.14830248805000612,-0.10331696925953993,0.028843324427547994
depression__caregiver_2_3,depression,caregiver_2_3,missingness,missing_5pct,0.33499999999999996,0.775,0.7560975609756098,0.8554357151611718,0.8395817328951718,0.06032812508170937,-0.025000000000000022,-0.12195121951219512,-0.060975609756097504,-0.0427668404186039,0.015705403623903137
depression__caregiver_2_3,depression,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.05,0.38499999999999995,0.8,0.8780487804878049,0.9164113249172693,0.8823485733137757,0.044622721457806235,0.0,0.0,0.0,0.0,0.0
depression__caregiver_2_3,depression,caregiver_2_3,threshold_sensitivity,threshold_shift_+0.10,0.43499999999999994,0.8,0.8780487804878049,0.9164113249172693,0.8823485733137757,0.044622721457806235,0.0,0.0,0.0,0.0,0.0
depression__caregiver_2_3,depression,caregiver_2_3,threshold_sensitivity,threshold_shift_-0.05,0.285,0.7659574468085106,0.8780487804878049,0.9113861992891286,0.8823485733137757,0.044622721457806235,-0.03404255319148941,0.0,-0.005025125628140725,0.0,0.0
depression__caregiver_2_3,depression,caregiver_2_3,threshold_sensitivity,threshold_shift_-0.10,0.23499999999999996,0.7659574468085106,0.8780487804878049,0.9113861992891286,0.8823485733137757,0.044622721457806235,-0.03404255319148941,0.0,-0.005025125628140725,0.0,0.0
depression__caregiver_full,depression,caregiver_full,light_noise,noise_10pct_std,0.09,0.7934782608695652,0.8902439024390244,0.9212526044858438,0.9069265724891096,0.04041878978006654,-0.010869565217391353,-0.012195121951219523,-0.007353842382645026,-0.004659466228307041,0.0024306669176526186
depression__caregiver_full,depression,caregiver_full,light_noise,noise_5pct_std,0.09,0.8043478260869565,0.9024390243902439,0.9286064468684888,0.9126115562424864,0.038671013622875956,0.0,0.0,0.0,0.0010255175250697413,0.0006828907604620321
depression__caregiver_full,depression,caregiver_full,missingness,missing_10pct,0.09,0.8309859154929577,0.7195121951219512,0.8446807206765534,0.8419855882904376,0.059939021592664926,0.02663808940600121,-0.18292682926829273,-0.08392572619193539,-0.06960045042697904,0.021950898730251002
depression__caregiver_full,depression,caregiver_full,missingness,missing_20pct,0.09,0.8620689655172413,0.6097560975609756,0.7948277975242064,0.7978107094084691,0.07398420613694846,0.057721139430284785,-0.29268292682926833,-0.1337786493442824,-0.11377532930894751,0.03599608327453454
depression__caregiver_full,depression,caregiver_full,missingness,missing_5pct,0.09,0.7976190476190477,0.8170731707317073,0.8871798014462556,0.8646489098774237,0.05004515730817881,-0.006728778467908869,-0.08536585365853666,-0.04142664542223318,-0.0469371288399929,0.012057034445764885
depression__caregiver_full,depression,caregiver_full,threshold_sensitivity,threshold_shift_+0.05,0.14,0.8043478260869565,0.9024390243902439,0.9286064468684888,0.9115860387174166,0.037988122862413924,0.0,0.0,0.0,0.0,0.0
depression__caregiver_full,depression,caregiver_full,threshold_sensitivity,threshold_shift_+0.10,0.19,0.8043478260869565,0.9024390243902439,0.9286064468684888,0.9115860387174166,0.037988122862413924,0.0,0.0,0.0,0.0,0.0
depression__caregiver_full,depression,caregiver_full,threshold_sensitivity,threshold_shift_-0.05,0.05,0.583941605839416,0.975609756097561,0.9161968378477754,0.9115860387174166,0.037988122862413924,-0.22040622024754053,0.07317073170731703,-0.012409609020713419,0.0,0.0
depression__caregiver_full,depression,caregiver_full,threshold_sensitivity,threshold_shift_-0.10,0.05,0.583941605839416,0.975609756097561,0.9161968378477754,0.9115860387174166,0.037988122862413924,-0.22040622024754053,0.07317073170731703,-0.012409609020713419,0.0,0.0
depression__psychologist_1_3,depression,psychologist_1_3,light_noise,noise_10pct_std,0.5,0.7613636363636364,0.8170731707317073,0.8821546758181149,0.8107662696316444,0.056674572577594146,-0.0060782241014799565,0.012195121951219412,0.004841279568574497,0.009635052419671442,-0.0006168412689019839
depression__psychologist_1_3,depression,psychologist_1_3,light_noise,noise_5pct_std,0.5,0.7613636363636364,0.8170731707317073,0.8821546758181149,0.7965195096082135,0.057199820641746175,-0.0060782241014799565,0.012195121951219412,0.004841279568574497,-0.004611707603759507,-9.159320474995403e-05
depression__psychologist_1_3,depression,psychologist_1_3,missingness,missing_10pct,0.5,0.7916666666666666,0.6951219512195121,0.8287167545042284,0.7545436912623763,0.06565034046323737,0.02422480620155032,-0.10975609756097571,-0.048596641745311975,-0.0465875259495967,0.008358926616741237
depression__psychologist_1_3,depression,psychologist_1_3,missingness,missing_20pct,0.5,0.8214285714285714,0.5609756097560976,0.767924990807697,0.7877741021704766,0.07317058833510245,0.05398671096345509,-0.24390243902439024,-0.10938840544184336,-0.013357115041496392,0.015879174488606325
depression__psychologist_1_3,depression,psychologist_1_3,missingness,missing_5pct,0.5,0.7674418604651163,0.8048780487804879,0.8773133962495404,0.8140305807014698,0.056410044428930654,0.0,0.0,0.0,0.012899363489496829,-0.0008813694175654752
depression__psychologist_1_3,depression,psychologist_1_3,threshold_sensitivity,threshold_shift_+0.05,0.55,0.7674418604651163,0.8048780487804879,0.8773133962495404,0.801131217211973,0.05729141384649613,0.0,0.0,0.0,0.0,0.0
depression__psychologist_1_3,depression,psychologist_1_3,threshold_sensitivity,threshold_shift_+0.10,0.6,0.7674418604651163,0.8048780487804879,0.8773133962495404,0.801131217211973,0.05729141384649613,0.0,0.0,0.0,0.0,0.0
depression__psychologist_1_3,depression,psychologist_1_3,threshold_sensitivity,threshold_shift_-0.05,0.45,0.7674418604651163,0.8048780487804879,0.8773133962495404,0.801131217211973,0.05729141384649613,0.0,0.0,0.0,0.0,0.0
depression__psychologist_1_3,depression,psychologist_1_3,threshold_sensitivity,threshold_shift_-0.10,0.4,0.7674418604651163,0.8048780487804879,0.8773133962495404,0.801131217211973,0.05729141384649613,0.0,0.0,0.0,0.0,0.0
depression__psychologist_2_3,depression,psychologist_2_3,light_noise,noise_10pct_std,0.62,0.9054054054054054,0.8170731707317073,0.8997426155166074,0.887343624178285,0.04149872026555162,0.013513513513513487,0.012195121951219412,0.007353842382644804,0.007837760499890711,-0.0021454615441496155
depression__psychologist_2_3,depression,psychologist_2_3,light_noise,noise_5pct_std,0.62,0.9041095890410958,0.8048780487804879,0.8936450545409977,0.8861047240734252,0.04353447533250298,0.012217697149203954,0.0,0.0012562814070351536,0.006598860395030881,-0.00010970647719825422
depression__psychologist_2_3,depression,psychologist_2_3,missingness,missing_10pct,0.62,0.9444444444444444,0.6219512195121951,0.807206765534992,0.8428213091515965,0.05417142700391719,0.052552552552552534,-0.18292682926829273,-0.08518200759897054,-0.03668455452679786,0.010527245194215953
depression__psychologist_2_3,depression,psychologist_2_3,missingness,missing_20pct,0.62,0.9166666666666666,0.4024390243902439,0.6974506679740164,0.7729858113409807,0.07547660035594993,0.024774774774774744,-0.4024390243902439,-0.19493810515994614,-0.10652005233741368,0.03183241854624869
depression__psychologist_2_3,depression,psychologist_2_3,missingness,missing_5pct,0.62,0.9230769230769231,0.7317073170731707,0.8595722515014095,0.8687854452082094,0.04609348575323128,0.031185031185031242,-0.07317073170731714,-0.03281652163255311,-0.0107204184701849,0.0024493039435300457
depression__psychologist_2_3,depression,psychologist_2_3,threshold_sensitivity,threshold_shift_+0.05,0.67,0.8918918918918919,0.8048780487804879,0.8923887731339626,0.8795058636783943,0.043644181809701234,0.0,0.0,0.0,0.0,0.0
depression__psychologist_2_3,depression,psychologist_2_3,threshold_sensitivity,threshold_shift_+0.10,0.72,0.8918918918918919,0.8048780487804879,0.8923887731339626,0.8795058636783943,0.043644181809701234,0.0,0.0,0.0,0.0,0.0
depression__psychologist_2_3,depression,psychologist_2_3,threshold_sensitivity,threshold_shift_-0.05,0.57,0.797752808988764,0.8658536585365854,0.9103137639416595,0.8795058636783943,0.043644181809701234,-0.09413908290312789,0.060975609756097504,0.01792499080769694,0.0,0.0
depression__psychologist_2_3,depression,psychologist_2_3,threshold_sensitivity,threshold_shift_-0.10,0.52,0.797752808988764,0.8658536585365854,0.9103137639416595,0.8795058636783943,0.043644181809701234,-0.09413908290312789,0.060975609756097504,0.01792499080769694,0.0,0.0
