domain,mode,seed,precision,recall,balanced_accuracy,pr_auc,brier,threshold
anxiety,psychologist_1_3,20270421,0.8478260869565217,0.9069767441860465,0.9357218746310942,0.9297878034703914,0.03359938270574027,0.12499999999999999
anxiety,psychologist_1_3,20270439,0.8333333333333334,0.9302325581395349,0.9448117105418486,0.9224472172427762,0.03700516132802519,0.12499999999999999
depression,caregiver_1_3,20270421,0.7009345794392523,0.9146341463414634,0.9171160681456061,0.7657378461540334,0.06236252049204518,0.4499999999999999
depression,caregiver_1_3,20270439,0.6818181818181818,0.9146341463414634,0.9133472239245006,0.7806174934608979,0.06326133245947234,0.4499999999999999
depression,psychologist_1_3,20270421,0.723404255319149,0.8292682926829268,0.8819708297585489,0.789219642252575,0.06018777181926792,0.3999999999999999
depression,psychologist_1_3,20270439,0.7216494845360825,0.8536585365853658,0.8929096703027332,0.7899912969688554,0.05910242175457085,0.3999999999999999
