slot_key,domain,role,mode,active_model_id,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,cross_domain_feature_count,eng_feature_count,feature_columns_pipe,precision,recall,specificity,fpr,fnr,npv,f1,f2,balanced_accuracy,mcc,pr_auc,roc_auc,brier,tn,fp,fn,tp,prevalence,positive_rate_predicted,probability_mean,probability_std,probability_min,probability_max,probability_p05,probability_p25,probability_p50,probability_p75,probability_p95,train_recall,train_f2,train_pr_auc,train_balanced_accuracy,val_recall,val_f2,val_pr_auc,val_balanced_accuracy,gap_train_holdout_recall,gap_train_holdout_f2,gap_train_holdout_pr_auc,gap_train_holdout_ba,cv_recall_mean,cv_recall_std,cv_f1_mean,cv_f1_std,cv_pr_auc_mean,cv_pr_auc_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,seed_stability_f1_std,top1_feature_share,top3_feature_share,feature_dominance_flag,high_separability_alert,candidate_key,top1_feature_share_dup,top3_feature_share_dup,feature_dominance_flag_dup
anxiety/psychologist/psychologist_2_3,anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_2_3,rf_recall_guarded,none,balanced_recall_specificity,0.3999999999999999,20270529,33,0,0,sep_anx_impairment|sep_anx_duration_weeks|age_years|gad_duration_months|agor_escape_help_cognition|gad_difficulty_controlling_worry|gad_assoc_06_sleep_problems|social_anxiety_duration_months|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_negative_evaluation|gad_impairment|gad_assoc_05_muscle_tension|agor_avoid_or_need_companion|agor_fear_01_public_transport|agor_fear_04_crowds_queues|sep_anx_07_separation_nightmares|gad_assoc_01_restlessness|gad_assoc_03_concentration_difficulty|gad_assoc_02_fatigue|sep_anx_03_worry_event_causing_separation|agor_fear_05_outside_home_alone|sep_anx_02_worry_losing_attachment_figures|social_anxiety_fear_performance|sep_anx_05_fear_being_alone_without_attachment|gad_excessive_worry_multiple_areas|sep_anx_01_distress_on_separation|gad_assoc_04_irritability|sep_anx_08_physical_complaints_on_separation|agor_duration_months|social_anxiety_almost_always_triggered|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_fear_interactions|social_anxiety_impairment,0.8556701030927835,0.9651162790697675,0.9644670050761421,0.03553299492385787,0.03488372093023256,0.9921671018276762,0.907103825136612,0.9410430839002267,0.9647916420729548,0.8877698425667823,0.975020175202338,0.9943631212371621,0.028287425001016987,380,14,3,83,0.17916666666666667,0.20208333333333334,0.21302303732530323,0.32863926283978967,0.0001609114635101262,0.997138103886734,0.0001609114635101262,0.0026390232334551314,0.042186629876775905,0.23388826484889955,0.9660906188616103,0.9922480620155039,0.9609609609609607,0.9898165811443682,0.9775115098571597,0.9418604651162791,0.9060402684563758,0.9273748717439594,0.9430114508322512,0.02713178294573637,0.019917877060734,0.014796405942030244,0.012719867784204975,0.9041698449021104,0.0374052166648308,0.8899355619925187,0.02033985913213517,0.9572175059896616,0.012519819830198136,0.9381239109235038,0.016919772007160674,0.015513349328551595,0.15121414415090326,0.3326757986620685,no,yes,anxiety/psychologist/psychologist_2_3::domain_strict_2_3::rf_recall_guarded::20270529::none::balanced_recall_specificity::0.400000,0.15121414415090326,0.3326757986620685,no
anxiety/psychologist/psychologist_full,anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_full,rf_recall_balanced_manual,none,balanced_recall_specificity,0.4099999999999999,20270529,49,0,0,sep_anx_impairment|sep_anx_duration_weeks|age_years|gad_duration_months|agor_escape_help_cognition|gad_difficulty_controlling_worry|gad_assoc_06_sleep_problems|social_anxiety_duration_months|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_negative_evaluation|gad_impairment|gad_assoc_05_muscle_tension|agor_avoid_or_need_companion|gad_not_better_explained|agor_fear_01_public_transport|agor_fear_04_crowds_queues|sep_anx_07_separation_nightmares|gad_assoc_01_restlessness|gad_assoc_03_concentration_difficulty|gad_assoc_02_fatigue|sep_anx_03_worry_event_causing_separation|agor_fear_05_outside_home_alone|sep_anx_02_worry_losing_attachment_figures|social_anxiety_fear_performance|sep_anx_05_fear_being_alone_without_attachment|gad_excessive_worry_multiple_areas|sep_anx_01_distress_on_separation|gad_assoc_04_irritability|agor_almost_always_triggered|social_anxiety_disproportionate|sep_anx_08_physical_complaints_on_separation|agor_duration_months|social_anxiety_almost_always_triggered|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_fear_interactions|social_anxiety_impairment|agor_fear_03_enclosed_spaces|social_anxiety_fear_being_observed|agor_impairment|social_anxiety_avoid_or_endure_intense|agor_fear_02_open_spaces|agor_disproportionate|social_anxiety_not_better_explained|social_anxiety_children_peer_only_flag|gad_not_due_substance_medical|sep_anx_not_better_explained|agor_not_better_explained|agor_not_excessive_due_medical|social_anxiety_not_due_substance_medical,0.8736842105263158,0.9651162790697675,0.9695431472081218,0.030456852791878174,0.03488372093023256,0.9922077922077922,0.9171270718232044,0.9453302961275627,0.9673297131389447,0.8996188762437535,0.9745363432434598,0.9940679966946052,0.029139088120931963,382,12,3,83,0.17916666666666667,0.19791666666666666,0.21486189074699252,0.32600166814582504,3.5511363636363635e-05,0.9983585766563767,6.911351417399804e-05,0.003953362177726041,0.04754412939795416,0.23870280240792552,0.9683640423383849,0.9922480620155039,0.9638554216867471,0.9921124018584424,0.9792035572344863,0.9302325581395349,0.9029345372460497,0.9274735798413877,0.9410046039428639,0.02713178294573637,0.018525125559184397,0.01757605861498257,0.011873844095541597,0.8983218916857361,0.03263275215428491,0.8847513098811445,0.024328337080019753,0.9580657766170498,0.010116393889865145,0.9345638066069455,0.01410949664709684,0.015301182238022605,0.13431002583856752,0.2886378925259966,no,yes,anxiety/psychologist/psychologist_full::domain_strict_full::rf_recall_balanced_manual::20270529::none::balanced_recall_specificity::0.410000,0.13431002583856752,0.2886378925259966,no
conduct/caregiver/caregiver_1_3,conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_1_3,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.05,20270511,8,0,0,conduct_impairment_global|conduct_09_property_destruction|conduct_03_weapon_use|conduct_06_steals_confronting_victim|conduct_15_truancy_before_13|conduct_08_fire_setting|conduct_01_bullies_threatens_intimidates|conduct_05_physical_cruelty_animals,0.9815950920245399,1.0,0.990625,0.009375,0.0,1.0,0.9907120743034056,0.9962640099626401,0.9953125,0.9860997099871847,0.9985714042970324,0.99935546875,0.003791155857556285,317,3,0,160,0.3333333333333333,0.33958333333333335,0.33302018269153055,0.46206962739380686,0.0014804864571990892,0.9955660914586267,0.0014804864571990892,0.0014804864571990892,0.002276216757738493,0.988683518777097,0.9955495470176444,1.0,0.9966708281315023,0.9999476241185039,0.9958376690946931,1.0,0.9974905897114179,0.9997240855135079,0.9968847352024922,0.0,0.000406818168862233,0.0013762198214715138,0.0005251690946930232,1.0,0.0,0.9930033198837913,0.003291460017754205,0.9998669333518686,9.409850063528588e-05,0.9964907672889901,0.0016534143938133038,0.003265559868387093,0.4413692300667722,0.6566144560227372,no,yes,conduct/caregiver/caregiver_1_3::domain_strict_1_3::rf_high_recall_push::20270511::sigmoid::balanced_recall_specificity::0.050000,0.4413692300667722,0.6566144560227372,no
conduct/caregiver/caregiver_2_3,conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_2_3,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.58,20270529,15,0,0,conduct_impairment_global|conduct_09_property_destruction|conduct_03_weapon_use|conduct_06_steals_confronting_victim|conduct_15_truancy_before_13|conduct_08_fire_setting|conduct_01_bullies_threatens_intimidates|conduct_05_physical_cruelty_animals|conduct_11_lies_to_obtain_or_avoid|conduct_07_forced_sex|conduct_14_runs_away_overnight|conduct_12_steals_without_confrontation|conduct_02_initiates_fights|conduct_13_stays_out_at_night_before_13|conduct_10_breaks_into_house_building_car,0.9937888198757764,1.0,0.996875,0.003125,0.0,1.0,0.9968847352024922,0.9987515605493132,0.9984375,0.9953307137899766,0.9992177331965124,0.9996289062500001,0.0033532083724903128,319,1,0,160,0.3333333333333333,0.33541666666666664,0.33277304342666014,0.46079959556651684,0.0009341168531036346,0.9977695972437216,0.0009341168531036346,0.0009386593659561418,0.0015550547392513925,0.9889424204403107,0.9977461464183565,1.0,0.9991656236962869,0.9999956506610995,0.9989594172736733,1.0,0.9987437185929648,0.9996370558506944,0.9984423676012462,0.0,0.0004140631469736755,0.0007779174645871079,0.0005219172736733446,1.0,0.0,0.9945753915764975,0.004765793768990778,0.9997582642572022,0.00019647682371803717,0.9972677595628415,0.002406094458613967,0.0032172730339230355,0.36355482717200577,0.5444750465829329,no,yes,conduct/caregiver/caregiver_2_3::domain_strict_2_3::rf_high_recall_push::20270529::sigmoid::balanced_recall_specificity::0.580000,0.36355482717200577,0.5444750465829329,no
conduct/caregiver/caregiver_full,conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_full,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.59,20270529,22,0,0,conduct_impairment_global|conduct_09_property_destruction|conduct_03_weapon_use|conduct_06_steals_confronting_victim|conduct_15_truancy_before_13|conduct_08_fire_setting|conduct_01_bullies_threatens_intimidates|conduct_05_physical_cruelty_animals|conduct_11_lies_to_obtain_or_avoid|conduct_07_forced_sex|conduct_14_runs_away_overnight|conduct_12_steals_without_confrontation|conduct_02_initiates_fights|conduct_13_stays_out_at_night_before_13|conduct_lpe_04_shallow_deficient_affect|conduct_10_breaks_into_house_building_car|conduct_lpe_02_callous_lack_empathy|conduct_lpe_01_lack_remorse_guilt|conduct_04_physical_cruelty_people|conduct_lpe_03_unconcerned_performance|age_years|conduct_onset_before_10,0.9937888198757764,1.0,0.996875,0.003125,0.0,1.0,0.9968847352024922,0.9987515605493132,0.9984375,0.9953307137899766,0.9990847500137279,0.9995703125,0.0038188095685123104,319,1,0,160,0.3333333333333333,0.33541666666666664,0.3329712439520493,0.46049884614001657,0.0007793191976928699,0.9982636196444328,0.0007793191976928699,0.0007892062657335551,0.0014096918219281775,0.9878429165611028,0.9981959814431793,1.0,0.9995826377295491,0.9999956506610996,0.9994797086368366,1.0,0.9987437185929648,0.9997195394675551,0.9984423676012462,0.0,0.0008310771802358952,0.0009109006473717596,0.0010422086368365724,0.998435054773083,0.0022131667642771237,0.993791103600544,0.0047711517847552325,0.9996567738430896,0.000267748408724574,0.9964852869493831,0.002530412576378609,0.003623706032271914,0.36006223488671235,0.5294333916114525,no,yes,conduct/caregiver/caregiver_full::domain_strict_full::rf_high_recall_push::20270529::sigmoid::balanced_recall_specificity::0.590000,0.36006223488671235,0.5294333916114525,no
conduct/psychologist/psychologist_1_3,conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_1_3,rf_balanced_subsample,none,recall_target_090,0.37999999999999995,20270529,8,0,0,conduct_09_property_destruction|conduct_06_steals_confronting_victim|conduct_03_weapon_use|conduct_08_fire_setting|conduct_15_truancy_before_13|conduct_11_lies_to_obtain_or_avoid|conduct_02_initiates_fights|conduct_01_bullies_threatens_intimidates,0.7956989247311828,0.925,0.88125,0.11875,0.075,0.9591836734693877,0.8554913294797688,0.8958837772397096,0.903125,0.7801436372868845,0.9179496727288678,0.9598437500000001,0.07630165512126948,282,38,12,148,0.3333333333333333,0.3875,0.352990575273637,0.4020147964988804,0.001950715043991564,0.9965279175195297,0.001950715043991564,0.001950715043991564,0.10039732272945934,0.8090566842620976,0.9953701081013336,0.9624217118997912,0.9227381905524419,0.9613491763054953,0.9182556010071277,0.9622641509433962,0.9139784946236559,0.940420929222363,0.9063657203315112,0.037421711899791155,0.026854413312732306,0.043399503576627474,0.015130601007127709,0.9059630318599227,0.013774925651338855,0.8672103309903564,0.006610656893699943,0.9397511594286647,0.008267296104103207,0.9073468992826283,0.005948370992991406,0.005226869380254777,0.1887975866026453,0.5358748482132076,no,no,conduct/psychologist/psychologist_1_3::domain_strict_1_3::rf_balanced_subsample::20270529::none::recall_target_090::0.380000,0.1887975866026453,0.5358748482132076,no
conduct/psychologist/psychologist_2_3,conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_2_3,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.72,20270529,16,0,0,conduct_impairment_global|conduct_09_property_destruction|conduct_06_steals_confronting_victim|conduct_03_weapon_use|conduct_08_fire_setting|conduct_15_truancy_before_13|conduct_11_lies_to_obtain_or_avoid|conduct_02_initiates_fights|conduct_01_bullies_threatens_intimidates|conduct_05_physical_cruelty_animals|conduct_12_steals_without_confrontation|conduct_14_runs_away_overnight|conduct_07_forced_sex|conduct_13_stays_out_at_night_before_13|conduct_10_breaks_into_house_building_car|conduct_04_physical_cruelty_people,0.9937888198757764,1.0,0.996875,0.003125,0.0,1.0,0.9968847352024922,0.9987515605493132,0.9984375,0.9953307137899766,0.9991293928708709,0.9995898437499999,0.003384332205609512,319,1,0,160,0.3333333333333333,0.33541666666666664,0.33327873920711426,0.46250533542437394,0.0013560050403109592,0.995849377351783,0.0013561636689319678,0.0013582829991254366,0.001865647404647476,0.9876996760394688,0.9958368063518006,1.0,0.9995826377295491,1.0,0.9994797086368366,1.0,0.9987437185929648,0.9995112659600094,0.9984423676012462,0.0,0.0008310771802358952,0.0008706071291291195,0.0010422086368365724,1.0,0.0,0.9937910778510073,0.003928599827497132,0.9997491630893575,0.00022929539464936906,0.9968783514631531,0.0019911440849238156,0.0031851960853704567,0.45629437673016227,0.6306786051753678,no,yes,conduct/psychologist/psychologist_2_3::domain_strict_2_3::rf_high_recall_push::20270529::sigmoid::balanced_recall_specificity::0.720000,0.45629437673016227,0.6306786051753678,no
conduct/psychologist/psychologist_full,conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_full,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.5499999999999999,20270529,23,0,0,conduct_impairment_global|conduct_09_property_destruction|conduct_06_steals_confronting_victim|conduct_03_weapon_use|conduct_08_fire_setting|conduct_15_truancy_before_13|conduct_11_lies_to_obtain_or_avoid|conduct_02_initiates_fights|conduct_01_bullies_threatens_intimidates|conduct_05_physical_cruelty_animals|conduct_12_steals_without_confrontation|conduct_14_runs_away_overnight|conduct_07_forced_sex|conduct_lpe_02_callous_lack_empathy|conduct_13_stays_out_at_night_before_13|conduct_lpe_04_shallow_deficient_affect|conduct_10_breaks_into_house_building_car|conduct_04_physical_cruelty_people|conduct_lpe_03_unconcerned_performance|conduct_lpe_01_lack_remorse_guilt|age_years|conduct_onset_before_10|conduct_no_antisocial_personality_if_18plus,0.9937888198757764,1.0,0.996875,0.003125,0.0,1.0,0.9968847352024922,0.9987515605493132,0.9984375,0.9953307137899766,0.9990847500137279,0.9995703125,0.0036815885799210096,319,1,0,160,0.3333333333333333,0.33541666666666664,0.3336143389437139,0.4608440159118671,0.0007496164056166317,0.9983689541542397,0.0007498191173031373,0.0007611314564464298,0.0013490224358847988,0.9895227561352311,0.9982931950259579,1.0,0.9991656236962869,1.0,0.9989594172736733,1.0,0.9987437185929648,0.9997195394675551,0.9984423676012462,0.0,0.0004140631469736755,0.0009152499862721264,0.0005219172736733446,0.998435054773083,0.0022131667642771237,0.9937837650228442,0.0039257531998910305,0.9997689208547197,0.00017072376833131192,0.9964861989121457,0.0019132896376919922,0.002403192986101594,0.3698410427311564,0.5155896131522327,no,yes,conduct/psychologist/psychologist_full::domain_strict_full::rf_high_recall_push::20270529::sigmoid::balanced_recall_specificity::0.550000,0.3698410427311564,0.5155896131522327,no
depression/caregiver/caregiver_1_3,depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_1_3,rf_recall_guarded,none,balanced_recall_specificity,0.62,20270529,10,0,0,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|pdd_depressed_or_irritable_mood|pdd_duration_months_child|mdd_05_psychomotor_change|mdd_09_death_or_suicidal_thoughts|mdd_08_concentration_or_decision_difficulty|dmdd_duration_months|mdd_03_weight_or_appetite_change,0.8387096774193549,0.9512195121951219,0.9623115577889447,0.03768844221105527,0.04878048780487805,0.9896640826873385,0.8914285714285715,0.9263657957244654,0.9567655349920333,0.8699110112057395,0.8887106422223056,0.9829329574702782,0.04944904219023849,383,15,4,78,0.17083333333333334,0.19375,0.23247067227104798,0.3466382685655594,0.00010547346543032233,0.9910262955443162,0.00022369244978536924,0.0005142202732804587,0.016602528281467042,0.41204540342585705,0.9762768182273502,0.926530612244898,0.9051036682615631,0.9490619240457685,0.9436000341559219,0.9146341463414634,0.8949880668257755,0.9205277658232286,0.937216570658169,-0.02468889995022394,-0.021262127462902347,0.06035128182346294,-0.013165500836111454,0.9174311926605504,0.052435560243064956,0.8198423987897673,0.026800847376204116,0.8972171516521605,0.036392575202240145,0.9257589108312168,0.02287377003883793,0.030479022236446565,0.2897748939747956,0.5812812206655078,no,yes,depression/caregiver/caregiver_1_3::domain_strict_1_3::rf_recall_guarded::20270529::none::balanced_recall_specificity::0.620000,0.2897748939747956,0.5812812206655078,no
depression/caregiver/caregiver_2_3,depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_2_3,rf_sparse_stability,none,balanced_recall_specificity,0.5599999999999999,20270511,18,0,0,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|pdd_depressed_or_irritable_mood|pdd_duration_months_child|mdd_05_psychomotor_change|mdd_09_death_or_suicidal_thoughts|mdd_08_concentration_or_decision_difficulty|dmdd_duration_months|mdd_03_weight_or_appetite_change|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_impairment|dmdd_outbursts_severity|dmdd_outbursts_frequency_per_week|pdd_01_appetite_change|pdd_05_concentration_difficulty|mdd_06_fatigue_or_low_energy,0.7788461538461539,0.9878048780487805,0.9422110552763819,0.05778894472361809,0.012195121951219513,0.9973404255319149,0.8709677419354839,0.9375,0.9650079666625813,0.8496269099167939,0.8881842844277638,0.9845262899865179,0.05481272791400382,375,23,1,81,0.17083333333333334,0.21666666666666667,0.2478316280859372,0.33043695097095893,0.0028299888141104356,0.9722097487753424,0.00292092076363074,0.0032543532341828833,0.046793924240492696,0.4564078132878222,0.9483775771178126,0.9673469387755103,0.9286833855799372,0.9328529724823139,0.9589872769191359,0.9390243902439024,0.8953488372093023,0.9094816256861087,0.9381051599460718,-0.02045793927327022,-0.008816614420062763,0.044668688054550154,-0.006020689743445384,0.9480122324159023,0.0114423773295839,0.8202368631740495,0.009750140508590025,0.9105609382433527,0.021278631084089235,0.936655205975685,0.004555719127855504,0.015157566595578069,0.1633017681545463,0.4038834919063251,no,yes,depression/caregiver/caregiver_2_3::domain_strict_2_3::rf_sparse_stability::20270511::none::balanced_recall_specificity::0.560000,0.1633017681545463,0.4038834919063251,no
depression/caregiver/caregiver_full,depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_full,rf_recall_balanced_manual,none,balanced_recall_specificity,0.4665848789491877,20270529,29,0,0,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_01_depressed_or_irritable_mood|pdd_depressed_or_irritable_mood|pdd_duration_months_child|mdd_05_psychomotor_change|mdd_04_sleep_change|mdd_09_death_or_suicidal_thoughts|mdd_08_concentration_or_decision_difficulty|dmdd_duration_months|mdd_03_weight_or_appetite_change|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_impairment|dmdd_outbursts_severity|dmdd_outbursts_frequency_per_week|pdd_01_appetite_change|pdd_06_hopelessness|pdd_05_concentration_difficulty|mdd_06_fatigue_or_low_energy|pdd_02_sleep_change|dmdd_context_home|pdd_03_low_energy|dmdd_context_peers|dmdd_onset_before_10|pdd_no_gap_gt_2_months|pdd_04_low_self_esteem|dmdd_context_school,0.7714285714285715,0.9878048780487805,0.9396984924623115,0.06030150753768844,0.012195121951219513,0.9973333333333333,0.8663101604278075,0.9353348729792147,0.963751685255546,0.8444105978652766,0.9070846920149838,0.9864566736119622,0.0460233269047649,374,24,1,81,0.17083333333333334,0.21875,0.22314071572713143,0.3252722941088143,1e-06,0.9930997630198638,1e-06,1e-06,0.020654177730026,0.3958145785748568,0.9541300831224592,0.9836734693877551,0.9399375975039002,0.9655258924394103,0.9663137221415763,0.9634146341463414,0.9059633027522935,0.917355859690662,0.9452751562691506,-0.004131408661025349,0.004602724524685464,0.058441200424426576,0.0025620368860302944,0.9143730886850152,0.031186663691698993,0.836414442982604,0.013902619253733246,0.9112995650578778,0.019844193734509803,0.9292518299671153,0.013059961584845087,0.02231460932091008,0.18305440023551073,0.36562091392486995,no,yes,depression/caregiver/caregiver_full::domain_strict_full::rf_recall_balanced_manual::20270529::none::balanced_recall_specificity::0.466585,0.18305440023551073,0.36562091392486995,no
depression/psychologist/psychologist_1_3,depression,psychologist,psychologist_1_3,depression__psychologist_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_1_3,rf_balanced_subsample,none,balanced_recall_specificity,0.5199999999999999,20270511,8,0,0,mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|pdd_depressed_or_irritable_mood|pdd_impairment|dmdd_duration_months|dmdd_outbursts_frequency_per_week|dmdd_irritable_between_outbursts,0.7431192660550459,0.9878048780487805,0.9296482412060302,0.07035175879396985,0.012195121951219513,0.9973045822102425,0.8481675392670157,0.9267734553775744,0.9587265596274053,0.8241991077170853,0.900915479146274,0.980113984556931,0.053260387445347265,370,28,1,81,0.17083333333333334,0.22708333333333333,0.23272805536073418,0.3559500306042645,1e-06,0.9954658895439091,1e-06,1e-06,0.005631137557663878,0.3959987181296225,0.9824629961019802,0.9836734693877551,0.9262106072252115,0.9397965824584708,0.9583639313465973,0.9878048780487805,0.9246575342465754,0.8817025027085517,0.9574702782203701,-0.004131408661025349,-0.0005628481523628492,0.03888110331219674,-0.00036262828080801945,0.9602446483180428,0.011442377329583938,0.8267058935180792,0.021308780632025154,0.8772742786770867,0.015210633113839564,0.9427714139267552,0.00917147620493646,0.02335993189009174,0.3498297607463615,0.6816727511592693,no,yes,depression/psychologist/psychologist_1_3::domain_strict_1_3::rf_balanced_subsample::20270511::none::balanced_recall_specificity::0.520000,0.3498297607463615,0.6816727511592693,no
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,depression__psychologist_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_2_3,rf_recall_guarded,none,balanced_recall_specificity,0.5099999999999999,20270511,19,0,0,mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|mdd_02_loss_of_interest_or_pleasure|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_03_weight_or_appetite_change|mdd_05_psychomotor_change|pdd_01_appetite_change|pdd_depressed_or_irritable_mood|pdd_impairment|mdd_09_death_or_suicidal_thoughts|dmdd_duration_months|dmdd_outbursts_frequency_per_week|pdd_05_concentration_difficulty|dmdd_irritable_between_outbursts|dmdd_outbursts_severity|mdd_06_fatigue_or_low_energy|age_years,0.7714285714285715,0.9878048780487805,0.9396984924623115,0.06030150753768844,0.012195121951219513,0.9973333333333333,0.8663101604278075,0.9353348729792147,0.963751685255546,0.8444105978652766,0.9067812869009318,0.9854761612942763,0.04715084936199448,374,24,1,81,0.17083333333333334,0.21875,0.2279821934570353,0.33397206166603716,1e-06,0.9896820155518138,1e-06,0.00012267734318858458,0.018586180500359813,0.4092350279916692,0.9584927618897126,0.9755102040816327,0.9394654088050315,0.9599998409456567,0.9655793698232431,0.9390243902439024,0.8974358974358974,0.9028064831189608,0.939361441353107,-0.012294673967147784,0.004130535825816795,0.053218554044724864,0.0018276845676971076,0.9204892966360857,0.018851418969324064,0.8349088065900542,0.014178924852585182,0.9109016076341544,0.024782724303913508,0.931054441161734,0.0105249365017835,0.015075613101888707,0.1772485701568585,0.4354750053324289,no,yes,depression/psychologist/psychologist_2_3::domain_strict_2_3::rf_recall_guarded::20270511::none::balanced_recall_specificity::0.510000,0.1772485701568585,0.4354750053324289,no
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,depression__psychologist_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,rf,domain_strict_full,rf_high_recall_push,none,balanced_recall_specificity,0.43999999999999995,20270511,40,0,0,mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|mdd_02_loss_of_interest_or_pleasure|mdd_07_worthlessness_or_excessive_guilt|mdd_01_depressed_or_irritable_mood|mdd_08_concentration_or_decision_difficulty|mdd_04_sleep_change|mdd_03_weight_or_appetite_change|mdd_05_psychomotor_change|pdd_01_appetite_change|pdd_depressed_or_irritable_mood|pdd_impairment|pdd_06_hopelessness|mdd_09_death_or_suicidal_thoughts|dmdd_duration_months|dmdd_outbursts_frequency_per_week|pdd_05_concentration_difficulty|dmdd_irritable_between_outbursts|dmdd_outbursts_severity|mdd_06_fatigue_or_low_energy|dmdd_context_home|pdd_02_sleep_change|age_years|pdd_03_low_energy|pdd_no_gap_gt_2_months|pdd_04_low_self_esteem|dmdd_context_school|dmdd_context_peers|dmdd_onset_before_10|dmdd_developmentally_inappropriate|pdd_no_psychotic_explained|mdd_not_psychotic_explained|mdd_not_due_substance_medical|mdd_no_mania_hypomania_history|dmdd_no_mania_hypomania|dmdd_not_better_explained|pdd_no_substance_medical|pdd_no_mania_hypomania|dmdd_no_substance_medical,0.75,0.9878048780487805,0.9321608040201005,0.0678391959798995,0.012195121951219513,0.9973118279569892,0.8526315789473684,0.9288990825688073,0.9599828410344404,0.8291569426378784,0.9310858536275399,0.9872226988601545,0.04442889358511561,371,27,1,81,0.17083333333333334,0.225,0.2187191946915673,0.3236660372706267,1e-06,0.9949020261663336,1e-06,1e-06,0.02066612501951173,0.3805098053420616,0.9512031107795226,1.0,0.9540498442367601,0.9831805371723087,0.9753138075313807,0.9512195121951219,0.9006928406466512,0.9342317330940172,0.9416901581076111,0.012195121951219523,0.025150761667952826,0.05209468354476876,0.015330966496940324,0.9113149847094801,0.015593331845849503,0.8430902970701298,0.018501095290735188,0.9229735820289439,0.019510010084653216,0.9299198903459516,0.010457153392604564,0.021721667224667878,0.11916428817054227,0.313459380499583,no,yes,depression/psychologist/psychologist_full::domain_strict_full::rf_high_recall_push::20270511::none::balanced_recall_specificity::0.440000,0.11916428817054227,0.313459380499583,no
