slot_key,domain,role,mode,metric_name,registered_value,recomputed_value,abs_delta,within_tolerance
depression/psychologist/psychologist_1_3,depression,psychologist,psychologist_1_3,threshold,0.5199999999999999,0.5199999999999999,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,precision,0.7714285714285715,0.7714285714285715,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,recall,0.9878048780487805,0.9878048780487805,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,specificity,0.9396984924623115,0.9396984924623115,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,balanced_accuracy,0.963751685255546,0.963751685255546,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,f1,0.8663101604278075,0.8663101604278075,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,f2,0.9353348729792147,0.9353348729792147,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,pr_auc,0.9067812869009318,0.9067812869009318,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,roc_auc,0.9854761612942763,0.9854761612942763,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,brier,0.04715084936199448,0.04715084936199448,0.0,yes
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,threshold,0.5099999999999999,0.5099999999999999,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,precision,0.75,0.75,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,recall,0.9878048780487805,0.9878048780487805,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,specificity,0.9321608040201005,0.9321608040201005,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,balanced_accuracy,0.9599828410344404,0.9599828410344404,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,f1,0.8526315789473684,0.8526315789473684,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,f2,0.9288990825688073,0.9288990825688073,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,pr_auc,0.9310858536275399,0.9310858536275399,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,roc_auc,0.9872226988601545,0.9872226988601545,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,brier,0.04442889358511561,0.04442889358511561,0.0,yes
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,threshold,0.43999999999999995,0.43999999999999995,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,precision,0.7183098591549296,0.7183098591549296,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,recall,0.9807692307692307,0.9807692307692307,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,specificity,0.9532710280373832,0.9532710280373832,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,balanced_accuracy,0.967020129403307,0.967020129403307,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,f1,0.8292682926829268,0.8292682926829268,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,f2,0.9139784946236559,0.9139784946236559,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,pr_auc,0.7540873082067759,0.7540873082067759,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,roc_auc,0.9687949317038103,0.9687949317038103,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,brier,0.03330218267611852,0.03330218267611852,0.0,yes
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,threshold,0.05,0.05,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,precision,0.7222222222222222,0.7222222222222222,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,recall,1.0,1.0,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,specificity,0.9532710280373832,0.9532710280373832,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,balanced_accuracy,0.9766355140186915,0.9766355140186915,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,f1,0.8387096774193549,0.8387096774193549,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,f2,0.9285714285714286,0.9285714285714286,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,pr_auc,0.7922870115350823,0.7922870115350823,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,roc_auc,0.9808590941768511,0.9808590941768511,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,brier,0.030989772186931143,0.030989772186931143,0.0,yes
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,threshold,0.13,0.13,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,precision,0.7123287671232876,0.7123287671232876,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,recall,1.0,1.0,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,specificity,0.9509345794392523,0.9509345794392523,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,balanced_accuracy,0.9754672897196262,0.9754672897196262,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,f1,0.832,0.832,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,f2,0.9252669039145908,0.9252669039145908,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,pr_auc,0.7955300811290841,0.7955300811290841,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,roc_auc,0.9798031991373113,0.9798031991373113,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,brier,0.03174248120040075,0.03174248120040075,0.0,yes
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,threshold,0.10999999999999999,0.10999999999999999,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,precision,0.7123287671232876,0.7123287671232876,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,recall,1.0,1.0,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,specificity,0.9509345794392523,0.9509345794392523,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,balanced_accuracy,0.9754672897196262,0.9754672897196262,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,f1,0.832,0.832,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,f2,0.9252669039145908,0.9252669039145908,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,pr_auc,0.7823001440564918,0.7823001440564918,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,roc_auc,0.9799155283968368,0.9799155283968368,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,brier,0.037790504455449465,0.037790504455449465,0.0,yes
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,threshold,0.48999999999999994,0.48999999999999994,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,precision,0.7222222222222222,0.7222222222222222,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,recall,1.0,1.0,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,specificity,0.9532710280373832,0.9532710280373832,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,balanced_accuracy,0.9766355140186915,0.9766355140186915,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,f1,0.8387096774193549,0.8387096774193549,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,f2,0.9285714285714286,0.9285714285714286,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,pr_auc,0.8147693393102241,0.8147693393102241,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,roc_auc,0.9818475916606757,0.9818475916606757,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,brier,0.029795515064161775,0.029795515064161775,0.0,yes
elimination/psychologist/psychologist_2_3,elimination,psychologist,psychologist_2_3,threshold,0.09999999999999999,0.09999999999999999,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,precision,0.7123287671232876,0.7123287671232876,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,recall,1.0,1.0,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,specificity,0.9509345794392523,0.9509345794392523,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,balanced_accuracy,0.9754672897196262,0.9754672897196262,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,f1,0.832,0.832,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,f2,0.9252669039145908,0.9252669039145908,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,pr_auc,0.7807261765292479,0.7807261765292479,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,roc_auc,0.9789494967649173,0.9789494967649173,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,brier,0.036739585144494775,0.036739585144494775,0.0,yes
elimination/psychologist/psychologist_full,elimination,psychologist,psychologist_full,threshold,0.4799999999999999,0.4799999999999999,0.0,yes
