domain,role,feature,ranking_position,ranking_score,impurity_mean,impurity_std,permutation_mean,permutation_std,feature_label_human,questionnaire_section_suggested
anxiety,caregiver,social_anxiety_avoid_or_endure_intense,31,0.005127638969932416,0.00854606494988736,0.002759033138349153,-0.0006345177664974777,0.0006345177664974777,Social anxiety avoid or endure intense,por_confirmar
anxiety,caregiver,agor_duration_months,32,0.0050595549858947165,0.008432591643157862,0.0018592413206396272,-0.0006345177664974777,0.0006345177664974777,Agor duration months,por_confirmar
anxiety,caregiver,sep_anx_02_worry_losing_attachment_figures,33,0.005034484979437161,0.008390808299061936,0.00351174979291352,-5.551115123125783e-17,0.0016379412111911518,Sep anx 02 worry losing attachment figures,por_confirmar
anxiety,caregiver,social_anxiety_fear_interactions,34,0.004248808456127137,0.007081347426878562,0.0022348150660460578,-0.0006345177664974777,0.0006345177664974777,Social anxiety fear interactions,por_confirmar
anxiety,caregiver,social_anxiety_almost_always_triggered,35,0.004175233547077598,0.006958722578462664,0.0012562369951639681,-0.0012690355329949554,0.0,Social anxiety almost always triggered,por_confirmar
anxiety,caregiver,agor_impairment,36,0.003823752802919631,0.006372921338199385,0.002302780043771245,0.0,0.0,Agor impairment,por_confirmar
anxiety,caregiver,social_anxiety_fear_performance,37,0.003122183739251363,0.005203639565418939,0.0021665781347128495,0.0,0.0,Social anxiety fear performance,por_confirmar
anxiety,caregiver,agor_fear_02_open_spaces,38,0.0024957133730925665,0.004159522288487611,0.000879675085571364,0.0,0.0,Agor fear 02 open spaces,por_confirmar
anxiety,caregiver,sep_anx_01_distress_on_separation,39,0.0015092867392956354,0.002515477898826059,4.824314578177724e-05,0.0,0.0,Sep anx 01 distress on separation,por_confirmar
anxiety,caregiver,social_anxiety_children_peer_only_flag,40,0.00022798284180859473,0.00037997140301432455,0.0002338205988373024,0.0,0.0,Social anxiety children peer only flag,por_confirmar
anxiety,psychologist,sep_anx_impairment,1,0.2673335322103042,0.1590955136002772,0.002206390220062685,0.032375162318498324,0.004043206233030366,Sep anx impairment,por_confirmar
anxiety,psychologist,sep_anx_duration_weeks,2,0.14803542249827042,0.10127590654007318,0.011755947684778958,0.016438437020422525,0.009355447999055577,Sep anx duration weeks,por_confirmar
anxiety,psychologist,age_years,3,0.05897018218873906,0.024383650037767116,0.0011098131270441108,0.00835202455436182,0.0029069767441860794,Edad en años cumplidos,Datos básicos
anxiety,psychologist,gad_duration_months,4,0.04656379871359919,0.07760633118933198,0.01282388322397203,-0.00676573013811832,0.002589717860937313,Gad duration months,por_confirmar
anxiety,psychologist,agor_escape_help_cognition,5,0.040638816243133716,0.06773136040522286,0.005687502714262547,-0.0014534883720930536,0.0008189706055955759,Agor escape help cognition,por_confirmar
anxiety,psychologist,gad_difficulty_controlling_worry,6,0.032969211112045455,0.05214153020567506,0.005705884531511695,0.0003172588832486556,0.0013206823279424407,Gad difficulty controlling worry,por_confirmar
anxiety,psychologist,gad_assoc_06_sleep_problems,7,0.027323291347662468,0.041099597082244754,0.004621923004273663,0.0005017117223468093,0.0017707472553417647,Gad assoc 06 sleep problems,por_confirmar
anxiety,psychologist,social_anxiety_duration_months,8,0.0260474433705568,0.04341240561759467,0.004274842057583632,-0.0035414945106835294,0.0006345177664974777,Social anxiety duration months,por_confirmar
anxiety,psychologist,sep_anx_04_refuses_leaving_home_school,9,0.025319997306175047,0.019285776943899133,0.000653049244625748,0.002589717860937313,0.0032242356274347905,Sep anx 04 refuses leaving home school,por_confirmar
anxiety,psychologist,social_anxiety_fear_negative_evaluation,10,0.02347582546900801,0.036319220800612145,0.006393939540789262,0.0003172588832487111,0.0003172588832487111,Social anxiety fear negative evaluation,por_confirmar
anxiety,psychologist,gad_impairment,11,0.0208803768347867,0.03480062805797784,0.007492533556744514,-0.00031725888324873885,0.00031725888324873885,Gad impairment,por_confirmar
anxiety,psychologist,gad_assoc_05_muscle_tension,12,0.02028837510776388,0.029374736682413777,0.0035834010475657703,0.0005017117223468093,0.0017707472553417647,Gad assoc 05 muscle tension,por_confirmar
anxiety,psychologist,agor_avoid_or_need_companion,13,0.018204388223015597,0.02028711524569708,0.010338585020865515,0.001136229488844287,0.0017707472553417647,Agor avoid or need companion,por_confirmar
anxiety,psychologist,gad_not_better_explained,14,0.01545302720346007,3.3671791639388614e-05,3.454918624593543e-05,0.0029069767441860517,0.0029069767441860517,Gad not better explained,por_confirmar
anxiety,psychologist,agor_fear_01_public_transport,15,0.014501197842174494,0.016922286258696687,0.0017561872530339093,0.0008189706055955481,0.0014534883720930258,Agor fear 01 public transport,por_confirmar
anxiety,psychologist,agor_fear_04_crowds_queues,16,0.013998784905078537,0.02052415319406303,0.008323143075138545,0.0003172588832487111,0.0003172588832487111,Agor fear 04 crowds queues,por_confirmar
anxiety,psychologist,sep_anx_07_separation_nightmares,17,0.013964736380140313,0.016028183821973054,0.003241266082029699,0.0008189706055955481,0.0020880061385905035,Sep anx 07 separation nightmares,por_confirmar
anxiety,psychologist,gad_assoc_01_restlessness,18,0.013849952375140107,0.023083253958566845,0.00509510843262669,-0.00031725888324873885,0.00031725888324873885,Gad assoc 01 restlessness,por_confirmar
anxiety,psychologist,gad_assoc_03_concentration_difficulty,19,0.011339152399918178,0.008845055540534713,0.003248618185874336,0.001136229488844287,0.001136229488844287,Gad assoc 03 concentration difficulty,por_confirmar
anxiety,psychologist,gad_assoc_02_fatigue,20,0.011311341576256836,0.018852235960428062,0.0073038105170260895,-0.0020880061385905035,0.0020880061385905035,Gad assoc 02 fatigue,por_confirmar
anxiety,psychologist,sep_anx_03_worry_event_causing_separation,21,0.01086948495367274,0.010869431444527098,0.006669734147821751,0.0008189706055955481,0.0020880061385905035,Sep anx 03 worry event causing separation,por_confirmar
anxiety,psychologist,agor_fear_05_outside_home_alone,22,0.01050749491577112,0.010266114714691063,0.0025387437948292263,0.0008189706055955481,0.0020880061385905035,Agor fear 05 outside home alone,por_confirmar
anxiety,psychologist,sep_anx_02_worry_losing_attachment_figures,23,0.010190597175959132,0.009737951815004416,0.0005419334500473625,0.0008189706055955481,0.0020880061385905035,Sep anx 02 worry losing attachment figures,por_confirmar
anxiety,psychologist,social_anxiety_fear_performance,24,0.009975575550080882,0.0037652724764044403,0.0006896296508791443,0.0014534883720930258,0.0014534883720930258,Social anxiety fear performance,por_confirmar
anxiety,psychologist,sep_anx_05_fear_being_alone_without_attachment,25,0.009516910067887366,0.015861516779812276,0.0019844515182293374,-0.0032242356274348183,0.0032242356274347628,Sep anx 05 fear being alone without attachment,por_confirmar
anxiety,psychologist,gad_excessive_worry_multiple_areas,26,0.00921948604574163,0.01536581007623605,0.008502401350504684,-0.0006345177664974777,0.0006345177664974777,Gad excessive worry multiple areas,por_confirmar
anxiety,psychologist,sep_anx_01_distress_on_separation,27,0.009069878144866357,0.002255776801046899,0.0007140269776840054,0.0014534883720930258,0.0014534883720930258,Sep anx 01 distress on separation,por_confirmar
anxiety,psychologist,gad_assoc_04_irritability,28,0.008556482272434898,0.014260803787391498,0.006045574660874048,-0.0006345177664974777,0.0,Gad assoc 04 irritability,por_confirmar
anxiety,psychologist,agor_almost_always_triggered,29,0.00832278780349737,0.013871313005828948,0.00186300501231084,-0.0020880061385905313,0.0008189706055955759,Agor almost always triggered,por_confirmar
anxiety,psychologist,social_anxiety_disproportionate,30,0.007938757426407872,0.0003705756036160911,4.172019237953697e-05,0.0014534883720930258,0.0014534883720930258,Social anxiety disproportionate,por_confirmar
anxiety,psychologist,sep_anx_08_physical_complaints_on_separation,31,0.007443906893730985,0.012406511489551643,0.0007546300786366752,-2.7755575615628914e-17,2.7755575615628914e-17,Sep anx 08 physical complaints on separation,por_confirmar
anxiety,psychologist,agor_duration_months,32,0.006502191351387442,0.010836985585645737,0.004043313937152558,-0.0006345177664974777,0.0,Agor duration months,por_confirmar
anxiety,psychologist,social_anxiety_almost_always_triggered,33,0.0063933811091074835,0.010655635181845806,0.003781070648106048,-0.0003172588832487666,0.0009517766497461888,Social anxiety almost always triggered,por_confirmar
anxiety,psychologist,sep_anx_06_refuses_sleep_away_or_alone,34,0.006145294463463404,0.010242157439105674,0.0019303833087660476,-0.0014534883720930258,0.0014534883720930258,Sep anx 06 refuses sleep away or alone,por_confirmar
anxiety,psychologist,social_anxiety_fear_interactions,35,0.005220327231045451,0.008700545385075753,0.0038881011171960655,-0.00031725888324873885,0.00031725888324873885,Social anxiety fear interactions,por_confirmar
anxiety,psychologist,social_anxiety_impairment,36,0.005153289666208751,0.008588816110347917,0.004909482546673716,-0.00031725888324873885,0.00031725888324873885,Social anxiety impairment,por_confirmar
anxiety,psychologist,agor_fear_03_enclosed_spaces,37,0.004642729625246604,0.00773788270874434,0.0006915445589183759,0.0,0.0,Agor fear 03 enclosed spaces,por_confirmar
anxiety,psychologist,social_anxiety_fear_being_observed,38,0.0041328206942664375,0.006888034490444063,0.0014481691287755438,-0.0012690355329949554,0.0,Social anxiety fear being observed,por_confirmar
anxiety,psychologist,agor_impairment,39,0.004124448160142858,0.006874080266904764,1.4984324138420683e-05,-0.00031725888324873885,0.00031725888324873885,Agor impairment,por_confirmar
anxiety,psychologist,social_anxiety_avoid_or_endure_intense,40,0.0023737925328374053,0.0039563208880623426,0.0010468910499371183,-0.0006345177664974777,0.0006345177664974777,Social anxiety avoid or endure intense,por_confirmar
anxiety,psychologist,agor_fear_02_open_spaces,41,0.0023068009822866382,0.003844668303811064,0.0003163319693564736,-0.0006345177664974777,0.0,Agor fear 02 open spaces,por_confirmar
anxiety,psychologist,agor_disproportionate,42,0.0004890907634668192,0.0008151512724446988,0.00023540608625041273,0.0,0.0,Agor disproportionate,por_confirmar
anxiety,psychologist,social_anxiety_not_better_explained,43,0.0001952640440892394,0.0003254400734820657,0.0003165034592530746,0.0,0.0,Social anxiety not better explained,por_confirmar
anxiety,psychologist,social_anxiety_children_peer_only_flag,44,0.00010484202106524059,0.000174736701775401,0.0001348145491202727,0.0,0.0,Social anxiety children peer only flag,por_confirmar
anxiety,psychologist,gad_not_due_substance_medical,45,5.8800297230646575e-05,9.800049538441097e-05,0.00013859362969191588,0.0,0.0,Gad not due substance medical,por_confirmar
anxiety,psychologist,sep_anx_not_better_explained,46,3.929375667844818e-05,6.54895944640803e-05,3.967928161421518e-05,0.0,0.0,Sep anx not better explained,por_confirmar
anxiety,psychologist,agor_not_better_explained,47,2.7017716107293736e-05,4.502952684548956e-05,3.5442825817551715e-05,0.0,0.0,Agor not better explained,por_confirmar
anxiety,psychologist,agor_not_excessive_due_medical,48,1.0401028090452112e-05,1.7335046817420186e-05,2.4515458313566153e-05,0.0,0.0,Agor not excessive due medical,por_confirmar
anxiety,psychologist,social_anxiety_not_due_substance_medical,49,0.0,0.0,0.0,0.0,0.0,Social anxiety not due substance medical,por_confirmar
depression,caregiver,mdd_duration_weeks,1,0.19661508956009158,0.2009059474010509,0.01622206151701671,0.056218592964824204,0.009506373330064904,Mdd duration weeks,por_confirmar
depression,caregiver,mdd_impairment,2,0.1695131806553492,0.13510899375874258,0.009997276692391215,0.06536493442823882,0.00036003186665028997,Mdd impairment,por_confirmar
depression,caregiver,mdd_02_loss_of_interest_or_pleasure,3,0.06181806613087444,0.07492265578260537,0.013567697734551428,0.012463230788086782,0.002780671650937566,Mdd 02 loss of interest or pleasure,por_confirmar
depression,caregiver,mdd_01_depressed_or_irritable_mood,4,0.05095344301758631,0.0663165485898185,0.0019903104440688935,0.008250091923029751,0.004573170731707238,Mdd 01 depressed or irritable mood,por_confirmar
depression,caregiver,pdd_depressed_or_irritable_mood,5,0.0436614719363747,0.040722821198268054,0.007363813859845322,0.01420976835396498,0.009460411815173375,Pdd depressed or irritable mood,por_confirmar
depression,caregiver,pdd_duration_months_child,6,0.04063007579666755,0.04527574609110305,0.0075080589509188035,0.009950667974016447,0.005201311435224842,Pdd duration months child,por_confirmar
depression,caregiver,mdd_05_psychomotor_change,7,0.038028322237944466,0.024855876097533043,0.006729247100295891,0.017082363034685577,0.0005821791886261307,Mdd 05 psychomotor change,por_confirmar
depression,caregiver,mdd_04_sleep_change,8,0.03557786205865317,0.03129263612522354,0.004172229718523673,0.012417269273195253,0.00399099154308119,Mdd 04 sleep change,por_confirmar
depression,caregiver,mdd_09_death_or_suicidal_thoughts,9,0.035400323119083,0.05162384336034435,0.00047197964683320145,0.0032709278097806105,0.0033628508395636136,Mdd 09 death or suicidal thoughts,por_confirmar
depression,caregiver,mdd_08_concentration_or_decision_difficulty,10,0.03528923235544437,0.03616703276309058,0.005715000859133329,0.010042591003799478,0.00026810883686720355,Mdd 08 concentration or decision difficulty,por_confirmar
depression,caregiver,dmdd_duration_months,11,0.03023700325972235,0.034121359410584993,0.0054746188104413535,0.007215957837970355,0.0005821791886260197,Dmdd duration months,por_confirmar
depression,caregiver,mdd_03_weight_or_appetite_change,12,0.029810345298999157,0.04968390883166526,2.629188932194754e-05,-0.003048780487804853,0.0036769211913224298,Mdd 03 weight or appetite change,por_confirmar
depression,caregiver,mdd_07_worthlessness_or_excessive_guilt,13,0.027276044104939192,0.020790469984002982,0.0011305283502043922,0.010938840544184314,0.004305061894839979,Mdd 07 worthlessness or excessive guilt,por_confirmar
depression,caregiver,dmdd_irritable_between_outbursts,14,0.02565229900890937,0.022334033806418428,0.0024978753531024007,0.009054418433631584,0.0030487804878048252,Dmdd irritable between outbursts,por_confirmar
depression,caregiver,pdd_impairment,15,0.02448938942689445,0.029292802020551775,0.005571429511500103,0.005109388405441867,0.003408812354455143,Pdd impairment,por_confirmar
depression,caregiver,dmdd_outbursts_severity,16,0.02351790103637067,0.014526898203055385,0.0016790488301714368,0.010938840544184342,2.7755575615628914e-17,Dmdd outbursts severity,por_confirmar
depression,caregiver,dmdd_outbursts_frequency_per_week,17,0.022316225018399288,0.011815803898247778,0.0008610081202220379,0.01125291089594313,0.0009422110552763374,Dmdd outbursts frequency per week,por_confirmar
depression,caregiver,pdd_01_appetite_change,18,0.021163642409809072,0.01616588756130826,6.032274737139252e-05,0.008472239245005536,0.0055153817869836586,Pdd 01 appetite change,por_confirmar
depression,caregiver,pdd_06_hopelessness,19,0.020831859185075352,0.016925863606809102,0.0028198898136118948,0.007890060056379461,0.0012562814070351258,Pdd 06 hopelessness,por_confirmar
depression,caregiver,pdd_05_concentration_difficulty,20,0.01910172916842056,0.021626316343152343,0.003957954560148971,0.004527209216815792,0.00031407035175881615,Pdd 05 concentration difficulty,por_confirmar
depression,caregiver,mdd_06_fatigue_or_low_energy,21,0.01224667002867779,0.020411116714462985,0.0007535961979359754,-0.005293234465007929,0.003408812354455143,Mdd 06 fatigue or low energy,por_confirmar
depression,caregiver,pdd_02_sleep_change,22,0.01065693761298131,0.0074480099544333035,0.0018166668679655594,0.004573170731707321,0.002152530947420017,Pdd 02 sleep change,por_confirmar
depression,caregiver,dmdd_context_home,23,0.010008305629567208,0.003637406678975475,0.0007261395623100532,0.005783490623850973,0.0027347101360460924,Dmdd context home,por_confirmar
depression,caregiver,pdd_03_low_energy,24,0.003204215297049473,0.005340358828415788,0.0006377369908325445,-0.001838460595661201,0.001838460595661201,Pdd 03 low energy,por_confirmar
depression,caregiver,dmdd_context_peers,25,0.0028938981924771677,0.003510215567404897,0.00017054469864970578,0.0005821791886260752,0.0018384605956612288,Dmdd context peers,por_confirmar
depression,caregiver,dmdd_onset_before_10,26,0.0027980801332100976,0.004663466888683496,0.0008839651611518679,-0.0006281407035175768,0.0006281407035175768,Dmdd onset before 10,por_confirmar
depression,caregiver,pdd_no_gap_gt_2_months,27,0.0024773663677464973,0.004128943946244162,4.4136555655422775e-05,0.0,0.0006281407035175768,Pdd no gap gt 2 months,por_confirmar
depression,caregiver,pdd_04_low_self_esteem,28,0.002474839466941822,0.004124732444903037,0.0010752335586101268,-0.0021525309474199894,0.0021525309474199894,Pdd 04 low self esteem,por_confirmar
depression,caregiver,dmdd_context_school,29,0.0013561824857403503,0.002260304142900584,0.0006643173014226149,-0.0009422110552763652,0.0003140703517587884,Dmdd context school,por_confirmar
depression,psychologist,mdd_impairment,1,0.1988328598076526,0.13376491901444423,0.005036108981319927,0.05101728152959922,0.0024206397842873595,Mdd impairment,por_confirmar
depression,psychologist,mdd_duration_weeks,2,0.16518309195900135,0.1356929813387686,0.00395413736954614,0.036041487927442106,0.014347652898639485,Mdd duration weeks,por_confirmar
depression,psychologist,pdd_duration_months_child,3,0.06968872777050425,0.04807767294401541,0.015511215571825812,0.017572619193528538,0.0006281407035176323,Pdd duration months child,por_confirmar
depression,psychologist,mdd_02_loss_of_interest_or_pleasure,4,0.05670948402496769,0.0787296907752815,0.0009579661003408095,0.00407525432038236,0.009820443681823776,Mdd 02 loss of interest or pleasure,por_confirmar
depression,psychologist,mdd_07_worthlessness_or_excessive_guilt,5,0.04329633520119312,0.03014337791466043,0.004739383873502598,0.0108469175144012,0.005561343301875132,Mdd 07 worthlessness or excessive guilt,por_confirmar
depression,psychologist,mdd_01_depressed_or_irritable_mood,6,0.042718454829590885,0.055233269881486954,0.00957664954822707,0.0041212158352738615,0.0024206397842872485,Mdd 01 depressed or irritable mood,por_confirmar
depression,psychologist,mdd_08_concentration_or_decision_difficulty,7,0.039902019631373215,0.05991592669678979,0.009053375094459524,0.0017005760509865575,0.006097560975609706,Mdd 08 concentration or decision difficulty,por_confirmar
depression,psychologist,mdd_04_sleep_change,8,0.034148171096949044,0.03729966617966761,0.0010310498694653964,0.005063426890550254,0.0021065694325285433,Mdd 04 sleep change,por_confirmar
depression,psychologist,mdd_03_weight_or_appetite_change,9,0.03399641441480801,0.055622130432596936,0.00934933565315351,0.0002681088368672313,0.0027806716509375384,Mdd 03 weight or appetite change,por_confirmar
depression,psychologist,mdd_05_psychomotor_change,10,0.033961645768902246,0.03230043289342358,0.0011946465555765827,0.006273746782693879,0.004573170731707266,Mdd 05 psychomotor change,por_confirmar
depression,psychologist,pdd_01_appetite_change,11,0.030984114148319614,0.02715984129095266,0.011361263276438669,0.00631970829758538,0.0003140703517588439,Pdd 01 appetite change,por_confirmar
depression,psychologist,pdd_depressed_or_irritable_mood,12,0.030139481800170873,0.04156790979395261,0.007032666511553748,0.002236793724721131,0.0030487804878049363,Pdd depressed or irritable mood,por_confirmar
depression,psychologist,pdd_impairment,13,0.027911189340237987,0.03402625264514843,0.004360427795369033,0.003224966294888998,0.0021525309474200727,Pdd impairment,por_confirmar
depression,psychologist,pdd_06_hopelessness,14,0.024544125862672295,0.018859725802040022,0.0028933272539920455,0.005691567594067831,0.0021065694325285433,Pdd 06 hopelessness,por_confirmar
depression,psychologist,mdd_09_death_or_suicidal_thoughts,15,0.023106646720665456,0.03851107786777576,0.00831244606490806,-0.007269579605343829,0.003408812354455143,Mdd 09 death or suicidal thoughts,por_confirmar
depression,psychologist,dmdd_duration_months,16,0.021983164556191655,0.03022920713965372,0.002838076440563774,0.001654614536095056,0.0005821791886260197,Dmdd duration months,por_confirmar
depression,psychologist,dmdd_outbursts_frequency_per_week,17,0.021149138092460055,0.010768214531186721,0.0009600650959799423,0.00631970829758538,0.0009422110552763097,Dmdd outbursts frequency per week,por_confirmar
depression,psychologist,pdd_05_concentration_difficulty,18,0.016014175360917194,0.026690292268195324,0.005447264812044048,-0.004128876087755917,0.0015243902439024959,Pdd 05 concentration difficulty,por_confirmar
depression,psychologist,dmdd_irritable_between_outbursts,19,0.015133320386255329,0.020029399350009677,0.0005958657353209537,0.0013405441843362675,0.003316889324672112,Dmdd irritable between outbursts,por_confirmar
depression,psychologist,dmdd_outbursts_severity,20,0.014562319026763734,0.014033294875024483,0.0019329591468932785,0.0026427871062629227,0.0003140703517588439,Dmdd outbursts severity,por_confirmar
depression,psychologist,mdd_06_fatigue_or_low_energy,21,0.013168787369020296,0.021947978948367163,0.005815275594374546,-0.005921375168525561,0.0033168893246720843,Mdd 06 fatigue or low energy,por_confirmar
depression,psychologist,dmdd_context_home,22,0.009144498092819496,0.0036089552567007263,0.0013336377543591883,0.003002818972913296,0.001838460595661312,Dmdd context home,por_confirmar
depression,psychologist,pdd_02_sleep_change,23,0.007141022371799668,0.009646544533999856,0.004057346668877102,0.0005821791886260197,0.001210319892143541,Pdd 02 sleep change,por_confirmar
depression,psychologist,age_years,24,0.005916142902750447,0.005171880431751378,0.0005299906554491887,0.0012103198921436242,0.0012103198921435687,Edad en años cumplidos,Datos básicos
depression,psychologist,pdd_03_low_energy,25,0.004528834095016768,0.007548056825027946,0.0005376995797292303,-0.0006281407035175768,0.0006281407035176323,Pdd 03 low energy,por_confirmar
depression,psychologist,pdd_no_gap_gt_2_months,26,0.004282667131106824,0.0036660199725953883,0.0006399806254391997,0.0008962495403847803,0.0008962495403847803,Pdd no gap gt 2 months,por_confirmar
depression,psychologist,pdd_04_low_self_esteem,27,0.0035893650180166196,0.0059822750300276995,0.001170788072940241,0.0,0.0,Pdd 04 low self esteem,por_confirmar
depression,psychologist,dmdd_context_school,28,0.002113250947347972,0.0035220849122466202,0.00290114370487779,-0.0018844221105528414,0.0006281407035175768,Dmdd context school,por_confirmar
depression,psychologist,dmdd_context_peers,29,0.0021091916999619593,0.0035153194999365993,0.00025581340333431633,-0.0006741022184091894,0.001210319892143652,Dmdd context peers,por_confirmar
depression,psychologist,dmdd_onset_before_10,30,0.002095888477861089,0.003493147463101815,0.0005385271360262011,-0.0012562814070351813,2.7755575615628914e-17,Dmdd onset before 10,por_confirmar
depression,psychologist,dmdd_developmentally_inappropriate,31,0.00136073034598216,0.0022678839099702667,0.0007340826379044359,-0.0009422110552764207,0.0003140703517588439,Dmdd developmentally inappropriate,por_confirmar
depression,psychologist,pdd_no_psychotic_explained,32,0.00020079706911246606,0.0003346617818541101,0.00017731187240415265,0.0,0.0,Pdd no psychotic explained,por_confirmar
depression,psychologist,mdd_not_psychotic_explained,33,0.00018343081609805822,0.000305718026830097,0.0001512364687842158,0.0,0.0,Mdd not psychotic explained,por_confirmar
depression,psychologist,mdd_not_due_substance_medical,34,0.00011034591714231693,0.00018390986190386155,0.00011431524755529226,0.0,0.0,Mdd not due substance medical,por_confirmar
depression,psychologist,mdd_no_mania_hypomania_history,35,6.949693038604604e-05,0.00011582821731007673,7.617474736306299e-05,0.0,0.0,Mdd no mania hypomania history,por_confirmar
depression,psychologist,dmdd_no_mania_hypomania,36,1.3381521072892535e-05,2.2302535121487558e-05,1.0484212857904229e-05,0.0,0.0,Dmdd no mania hypomania,por_confirmar
depression,psychologist,dmdd_not_better_explained,37,7.165399962045989e-06,1.194233327007665e-05,7.741162613785577e-06,0.0,0.0,Dmdd not better explained,por_confirmar
depression,psychologist,pdd_no_substance_medical,38,1.240949463140728e-07,2.0682491052345465e-07,2.924945934988714e-07,0.0,0.0,Pdd no substance medical,por_confirmar
depression,psychologist,pdd_no_mania_hypomania,39,5.376929106987273e-19,8.961548511645456e-19,1.2673543445033427e-18,0.0,0.0,Pdd no mania hypomania,por_confirmar
depression,psychologist,dmdd_no_substance_medical,40,0.0,0.0,0.0,0.0,0.0,Dmdd no substance medical,por_confirmar
