candidate_id,domain,mode,stability_type,seed_or_split,precision,recall,balanced_accuracy,pr_auc,brier,threshold
adhd__caregiver_1_3,adhd,caregiver_1_3,seed,seed_20260712,0.62,0.9893617021276596,0.9208466541726381,0.6398511884834684,0.07899766290332201,0.05
adhd__caregiver_1_3,adhd,caregiver_1_3,seed,seed_20260729,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6169148883308875,0.07940256243315603,0.20499999999999996
adhd__caregiver_1_3,adhd,caregiver_1_3,seed,seed_20260811,0.6158940397350994,0.9893617021276596,0.9195513173850733,0.6305300781788209,0.07841971080432979,0.05
adhd__caregiver_1_3,adhd,caregiver_1_3,seed,seed_20260837,0.6158940397350994,0.9893617021276596,0.9195513173850733,0.6351690995761967,0.07783503356308745,0.05
adhd__caregiver_1_3,adhd,caregiver_1_3,split,alt_split_1,0.5838509316770186,1.0,0.9132124352331606,0.6916815829375822,0.0754675068842811,0.05
adhd__caregiver_1_3,adhd,caregiver_1_3,split,alt_split_2,0.6438356164383562,1.0,0.9326424870466321,0.662383579884034,0.07300749028191579,0.05
adhd__caregiver_2_3,adhd,caregiver_2_3,seed,seed_20260712,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503,0.5
adhd__caregiver_2_3,adhd,caregiver_2_3,seed,seed_20260729,0.7265625,0.9893617021276596,0.949344063499063,0.7473094067019038,0.05634653679126951,0.5
adhd__caregiver_2_3,adhd,caregiver_2_3,seed,seed_20260811,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7251247548519593,0.05834207298885626,0.5
adhd__caregiver_2_3,adhd,caregiver_2_3,seed,seed_20260837,0.7244094488188977,0.9787234042553191,0.9440249145628927,0.7654002713572606,0.054442811047303745,0.5
adhd__caregiver_2_3,adhd,caregiver_2_3,split,alt_split_1,0.6811594202898551,1.0,0.9430051813471503,0.7693886263641453,0.06158285768081126,0.5
adhd__caregiver_2_3,adhd,caregiver_2_3,split,alt_split_2,0.752,1.0,0.9598445595854923,0.7683456790123457,0.05055863792139108,0.5
adhd__psychologist_1_3,adhd,psychologist_1_3,seed,seed_20260712,0.6148648648648649,0.9680851063829787,0.9102083563002976,0.6199217945335739,0.08049106100059536,0.5
adhd__psychologist_1_3,adhd,psychologist_1_3,seed,seed_20260729,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6238363802864415,0.07808988529635512,0.5
adhd__psychologist_1_3,adhd,psychologist_1_3,seed,seed_20260811,0.6190476190476191,0.9680851063829787,0.9115036930878624,0.602820074429117,0.0815718575433697,0.5
adhd__psychologist_1_3,adhd,psychologist_1_3,seed,seed_20260837,0.6164383561643836,0.9574468085106383,0.9061845441516923,0.623104249692785,0.0803205873843666,0.5
adhd__psychologist_1_3,adhd,psychologist_1_3,split,alt_split_1,0.6417910447761194,0.9148936170212766,0.8952706427075294,0.6827771243726202,0.07595759124973629,0.5
adhd__psychologist_1_3,adhd,psychologist_1_3,split,alt_split_2,0.6544117647058824,0.9468085106382979,0.9125234263036048,0.6793757019716852,0.07060651894974188,0.5
adhd__psychologist_2_3,adhd,psychologist_2_3,seed,seed_20260712,0.71875,0.9787234042553191,0.942729577775328,0.7298838407871105,0.05918482496570656,0.05
adhd__psychologist_2_3,adhd,psychologist_2_3,seed,seed_20260729,0.7265625,0.9893617021276596,0.949344063499063,0.7326869335463898,0.05792394515019967,0.05
adhd__psychologist_2_3,adhd,psychologist_2_3,seed,seed_20260811,0.7175572519083969,1.0,0.9520725388601037,0.7415814281329549,0.05672784580169153,0.05
adhd__psychologist_2_3,adhd,psychologist_2_3,seed,seed_20260837,0.7230769230769231,1.0,0.9533678756476685,0.7551892546680139,0.054036439757420805,0.05
adhd__psychologist_2_3,adhd,psychologist_2_3,split,alt_split_1,0.6714285714285714,1.0,0.9404145077720207,0.7557351631819716,0.061007524529236926,0.05
adhd__psychologist_2_3,adhd,psychologist_2_3,split,alt_split_2,0.7401574803149606,1.0,0.9572538860103628,0.7835465054383628,0.04909021858951717,0.05
anxiety__caregiver_1_3,anxiety,caregiver_1_3,seed,seed_20260712,0.8529411764705882,0.6744186046511628,0.8245189469956322,0.8150983489417174,0.06331465371328962,0.575
anxiety__caregiver_1_3,anxiety,caregiver_1_3,seed,seed_20260729,0.8378378378378378,0.7209302325581395,0.8452366898831307,0.805132409046019,0.060939989360094655,0.33499999999999996
anxiety__caregiver_1_3,anxiety,caregiver_1_3,seed,seed_20260811,0.8450704225352113,0.6976744186046512,0.8348778184393815,0.8133603960374767,0.06069181894275821,0.4049999999999999
anxiety__caregiver_1_3,anxiety,caregiver_1_3,seed,seed_20260837,0.8472222222222222,0.7093023255813954,0.8406917719277536,0.8116317250377383,0.06089500816704915,0.5049999999999999
anxiety__caregiver_1_3,anxiety,caregiver_1_3,split,alt_split_1,0.9464285714285714,0.6162790697674418,0.8043324282847362,0.8590405542286321,0.05380398498521464,0.5049999999999999
anxiety__caregiver_1_3,anxiety,caregiver_1_3,split,alt_split_2,0.8522727272727273,0.872093023255814,0.9195490496989729,0.9061046317580799,0.04111433630937659,0.33499999999999996
anxiety__caregiver_2_3,anxiety,caregiver_2_3,seed,seed_20260712,0.9506172839506173,0.8953488372093024,0.9425982764726715,0.9401752429816774,0.01995237273790314,0.5049999999999999
anxiety__caregiver_2_3,anxiety,caregiver_2_3,seed,seed_20260729,0.95,0.8837209302325582,0.9367843229842994,0.9405128390040636,0.020748730070934605,0.5049999999999999
anxiety__caregiver_2_3,anxiety,caregiver_2_3,seed,seed_20260811,0.9354838709677419,0.6744186046511628,0.8321331601936017,0.9356405741873319,0.021515223429403166,0.7549999999999999
anxiety__caregiver_2_3,anxiety,caregiver_2_3,seed,seed_20260837,0.9393939393939394,0.7209302325581395,0.85538897414709,0.9458517429727702,0.022455414706842425,0.6699999999999999
anxiety__caregiver_2_3,anxiety,caregiver_2_3,split,alt_split_1,0.9069767441860465,0.9069767441860465,0.9433360878290639,0.9424748244921525,0.027428811120934884,0.6699999999999999
anxiety__caregiver_2_3,anxiety,caregiver_2_3,split,alt_split_2,0.975609756097561,0.9302325581395349,0.9625782080037776,0.9759165725572478,0.015038338724960226,0.42999999999999994
anxiety__caregiver_full,anxiety,caregiver_full,seed,seed_20260712,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9363791025648567,0.030046323796972658,0.5
anxiety__caregiver_full,anxiety,caregiver_full,seed,seed_20260729,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9215566738964962,0.02884498345413251,0.5
anxiety__caregiver_full,anxiety,caregiver_full,seed,seed_20260811,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.917883822352863,0.029187186976400506,0.5
