candidate_id,domain,mode,stability_type,seed_or_split,precision,recall,balanced_accuracy,pr_auc,brier,threshold
anxiety__caregiver_full,anxiety,caregiver_full,seed,seed_20260837,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9184907888830843,0.0318472661108478,0.5
anxiety__caregiver_full,anxiety,caregiver_full,split,alt_split_1,0.8888888888888888,0.9302325581395349,0.9524259237398183,0.9330713217064885,0.028300935242564364,0.5
anxiety__caregiver_full,anxiety,caregiver_full,split,alt_split_2,0.9333333333333333,0.9767441860465116,0.9807578798252863,0.9906157372997466,0.01312353340177,0.5
depression__caregiver_1_3,depression,caregiver_1_3,seed,seed_20260712,0.8227848101265823,0.7926829268292683,0.8787535237161417,0.7961550386138578,0.054220298860528385,0.5049999999999999
depression__caregiver_1_3,depression,caregiver_1_3,seed,seed_20260729,0.8024691358024691,0.7926829268292683,0.8762409609020714,0.8173058073161621,0.05505132556402136,0.5049999999999999
depression__caregiver_1_3,depression,caregiver_1_3,seed,seed_20260811,0.8076923076923077,0.7682926829268293,0.865302120357887,0.7979756992594257,0.05522359978827565,0.5049999999999999
depression__caregiver_1_3,depression,caregiver_1_3,seed,seed_20260837,0.7790697674418605,0.8170731707317073,0.8846672386321852,0.8009998795846613,0.05603197137587246,0.38999999999999996
depression__caregiver_1_3,depression,caregiver_1_3,split,alt_split_1,0.8266666666666667,0.7560975609756098,0.8617171221963476,0.7975328133722891,0.05527163149379836,0.5049999999999999
depression__caregiver_1_3,depression,caregiver_1_3,split,alt_split_2,0.7792207792207793,0.7317073170731707,0.8444968746169874,0.7679440730971241,0.06300130202236658,0.5049999999999999
depression__caregiver_2_3,depression,caregiver_2_3,seed,seed_20260712,0.782608695652174,0.8780487804878049,0.9138987621031989,0.8956379786353806,0.04187431033141668,0.5049999999999999
depression__caregiver_2_3,depression,caregiver_2_3,seed,seed_20260729,0.8,0.8780487804878049,0.9164113249172693,0.8823485733137757,0.044622721457806235,0.33499999999999996
depression__caregiver_2_3,depression,caregiver_2_3,seed,seed_20260811,0.7525773195876289,0.8902439024390244,0.914971197450668,0.8872428029772106,0.0429365857032585,0.13999999999999999
depression__caregiver_2_3,depression,caregiver_2_3,seed,seed_20260837,0.8089887640449438,0.8780487804878049,0.9176676063243044,0.8806354679359266,0.04139293766310846,0.5049999999999999
depression__caregiver_2_3,depression,caregiver_2_3,split,alt_split_1,0.96875,0.7560975609756098,0.8755362176737345,0.9167465334355416,0.03462793797196854,0.5599999999999999
depression__caregiver_2_3,depression,caregiver_2_3,split,alt_split_2,0.9117647058823529,0.7560975609756098,0.8705110920455938,0.8596491937028526,0.04383376199512976,0.42999999999999994
depression__caregiver_full,depression,caregiver_full,seed,seed_20260712,0.8068181818181818,0.8658536585365854,0.9115700453486947,0.9012441786268425,0.039323967392311275,0.5049999999999999
depression__caregiver_full,depression,caregiver_full,seed,seed_20260729,0.8043478260869565,0.9024390243902439,0.9286064468684888,0.9115860387174166,0.037988122862413924,0.09
depression__caregiver_full,depression,caregiver_full,seed,seed_20260811,0.8111111111111111,0.8902439024390244,0.9237651672999142,0.9042498250094192,0.04071950871013517,0.08499999999999999
depression__caregiver_full,depression,caregiver_full,seed,seed_20260837,0.8202247191011236,0.8902439024390244,0.9250214487069495,0.8876861660184335,0.03996645201388514,0.5049999999999999
depression__caregiver_full,depression,caregiver_full,split,alt_split_1,0.8780487804878049,0.8780487804878049,0.9264615761735506,0.9327044751754362,0.030224913617330713,0.5049999999999999
depression__caregiver_full,depression,caregiver_full,split,alt_split_2,0.9090909090909091,0.7317073170731707,0.8583159700943743,0.8515415292146866,0.043121433836863156,0.5049999999999999
depression__psychologist_1_3,depression,psychologist_1_3,seed,seed_20260712,0.7674418604651163,0.8048780487804879,0.8773133962495404,0.801131217211973,0.05729141384649613,0.5
depression__psychologist_1_3,depression,psychologist_1_3,seed,seed_20260729,0.7582417582417582,0.8414634146341463,0.8930935163622993,0.8234781330595613,0.054697449683488324,0.5
depression__psychologist_1_3,depression,psychologist_1_3,seed,seed_20260811,0.7613636363636364,0.8170731707317073,0.8821546758181149,0.8098516013702598,0.054616213306873405,0.5
depression__psychologist_1_3,depression,psychologist_1_3,seed,seed_20260837,0.8072289156626506,0.8170731707317073,0.8884360828532909,0.7936692017081104,0.05346853422417421,0.5
depression__psychologist_1_3,depression,psychologist_1_3,split,alt_split_1,0.7717391304347826,0.8658536585365854,0.906544919720554,0.7865105647189833,0.05469486260670633,0.5
depression__psychologist_1_3,depression,psychologist_1_3,split,alt_split_2,0.7721518987341772,0.7439024390243902,0.849338154185562,0.7906525035273438,0.0604463616519056,0.5
depression__psychologist_2_3,depression,psychologist_2_3,seed,seed_20260712,0.9166666666666666,0.8048780487804879,0.8949013359480329,0.8935902745496704,0.039796342855231835,0.5049999999999999
depression__psychologist_2_3,depression,psychologist_2_3,seed,seed_20260729,0.8918918918918919,0.8048780487804879,0.8923887731339626,0.8795058636783943,0.043644181809701234,0.62
depression__psychologist_2_3,depression,psychologist_2_3,seed,seed_20260811,0.9295774647887324,0.8048780487804879,0.896157617355068,0.898130487430478,0.040600492215521956,0.7549999999999999
depression__psychologist_2_3,depression,psychologist_2_3,seed,seed_20260837,0.9420289855072463,0.7926829268292683,0.8913163377864934,0.8931081937143839,0.040117322750603104,0.6699999999999999
depression__psychologist_2_3,depression,psychologist_2_3,split,alt_split_1,0.9836065573770492,0.7317073170731707,0.8645973771295502,0.9285624542688333,0.03371948901865521,0.6699999999999999
depression__psychologist_2_3,depression,psychologist_2_3,split,alt_split_2,0.9047619047619048,0.6951219512195121,0.840023287167545,0.8261111514014715,0.04921979970775378,0.5599999999999999
depression__psychologist_full,depression,psychologist_full,seed,seed_20260712,0.8255813953488372,0.8658536585365854,0.9140826081627651,0.9477487948694039,0.03365353111556988,0.36499999999999994
depression__psychologist_full,depression,psychologist_full,seed,seed_20260729,0.8255813953488372,0.8658536585365854,0.9140826081627651,0.9488977870581476,0.033458767149845504,0.36499999999999994
depression__psychologist_full,depression,psychologist_full,seed,seed_20260811,0.8255813953488372,0.8658536585365854,0.9140826081627651,0.9475210992075109,0.0335768995349173,0.33999999999999997
depression__psychologist_full,depression,psychologist_full,seed,seed_20260837,0.8641975308641975,0.8536585365853658,0.913010172815296,0.9465152322037472,0.03350778277613998,0.42499999999999993
depression__psychologist_full,depression,psychologist_full,split,alt_split_1,1.0,0.6829268292682927,0.8414634146341464,0.9647374461128672,0.02863641353362117,0.7599999999999999
depression__psychologist_full,depression,psychologist_full,split,alt_split_2,0.9384615384615385,0.7439024390243902,0.8669260938840544,0.9419058125181803,0.03620221722964166,0.5199999999999999
elimination__caregiver_1_3,elimination,caregiver_1_3,seed,seed_20260712,0.8070175438596491,0.8846153846153846,0.9294572250179727,0.9432765741870175,0.021935225718214366,0.4549999999999999
elimination__caregiver_1_3,elimination,caregiver_1_3,seed,seed_20260729,0.8035714285714286,0.8653846153846154,0.9198418404025881,0.9487698373838296,0.021813608264429834,0.44499999999999995
elimination__caregiver_1_3,elimination,caregiver_1_3,seed,seed_20260811,0.8103448275862069,0.9038461538461539,0.9390726096333573,0.9483337128309467,0.021650306827847847,0.42999999999999994
elimination__caregiver_1_3,elimination,caregiver_1_3,seed,seed_20260837,0.78125,0.9615384615384616,0.9644140905823149,0.9447222464988604,0.021802060106195557,0.4049999999999999
elimination__caregiver_1_3,elimination,caregiver_1_3,split,alt_split_1,0.926829268292683,0.7307692307692307,0.8618799424874191,0.9204021801126233,0.024135230053777816,0.73
elimination__caregiver_1_3,elimination,caregiver_1_3,split,alt_split_2,0.7352941176470589,0.9615384615384616,0.9597411933860532,0.9022142241106363,0.02832908318702106,0.095
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260712,0.9811320754716981,1.0,0.9988317757009346,1.0,0.000147235894965618,0.05
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260729,0.9811320754716981,1.0,0.9988317757009346,1.0,0.00018171535643947312,0.05
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260811,0.9811320754716981,1.0,0.9988317757009346,1.0,1.736228975777819e-05,0.05
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260837,1.0,1.0,1.0,1.0,8.91061273030017e-06,0.05
elimination__caregiver_2_3,elimination,caregiver_2_3,split,alt_split_1,0.9629629629629629,1.0,0.9976635514018692,0.9629629629629629,0.004166658334333332,0.05
elimination__caregiver_2_3,elimination,caregiver_2_3,split,alt_split_2,0.9629629629629629,1.0,0.9976635514018692,0.9579320363135229,0.005911935414869548,0.05
elimination__psychologist_1_3,elimination,psychologist_1_3,seed,seed_20260712,0.7884615384615384,0.7884615384615384,0.8813803019410495,0.8737563002188758,0.03123659221675187,0.5
elimination__psychologist_1_3,elimination,psychologist_1_3,seed,seed_20260729,0.82,0.7884615384615384,0.8837167505391804,0.8926293843839835,0.027447841591668565,0.5
elimination__psychologist_1_3,elimination,psychologist_1_3,seed,seed_20260811,0.7575757575757576,0.9615384615384616,0.9620776419841841,0.8882720794488168,0.02650666071566367,0.5
elimination__psychologist_1_3,elimination,psychologist_1_3,seed,seed_20260837,0.8269230769230769,0.8269230769230769,0.9029475197699497,0.8879086285474118,0.02768279677776168,0.5
elimination__psychologist_1_3,elimination,psychologist_1_3,split,alt_split_1,0.7619047619047619,0.9230769230769231,0.9440150970524803,0.8608808266896502,0.027633782126125626,0.5
elimination__psychologist_1_3,elimination,psychologist_1_3,split,alt_split_2,0.7924528301886793,0.8076923076923077,0.8909956865564342,0.8101031914845942,0.03274429574845993,0.5
elimination__psychologist_2_3,elimination,psychologist_2_3,seed,seed_20260712,0.9811320754716981,1.0,0.9988317757009346,1.0,0.0008869532963330752,0.05
elimination__psychologist_2_3,elimination,psychologist_2_3,seed,seed_20260729,0.9811320754716981,1.0,0.9988317757009346,0.9807762085519705,0.00253869851958813,0.05
elimination__psychologist_2_3,elimination,psychologist_2_3,seed,seed_20260811,0.9811320754716981,1.0,0.9988317757009346,0.9996371552975326,0.0018417632907737663,0.05
elimination__psychologist_2_3,elimination,psychologist_2_3,seed,seed_20260837,0.9811320754716981,1.0,0.9988317757009346,1.0,0.0008578210192665657,0.05
elimination__psychologist_2_3,elimination,psychologist_2_3,split,alt_split_1,0.9629629629629629,1.0,0.9976635514018692,0.9629629629629629,0.004166658334333332,0.05
elimination__psychologist_2_3,elimination,psychologist_2_3,split,alt_split_2,0.9454545454545454,1.0,0.9964953271028038,0.9588675213675214,0.004818243230814593,0.05
