mode,domain,feature_set,family,n_features,feature_preview,calibration,threshold,uncertainty_band,fit_seconds,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tp,fp,fn,tn,seed_std_balanced_accuracy,stability,output_realism_score,uncertain_rate,uncertainty_usefulness,overconfident_error_rate,operational_complexity,maintenance_complexity,objective
psychologist,elimination,subtype_aware,rf,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.7859134674072266,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9641739130434783,0.9813664096500189,0.049851902483481425,0.9869281045751634,0.937888198757764,0.984,0.960944099378882,0.9617834394904459,0.9719503105590062,0.986017640058162,0.03484729243701411,151,2,10,123,0.0017141456819613624,high,0.9940559440559441,0.32867132867132864,0.09596631205673758,0.0034965034965034965,2.25,2.8285714285714287,0.9638667443041791
psychologist,elimination,proxy_pruned,xgboost,15,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|cbcl_108|cbcl_112|sdq_impact|sdq_conduct_problems|sdq_total_difficulties|v11_core_sum|v11_core_mean|v11_core_missing_count|v11_parent_nonmissing_ratio,isotonic,0.20500000000000002,0.08,0.13005447387695312,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9590807453416149,0.9780119854936157,0.05126348010963395,0.9869281045751634,0.937888198757764,0.984,0.960944099378882,0.9617834394904459,0.9723229813664596,0.9851674343234511,0.03484041395531586,151,2,10,123,0.006390209366699194,high,0.9940559440559441,0.22727272727272727,0.10497737556561086,0.0034965034965034965,2.375,2.8285714285714283,0.963731399234795
psychologist,elimination,proxy_pruned,rf,15,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|cbcl_108|cbcl_112|sdq_impact|sdq_conduct_problems|sdq_total_difficulties|v11_core_sum|v11_core_mean|v11_core_missing_count|v11_parent_nonmissing_ratio,isotonic,0.22000000000000003,0.08,0.7549319267272949,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9604968944099379,0.9788375054480465,0.05088683506703413,0.9743589743589743,0.9440993788819876,0.968,0.9560496894409938,0.9589905362776026,0.9789813664596272,0.9887839259017722,0.03556359517471456,152,4,9,121,1.1102230246251565e-16,high,0.9881118881118881,0.10839160839160839,0.20227703984819734,0.006993006993006993,1.375,1.8285714285714287,0.9625722995987387
psychologist,elimination,compact_clinical_engineered,xgboost,25,age_years|sex_assigned_at_birth|site|release|cbcl_108|cbcl_112|sdq_impact|sdq_conduct_problems|cbcl_internalizing_proxy|cbcl_externalizing_proxy|scared_p_total|ari_p_symptom_total|conners_total|swan_total|v11_core_sum|v11_core_mean|v11_core_balance_diff|v11_parent_nonmissing_ratio|v11_parent_source_count|v11_parent_impact_combo,isotonic,0.255,0.08,0.16609692573547363,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.962608695652174,0.9795845000657077,0.05012736743505974,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9753291925465839,0.9868774309093707,0.03639411677809124,151,1,10,124,0.004926624478516679,high,0.9940559440559441,0.18181818181818182,0.07051282051282051,0.0034965034965034965,2.625,3.1142857142857143,0.9613589232119063
psychologist,elimination,compact_clinical_engineered,rf,25,age_years|sex_assigned_at_birth|site|release|cbcl_108|cbcl_112|sdq_impact|sdq_conduct_problems|cbcl_internalizing_proxy|cbcl_externalizing_proxy|scared_p_total|ari_p_symptom_total|conners_total|swan_total|v11_core_sum|v11_core_mean|v11_core_balance_diff|v11_parent_nonmissing_ratio|v11_parent_source_count|v11_parent_impact_combo,isotonic,0.2,0.08,0.7597894668579102,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9611428571428572,0.9784469978152437,0.05095620956583523,0.967948717948718,0.937888198757764,0.96,0.948944099378882,0.9526813880126183,0.9753540372670807,0.9868363490594249,0.035059815746838856,151,5,10,120,0.01137119452455153,medium,0.9881118881118881,0.1958041958041958,0.1346273291925466,0.006993006993006993,1.625,2.1142857142857143,0.9577013439535512
psychologist,elimination,impact_focused,rf,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.8838632106781006,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9615900621118012,0.9805111860730006,0.05038961038961038,0.9741935483870968,0.937888198757764,0.968,0.952944099378882,0.9556962025316456,0.9653416149068321,0.9817103520256105,0.04419569733515807,151,4,10,121,0.0018856180831641283,high,0.9762237762237762,0.34615384615384615,0.04872251931075461,0.013986013986013986,2.25,2.8285714285714287,0.9573576737187413
psychologist,elimination,hybrid_engineered_best_effort,rf,72,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,1.1628527641296387,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.963055900621118,0.9806344016144233,0.05029404367932821,0.9869281045751634,0.937888198757764,0.984,0.960944099378882,0.9617834394904459,0.9725714285714284,0.9861591276826936,0.0346461472190854,151,2,10,123,0.0032659863237109073,high,0.9940559440559441,0.3006993006993007,0.08965116279069768,0.0034965034965034965,2.8,3.457142857142857,0.955909496845897
psychologist,elimination,missingness_aware,lightgbm,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.5050000000000001,0.08,0.21903443336486816,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9577142857142857,0.9778071578441578,0.05054262307647221,0.9870967741935484,0.9503105590062112,0.984,0.9671552795031055,0.9683544303797469,0.974086956521739,0.986778178326686,0.036225704128337304,153,2,8,123,0.0029084952154501673,high,0.9465034965034965,0.02097902097902098,0.13452380952380952,0.03146853146853147,3.05,3.6285714285714286,0.9537072251465745
psychologist,elimination,impact_focused,lightgbm,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.3350000000000001,0.08,0.24361658096313477,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9589813664596272,0.9775209999967331,0.05104584952706308,0.9934640522875817,0.9440993788819876,0.992,0.9680496894409938,0.9681528662420382,0.9764968944099377,0.9871587353154337,0.034644161982653326,152,1,9,124,0.0017141456819613464,high,0.9492270887007729,0.0034965034965034965,-0.03508771929824561,0.017482517482517484,3.05,3.6285714285714286,0.9534504802464357
psychologist,elimination,subtype_aware,lightgbm,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.5050000000000001,0.08,0.19603466987609863,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9565465838509316,0.9766371135648069,0.050820776319868886,0.9934640522875817,0.9440993788819876,0.992,0.9680496894409938,0.9681528662420382,0.9750559006211179,0.9871045162065007,0.03338915650747976,152,1,9,124,0.0018856180831641283,high,0.9465034965034965,0.01048951048951049,0.30153121319199055,0.03146853146853147,3.05,3.6285714285714286,0.95343112612666
psychologist,elimination,burden_composites,lightgbm,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.23500000000000001,0.08,0.20814013481140137,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9604472049689441,0.9791313673073772,0.050898751598052294,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9782360248447203,0.9884722332280461,0.03436872668562747,151,1,10,124,0.00042162888816084317,high,0.9940559440559441,0.06993006993006994,0.1736842105263158,0.0034965034965034965,3.05,3.6285714285714286,0.9533166305921407
psychologist,elimination,burden_composites,rf,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.8573470115661621,0.993103448275862,0.8944099378881988,0.992,0.9432049689440993,0.9411764705882353,0.9631304347826087,0.9788397524269293,0.0527556206996148,0.9802631578947368,0.9254658385093167,0.976,0.9507329192546583,0.952076677316294,0.9659130434782608,0.978498109846105,0.0503183734277483,149,3,12,122,0.0021279937807211907,high,0.9821678321678322,0.3321678321678322,0.07908514742353265,0.01048951048951049,2.25,2.8285714285714287,0.9532782198043803
psychologist,elimination,context_comorbidity_aware,lightgbm,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.275,0.08,0.2422492504119873,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9611428571428572,0.9791135003861042,0.05065731126337186,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.973639751552795,0.9863261256999823,0.036293813352004926,151,1,10,124,0.001885618083164076,high,0.9881118881118881,0.03496503496503497,0.1673913043478261,0.006993006993006993,3.05,3.6285714285714286,0.9524835419238099
psychologist,elimination,subtype_aware,xgboost,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.24000000000000002,0.08,0.20180821418762207,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9580372670807453,0.9785018223114681,0.051196790745588444,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9801242236024845,0.9890614634230853,0.03323143431160356,151,1,10,124,0.0018856180831641283,high,0.9940559440559441,0.0944055944055944,0.162019162019162,0.0034965034965034965,3.25,3.8285714285714287,0.9495246366607494
psychologist,elimination,missingness_aware,xgboost,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.217512845993042,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9567701863354037,0.9770704104030662,0.051555868808379576,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9800000000000001,0.9891921725818525,0.03372655031230373,151,1,10,124,0.0062928733879772224,high,0.9881118881118881,0.32867132867132864,0.08532801418439716,0.006993006993006993,3.25,3.8285714285714287,0.9491988357288793
psychologist,elimination,burden_composites,xgboost,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.20500000000000002,0.08,0.22860288619995117,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9581863354037268,0.9770211335491749,0.05143887974770328,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9765465838509316,0.9875091133574018,0.03431849307762833,151,1,10,124,0.0065319726474218145,high,0.9940559440559441,0.2202797202797203,0.07281657057441811,0.0034965034965034965,3.25,3.8285714285714287,0.9491675547736375
psychologist,elimination,source_semantics_aware,xgboost,56,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.26570606231689453,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9547080745341615,0.9778510386578313,0.0516899766899767,1.0,0.937888198757764,1.0,0.968944099378882,0.967948717948718,0.9721242236024844,0.9862704687428384,0.033281533536639936,151,0,10,125,0.0036372421906851614,high,1.0,0.3356643356643357,0.07280701754385964,0.0,3.4,4.0,0.948388165123451
psychologist,elimination,source_semantics_aware,lightgbm,56,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.21537518501281738,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9518012422360249,0.9769135726358728,0.05187901529364944,0.9869281045751634,0.937888198757764,0.984,0.960944099378882,0.9617834394904459,0.9704099378881988,0.98582016891498,0.03481310973333249,151,2,10,123,0.0049888765156985435,high,0.9940559440559441,0.4370629370629371,0.05336645962732919,0.0034965034965034965,3.2,3.8000000000000003,0.947838567191638
psychologist,elimination,impact_focused,xgboost,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.21526098251342773,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9550807453416149,0.9758350028792231,0.05177646481994309,0.9869281045751634,0.937888198757764,0.984,0.960944099378882,0.9617834394904459,0.9766708074534162,0.9875999615318649,0.03474269867389262,151,2,10,123,0.0053890458420506665,high,0.9881118881118881,0.3356643356643357,0.062280701754385964,0.006993006993006993,3.25,3.8285714285714287,0.9468331723190808
psychologist,elimination,context_comorbidity_aware,xgboost,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.2311539649963379,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9590310559006212,0.9782534753031648,0.051232101232101236,0.9869281045751634,0.937888198757764,0.984,0.960944099378882,0.9617834394904459,0.9723229813664597,0.9856131886635798,0.03769314123974824,151,2,10,123,0.0017141456819613464,high,0.9881118881118881,0.23076923076923078,0.06363636363636364,0.006993006993006993,3.25,3.8285714285714287,0.9462202444035696
psychologist,elimination,context_comorbidity_aware,rf,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.8747453689575195,0.9863013698630136,0.8944099378881988,0.984,0.9392049689440993,0.9381107491856677,0.9617142857142857,0.9786268050157318,0.0562085350546889,0.9551282051282052,0.9254658385093167,0.944,0.9347329192546583,0.9400630914826499,0.9673291925465839,0.9799567505883622,0.05507296234104359,149,7,12,118,0.004988876515698593,high,0.9643356643356643,0.2517482517482518,0.09683281412253375,0.02097902097902098,2.25,2.8285714285714287,0.9441910397635505
psychologist,elimination,source_semantics_aware,rf,56,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.8625168800354004,0.9863013698630136,0.8944099378881988,0.984,0.9392049689440993,0.9381107491856677,0.9586086956521739,0.9769605961001271,0.056359501233775894,0.961038961038961,0.9192546583850931,0.952,0.9356273291925465,0.9396825396825397,0.9695652173913044,0.981090678631792,0.05546249805535084,148,6,13,119,0.003579096398499613,high,0.9702797202797203,0.2937062937062937,0.09134842055634135,0.017482517482517484,2.4,3.0,0.9439730974151729
psychologist,elimination,hybrid_engineered_best_effort,lightgbm,72,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.28560543060302734,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9539130434782609,0.9756591984868181,0.05179195804195805,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9707329192546583,0.9851239641287725,0.034346517674661806,151,1,10,124,0.0021279937807211573,high,0.9940559440559441,0.4020979020979021,0.05202135774218154,0.0034965034965034965,3.6,4.257142857142857,0.9417831284373535
psychologist,elimination,missingness_aware,rf,50,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.8535623550415039,0.9863013698630136,0.8944099378881988,0.984,0.9392049689440993,0.9381107491856677,0.9590310559006211,0.9776361124664648,0.056603098501268816,0.9607843137254902,0.9130434782608695,0.952,0.9325217391304348,0.9363057324840764,0.9542111801242237,0.9711120715833853,0.060636266806350994,147,6,14,119,0.004988876515698593,high,0.9702797202797203,0.3076923076923077,0.09595959595959594,0.017482517482517484,2.25,2.8285714285714287,0.9392249830288069
psychologist,elimination,hybrid_engineered_best_effort,xgboost,72,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|has_conners|has_swan|has_scared_p|has_ari_p|has_icut|cbcl_108|cbcl_112|cbcl_internalizing_proxy|cbcl_externalizing_proxy|cbcl_attention_problems_proxy|cbcl_aggressive_behavior_proxy|cbcl_rule_breaking_proxy|cbcl_anxious_depressed_proxy|sdq_conduct_problems,isotonic,0.2,0.08,0.41944074630737305,1.0,0.8944099378881988,1.0,0.9472049689440993,0.9442622950819672,0.9555527950310558,0.9761856202986735,0.05173366605113632,0.993421052631579,0.937888198757764,0.992,0.964944099378882,0.9648562300319489,0.9725465838509317,0.9856438169138776,0.035129768167912655,151,1,10,124,0.004988876515698593,high,0.9940559440559441,0.26223776223776224,0.07437598736176936,0.0034965034965034965,3.8,4.457142857142857,0.9377879798336453
psychologist,elimination,baseline_current,xgboost,20,age_years|sex_assigned_at_birth|site|release|has_cbcl|cbcl_aggressive_behavior_proxy|cbcl_anxious_depressed_proxy|cbcl_attention_problems_proxy|cbcl_externalizing_proxy|cbcl_internalizing_proxy|cbcl_rule_breaking_proxy|has_sdq|sdq_conduct_problems|sdq_emotional_symptoms|sdq_hyperactivity_inattention|sdq_impact|sdq_total_difficulties|scared_sr_total|ari_sr_symptom_total|ysr_internalizing_proxy,isotonic,0.3350000000000001,0.08,0.1690666675567627,0.8866666666666667,0.8260869565217391,0.864,0.8450434782608696,0.8553054662379421,0.9133913043478261,0.9463831351192562,0.11001679025546848,0.8154761904761905,0.8509316770186336,0.752,0.8014658385093167,0.8328267477203647,0.8655155279503106,0.9029897366890107,0.14854162599409365,137,31,24,94,0.0021279937807211907,high,0.7741258741258741,0.17832167832167833,0.052315394242803515,0.13286713286713286,2.5,2.971428571428571,0.8331094123725713
psychologist,elimination,baseline_current,rf,20,age_years|sex_assigned_at_birth|site|release|has_cbcl|cbcl_aggressive_behavior_proxy|cbcl_anxious_depressed_proxy|cbcl_attention_problems_proxy|cbcl_externalizing_proxy|cbcl_internalizing_proxy|cbcl_rule_breaking_proxy|has_sdq|sdq_conduct_problems|sdq_emotional_symptoms|sdq_hyperactivity_inattention|sdq_impact|sdq_total_difficulties|scared_sr_total|ari_sr_symptom_total|ysr_internalizing_proxy,isotonic,0.4700000000000001,0.08,0.8280348777770996,0.9402985074626866,0.782608695652174,0.936,0.859304347826087,0.8542372881355932,0.9263354037267081,0.952679091728685,0.10315344377844378,0.8947368421052632,0.7391304347826086,0.888,0.8135652173913044,0.8095238095238095,0.8833788819875776,0.9125847461487019,0.14082599728365766,119,14,42,111,0.0029084952154501673,high,0.8632867132867132,0.1993006993006993,0.3032253121887688,0.08041958041958042,1.5,1.9714285714285715,0.8259637621389841
psychologist,elimination,baseline_current,lightgbm,20,age_years|sex_assigned_at_birth|site|release|has_cbcl|cbcl_aggressive_behavior_proxy|cbcl_anxious_depressed_proxy|cbcl_attention_problems_proxy|cbcl_externalizing_proxy|cbcl_internalizing_proxy|cbcl_rule_breaking_proxy|has_sdq|sdq_conduct_problems|sdq_emotional_symptoms|sdq_hyperactivity_inattention|sdq_impact|sdq_total_difficulties|scared_sr_total|ari_sr_symptom_total|ysr_internalizing_proxy,isotonic,0.44000000000000006,0.08,0.21610069274902344,0.9142857142857143,0.7950310559006211,0.904,0.8495155279503106,0.8504983388704319,0.9041242236024845,0.9411226072380026,0.11506839053359062,0.8421052631578947,0.7950310559006211,0.808,0.8015155279503106,0.8178913738019169,0.8648447204968943,0.9010729950418378,0.14731328979917524,128,24,33,101,0.006170433635539286,high,0.7562937062937063,0.07692307692307693,0.32575757575757575,0.14335664335664336,2.3,2.7714285714285714,0.8227386053355122
