route,domain,config_id,seed,n_features,calibration_strategy,threshold,val_balanced_accuracy,test_balanced_accuracy,test_precision,test_recall,test_specificity,test_f1,test_roc_auc,test_pr_auc,test_brier,robustness_missing15_ba,robustness_missing30_ba,robustness_missing15_delta,robustness_missing30_delta,direct_fill_pct,derived_fill_pct,imputed_fill_pct,remaining_missing_pct
C,conduct,rf_stability,29,224,platt_val_fitted,0.45500000000000007,0.9590412621359223,0.8975728155339806,0.9846153846153847,0.8,0.9951456310679612,0.8827586206896552,0.9880461165048543,0.9720221386073735,0.04854103331630215,0.8913228155339805,0.75,0.006250000000000089,0.1475728155339806,1.0,0.0,0.0,0.03602647352647353
C,conduct,rf_stability,47,224,platt_val_fitted,0.275,0.9594053398058253,0.9253640776699029,0.9333333333333333,0.875,0.9757281553398058,0.9032258064516129,0.9885315533980583,0.9728781215406003,0.04876511438346467,0.9166868932038835,0.9114684466019418,0.008677184466019394,0.0138956310679611,1.0,0.0,0.0,0.03602647352647353
C,elimination,rf_compact,11,224,platt_val_fitted,0.6000000000000001,0.9289937888198758,0.8983105590062113,0.9177215189873418,0.9006211180124224,0.896,0.9090909090909091,0.9575155279503106,0.9701401471138584,0.0798977329883999,0.8850434782608696,0.8606708074534162,0.013267080745341664,0.03763975155279509,1.0,0.0,0.0,0.04108391608391609
C,elimination,rf_compact,29,224,platt_val_fitted,0.6000000000000001,0.9320993788819876,0.8983105590062113,0.9177215189873418,0.9006211180124224,0.896,0.9090909090909091,0.9610931677018634,0.9732362033892039,0.0760008690398457,0.8979378881987577,0.8730931677018634,0.00037267080745351233,0.025217391304347858,1.0,0.0,0.0,0.04108391608391609
C,elimination,rf_compact,47,224,platt_val_fitted,0.5950000000000001,0.9312049689440993,0.8903105590062113,0.90625,0.9006211180124224,0.88,0.9034267912772586,0.9581118012422359,0.9705036861621449,0.07957161936010196,0.8850434782608696,0.8908322981366459,0.005267080745341657,-0.0005217391304346286,1.0,0.0,0.0,0.04108391608391609
C,elimination,rf_stability,11,224,platt_val_fitted,0.6200000000000001,0.9383105590062112,0.9107329192546584,0.9197530864197531,0.9254658385093167,0.896,0.9226006191950464,0.9592546583850932,0.9708640408446182,0.07764602227457702,0.8868322981366459,0.8699875776397515,0.0239006211180125,0.04074534161490684,1.0,0.0,0.0,0.04108391608391609
C,elimination,rf_stability,29,224,platt_val_fitted,0.6000000000000001,0.9352049689440993,0.8996273291925465,0.9079754601226994,0.9192546583850931,0.88,0.9135802469135802,0.9615403726708074,0.9733047552485737,0.0770139482208796,0.8934658385093168,0.8784099378881988,0.006161490683229687,0.021217391304347744,1.0,0.0,0.0,0.04108391608391609
C,elimination,rf_stability,47,224,platt_val_fitted,0.6300000000000001,0.9352049689440993,0.9116273291925465,0.925,0.9192546583850931,0.904,0.9221183800623053,0.9579627329192545,0.9700968299835442,0.0788070567465312,0.8757267080745341,0.8721987577639752,0.0359006211180124,0.03942857142857137,1.0,0.0,0.0,0.04108391608391609
C,anxiety,rf_compact,11,224,platt_val_fitted,0.26,0.943939393939394,0.9151515151515152,0.7209302325581395,0.9393939393939394,0.8909090909090909,0.8157894736842105,0.9818181818181818,0.9520987744601987,0.04465874960722875,0.9083333333333333,0.9030303030303031,0.006818181818181834,0.012121212121212088,1.0,0.0,0.0,0.03504308191808191
C,anxiety,rf_compact,29,224,platt_val_fitted,0.45000000000000007,0.9454545454545454,0.9356060606060606,0.921875,0.8939393939393939,0.9772727272727273,0.9076923076923077,0.9837465564738291,0.9576362440149746,0.04227376380567216,0.9219696969696969,0.8477272727272727,0.013636363636363669,0.08787878787878789,1.0,0.0,0.0,0.03504308191808191
C,anxiety,rf_compact,47,224,platt_val_fitted,0.42000000000000004,0.9454545454545454,0.9386363636363636,0.8955223880597015,0.9090909090909091,0.9681818181818181,0.9022556390977443,0.9827134986225895,0.9556802469578178,0.04285919767940197,0.9303030303030303,0.8378787878787879,0.008333333333333304,0.10075757575757571,1.0,0.0,0.0,0.03504308191808191
C,anxiety,rf_stability,11,224,platt_val_fitted,0.275,0.9477272727272728,0.928030303030303,0.8026315789473685,0.9242424242424242,0.9318181818181818,0.8591549295774648,0.9836088154269972,0.955608808346857,0.04154072466209487,0.925,0.8712121212121212,0.003030303030302939,0.05681818181818177,1.0,0.0,0.0,0.03504308191808191
C,anxiety,rf_stability,29,224,platt_val_fitted,0.26,0.9530303030303031,0.928030303030303,0.8026315789473685,0.9242424242424242,0.9318181818181818,0.8591549295774648,0.9859504132231405,0.9620476264748554,0.04026917816949029,0.9143939393939394,0.9113636363636364,0.013636363636363558,0.016666666666666607,1.0,0.0,0.0,0.03504308191808191
C,anxiety,rf_stability,47,224,platt_val_fitted,0.36500000000000005,0.9431818181818181,0.9363636363636363,0.8823529411764706,0.9090909090909091,0.9636363636363636,0.8955223880597015,0.9845041322314049,0.9581506475222588,0.04116074313142022,0.9227272727272727,0.8227272727272728,0.013636363636363558,0.11363636363636354,1.0,0.0,0.0,0.03504308191808191
C,depression,rf_compact,11,224,platt_val_fitted,0.5900000000000001,0.9518563851489188,0.9375540300025426,0.9541284403669725,0.9043478260869565,0.9707602339181286,0.9285714285714286,0.9867276887871854,0.9801651339415814,0.04814393744239728,0.892651919654208,0.7927281973048563,0.04490211034833458,0.14482583269768623,1.0,0.0,0.0,0.05188561438561439
C,depression,rf_compact,29,224,platt_val_fitted,0.6000000000000001,0.9547633618931048,0.9317823544368167,0.9622641509433962,0.8869565217391304,0.9766081871345029,0.9230769230769231,0.9852021357742182,0.977545430693638,0.04971655646197416,0.886880244088482,0.7680650902618866,0.04490211034833469,0.16371726417493004,1.0,0.0,0.0,0.05188561438561439
C,depression,rf_compact,47,224,platt_val_fitted,0.56,0.9518563851489188,0.9346300533943555,0.9454545454545454,0.9043478260869565,0.9649122807017544,0.9244444444444444,0.986371726417493,0.9798890400198801,0.04909316683415585,0.9100432240020341,0.8477498093058733,0.024586829392321374,0.08688024408848216,1.0,0.0,0.0,0.05188561438561439
C,depression,rf_stability,11,224,platt_val_fitted,0.5750000000000001,0.9620563035495715,0.9404780066107297,0.9629629629629629,0.9043478260869565,0.9766081871345029,0.9327354260089686,0.9874904652936689,0.9814046848951599,0.04678002429919218,0.8912280701754386,0.7840325451309433,0.049249936435291075,0.15644546147978633,1.0,0.0,0.0,0.05188561438561439
C,depression,rf_stability,29,224,platt_val_fitted,0.5950000000000001,0.9576703386372909,0.9375540300025426,0.9541284403669725,0.9043478260869565,0.9707602339181286,0.9285714285714286,0.9874396135265701,0.9810432818043776,0.04730019171256269,0.8825324180015255,0.7622934146961606,0.05502161200101707,0.17526061530638193,1.0,0.0,0.0,0.05188561438561439
C,depression,rf_stability,47,224,platt_val_fitted,0.48000000000000004,0.9533863729090167,0.940325451309433,0.9152542372881356,0.9391304347826087,0.9415204678362573,0.927038626609442,0.985863208746504,0.9790603966770174,0.04838737189911596,0.934553775743707,0.8969997457411645,0.005771675565725998,0.043325705568268535,1.0,0.0,0.0,0.05188561438561439
