threshold,accuracy,balanced_accuracy,precision,recall,sensitivity,specificity,f1,support_negative,support_positive,confusion_matrix,normalized_confusion_matrix,roc_auc,pr_auc,brier_score,group_name,group_value,source_column,n,status
0.10033791235771218,0.9181818181818182,0.9550000000000001,0.5263157894736842,1.0,1.0,0.91,0.6896551724137931,100,10,"[[91, 9], [0, 10]]","[[0.91, 0.09], [0.0, 1.0]]",0.9720000000000001,0.7454761904761904,0.04797828640335357,age_group,6-8,age_years,110,ok
0.10033791235771218,0.8181818181818182,0.832051282051282,0.3695652173913043,0.85,0.85,0.8141025641025641,0.5151515151515151,156,20,"[[127, 29], [3, 17]]","[[0.8141025641025641, 0.1858974358974359], [0.15, 0.85]]",0.9067307692307693,0.5539129344299178,0.07046142509394608,age_group,9-11,age_years,176,ok
0.10033791235771218,0.8842105263157894,0.9041666666666667,0.5833333333333334,0.9333333333333333,0.9333333333333333,0.875,0.717948717948718,80,15,"[[70, 10], [1, 14]]","[[0.875, 0.125], [0.06666666666666667, 0.9333333333333333]]",0.9408333333333333,0.7389929071043622,0.07551702069124006,sex_assigned_at_birth,Female,sex_assigned_at_birth,95,ok
0.10033791235771218,0.8429319371727748,0.8537878787878788,0.3170731707317073,0.8666666666666667,0.8666666666666667,0.8409090909090909,0.4642857142857143,176,15,"[[148, 28], [2, 13]]","[[0.8409090909090909, 0.1590909090909091], [0.13333333333333333, 0.8666666666666667]]",0.918939393939394,0.5131822392167219,0.054998457357254456,sex_assigned_at_birth,Male,sex_assigned_at_birth,191,ok
