trial_id,target_variant,train_precision,train_balanced_accuracy,val_precision,val_balanced_accuracy,test_precision,test_balanced_accuracy,test_recall,test_specificity,test_f1,test_pr_auc,test_roc_auc,brier_test,seed_std_balacc,split_std_balacc,suspicious_perfect_score,residual_critical,preliminary_decision
V4_T01_current_replay,target_elimination_current_replay,0.9933949801849405,0.995697074010327,0.9938271604938271,0.996,0.9757575757575757,0.984,1.0,0.968,0.9877300613496932,0.9993850875476485,0.9992049689440994,0.03411773906533951,0.0,0.0018856180831641283,True,0,perfect_score_blocked
V4_T02_target_strict,target_elimination_strict,,,,,,,,,,,,,,,False,0,insufficient_class_support
V4_T03_target_high_confidence,target_elimination_high_confidence,0.9948096885813149,0.8797320741934302,0.992,0.8810931677018634,0.9741379310344828,0.8389316770186335,0.7018633540372671,0.976,0.8158844765342961,0.9656147308620275,0.9526956521739132,0.08316291424656991,0.006708841302699627,0.030568991843133303,False,0,candidate
V4_T04_clear_cases_only,target_elimination_clear_cases_only,,,,,,,,,,,,,,,False,0,insufficient_class_support
V4_T05_anti_transdiagnostic,target_elimination_current_replay,0.9864406779661017,0.8800834035229061,0.984,0.8739875776397515,0.9482758620689655,0.8176149068322981,0.6832298136645962,0.952,0.7942238267148014,0.9466318947558419,0.9283478260869565,0.11238165626259551,0.0029084952154502103,0.021933459345189872,False,0,candidate
V4_T06_low_missingness,target_elimination_current_replay,1.0,1.0,0.9938271604938271,0.996,0.9817073170731707,0.988,1.0,0.976,0.9907692307692307,0.9993806294120215,0.9992049689440994,0.03296735449962248,0.0029279783900064134,0.0018856180831641283,True,0,perfect_score_blocked
V4_T07_subtype_enuresis_aux,target_enuresis,1.0,0.939935064935065,1.0,0.946969696969697,1.0,0.9242424242424243,0.8484848484848485,1.0,0.9180327868852459,0.9561434106723696,0.9423701298701299,0.06534137749838945,0.0015305341584124542,0.008928115924072508,True,0,perfect_score_blocked
V4_T08_subtype_encopresis_aux,target_encopresis,0.9982547993019197,0.9406280976840588,1.0,0.9460431654676259,0.9922480620155039,0.9570302941320413,0.920863309352518,0.9931972789115646,0.9552238805970149,0.9754654708070133,0.9623158615964371,0.04551988543516558,0.0,0.0060243916226727584,True,0,perfect_score_blocked
V4_T09_research_context_non_promotable,target_elimination_current_replay,1.0,1.0,0.9938271604938271,0.996,0.9876543209876543,0.9888944099378882,0.9937888198757764,0.984,0.9907120743034056,0.9996134377727531,0.9995031055900621,0.03360636803545915,0.0021279937807211907,0.0033496072781673087,True,0,perfect_score_blocked
