mode,domain,profile_name,config_id,calibration,threshold_policy,selected_seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,seed_std,split_std,realism_shift_delta,missingness_sensitivity,partial_questionnaire_sensitivity,uncertainty_rate,high_conf_precision,high_conf_coverage,input_missing_ratio,overfit_risk,leakage_risk
psychologist,adhd,base,rf_recall,isotonic,precision_guarded,29,35,0.9496350170502984,0.8167701863354037,0.944,0.8803850931677017,0.8780854582707754,0.9521987577639752,0.9543408280682517,0.08350877809647886,0.0016965051434600321,0.0015527950310558758,0.0015527950310558758,0.0071428571428571175,0.005372670807453406,0.0638111888111888,0.9527741917377639,0.9353146853146853,0.36333666333666326,low,low
psychologist,conduct,base,rf_hardened,isotonic,balanced,29,23,0.9393581081081082,0.86875,0.9781553398058254,0.9234526699029126,0.9026125614623068,0.9763273665048544,0.9435313322596883,0.042716531738808,0.0025688697646540494,0.0005157766990291357,-0.0005157766990291357,-0.0016080097087378675,0.01429763349514565,0.04370629370629371,0.9550513698630136,0.9012237762237763,0.033140772271207056,low,low
psychologist,elimination,base,rf_base,isotonic,precision_guarded,29,17,0.9259039501501148,0.6211180124223603,0.936,0.7785590062111802,0.7434339330303228,0.866503105590062,0.8691559921563954,0.14901469978806328,0.005810026998096163,1.1102230246251565e-16,1.1102230246251565e-16,-0.029521739130434793,0.1237080745341615,0.14423076923076925,0.9255733443149219,0.743006993006993,0.03187988482106129,low,low
psychologist,anxiety,base,rf_precision,isotonic,balanced,29,260,0.9848484848484849,0.9848484848484849,0.9954545454545455,0.9901515151515152,0.9848484848484849,0.9987000688705234,0.9916243819767729,0.005041320968938477,0.0,0.0,0.0,-0.0007575757575757069,0.24469696969696977,0.01486013986013986,0.9848484848484849,0.9842657342657343,0.1302716514254976,low,low
psychologist,depression,base,rf_recall,isotonic,precision_guarded,11,18,0.9359367440735364,0.8565217391304348,0.9605263157894737,0.9085240274599542,0.89445602745361,0.9759344012204425,0.9522878371578019,0.05839742264860056,0.004940981765586202,0.001442918891431555,-0.001442918891431555,0.015744978387999015,0.015913424866514092,0.07867132867132867,0.9402873619328098,0.9187062937062938,0.06721056721056723,low,low
