mode,v12_selected_feature_set,v12_selected_family,v12_selected_threshold,v12_selected_calibration,v12_selected_operating_mode,v12_precision,v12_recall,v12_specificity,v12_balanced_accuracy,v12_f1,v12_pr_auc,v12_brier,v12_worst_stress_ba,v12_output_status,v12_feature_preview
caregiver,compact_clinical_clean,rf,0.36,isotonic,conservative_probability,0.868421052631579,0.8198757763975155,0.84,0.8299378881987578,0.8434504792332268,0.9152986120374738,0.1359588339708592,0.7650931677018633,uncertainty_preferred,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|cbcl_attention_problems_proxy|cbcl_externalizing_proxy|cbcl_internalizing_proxy|sdq_conduct_problems|sdq_impact|sdq_total_difficulties|conners_total|swan_total|scared_p_total|ari_p_symptom_total|v12_parent_behavior_burden|v12_parent_internalizing_context|v12_parent_neurodev_context|v12_parent_nonmissing_ratio_clean|v12_parent_source_count_clean
psychologist,compact_clinical_clean,rf,0.375,isotonic,balanced,0.8475609756097561,0.8633540372670807,0.8,0.8316770186335404,0.8553846153846154,0.9121638790674772,0.1346307984541885,0.7432049689440994,uncertainty_preferred,age_years|sex_assigned_at_birth|site|release|has_cbcl|has_sdq|cbcl_attention_problems_proxy|cbcl_externalizing_proxy|cbcl_internalizing_proxy|sdq_conduct_problems|sdq_impact|sdq_total_difficulties|conners_total|swan_total|scared_p_total|ari_p_symptom_total|v12_parent_behavior_burden|v12_parent_internalizing_context|v12_parent_neurodev_context|v12_parent_nonmissing_ratio_clean|v12_parent_source_count_clean|ysr_internalizing_proxy|scared_sr_total|v12_cross_source_agreement_clean
