domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,config_id,n_features
adhd,caregiver_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,none,balanced_recall_specificity,0.37999999999999995,0.6301369863013698,0.9787234042553191,0.8601036269430051,0.9194135155991621,0.7666666666666667,0.9366938595524198,0.6348300001844969,0.08637692521568062,malo,0.021432771102046888,ROBUST_PRIMARY,rf_recall_balanced_manual,9.0
adhd,caregiver_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,none,balanced_recall_specificity,0.4499999999999999,0.674074074074074,0.9680851063829787,0.8860103626943006,0.9270477345386396,0.7947598253275109,0.939256972770367,0.6349693136205401,0.08375163643332674,aceptable,0.02329768860471093,ROBUST_PRIMARY,rf_recall_guarded,18.0
adhd,caregiver_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,sigmoid,balanced_recall_specificity,0.14999999999999997,0.656934306569343,0.9574468085106383,0.8782383419689119,0.9178425752397752,0.7792207792207793,0.9409657149156653,0.66977613630941,0.08259282220518545,malo,0.03897953184139924,ROBUST_PRIMARY,rf_high_recall_push,26.0
adhd,psychologist_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,sigmoid,balanced_recall_specificity,0.08,0.6190476190476191,0.9680851063829787,0.8549222797927462,0.9115036930878624,0.7551867219917012,0.9338138022268769,0.6413740714852344,0.08130952316506299,malo,0.02497887039282709,ROBUST_PRIMARY,rf_high_recall_push,9.0
adhd,psychologist_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,sigmoid,balanced_recall_specificity,0.13,0.8141592920353983,0.9787234042553191,0.9455958549222798,0.9621596295887995,0.8888888888888888,0.9899955903428509,0.9605288502790146,0.03304333573444991,bueno,0.019273876456105565,ROBUST_PRIMARY,rf_high_recall_push,18.0
adhd,psychologist_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,sigmoid,balanced_recall_specificity,0.19,0.8348623853211009,0.9680851063829787,0.9533678756476683,0.9607264910153235,0.896551724137931,0.9907948407011355,0.9630826128741268,0.032930359964676144,bueno,0.026751920038217136,ROBUST_PRIMARY,rf_high_recall_push,27.0
anxiety,caregiver_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,none,balanced_recall_specificity,0.5199999999999999,0.826530612244898,0.9418604651162791,0.9568527918781726,0.9493566284972259,0.8804347826086957,0.9888885609727305,0.955690824027037,0.05194035018731213,bueno,-0.02547908550741762,ROBUST_PRIMARY,rf_sparse_stability,5.0
anxiety,caregiver_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,none,balanced_recall_specificity,0.32999999999999996,0.8137254901960784,0.9651162790697675,0.9517766497461929,0.9584464644079802,0.8829787234042553,0.993595797426514,0.9722061553201079,0.02723009861716629,bueno,0.019133907842442843,ROBUST_PRIMARY,rf_high_recall_push,27.0
anxiety,caregiver_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,none,balanced_recall_specificity,0.35999999999999993,0.84,0.9767441860465116,0.9593908629441624,0.968067524495337,0.9032258064516129,0.9938909219690709,0.9729367308495688,0.02884854507284831,bueno,0.006482902451501293,ROBUST_PRIMARY,rf_recall_guarded,40.0
anxiety,psychologist_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,sigmoid,balanced_recall_specificity,0.10999999999999999,0.7280701754385965,0.9651162790697675,0.9213197969543148,0.9432180380120412,0.83,0.9842993743359698,0.9476782393006409,0.03464668714606566,aceptable,0.018041947034981964,ROBUST_PRIMARY,rf_high_recall_push,12.0
