mode,domain,feature_set_id,config_id,seed,calibration_method,val_brier,val_ece
psychologist_2_3,adhd,engineered_full,rf_pos_weight_mid,20261101,sigmoid,0.05189019599937801,0.04217734286773937
psychologist_2_3,adhd,engineered_full,rf_pos_weight_mid,20261101,isotonic,0.045659556620177295,6.583333333618919e-07
psychologist_2_3,adhd,engineered_full,rf_pos_weight_mid,20261119,none,0.05085107503097935,0.027328313008723293
psychologist_2_3,adhd,engineered_full,rf_pos_weight_mid,20261119,sigmoid,0.053192814953486094,0.050212694086972924
psychologist_2_3,adhd,engineered_full,rf_pos_weight_mid,20261119,isotonic,0.04490191932270284,7.145833333436558e-07
psychologist_2_3,conduct,engineered_compact,rf_balanced_subsample,20261101,none,0.011165510923920877,0.048508729549291196
psychologist_2_3,conduct,engineered_compact,rf_balanced_subsample,20261101,sigmoid,0.006686675855464697,0.04206139854599117
psychologist_2_3,conduct,engineered_compact,rf_balanced_subsample,20261101,isotonic,0.0027083333343187496,9.854166666758925e-07
psychologist_2_3,conduct,engineered_compact,rf_balanced_subsample,20261119,none,0.011332912760729877,0.048660887298657446
psychologist_2_3,conduct,engineered_compact,rf_balanced_subsample,20261119,sigmoid,0.006624332596271102,0.04347765942536497
psychologist_2_3,conduct,engineered_compact,rf_balanced_subsample,20261119,isotonic,0.002777777778761111,9.833333333424991e-07
psychologist_2_3,conduct,engineered_compact,rf_baseline,20261101,none,0.010853555774456037,0.048018057726070214
psychologist_2_3,conduct,engineered_compact,rf_baseline,20261101,sigmoid,0.006191743247536078,0.042371269148933195
psychologist_2_3,conduct,engineered_compact,rf_baseline,20261101,isotonic,0.0028645833343124995,9.791666666407869e-07
psychologist_2_3,conduct,engineered_compact,rf_baseline,20261119,none,0.010694761333708714,0.04666776908670029
psychologist_2_3,conduct,engineered_compact,rf_baseline,20261119,sigmoid,0.006548037335202124,0.040423616557402425
psychologist_2_3,conduct,engineered_compact,rf_baseline,20261119,isotonic,0.002893518519495602,9.77083333307625e-07
psychologist_2_3,elimination,engineered_pruned,rf_recall_guard,20261101,none,0.013040054160254859,0.03568385351610569
psychologist_2_3,elimination,engineered_pruned,rf_recall_guard,20261101,sigmoid,0.01149598164796175,0.04518423374688555
psychologist_2_3,elimination,engineered_pruned,rf_recall_guard,20261101,isotonic,0.0047916666676437476,9.77083333336209e-07
psychologist_2_3,elimination,engineered_pruned,rf_recall_guard,20261119,none,0.013107835728001978,0.03291940861319046
psychologist_2_3,elimination,engineered_pruned,rf_recall_guard,20261119,sigmoid,0.011920283629250628,0.04537091198680032
psychologist_2_3,elimination,engineered_pruned,rf_recall_guard,20261119,isotonic,0.0049603174612966264,9.791666666268083e-07
psychologist_2_3,elimination,stability_pruned_subset,rf_recall_guard,20261101,none,0.011861757920332507,0.03317836531289606
psychologist_2_3,elimination,stability_pruned_subset,rf_recall_guard,20261101,sigmoid,0.010802844853015942,0.040255771166041565
psychologist_2_3,elimination,stability_pruned_subset,rf_recall_guard,20261101,isotonic,0.0052951388898659696,9.770833332926655e-07
psychologist_2_3,elimination,stability_pruned_subset,rf_recall_guard,20261119,none,0.012849737577549062,0.037358838225235565
psychologist_2_3,elimination,stability_pruned_subset,rf_recall_guard,20261119,sigmoid,0.011703067737169143,0.04416758038253409
psychologist_2_3,elimination,stability_pruned_subset,rf_recall_guard,20261119,isotonic,0.005059523810500889,9.770833333370187e-07
psychologist_2_3,anxiety,precision_oriented_subset,rf_precision_push,20261101,none,0.03199400052073969,0.03595015374876666
psychologist_2_3,anxiety,precision_oriented_subset,rf_precision_push,20261101,sigmoid,0.03208495349941362,0.05431471480460968
psychologist_2_3,anxiety,precision_oriented_subset,rf_precision_push,20261101,isotonic,0.022997339885692282,7.749999999763218e-07
psychologist_2_3,anxiety,precision_oriented_subset,rf_precision_push,20261119,none,0.03172964534910332,0.035253631216624004
psychologist_2_3,anxiety,precision_oriented_subset,rf_precision_push,20261119,sigmoid,0.03177089520617305,0.047921817409258584
psychologist_2_3,anxiety,precision_oriented_subset,rf_precision_push,20261119,isotonic,0.023649989795905255,7.54166666659181e-07
psychologist_2_3,anxiety,balanced_subset,rf_precision_push,20261101,none,0.030162402703775085,0.03762543826228647
psychologist_2_3,anxiety,balanced_subset,rf_precision_push,20261101,sigmoid,0.030411512236835806,0.04487176702927825
psychologist_2_3,anxiety,balanced_subset,rf_precision_push,20261101,isotonic,0.024141456428601226,7.604166666819141e-07
psychologist_2_3,anxiety,balanced_subset,rf_precision_push,20261119,none,0.029952172327887213,0.03136650308979043
psychologist_2_3,anxiety,balanced_subset,rf_precision_push,20261119,sigmoid,0.03018939411694068,0.045968693599789646
psychologist_2_3,anxiety,balanced_subset,rf_precision_push,20261119,isotonic,0.02348710317536984,7.666666666650892e-07
psychologist_2_3,depression,full_eligible,rf_pos_weight_mid,20261101,none,0.0408620506134716,0.031576499135715586
psychologist_2_3,depression,full_eligible,rf_pos_weight_mid,20261101,sigmoid,0.04285463380526559,0.048429293801155036
psychologist_2_3,depression,full_eligible,rf_pos_weight_mid,20261101,isotonic,0.034782625417439664,7.416666666856483e-07
psychologist_2_3,depression,full_eligible,rf_pos_weight_mid,20261119,none,0.04057899490182989,0.03782974776985372
psychologist_2_3,depression,full_eligible,rf_pos_weight_mid,20261119,sigmoid,0.042541622488440727,0.050658376956480754
psychologist_2_3,depression,full_eligible,rf_pos_weight_mid,20261119,isotonic,0.034940563906833234,7.52083333320916e-07
psychologist_2_3,depression,precision_oriented_subset,rf_precision_push,20261101,none,0.0409033315335301,0.02828687616751239
psychologist_2_3,depression,precision_oriented_subset,rf_precision_push,20261101,sigmoid,0.043161716860177245,0.049810617294554826
psychologist_2_3,depression,precision_oriented_subset,rf_precision_push,20261101,isotonic,0.0357366129248546,7.416666666787157e-07
psychologist_2_3,depression,precision_oriented_subset,rf_precision_push,20261119,none,0.04042864850342247,0.02682549416561246
psychologist_2_3,depression,precision_oriented_subset,rf_precision_push,20261119,sigmoid,0.042140724396296465,0.05008984921579643
psychologist_2_3,depression,precision_oriented_subset,rf_precision_push,20261119,isotonic,0.03522829224603007,7.49999999995993e-07
psychologist_full,adhd,engineered_pruned,rf_pos_weight_mid,20261101,none,0.014341843553925374,0.020599899744332472
psychologist_full,adhd,engineered_pruned,rf_pos_weight_mid,20261101,sigmoid,0.014667916479987561,0.034241416156415065
psychologist_full,adhd,engineered_pruned,rf_pos_weight_mid,20261101,isotonic,0.010940575628915209,8.395833333191849e-07
psychologist_full,adhd,engineered_pruned,rf_pos_weight_mid,20261119,none,0.014799481407818223,0.021161073123277727
psychologist_full,adhd,engineered_pruned,rf_pos_weight_mid,20261119,sigmoid,0.015321355537847924,0.03845471050390468
psychologist_full,adhd,engineered_pruned,rf_pos_weight_mid,20261119,isotonic,0.012164502165385498,8.833333333196244e-07
psychologist_full,adhd,engineered_full,rf_precision_push,20261101,none,0.014437617524623752,0.02509648587644802
psychologist_full,adhd,engineered_full,rf_precision_push,20261101,sigmoid,0.014639748238850493,0.04293269328926977
psychologist_full,adhd,engineered_full,rf_precision_push,20261101,isotonic,0.009752721472348552,8.770833332986125e-07
psychologist_full,adhd,engineered_full,rf_precision_push,20261119,none,0.015448909059264597,0.021455353360132486
psychologist_full,adhd,engineered_full,rf_precision_push,20261119,sigmoid,0.01591551249557709,0.03666873521729653
psychologist_full,adhd,engineered_full,rf_precision_push,20261119,isotonic,0.011844962522935439,8.89583333300985e-07
psychologist_full,conduct,compact_subset,rf_baseline,20261101,none,0.01411394007102229,0.0626108362433862
psychologist_full,conduct,compact_subset,rf_baseline,20261101,sigmoid,0.007197076496929276,0.04750270923939415
psychologist_full,conduct,compact_subset,rf_baseline,20261101,isotonic,0.0024305555565451386,9.895833333426788e-07
psychologist_full,conduct,compact_subset,rf_baseline,20261119,none,0.01405026017079564,0.05966062187650309
psychologist_full,conduct,compact_subset,rf_baseline,20261119,sigmoid,0.00759895718915915,0.04534182236707844
psychologist_full,conduct,compact_subset,rf_baseline,20261119,isotonic,0.0030555555565388885,9.833333333424991e-07
psychologist_full,conduct,engineered_compact,rf_baseline,20261101,none,0.013787574535969382,0.057058056924493845
psychologist_full,conduct,engineered_compact,rf_baseline,20261101,sigmoid,0.007816345949402935,0.045449032177249264
psychologist_full,conduct,engineered_compact,rf_baseline,20261101,isotonic,0.003240740741715741,9.749999999742917e-07
psychologist_full,conduct,engineered_compact,rf_baseline,20261119,none,0.013109486032718368,0.056304931989538266
psychologist_full,conduct,engineered_compact,rf_baseline,20261119,sigmoid,0.007125569876061178,0.04422623316737686
psychologist_full,conduct,engineered_compact,rf_baseline,20261119,isotonic,0.0026041666676541665,9.875000000092857e-07
psychologist_full,elimination,engineered_compact,rf_baseline,20261101,none,0.012602757536746648,0.030033574954906207
psychologist_full,elimination,engineered_compact,rf_baseline,20261101,sigmoid,0.011581367887315402,0.03807464360519414
psychologist_full,elimination,engineered_compact,rf_baseline,20261101,isotonic,0.005555555556526387,9.708333333054382e-07
psychologist_full,elimination,engineered_compact,rf_baseline,20261119,none,0.012546685671408835,0.02973020265151515
psychologist_full,elimination,engineered_compact,rf_baseline,20261119,sigmoid,0.011509099251256264,0.0391671498821073
psychologist_full,elimination,engineered_compact,rf_baseline,20261119,isotonic,0.006273674243380489,9.562499999830875e-07
psychologist_full,elimination,engineered_compact,rf_recall_guard,20261101,none,0.013656514044635004,0.032507151612631215
psychologist_full,elimination,engineered_compact,rf_recall_guard,20261101,sigmoid,0.012161979547444439,0.03919140563385263
psychologist_full,elimination,engineered_compact,rf_recall_guard,20261101,isotonic,0.005869708995671493,9.624999999937827e-07
psychologist_full,elimination,engineered_compact,rf_recall_guard,20261119,none,0.014385506651947117,0.03179222408077572
psychologist_full,elimination,engineered_compact,rf_recall_guard,20261119,sigmoid,0.013064216075099491,0.04216734949402141
psychologist_full,elimination,engineered_compact,rf_recall_guard,20261119,isotonic,0.006795634921603668,9.68749999972105e-07
psychologist_full,anxiety,precision_oriented_subset,rf_precision_push,20261101,none,0.03135537784671914,0.038781690124069984
psychologist_full,anxiety,precision_oriented_subset,rf_precision_push,20261101,sigmoid,0.030997129571488282,0.045843036882676005
psychologist_full,anxiety,precision_oriented_subset,rf_precision_push,20261101,isotonic,0.02364961883953858,7.7499999999762e-07
psychologist_full,anxiety,precision_oriented_subset,rf_precision_push,20261119,none,0.03140718840618297,0.034143406744993055
psychologist_full,anxiety,precision_oriented_subset,rf_precision_push,20261119,sigmoid,0.03143752018793507,0.055487245730276524
psychologist_full,anxiety,precision_oriented_subset,rf_precision_push,20261119,isotonic,0.023295869883797185,7.56249999997258e-07
psychologist_full,anxiety,balanced_subset,rf_pos_weight_mid,20261101,none,0.030635538640072936,0.03134750728767578
psychologist_full,anxiety,balanced_subset,rf_pos_weight_mid,20261101,sigmoid,0.03135455017800507,0.04761392822953263
psychologist_full,anxiety,balanced_subset,rf_pos_weight_mid,20261101,isotonic,0.024593760533286935,7.625000000248854e-07
psychologist_full,anxiety,balanced_subset,rf_pos_weight_mid,20261119,none,0.030636921226914117,0.028747338574148462
psychologist_full,anxiety,balanced_subset,rf_pos_weight_mid,20261119,sigmoid,0.03120546232069766,0.042182312867441445
psychologist_full,anxiety,balanced_subset,rf_pos_weight_mid,20261119,isotonic,0.02525624625204954,7.375000000202532e-07
psychologist_full,depression,engineered_full,rf_pos_weight_mid,20261101,none,0.03850454408947345,0.03348348022169535
psychologist_full,depression,engineered_full,rf_pos_weight_mid,20261101,sigmoid,0.03762061721696772,0.0432046048941038
psychologist_full,depression,engineered_full,rf_pos_weight_mid,20261101,isotonic,0.028747081953207847,7.687500000193554e-07
psychologist_full,depression,engineered_full,rf_pos_weight_mid,20261119,none,0.03766349669725959,0.026178341726510217
psychologist_full,depression,engineered_full,rf_pos_weight_mid,20261119,sigmoid,0.03724190754647481,0.0420038628301493
psychologist_full,depression,engineered_full,rf_pos_weight_mid,20261119,isotonic,0.0297166253892608,7.604166666474635e-07
psychologist_full,depression,engineered_full,rf_precision_push,20261101,none,0.0386624857741619,0.0308762156738838
psychologist_full,depression,engineered_full,rf_precision_push,20261101,sigmoid,0.03875557253973166,0.04125540007950779
psychologist_full,depression,engineered_full,rf_precision_push,20261101,isotonic,0.032040067421273036,7.708333332991416e-07
psychologist_full,depression,engineered_full,rf_precision_push,20261119,none,0.03948445432924529,0.03456943840622902
psychologist_full,depression,engineered_full,rf_precision_push,20261119,sigmoid,0.03891187066884179,0.04130681211900087
psychologist_full,depression,engineered_full,rf_precision_push,20261119,isotonic,0.0315916259673843,7.583333333123212e-07
