domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,config_id,n_features
anxiety,psychologist_full,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__sep_anx_symptom_count,none,f1_recall_target_band,0.5700000000000001,0.76,0.8837209302325582,0.9390862944162437,0.9114036123244009,0.8172043010752689,0.9679052059969306,0.8512733209157707,0.07666450491876807,bueno,0.0323456498642427,PRIMARY_WITH_CAVEAT,logreg_guard_single_feature_v1,1.0
conduct,caregiver_1_3,rebuild_v2,rf,precision_oriented_subset,none,recall_constrained,0.59,0.9019607843137256,0.8625,0.953125,0.9078125,0.8817891373801917,0.97841796875,0.9500801871541836,0.0563854385479201,bueno,0.0654203453329917,PRIMARY_WITH_CAVEAT,,
conduct,caregiver_2_3,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,none,precision_min_recall,0.6849999999999999,0.9280575539568344,0.80625,0.96875,0.8875,0.862876254180602,0.975859375,0.9476529887411712,0.0598134006093339,bueno,0.0895893184750032,REJECT_AS_PRIMARY,,
conduct,caregiver_full,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,none,balanced,0.4449999999999999,0.8076923076923077,0.91875,0.890625,0.9046875,0.8596491228070176,0.9746875,0.9499594639068576,0.0622859399714159,aceptable,-0.002604698506553,PRIMARY_WITH_CAVEAT,rf_regularized_v1,47.0
conduct,psychologist_1_3,rebuild_v2,rf,compact_subset,sigmoid,recall_constrained,0.6449999999999999,0.9090909090909092,0.8125,0.959375,0.8859375,0.858085808580858,0.97728515625,0.9542627941351364,0.0585440516294588,aceptable,0.0665428038305515,PRIMARY_WITH_CAVEAT,,
conduct,psychologist_2_3,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,isotonic,balanced,0.3799999999999999,0.8846153846153846,0.8625,0.94375,0.903125,0.8734177215189873,0.9715234375,0.9324443838258124,0.0598157660888244,bueno,0.0353743996832196,ROBUST_PRIMARY,,
conduct,psychologist_full,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,isotonic,balanced,0.3349999999999999,0.8439306358381503,0.9125,0.915625,0.9140625,0.8768768768768769,0.975634765625,0.9413294156917726,0.0601968414247834,aceptable,-0.0041655725960432,PRIMARY_WITH_CAVEAT,rf_balanced_subsample_v1,56.0
depression,caregiver_1_3,rebuild_v2,rf,precision_oriented_subset,none,recall_constrained,0.5299999999999999,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,malo,0.0620135029967384,HOLD_FOR_LIMITATION,,
depression,caregiver_2_3,hybrid_final_decisive_rescue_v5,rf,precision_oriented_subset,none,balanced,0.4399999999999999,0.7789473684210526,0.902439024390244,0.9472361809045228,0.9248376026473832,0.8361581920903954,0.9791334722392452,0.9185052705693368,0.0439804889728679,malo,0.0295357090816352,HOLD_FOR_LIMITATION,,
depression,caregiver_full,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,none,f1_recall_target_band,0.4020000000000001,0.7710843373493976,0.7804878048780488,0.9522613065326633,0.866374555705356,0.7757575757575758,0.9722086039955877,0.8577614162582414,0.052270368941828724,bueno,0.0585190019107159,HOLD_FOR_LIMITATION,hgb_quick_guard_v1,125.0
depression,psychologist_1_3,rebuild_v2,rf,stability_pruned_subset,isotonic,default_0_5,0.5,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,malo,0.0425164172338623,HOLD_FOR_LIMITATION,,
depression,psychologist_2_3,final_honest_improvement_v1,rf,compact_subset,none,balanced,0.3949999999999999,0.7872340425531915,0.902439024390244,0.949748743718593,0.9260938840544184,0.8409090909090909,0.9794092413285942,0.8675121016971403,0.0429005294006906,aceptable,0.0283597546873053,HOLD_FOR_LIMITATION,,
depression,psychologist_full,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,none,f1_recall_target_band,0.38800000000000007,0.7831325301204819,0.7926829268292683,0.9547738693467337,0.8737283980880011,0.7878787878787878,0.9750275769089349,0.8740526749277387,0.049403015146959633,bueno,0.0747947052334845,PRIMARY_WITH_CAVEAT,hgb_quick_guard_v1,150.0
elimination,caregiver_1_3,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,none,f1_recall_target_band,0.5,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,bueno,0.0405293059607761,HOLD_FOR_LIMITATION,logreg_guard_single_feature_v1,1.0
elimination,caregiver_2_3,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,none,f1_recall_target_band,0.5,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,bueno,0.0007809374886359,PRIMARY_WITH_CAVEAT,logreg_guard_single_feature_v1,1.0
elimination,caregiver_full,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,none,f1_recall_target_band,0.5,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,bueno,-0.0003872868104295,PRIMARY_WITH_CAVEAT,logreg_guard_single_feature_v1,1.0
elimination,psychologist_1_3,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,none,f1_recall_target_band,0.5,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,muy_bueno,0.0740483570031917,HOLD_FOR_LIMITATION,logreg_guard_single_feature_v1,1.0
elimination,psychologist_2_3,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,none,f1_recall_target_band,0.5,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,bueno,-0.0003872868104295,PRIMARY_WITH_CAVEAT,logreg_guard_single_feature_v1,1.0
elimination,psychologist_full,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,none,f1_recall_target_band,0.5,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,bueno,1.8182479362138797e-06,PRIMARY_WITH_CAVEAT,logreg_guard_single_feature_v1,1.0
