input_key,domain_s,source_type,instrument,nonmissing_rate,caregiver_mode_available_rate,psychologist_mode_available_rate,distribution_shift_proxy
sdq_04,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_05,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_06,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_07,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_08,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_09,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_10,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_11,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_12,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_13,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_14,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_15,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_16,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_17,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_18,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_19,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_20,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_21,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_22,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_23,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_24,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_25,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_conduct_problems,adhd;conduct;elimination;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_emotional_symptoms,adhd;conduct;elimination;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_hyperactivity_inattention,adhd;conduct;elimination;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_impact,adhd;conduct;elimination;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_peer_problems,adhd;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_prosocial_behavior,adhd;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_total_difficulties,adhd;conduct;elimination;anxiety;depression,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sex_assigned_at_birth,adhd;conduct;elimination;anxiety;depression,caregiver_report,DEMOGRAPHIC,0.0,0.0,0.0,0.0
site,adhd;conduct;elimination;anxiety,system_filled,SYSTEM_RUNTIME,0.0,0.0,0.0,0.0
swan_hyperactive_impulsive_total,adhd,derived,SWAN,0.9564304461942257,0.9564304461942257,0.9564304461942257,0.0
swan_inattention_total,adhd,derived,SWAN,0.9564304461942257,0.9564304461942257,0.9564304461942257,0.0
swan_total,adhd,derived,SWAN,0.9564304461942257,0.9564304461942257,0.9564304461942257,0.0
ysr_aggressive_behavior_proxy,adhd,child_self_report,YSR,0.02257217847769029,0.0,0.02257217847769029,0.02257217847769029
ysr_anxious_depressed_proxy,adhd,child_self_report,YSR,0.02257217847769029,0.0,0.02257217847769029,0.02257217847769029
ysr_attention_problems_proxy,adhd,child_self_report,YSR,0.02257217847769029,0.0,0.02257217847769029,0.02257217847769029
ysr_externalizing_proxy,adhd,child_self_report,YSR,0.02257217847769029,0.0,0.02257217847769029,0.02257217847769029
ysr_internalizing_proxy,adhd,child_self_report,YSR,0.02257217847769029,0.0,0.02257217847769029,0.02257217847769029
ysr_rule_breaking_proxy,adhd,child_self_report,YSR,0.02257217847769029,0.0,0.02257217847769029,0.02257217847769029
