model_id,dataset_name,version,disorder,variant,target,n_rows,n_features,search_param_source,best_params,search_meta,threshold_method,threshold_value,balanced_accuracy_val,balanced_accuracy_test,recall_test,specificity_test,f1_test,roc_auc_test,pr_auc_test,brier_score_test,accuracy_test,precision_test,support_positive_test,support_negative_test,missing_ratio_test,risk_band_example,evidence_quality,artifact_pipeline_path,artifact_calibrated_path,artifact_metadata_path,figure_roc,figure_pr,figure_confusion,figure_calibration,dropped_columns_count,manifest_exists,rank_within_disorder
dataset_adhd_clinical__strict_no_leakage,dataset_adhd_clinical,strict_no_leakage,adhd,clinical,target_adhd,1905,35,search,"{'model__n_estimators': 250, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': None, 'model__class_weight': 'balanced_subsample'}","{'best_cv_balanced_accuracy': 0.9008324580372774, 'cv_splits': 3, 'n_iter': 8}",youden_j,0.656281033406496,0.9089937888198758,0.8373511904761904,0.79375,0.8809523809523809,0.8410596026490066,0.9226686507936508,0.941325747617704,0.1171619914559227,0.8321678321678322,0.8943661971830986,160,126,0.3697302697302697,moderate,medium,artifacts\models\binary\dataset_adhd_clinical__strict_no_leakage\pipeline.joblib,artifacts\models\calibrated\dataset_adhd_clinical__strict_no_leakage\calibrated.joblib,artifacts\models\binary\dataset_adhd_clinical__strict_no_leakage\metadata.json,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_adhd_clinical__strict_no_leakage\dataset_adhd_clinical__strict_no_leakage_roc.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_adhd_clinical__strict_no_leakage\dataset_adhd_clinical__strict_no_leakage_pr.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_adhd_clinical__strict_no_leakage\dataset_adhd_clinical__strict_no_leakage_confusion.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_adhd_clinical__strict_no_leakage\dataset_adhd_clinical__strict_no_leakage_calibration.png,9,True,1
dataset_anxiety_items__strict_no_leakage,dataset_anxiety_items,strict_no_leakage,anxiety,items,target_anxiety,1905,260,search,"{'model__n_estimators': 350, 'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__class_weight': 'balanced_subsample'}","{'best_cv_balanced_accuracy': 0.8529947482236638, 'cv_splits': 3, 'n_iter': 6}",youden_j,0.6642207436353612,0.8751552795031057,0.8497023809523809,0.7619047619047619,0.9375,0.8275862068965517,0.9434523809523808,0.9313916249030276,0.0988158658002106,0.8601398601398601,0.9056603773584906,126,160,0.1453200645508338,low,strong,artifacts\models\binary\dataset_anxiety_items__strict_no_leakage\pipeline.joblib,artifacts\models\calibrated\dataset_anxiety_items__strict_no_leakage\calibrated.joblib,artifacts\models\binary\dataset_anxiety_items__strict_no_leakage\metadata.json,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_anxiety_items__strict_no_leakage\dataset_anxiety_items__strict_no_leakage_roc.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_anxiety_items__strict_no_leakage\dataset_anxiety_items__strict_no_leakage_pr.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_anxiety_items__strict_no_leakage\dataset_anxiety_items__strict_no_leakage_confusion.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_anxiety_items__strict_no_leakage\dataset_anxiety_items__strict_no_leakage_calibration.png,9,True,1
dataset_conduct_minimal__strict_no_leakage,dataset_conduct_minimal,strict_no_leakage,conduct,minimal,target_conduct,1905,23,search,"{'model__n_estimators': 350, 'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__class_weight': 'balanced_subsample'}","{'best_cv_balanced_accuracy': 0.8512697833545199, 'cv_splits': 3, 'n_iter': 8}",youden_j,0.1655014032004218,0.9011514441842312,0.8868071818891491,0.9047619047619048,0.8688524590163934,0.6785714285714286,0.952088212334114,0.7363226858783782,0.0612294755001615,0.8741258741258742,0.5428571428571428,42,244,0.0380054727880814,low,strong,artifacts\models\binary\dataset_conduct_minimal__strict_no_leakage\pipeline.joblib,artifacts\models\calibrated\dataset_conduct_minimal__strict_no_leakage\calibrated.joblib,artifacts\models\binary\dataset_conduct_minimal__strict_no_leakage\metadata.json,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_conduct_minimal__strict_no_leakage\dataset_conduct_minimal__strict_no_leakage_roc.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_conduct_minimal__strict_no_leakage\dataset_conduct_minimal__strict_no_leakage_pr.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_conduct_minimal__strict_no_leakage\dataset_conduct_minimal__strict_no_leakage_confusion.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_conduct_minimal__strict_no_leakage\dataset_conduct_minimal__strict_no_leakage_calibration.png,9,True,1
dataset_depression_parent__strict_no_leakage,dataset_depression_parent,strict_no_leakage,depression,parent,target_depression,1905,21,search,"{'model__n_estimators': 250, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': None, 'model__class_weight': 'balanced_subsample'}","{'best_cv_balanced_accuracy': 0.8031002066304044, 'cv_splits': 3, 'n_iter': 8}",youden_j,0.1163500478788966,0.8875,0.8796875,0.9,0.859375,0.5806451612903226,0.9255208333333332,0.5485234132013457,0.0642327812415637,0.8636363636363636,0.4285714285714285,30,256,0.0705960705960705,low,strong,artifacts\models\binary\dataset_depression_parent__strict_no_leakage\pipeline.joblib,artifacts\models\calibrated\dataset_depression_parent__strict_no_leakage\calibrated.joblib,artifacts\models\binary\dataset_depression_parent__strict_no_leakage\metadata.json,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_depression_parent__strict_no_leakage\dataset_depression_parent__strict_no_leakage_roc.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_depression_parent__strict_no_leakage\dataset_depression_parent__strict_no_leakage_pr.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_depression_parent__strict_no_leakage\dataset_depression_parent__strict_no_leakage_confusion.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_depression_parent__strict_no_leakage\dataset_depression_parent__strict_no_leakage_calibration.png,9,True,1
dataset_elimination_core__strict_no_leakage,dataset_elimination_core,strict_no_leakage,elimination,core,target_elimination,1905,17,search,"{'model__n_estimators': 250, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': None, 'model__class_weight': 'balanced_subsample'}","{'best_cv_balanced_accuracy': 0.5381844996757755, 'cv_splits': 3, 'n_iter': 8}",youden_j,0.1151657645486941,0.6409897292250233,0.699813258636788,0.7647058823529411,0.6349206349206349,0.3421052631578947,0.717436974789916,0.2353647801052094,0.1010140076487207,0.6503496503496503,0.2203389830508474,34,252,0.0361990950226244,low,strong,artifacts\models\binary\dataset_elimination_core__strict_no_leakage\pipeline.joblib,artifacts\models\calibrated\dataset_elimination_core__strict_no_leakage\calibrated.joblib,artifacts\models\binary\dataset_elimination_core__strict_no_leakage\metadata.json,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_elimination_core__strict_no_leakage\dataset_elimination_core__strict_no_leakage_roc.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_elimination_core__strict_no_leakage\dataset_elimination_core__strict_no_leakage_pr.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_elimination_core__strict_no_leakage\dataset_elimination_core__strict_no_leakage_confusion.png,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app\reports\figures\dataset_elimination_core__strict_no_leakage\dataset_elimination_core__strict_no_leakage_calibration.png,9,True,1
