selected_trial,decision,reason,trial_id,threshold,val_precision,val_balanced_accuracy,test_precision,test_balanced_accuracy,test_recall,seed_std_balacc,split_std_balacc,noise_moderate_degradation,realism_worst_degradation,high_or_critical_leak_features,suspicious_perfect_score
adhd_trial_compact_signal,recovered_generalizing_model,passed strict recovery controls,adhd_trial_compact_signal,0.75,0.9787234042553191,0.9165714285714286,0.9797297297297297,0.9383105590062112,0.9006211180124224,0.002570518237358029,0.0239902447356971,0.03105590062111807,0.09137888198757771,0,False
