split_version,domain,target_column,split_seed,stratified,train_n,val_n,holdout_n,train_positive_rate,val_positive_rate,holdout_positive_rate,ids_train_path,ids_val_path,ids_holdout_path
hybrid_rf_ceiling_push_v1,adhd,target_domain_adhd_final,20260412,yes,1440,480,480,0.19583333333333333,0.19583333333333333,0.19583333333333333,data/hybrid_rf_ceiling_push_v1/splits/domain_adhd/ids_train.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_adhd/ids_val.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_adhd/ids_holdout.csv
hybrid_rf_ceiling_push_v1,conduct,target_domain_conduct_final,20260429,yes,1440,480,480,0.3326388888888889,0.3333333333333333,0.33125,data/hybrid_rf_ceiling_push_v1/splits/domain_conduct/ids_train.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_conduct/ids_val.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_conduct/ids_holdout.csv
hybrid_rf_ceiling_push_v1,elimination,target_domain_elimination_final,20260446,yes,1440,480,480,0.1076388888888889,0.10833333333333334,0.10833333333333334,data/hybrid_rf_ceiling_push_v1/splits/domain_elimination/ids_train.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_elimination/ids_val.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_elimination/ids_holdout.csv
hybrid_rf_ceiling_push_v1,anxiety,target_domain_anxiety_final,20260463,yes,1440,480,480,0.17916666666666667,0.17916666666666667,0.17916666666666667,data/hybrid_rf_ceiling_push_v1/splits/domain_anxiety/ids_train.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_anxiety/ids_val.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_anxiety/ids_holdout.csv
hybrid_rf_ceiling_push_v1,depression,target_domain_depression_final,20260480,yes,1440,480,480,0.1701388888888889,0.17083333333333334,0.17083333333333334,data/hybrid_rf_ceiling_push_v1/splits/domain_depression/ids_train.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_depression/ids_val.csv,data/hybrid_rf_ceiling_push_v1/splits/domain_depression/ids_holdout.csv
