mode,role,domain,winner_feature_set_id,winner_config_id,winner_calibration,winner_threshold_policy,winner_threshold,winner_seed,n_features,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,overfit_warning,ceiling_status
caregiver_full,caregiver,adhd,top_importance_filtered,rf_precision_push,isotonic,default_0_5,0.5,20260412,118,0.9825783972125436,1.0,0.9956822107081175,0.9978411053540588,0.9912126537785588,0.9998958830950893,0.9991509339726299,0.00925756168899042,0.775,0.9893617021276596,0.9300518134715026,0.959706757799581,0.8691588785046729,0.9671480542387829,0.7965907847311213,0.04431388070097827,0.7699115044247787,0.925531914893617,0.9326424870466321,0.9290872009701245,0.8405797101449275,0.9473597177819425,0.7682683726908224,0.053526811538877436,0.038134347554477754,0.030619556829456496,yes,marginal_room_left
caregiver_full,caregiver,anxiety,precision_oriented_subset,rf_precision_push,sigmoid,precision_oriented,0.49499999999999994,20260429,68,0.9838709677419355,0.9457364341085271,0.9966159052453468,0.971176169676937,0.9644268774703557,0.999419588399638,0.9974276312370323,0.011556618623611382,0.9411764705882353,0.9302325581395349,0.9873096446700508,0.9587711014047928,0.935672514619883,0.9948648329595089,0.9764435245196501,0.022279894640639786,0.9418604651162791,0.9418604651162791,0.9873096446700508,0.9645850548931649,0.9418604651162791,0.9935662849722582,0.9571307953536649,0.020586584402355848,0.01240506827214416,-0.005813953488372103,no,marginal_room_left
caregiver_full,caregiver,conduct,precision_oriented_subset,rf_precision_push,isotonic,balanced,0.05,20260412,68,0.9979166666666667,1.0,0.9989594172736732,0.9994797086368366,0.9989572471324296,1.0,1.0,9.669764339786522e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000383407e-12,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0012183968777585486,-0.0005202913631634498,0.004672897196261738,no,marginal_room_left
caregiver_full,caregiver,depression,full_eligible,rf_precision_push,none,precision_oriented,0.615,20260412,169,0.9612068965517241,0.9102040816326531,0.9924686192468619,0.9513363504397575,0.9350104821802935,0.9988591922124499,0.9944643502101349,0.011736904717978665,0.9714285714285714,0.8292682926829268,0.9949748743718593,0.912121583527393,0.8947368421052632,0.991083466111043,0.9618079539053066,0.02771805107631627,0.8356164383561644,0.7439024390243902,0.9698492462311558,0.8568758426277729,0.7870967741935484,0.9715651427871063,0.8699765906318093,0.05093172225792724,0.039214766912364474,0.05524574089962009,yes,marginal_room_left
caregiver_full,caregiver,elimination,precision_oriented_subset,rf_recall_guard,isotonic,recall_constrained,0.25499999999999995,20260412,68,0.9935897435897436,1.0,0.9992217898832685,0.9996108949416342,0.9967845659163987,0.9996108949416342,0.9935897435897436,0.0007202159357035957,1.0,0.9615384615384616,1.0,0.9807692307692308,0.9803921568627451,0.9995956146657081,0.9953258547008547,0.0034375000009708332,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,0.018841664172403405,0.011951833213515561,no,marginal_room_left
psychologist_1_3,psychologist,adhd,full_eligible,rf_balanced_subsample,isotonic,recall_constrained,0.27499999999999997,20260513,71,0.8545454545454545,1.0,0.9585492227979274,0.9792746113989637,0.9215686274509803,0.9983570964857482,0.9877653873343823,0.029342646415829066,0.696,0.925531914893617,0.9015544041450777,0.9135431595193473,0.7945205479452054,0.9511630470730901,0.7193629722035935,0.06504400504468837,0.6779661016949152,0.851063829787234,0.9015544041450777,0.8763091169661559,0.7547169811320755,0.9275162606107376,0.6842198399494063,0.07458694490762313,0.06573145187961638,0.037234042553191404,yes,marginal_room_left
psychologist_1_3,psychologist,anxiety,balanced_subset,rf_large_subsample,isotonic,precision_oriented,0.565,20260513,39,0.9952830188679245,0.8178294573643411,0.9991539763113367,0.9084917168378389,0.8978723404255319,0.9989326329044189,0.9913518590125796,0.011285765687093992,0.9714285714285714,0.7906976744186046,0.9949238578680203,0.8928107661433125,0.8717948717948718,0.9911315074961633,0.9525599940145788,0.026797017688858085,0.9,0.7325581395348837,0.9822335025380711,0.8573958210364774,0.8076923076923077,0.981082516822099,0.8895876559795005,0.04184285864446073,0.015680950694526463,0.03541494510683507,no,ceiling_reached
psychologist_1_3,psychologist,conduct,full_eligible,rf_recall_guard,isotonic,recall_constrained,0.33499999999999996,20260513,71,0.989648033126294,0.9979123173277662,0.9947970863683663,0.9963547018480663,0.9937629937629938,0.9999391726172502,0.9997794533929112,0.007894904252257327,0.9177215189873418,0.90625,0.959375,0.9328125,0.9119496855345912,0.9830957031249999,0.9550460186653663,0.04552498826455293,0.8395061728395061,0.8553459119496856,0.9190031152647975,0.8871745136072415,0.8473520249221184,0.9663492623288074,0.9134734693832245,0.07324247566202186,0.06354220184806625,0.04563798639275851,yes,ceiling_reached
psychologist_1_3,psychologist,depression,full_eligible,rf_large_subsample,isotonic,recall_constrained,0.33499999999999996,20260412,71,0.9637096774193549,0.9755102040816327,0.9924686192468619,0.9839894116642474,0.9695740365111561,0.998696951583981,0.9908866509008198,0.011912201734790755,0.8658536585365854,0.8658536585365854,0.9723618090452262,0.9191077337909057,0.8658536585365854,0.9827337909057483,0.9052056114365294,0.03667138937525604,0.7160493827160493,0.7073170731707317,0.9422110552763819,0.8247640642235567,0.7116564417177914,0.9384575315602401,0.7452485220854421,0.07316055911270755,0.06488167787334165,0.09434366956734896,yes,ceiling_reached
psychologist_1_3,psychologist,elimination,precision_oriented_subset,rf_precision_push,isotonic,recall_constrained,0.37999999999999995,20260513,28,0.9736842105263158,0.9548387096774194,0.9968871595330739,0.9758629346052466,0.9641693811074918,0.9988126019831807,0.9856371633344875,0.009592522345534888,0.8846153846153846,0.8846153846153846,0.985981308411215,0.9352983465132998,0.8846153846153846,0.9945632638389648,0.9407175267215282,0.017508417509321673,0.8679245283018868,0.8846153846153846,0.9836448598130841,0.9341301222142344,0.8761904761904762,0.9938218907260964,0.9244530182033179,0.018282925852527557,0.04056458809194685,0.001168224299065379,no,marginal_room_left
psychologist_2_3,psychologist,adhd,top_importance_filtered,rf_precision_push,isotonic,default_0_5,0.5,20260412,95,0.9964664310954063,1.0,0.9991364421416234,0.9995682210708117,0.9982300884955753,1.0,1.0,0.00730160364650417,0.75,0.9893617021276596,0.9196891191709845,0.9545254106493221,0.8532110091743119,0.9661834417374049,0.7958573620849464,0.048770735524998325,0.7747747747747747,0.9148936170212766,0.9352331606217616,0.9250633888215192,0.8390243902439024,0.9425779958108256,0.7693292583602127,0.05496522159680617,0.04504281042148961,0.029462021827802887,yes,marginal_room_left
psychologist_2_3,psychologist,anxiety,balanced_subset,rf_precision_push,isotonic,precision_oriented,0.5049999999999999,20260429,75,0.9839357429718876,0.9496124031007752,0.9966159052453468,0.973114154173061,0.9664694280078896,0.9990703576909455,0.9935074005615658,0.009744771216338398,0.9418604651162791,0.9418604651162791,0.9873096446700508,0.9645850548931649,0.9418604651162791,0.9966208239877228,0.9778856308083819,0.015981280194126295,0.9080459770114943,0.9186046511627907,0.9796954314720813,0.949150041317436,0.9132947976878613,0.9922234683036241,0.9397334648525985,0.024940177009323706,0.00852909927989609,0.015435013575728962,no,marginal_room_left
psychologist_2_3,psychologist,conduct,precision_oriented_subset,rf_precision_push,isotonic,balanced,0.05,20260412,54,0.9979166666666667,1.0,0.9989594172736732,0.9994797086368366,0.9989572471324296,1.0,1.0,5.754598188860961e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000383407e-12,0.9875776397515528,1.0,0.9937694704049844,0.9968847352024922,0.99375,1.0,1.0,0.0012856785452305278,-0.0005202913631634498,0.0031152647975077885,no,ceiling_reached
psychologist_2_3,psychologist,depression,top_importance_filtered,rf_precision_push,isotonic,precision_oriented,0.42999999999999994,20260513,95,0.9570815450643777,0.9102040816326531,0.9916317991631799,0.9509179403979164,0.9330543933054394,0.9976347024165315,0.9806683731957153,0.013938821762220352,0.9714285714285714,0.8292682926829268,0.9949748743718593,0.912121583527393,0.8947368421052632,0.9922784654982229,0.9538514897291053,0.023908561057815227,0.8356164383561644,0.7439024390243902,0.9698492462311558,0.8568758426277729,0.7870967741935484,0.9405411202353229,0.7779219289902186,0.05865383835044682,0.03879635687052341,0.05524574089962009,yes,marginal_room_left
psychologist_2_3,psychologist,elimination,compact_robust_subset,rf_baseline,isotonic,precision_oriented,0.5049999999999999,20260513,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00018998170832098152,1.0,0.9423076923076923,1.0,0.9711538461538461,0.9702970297029703,0.9996854780733285,0.9959845186260281,0.003869047620024701,0.9772727272727273,0.8269230769230769,0.9976635514018691,0.912293314162473,0.8958333333333334,0.9983599928109274,0.9745066893083214,0.009834400605773225,0.028846153846153855,0.0588605319913732,yes,marginal_room_left
psychologist_full,psychologist,adhd,balanced_subset,rf_precision_push,isotonic,balanced,0.05,20260429,111,0.9964664310954063,1.0,0.9991364421416234,0.9995682210708117,0.9982300884955753,0.9999755019047268,0.999799513821016,0.0008225655031947584,0.9791666666666666,1.0,0.9948186528497409,0.9974093264248705,0.9894736842105263,0.999407452320582,0.9961566541510221,0.0038284632044111194,0.9479166666666666,0.9680851063829787,0.9870466321243523,0.9775658692536655,0.9578947368421052,0.9803219049718883,0.9451063417182078,0.015458704199548236,0.0021588946459412117,0.019843457171204948,no,marginal_room_left
psychologist_full,psychologist,anxiety,balanced_subset,rf_precision_push,none,recall_constrained,0.585,20260412,111,0.9798387096774194,0.9418604651162791,0.9957698815566836,0.9688151733364814,0.9604743083003953,0.9994589383386456,0.9975855146764105,0.010854941323883479,0.9404761904761905,0.9186046511627907,0.9873096446700508,0.9529571479164207,0.9294117647058824,0.9950123952307874,0.9776532153620088,0.022623964790425125,0.896551724137931,0.9069767441860465,0.9771573604060914,0.9420670522960689,0.9017341040462428,0.9926513988903318,0.9546125212583669,0.022700665442905846,0.01585802542006065,0.010890095620351814,no,marginal_room_left
psychologist_full,psychologist,conduct,precision_oriented_subset,rf_precision_push,isotonic,balanced,0.05,20260412,81,0.9979166666666667,1.0,0.9989594172736732,0.9994797086368366,0.9989572471324296,1.0,1.0,3.7199619803529844e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000383407e-12,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,-0.0005202913631634498,0.004672897196261738,no,marginal_room_left
psychologist_full,psychologist,depression,top_importance_filtered,rf_precision_push,none,precision_oriented,0.6599999999999999,20260513,141,0.9954128440366973,0.8857142857142857,0.999163179916318,0.9424387328153019,0.937365010799136,0.9994330116984032,0.9972189254833043,0.01061019734161244,0.9852941176470589,0.8170731707317073,0.9974874371859297,0.9072803039588184,0.8933333333333333,0.9921865424684397,0.9668538159122975,0.02663193285810752,0.890625,0.6951219512195121,0.9824120603015075,0.8387670057605099,0.7808219178082192,0.9753952690280672,0.9003575294905959,0.04673554009094145,0.03515842885648346,0.06851329819830854,yes,marginal_room_left
psychologist_full,psychologist,elimination,precision_oriented_subset,rf_recall_guard,isotonic,recall_constrained,0.4049999999999999,20260429,81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.714677740464679e-05,1.0,0.9423076923076923,1.0,0.9711538461538461,0.9702970297029703,0.999550682961898,0.9945054945054945,0.004351851852822686,0.9574468085106383,0.8653846153846154,0.9953271028037384,0.930355859094177,0.9090909090909091,0.9968997124370956,0.952275555899417,0.011423276899059982,0.028846153846153855,0.040797987059669194,no,marginal_room_left
