mode,domain,winner_feature_set_id,winner_config_id,winner_seed,seed_std_val_balanced_accuracy,seed_std_val_precision,seed_std_val_recall,precision_boot_mean,precision_boot_ci_low,precision_boot_ci_high,recall_boot_mean,recall_boot_ci_low,recall_boot_ci_high,balanced_accuracy_boot_mean,balanced_accuracy_boot_ci_low,balanced_accuracy_boot_ci_high,pr_auc_boot_mean,pr_auc_boot_ci_low,pr_auc_boot_ci_high,brier_boot_mean,brier_boot_ci_low,brier_boot_ci_high
caregiver_1_3,adhd,full_eligible,rf_baseline,20260429,0.008757532077113593,0.013963541451085412,0.022145382973043987,0.6547082593994786,0.5737041947926711,0.7223506069094304,0.9140224742803639,0.8618716397849463,0.9631066176470587,0.8983167409359053,0.8675251438891564,0.9321021148223048,0.6406349757670681,0.5619897822352301,0.7246044115890263,0.07891934047285848,0.06290323643973449,0.0953251717448424
caregiver_1_3,anxiety,full_eligible,rf_balanced_subsample,20260429,0.010412683689387662,0.017202818537723708,0.024205418598443447,0.8796332612703477,0.7938387423935092,0.9510378106821787,0.674195517045436,0.5859756097560975,0.7757317400644468,0.8269721069926481,0.7820427037759416,0.8790868711218248,0.8521560505419643,0.7802640939594776,0.9110428336850418,0.052024570221562635,0.0378304198260903,0.06707125114541736
caregiver_1_3,conduct,compact_robust_subset,rf_baseline,20260412,0.0009021097956087389,0.0030146453929205306,0.0036084391824351483,0.8369369413746296,0.7775831564048125,0.8913135593220338,0.843531718120936,0.7857202501165139,0.8986812268767155,0.8811020080784269,0.8467734156159743,0.9110705726884312,0.916932086956765,0.8797255705180114,0.9486046608149517,0.0736016874033302,0.056800367605842415,0.09149824093198157
caregiver_1_3,depression,full_eligible,rf_large_subsample,20260412,0.009915874573373522,0.011666490559392131,0.021122570824010655,0.7240726487130372,0.624436475409836,0.8061431623931624,0.7033242030014415,0.6063350088704909,0.8025138076673165,0.8243690345091402,0.7737113750333449,0.874450812771072,0.7384163333053039,0.6440880652117142,0.8217164425183828,0.07356367259562611,0.05522053031488933,0.0930002709224869
caregiver_1_3,elimination,precision_oriented_subset,rf_large_subsample,20260513,0.0006744746135392585,0.008435860157650864,0.0,0.7955119478634388,0.6870089285714286,0.8960308908045977,0.9426826210703017,0.8775510204081632,1.0,0.9566672805517829,0.9225522468015278,0.9850419344269226,0.8576070366075127,0.7572663466133761,0.9447197061202902,0.025338303186323238,0.014442153374775946,0.03647251350808197
caregiver_2_3,adhd,full_eligible,rf_precision_push,20260513,0.005394161097323463,0.0011928724570033872,0.012284048280630353,0.768260723871552,0.6912083333333333,0.8438632194450812,0.9166487049789567,0.8620689655172413,0.9686001085187195,0.9247567342922692,0.8933832024627144,0.954756949415414,0.8109493314958214,0.7330617418906821,0.8752085009220718,0.05318967006514932,0.03916870215595292,0.06735217559982287
caregiver_2_3,anxiety,top_importance_filtered,rf_regularized,20260429,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.8923877180732023,0.8363541666666667,0.9534883720930233,0.9534808871187969,0.8921385017421604,0.9893095642331635,0.9640991562091937,0.9321443180006445,0.984332790578371,0.9309806226140381,0.8661080539038576,0.9875690347095366,0.02158377522907392,0.010175380912636605,0.03378671638258473
caregiver_2_3,conduct,precision_oriented_subset,rf_precision_push,20260412,0.0,0.0,0.0,0.9813931998664662,0.9606311274509804,1.0,1.0,1.0,1.0,0.9952834003166077,0.9902860862454812,1.0,1.0,1.0,1.0,0.0012083687047119921,2.9697465266383e-05,0.0031715760383055577
caregiver_2_3,depression,balanced_subset,rf_precision_push,20260513,0.0,0.0,0.0,0.8448236338139505,0.7586345381526104,0.9223927875243664,0.7392287424375812,0.6428571428571429,0.8333333333333334,0.8556050347321573,0.8084335785037362,0.9034967357809804,0.8605030377770595,0.7807642673425149,0.927921627716841,0.05266218050544622,0.03831005320872642,0.06952552883664714
caregiver_2_3,elimination,precision_oriented_subset,rf_recall_guard,20260513,0.0,0.0,0.0,0.959585737935843,0.9045100732600733,1.0,0.9608266859978591,0.9145909757887014,1.0,0.9779716183980671,0.9543772069726071,0.9980301796864085,0.974276192289224,0.9196487064744409,1.0,0.006150613218190066,0.0018157495466636423,0.011947756780328861
