trial_id,candidate_id,stage,domain,mode,role,feature_set_id,config_id,config_hash,seed,calibration,threshold_policy,threshold,n_features,selected_for_stage2,val_objective,overfit_gap_ba
600,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,none,recall_guard,0.33999999999999997,61,yes,0.8190980059471613,0.05465084376879803
601,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,none,recall_constrained,0.585,61,yes,0.8258156176842452,0.07433166622447251
602,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,none,precision_min_recall,0.585,61,yes,0.8258156176842452,0.07433166622447251
603,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,sigmoid,default_0_5,0.5,61,yes,0.8198998370117743,0.0776287639580383
604,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,sigmoid,balanced,0.19999999999999996,61,yes,0.8189118198798904,0.05465084376879803
605,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,sigmoid,precision_oriented,0.5099999999999999,61,yes,0.8256294316169742,0.07433166622447251
606,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,sigmoid,recall_guard,0.19999999999999996,61,yes,0.8189118198798904,0.05465084376879803
607,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,sigmoid,recall_constrained,0.5099999999999999,61,yes,0.8256294316169742,0.07433166622447251
608,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,sigmoid,precision_min_recall,0.5099999999999999,61,yes,0.8256294316169742,0.07433166622447251
609,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,isotonic,default_0_5,0.5,61,yes,0.8192081059246131,0.05465084376879803
610,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,isotonic,balanced,0.25499999999999995,61,yes,0.8192081059246131,0.05465084376879803
611,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,isotonic,precision_oriented,0.5399999999999999,61,yes,0.8259257176616971,0.07433166622447251
612,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,isotonic,recall_guard,0.25499999999999995,61,yes,0.8192081059246131,0.05465084376879803
613,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,isotonic,recall_constrained,0.5399999999999999,61,yes,0.8259257176616971,0.07433166622447251
614,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260712,isotonic,precision_min_recall,0.5399999999999999,61,yes,0.8259257176616971,0.07433166622447251
615,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,none,default_0_5,0.5,61,yes,0.8264886944788921,0.08008653245169972
616,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,none,balanced,0.285,61,yes,0.814756806654338,0.050229025523576665
617,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,none,precision_oriented,0.615,61,yes,0.8233243907338265,0.07106196565111123
618,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,none,recall_guard,0.33999999999999997,61,yes,0.8193970714637163,0.055069253810639096
619,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,none,recall_constrained,0.49499999999999994,61,yes,0.8263254291727696,0.08212734877823036
620,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,none,precision_min_recall,0.615,61,yes,0.8233243907338265,0.07106196565111123
621,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,sigmoid,default_0_5,0.5,61,yes,0.8170637914448524,0.07760387595405627
622,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,sigmoid,balanced,0.15499999999999997,61,yes,0.8145524560572679,0.050229025523576665
623,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,sigmoid,precision_oriented,0.5599999999999999,61,yes,0.8231200401367563,0.07106196565111123
624,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,sigmoid,recall_guard,0.20499999999999996,61,yes,0.8191927208666462,0.055069253810639096
625,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,sigmoid,recall_constrained,0.38999999999999996,61,yes,0.8261210785756995,0.08212734877823036
626,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,sigmoid,precision_min_recall,0.5599999999999999,61,yes,0.8231200401367563,0.07106196565111123
627,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,isotonic,default_0_5,0.5,61,yes,0.8239979621240294,0.0542313824454449
628,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,isotonic,balanced,0.26499999999999996,61,yes,0.8239979621240294,0.0542313824454449
629,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,isotonic,precision_oriented,0.7549999999999999,61,yes,0.8235074965412166,0.07106196565111123
630,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,isotonic,recall_guard,0.26499999999999996,61,yes,0.8239979621240294,0.0542313824454449
631,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,isotonic,recall_constrained,0.5499999999999999,61,yes,0.8265420077835068,0.08170893873638929
632,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,compact_robust_subset,rf_positive_push_strong__pos_weight_high,26f8f6db3170,20260729,isotonic,precision_min_recall,0.7549999999999999,61,yes,0.8235074965412166,0.07106196565111123
633,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,none,default_0_5,0.5,75,yes,0.8252072951253833,0.06127588746710111
634,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,none,balanced,0.32999999999999996,75,yes,0.8238474551591398,0.045257236341134655
635,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,none,precision_oriented,0.5599999999999999,75,yes,0.8245486186444597,0.06002106393477624
636,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,none,recall_guard,0.32999999999999996,75,yes,0.8238474551591398,0.045257236341134655
637,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,none,recall_constrained,0.37499999999999994,75,yes,0.8248423461178028,0.04564970709748151
638,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,none,precision_min_recall,0.5599999999999999,75,yes,0.8245486186444597,0.06002106393477624
639,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,sigmoid,default_0_5,0.5,75,yes,0.8245481019715387,0.057980247608245605
640,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,sigmoid,balanced,0.195,75,yes,0.8236836731800965,0.045257236341134655
641,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,sigmoid,precision_oriented,0.48499999999999993,75,yes,0.8242550441626411,0.06164347021946581
642,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,sigmoid,recall_guard,0.195,75,yes,0.8236836731800965,0.045257236341134655
643,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,sigmoid,recall_constrained,0.24,75,yes,0.8246785641387595,0.04564970709748151
644,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,sigmoid,precision_min_recall,0.48499999999999993,75,yes,0.8242550441626411,0.06164347021946581
645,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,isotonic,default_0_5,0.5,75,yes,0.823732836439801,0.04405324009828604
646,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,isotonic,balanced,0.25499999999999995,75,yes,0.8236699895437204,0.04483882629929359
647,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,isotonic,precision_oriented,0.6699999999999999,75,yes,0.8242078877229178,0.06164347021946581
648,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,isotonic,recall_guard,0.25499999999999995,75,yes,0.8236699895437204,0.04483882629929359
649,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,isotonic,recall_constrained,0.5049999999999999,75,yes,0.8246648805023834,0.04523129705564055
650,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260712,isotonic,precision_min_recall,0.6699999999999999,75,yes,0.8242078877229178,0.06164347021946581
651,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,none,default_0_5,0.5,75,yes,0.8265610381720815,0.06857639340404731
652,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,none,balanced,0.32499999999999996,75,yes,0.8278371200704465,0.04441936497594057
653,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,none,precision_oriented,0.4749999999999999,75,yes,0.8263349259698785,0.0714027959315855
654,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,none,recall_guard,0.32499999999999996,75,yes,0.8278371200704465,0.04441936497594057
655,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,none,recall_constrained,0.32499999999999996,75,yes,0.8278371200704465,0.04441936497594057
656,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,none,precision_min_recall,0.4749999999999999,75,yes,0.8263349259698785,0.0714027959315855
657,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,sigmoid,default_0_5,0.5,75,yes,0.8241984073579789,0.057143427524563584
658,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,sigmoid,balanced,0.195,75,yes,0.827645193302175,0.04441936497594057
659,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,sigmoid,precision_oriented,0.37499999999999994,75,yes,0.8261429992016069,0.0714027959315855
660,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,sigmoid,recall_guard,0.195,75,yes,0.827645193302175,0.04441936497594057
661,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,sigmoid,recall_constrained,0.195,75,yes,0.827645193302175,0.04441936497594057
662,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,sigmoid,precision_min_recall,0.37499999999999994,75,yes,0.8261429992016069,0.0714027959315855
663,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,isotonic,default_0_5,0.5,75,yes,0.8276226587056108,0.04237854864940993
664,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,isotonic,balanced,0.15999999999999998,75,yes,0.8274928662028357,0.0440009549340995
665,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,isotonic,precision_oriented,0.605,75,yes,0.8259571992989203,0.0714027959315855
666,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,isotonic,recall_guard,0.15999999999999998,75,yes,0.8274928662028357,0.0440009549340995
667,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,isotonic,recall_constrained,0.15999999999999998,75,yes,0.8274928662028357,0.0440009549340995
668,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,balanced_subset,rf_positive_push_strong__shallow_precision,7aa1af928fbd,20260729,isotonic,precision_min_recall,0.605,75,yes,0.8259571992989203,0.0714027959315855
669,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,none,default_0_5,0.5,68,yes,0.8267021413866597,0.07804571612516908
670,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,none,balanced,0.285,68,yes,0.8186768460556848,0.0441314645479669
671,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,none,precision_oriented,0.5249999999999999,68,yes,0.8289439790892267,0.07843818688151583
672,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,none,recall_guard,0.285,68,yes,0.8186768460556848,0.0441314645479669
673,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,none,recall_constrained,0.5249999999999999,68,yes,0.8289439790892267,0.07843818688151583
674,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,none,precision_min_recall,0.5249999999999999,68,yes,0.8289439790892267,0.07843818688151583
675,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,sigmoid,default_0_5,0.5,68,yes,0.8217816538999282,0.08859249250620471
676,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,sigmoid,balanced,0.15499999999999997,68,yes,0.8184863697685488,0.0441314645479669
677,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,sigmoid,precision_oriented,0.42499999999999993,68,yes,0.8287535028020907,0.07843818688151583
678,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,sigmoid,recall_guard,0.15499999999999997,68,yes,0.8184863697685488,0.0441314645479669
679,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,sigmoid,recall_constrained,0.42499999999999993,68,yes,0.8287535028020907,0.07843818688151583
680,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,sigmoid,precision_min_recall,0.42499999999999993,68,yes,0.8287535028020907,0.07843818688151583
681,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,isotonic,default_0_5,0.5,68,yes,0.8182202344122614,0.0441314645479669
682,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,isotonic,balanced,0.18,68,yes,0.8182202344122614,0.0441314645479669
683,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,isotonic,precision_oriented,0.5049999999999999,68,yes,0.8284873674458033,0.07843818688151583
684,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,isotonic,recall_guard,0.18,68,yes,0.8182202344122614,0.0441314645479669
685,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,isotonic,recall_constrained,0.5049999999999999,68,yes,0.8284873674458033,0.07843818688151583
686,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260712,isotonic,precision_min_recall,0.5049999999999999,68,yes,0.8284873674458033,0.07843818688151583
687,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,none,default_0_5,0.5,68,yes,0.8218001250165818,0.08050599377505285
688,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,none,balanced,0.32499999999999996,68,yes,0.8326743491126436,0.04645913002095903
689,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,none,precision_oriented,0.5399999999999999,68,yes,0.8259126981590299,0.08411733781528463
690,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,none,recall_guard,0.32499999999999996,68,yes,0.8326743491126436,0.04645913002095903
691,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,none,recall_constrained,0.32499999999999996,68,yes,0.8326743491126436,0.04645913002095903
692,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,none,precision_min_recall,0.5399999999999999,68,yes,0.8259126981590299,0.08411733781528463
693,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,sigmoid,default_0_5,0.5,68,yes,0.8227474718630383,0.08247004352661291
694,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,sigmoid,balanced,0.185,68,yes,0.832462680589748,0.04645913002095903
695,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,sigmoid,precision_oriented,0.4499999999999999,68,yes,0.8290997323440583,0.08006059316620551
696,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,sigmoid,recall_guard,0.185,68,yes,0.832462680589748,0.04645913002095903
697,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,sigmoid,recall_constrained,0.185,68,yes,0.832462680589748,0.04645913002095903
698,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,sigmoid,precision_min_recall,0.4499999999999999,68,yes,0.8290997323440583,0.08006059316620551
699,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,isotonic,default_0_5,0.5,68,yes,0.8331463352111655,0.04645913002095903
700,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,isotonic,balanced,0.195,68,yes,0.8331798080145129,0.04604071997911796
701,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,isotonic,precision_oriented,0.62,68,yes,0.8296201216593533,0.08210140949273614
702,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,isotonic,recall_guard,0.195,68,yes,0.8331798080145129,0.04604071997911796
703,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,isotonic,recall_constrained,0.195,68,yes,0.8331798080145129,0.04604071997911796
704,depression__psychologist_2_3,stage2_focused,depression,psychologist_2_3,psychologist,stability_pruned_subset,rf_positive_push_strong,bfa78fe4bcd5,20260729,isotonic,precision_min_recall,0.62,68,yes,0.8296201216593533,0.08210140949273614
705,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push,cf7148ba1592,20260712,none,default_0_5,0.5,202,yes,0.8318286166241402,0.08544868982746412
706,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__trees_plus,cbbbafd0df14,20260712,none,default_0_5,0.5,202,yes,0.832020145690914,0.08094864713256189
707,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__regularized,66b7846b5542,20260712,none,default_0_5,0.5,202,no,0.8185396900911306,0.0760841755298316
708,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__balanced_subsample,0e87b5084599,20260712,none,default_0_5,0.5,202,no,0.815549467149,0.09523751526281277
709,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__pos_weight_low,9463a2ebd36c,20260712,none,default_0_5,0.5,202,no,0.8282427633257671,0.09112784076123281
710,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__pos_weight_mid,42671fc7c8dc,20260712,none,default_0_5,0.5,202,no,0.8296456555976929,0.08987261063570984
711,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__pos_weight_high,537d7ce62a4e,20260712,none,default_0_5,0.5,202,no,0.8270021292334714,0.08461292102529416
712,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,full_eligible,rf_precision_push__shallow_precision,810b2c625043,20260712,none,default_0_5,0.5,202,no,0.8342384625338127,0.05153999188425318
713,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push,cf7148ba1592,20260712,none,default_0_5,0.5,81,no,0.8209637653296877,0.08369892777344368
714,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push__trees_plus,cbbbafd0df14,20260712,none,default_0_5,0.5,81,no,0.8162154351730757,0.08937807870721237
715,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push__regularized,66b7846b5542,20260712,none,default_0_5,0.5,81,no,0.8139098680606833,0.06873138442869875
716,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push__balanced_subsample,0e87b5084599,20260712,none,default_0_5,0.5,81,no,0.8261302375388716,0.07843778028831772
717,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push__pos_weight_low,9463a2ebd36c,20260712,none,default_0_5,0.5,81,no,0.8276068001575283,0.06904457945385256
718,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push__pos_weight_mid,42671fc7c8dc,20260712,none,default_0_5,0.5,81,no,0.8288894417385432,0.06941175561301904
719,depression__psychologist_full,stage1_local_search,depression,psychologist_full,psychologist,precision_oriented_subset,rf_precision_push__pos_weight_high,537d7ce62a4e,20260712,none,default_0_5,0.5,81,no,0.8313615825895346,0.06493660092209885
