trial_id,candidate_id,stage,domain,mode,role,feature_set_id,config_id,config_hash,seed,calibration,threshold_policy,threshold,n_features,stage_score,selected_for_stage2,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,train_accuracy,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_accuracy,val_objective,overfit_gap_ba,threshold_policy_score,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,holdout_accuracy
1,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,24,0.7407067097372791,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.9998565451285117,0.9992825208732616,0.013213547305139297,0.9979166666666667,0.7926829268292683,0.7926829268292683,0.957286432160804,0.8749846794950362,0.7926829268292683,0.9666012991788209,0.8387474102842127,0.052870019617224706,0.9291666666666667,0.7407067097372791,0.12376009037944069,,,,,,,,,,
2,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,24,0.7364799272606752,no,0.9838709677419355,0.9959183673469387,0.9966527196652719,0.9962855435061053,0.9898580121703854,0.9998462983519769,0.9992326674796106,0.013298906660414002,0.9965277777777778,0.7831325301204819,0.7926829268292683,0.9547738693467337,0.8737283980880011,0.7878787878787878,0.9668770682681701,0.8374216948668385,0.052704794322315514,0.9270833333333334,0.7364799272606752,0.12255714541810425,,,,,,,,,,
3,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,24,0.7266696023623296,no,0.852112676056338,0.9877551020408163,0.9648535564853556,0.976304329263086,0.9149338374291115,0.9966561352574503,0.9843301703396538,0.023179017077592023,0.96875,0.7340425531914894,0.8414634146341463,0.9371859296482412,0.8893246721411938,0.7840909090909091,0.9654982228214242,0.8255501240499297,0.05540922885456759,0.9208333333333333,0.7266696023623296,0.08697965712189215,,,,,,,,,,
4,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,24,0.7482520341173357,no,0.9459459459459459,1.0,0.9882845188284519,0.994142259414226,0.9722222222222222,0.9996652719665271,0.9982940622778972,0.015411532837029136,0.9902777777777778,0.7906976744186046,0.8292682926829268,0.9547738693467337,0.8920210810148302,0.8095238095238095,0.966111043019978,0.8298005794877567,0.052386385372683426,0.9333333333333333,0.7482520341173357,0.10212117839939572,,,,,,,,,,
5,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,24,0.7423572677734375,no,0.9878542510121457,0.9959183673469387,0.9974895397489539,0.9967039535479463,0.991869918699187,0.999825804798907,0.9991295945627281,0.013166073669113657,0.9972222222222222,0.7926829268292683,0.7926829268292683,0.957286432160804,0.8749846794950362,0.7926829268292683,0.9679801446255669,0.8464970677529392,0.05222579387804448,0.9291666666666667,0.7423572677734375,0.12171927405291005,,,,,,,,,,
6,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,24,0.7289182649724419,no,0.9878048780487805,0.9918367346938776,0.9974895397489539,0.9946631372214157,0.9898167006109979,0.9999077790111861,0.999544494126813,0.01265487019081532,0.9965277777777778,0.7613636363636364,0.8170731707317073,0.9472361809045227,0.8821546758181149,0.788235294117647,0.9629856600073539,0.8147181745070322,0.05562567641833154,0.925,0.7289182649724419,0.11250846140330084,,,,,,,,,,
7,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,24,0.7289122901268358,no,0.9878542510121457,0.9959183673469387,0.9974895397489539,0.9967039535479463,0.991869918699187,0.9998702074972248,0.9993485627799645,0.012804639813122696,0.9972222222222222,0.7528089887640449,0.8170731707317073,0.9447236180904522,0.8808983944110798,0.783625730994152,0.966509376149038,0.8364376778902634,0.05390579021465901,0.9229166666666667,0.7289122901268358,0.11580555913686652,,,,,,,,,,
8,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,24,0.7261324261572484,no,0.892,0.9102040816326531,0.9774058577405857,0.9438049696866194,0.901010101010101,0.996570745452993,0.9845894607072474,0.02193950128329534,0.9659722222222222,0.7415730337078652,0.8048780487804879,0.9422110552763819,0.8735445520284348,0.7719298245614035,0.9661416840299057,0.8369192931014865,0.05318394604024868,0.91875,0.7261324261572484,0.07026041765818458,,,,,,,,,,
9,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,59,0.7339006880237476,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.9999726752625736,0.9998653361780405,0.01160728219908414,0.9979166666666667,0.7875,0.7682926829268293,0.957286432160804,0.8627895575438167,0.7777777777777778,0.9709216815786249,0.8486313922574382,0.05195254315905205,0.925,0.7339006880237476,0.1359552123306602,,,,,,,,,,
10,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,59,0.7335457542868857,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.9999692596703953,0.9998481864610108,0.011645072074913351,0.9979166666666667,0.7804878048780488,0.7804878048780488,0.9547738693467337,0.8676308371123913,0.7804878048780488,0.9702169383502881,0.8465048671176486,0.052362898301009056,0.925,0.7335457542868857,0.1311139327620856,,,,,,,,,,
