trial_id,candidate_id,stage,domain,mode,role,feature_set_id,config_id,config_hash,seed,calibration,threshold_policy,threshold,n_features,stage_score,selected_for_stage2,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,train_accuracy,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_accuracy,val_objective,overfit_gap_ba,threshold_policy_score,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,holdout_accuracy
11,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,59,0.7325010034725017,no,0.8808664259927798,0.9959183673469387,0.9723849372384937,0.9841516522927163,0.9348659003831418,0.9983639313465973,0.9921792042607607,0.019641468790623656,0.9763888888888889,0.7419354838709677,0.8414634146341463,0.9396984924623115,0.890580953548229,0.7885714285714286,0.967857580585856,0.8416903391044207,0.05382689444027496,0.9229166666666667,0.7325010034725017,0.09357069874448731,,,,,,,,,,
12,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,59,0.7424498433767346,no,0.9760956175298805,1.0,0.994979079497908,0.997489539748954,0.9879032258064516,0.9998872854581163,0.9994333136288398,0.013437342001040095,0.9958333333333333,0.8,0.7804878048780488,0.9597989949748744,0.8701433999264616,0.7901234567901234,0.9708910405686971,0.8470946882236668,0.052197287392899396,0.9291666666666667,0.7424498433767346,0.12734613982249243,,,,,,,,,,
13,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,59,0.733690398386941,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999863376312867,0.9999335626150991,0.011610727785304678,0.9986111111111111,0.7738095238095238,0.7926829268292683,0.9522613065326633,0.8724721166809658,0.7831325301204819,0.969542836131879,0.8466494554650883,0.052785093542599276,0.925,0.733690398386941,0.12669106323535217,,,,,,,,,,
14,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,59,0.7281061086747491,no,0.991869918699187,0.9959183673469387,0.998326359832636,0.9971223635897873,0.9938900203665988,0.9999897532234651,0.9999506254114547,0.011319770768591617,0.9979166666666667,0.75,0.8048780487804879,0.9447236180904522,0.87480083343547,0.7764705882352941,0.965007966662581,0.8571246302828752,0.05480220829122909,0.9208333333333333,0.7281061086747491,0.12232153015431735,,,,,,,,,,
15,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,59,0.720735973786671,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999931688156434,0.9999667482722305,0.011347374811928506,0.9986111111111111,0.7529411764705882,0.7804878048780488,0.9472361809045227,0.8638619928912857,0.7664670658682635,0.9658659149405564,0.8446944643245825,0.05413800573999232,0.91875,0.720735973786671,0.13530118702503224,,,,,,,,,,
16,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,59,0.7271308600745137,no,0.9271255060728745,0.9346938775510204,0.9849372384937238,0.9598155580223722,0.9308943089430894,0.9979335667321322,0.99062141550542,0.019383940641967298,0.9763888888888889,0.7362637362637363,0.8170731707317073,0.9396984924623115,0.8783858315970094,0.7745664739884393,0.967091555337664,0.8473647389859149,0.0534653932795282,0.91875,0.7271308600745137,0.08142972642536273,,,,,,,,,,
17,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,32,0.7292268443946223,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999760908547519,0.999882963287198,0.012035857302230918,0.9986111111111111,0.7586206896551724,0.8048780487804879,0.9472361809045227,0.8760571148425053,0.7810650887573964,0.9666012991788209,0.8424336912576276,0.05363002283360534,0.9229166666666667,0.7292268443946223,0.12310606507381272,,,,,,,,,,
18,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,32,0.7343428518993923,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999658440782171,0.9998317288065559,0.012100966191185586,0.9986111111111111,0.7674418604651163,0.8048780487804879,0.949748743718593,0.8773133962495404,0.7857142857142857,0.9673673244270131,0.8485819343973644,0.052958526118008026,0.925,0.7343428518993923,0.12184978366677757,,,,,,,,,,
19,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,32,0.7297004214014793,no,0.8647686832740213,0.9918367346938776,0.9682008368200837,0.9800187857569806,0.9239543726235742,0.9977730338997521,0.9894229176349028,0.02106476686037138,0.9722222222222222,0.7391304347826086,0.8292682926829268,0.9396984924623115,0.8844833925726192,0.7816091954022989,0.9658046329207011,0.8490483845101808,0.05537207363352424,0.9208333333333333,0.7297004214014793,0.09553539318436144,,,,,,,,,,
20,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,32,0.7215728440815565,no,0.9645669291338582,1.0,0.9924686192468619,0.996234309623431,0.9819639278557114,0.9998736230894031,0.9993703309539663,0.01401714550814868,0.99375,0.7721518987341772,0.7439024390243902,0.9547738693467337,0.849338154185562,0.7577639751552795,0.9682559137149161,0.8520054763690934,0.05238358152172765,0.91875,0.7215728440815565,0.14689615543786894,,,,,,,,,,
21,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,32,0.7291767203738124,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.999955597301682,0.9997798430246488,0.012040441903598605,0.9986111111111111,0.7647058823529411,0.7926829268292683,0.949748743718593,0.8712158352739306,0.7784431137724551,0.9672141193773747,0.8443079949478847,0.05308037928018546,0.9229166666666667,0.7291767203738124,0.12794734464238733,,,,,,,,,,
22,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,32,0.71679091534507,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999795064469301,0.9999004468873517,0.011768879039149844,0.9986111111111111,0.7441860465116279,0.7804878048780488,0.9447236180904522,0.8626057114842505,0.7619047619047619,0.9593087388160313,0.8453626635950426,0.05583983884383962,0.9166666666666666,0.71679091534507,0.1365574684320675,,,,,,,,,,
23,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,32,0.7258086087346662,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.999965844078217,0.9998325535921502,0.0118084760162203,0.9979166666666667,0.7682926829268293,0.7682926829268293,0.9522613065326633,0.8602769947297463,0.7682926829268293,0.9654982228214242,0.8522305730852701,0.05448671380953947,0.9208333333333333,0.7258086087346662,0.13846777514473063,,,,,,,,,,
24,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,32,0.7181082359898295,no,0.926829268292683,0.9306122448979591,0.9849372384937238,0.9577747416958415,0.9287169042769857,0.9976432413969774,0.9893378577175871,0.020265101797558242,0.9756944444444444,0.7252747252747253,0.8048780487804879,0.9371859296482412,0.8710319892143645,0.7630057803468208,0.9655288638313518,0.8415638865982525,0.05430450936368322,0.9145833333333333,0.7181082359898295,0.086742752481477,,,,,,,,,,
25,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,30,0.72507295686685,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999487661173256,0.9997437468236154,0.011954150980457835,0.9986111111111111,0.7619047619047619,0.7804878048780488,0.949748743718593,0.8651182742983209,0.7710843373493976,0.9688993749233975,0.8458522997627406,0.05268797012437916,0.9208333333333333,0.72507295686685,0.1340449056179971,,,,,,,,,,
26,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,30,0.7210626219976983,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999453505251472,0.9997272891691604,0.012044082117604571,0.9986111111111111,0.7590361445783133,0.7682926829268293,0.949748743718593,0.8590207133227111,0.7636363636363637,0.9686848878539036,0.8482258454453018,0.0526560105569278,0.91875,0.7210626219976983,0.14014246659360685,,,,,,,,,,
27,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,30,0.7205576158071358,no,0.8647686832740213,0.9918367346938776,0.9682008368200837,0.9800187857569806,0.9239543726235742,0.9974041499444966,0.9878528091393515,0.02143859975342809,0.9722222222222222,0.723404255319149,0.8292682926829268,0.9346733668341709,0.8819708297585489,0.7727272727272727,0.9646402745434489,0.8383501353532243,0.05627679368256787,0.9166666666666666,0.7205576158071358,0.09804795599843175,,,,,,,,,,
28,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,30,0.7259599487606789,no,0.95703125,1.0,0.9907949790794979,0.9953974895397489,0.9780439121756487,0.999883869865938,0.9994142579194808,0.013517957765994515,0.9923611111111111,0.7682926829268293,0.7682926829268293,0.9522613065326633,0.8602769947297463,0.7682926829268293,0.9677350165461454,0.8503666019648363,0.052585128881814776,0.9208333333333333,0.7259599487606789,0.13512049481000266,,,,,,,,,,
29,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,30,0.7263499452392849,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999658440782171,0.9998323542433907,0.012108380768901035,0.9986111111111111,0.7682926829268293,0.7682926829268293,0.9522613065326633,0.8602769947297463,0.7682926829268293,0.9687768108836867,0.8546956345229629,0.05274338318431382,0.9208333333333333,0.7263499452392849,0.1388861851865717,,,,,,,,,,
30,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,30,0.7230792242124802,no,0.991869918699187,0.9959183673469387,0.998326359832636,0.9971223635897873,0.9938900203665988,0.9999692596703953,0.9998501140755679,0.012010144674872183,0.9979166666666667,0.7415730337078652,0.8048780487804879,0.9422110552763819,0.8735445520284348,0.7719298245614035,0.9641500183846059,0.8506943182012909,0.05569603444545184,0.91875,0.7230792242124802,0.1235778115613525,,,,,,,,,,
31,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,30,0.715701126553269,no,0.9959183673469387,0.9959183673469387,0.999163179916318,0.9975407736316284,0.9959183673469387,0.9999624284860387,0.9998136693286914,0.0121548243128551,0.9986111111111111,0.75,0.7682926829268293,0.9472361809045227,0.857764431915676,0.7590361445783133,0.9642725824243168,0.8410026306722632,0.05493055935735462,0.9166666666666666,0.715701126553269,0.13977634171595243,,,,,,,,,,
32,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,30,0.7320707430106855,no,0.9112903225806451,0.9224489795918367,0.9815899581589959,0.9520194688754162,0.9168356997971603,0.9973085133635043,0.9878249952328627,0.02071718967044594,0.9715277777777778,0.7444444444444445,0.8170731707317073,0.9422110552763819,0.8796421130040446,0.7790697674418605,0.965513543326388,0.8499374904106145,0.05349339560008925,0.9208333333333333,0.7320707430106855,0.07237735587137162,,,,,,,,,,
33,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,27,0.7300350161615474,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.9999282725642559,0.9996424328756268,0.012213300391561054,0.9979166666666667,0.7777777777777778,0.7682926829268293,0.9547738693467337,0.8615332761367815,0.7730061349693251,0.9682865547248436,0.8515059060717944,0.05279079042784698,0.9229166666666667,0.7300350161615474,0.13721149373769537,,,,,,,,,,
34,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,27,0.7254083433353692,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.9999282725642558,0.9996412005998035,0.01224526598895571,0.9979166666666667,0.7682926829268293,0.7682926829268293,0.9522613065326633,0.8602769947297463,0.7682926829268293,0.9681639906851329,0.8492373918060923,0.052755373422601864,0.9208333333333333,0.7254083433353692,0.13846777514473063,,,,,,,,,,
35,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,27,0.725181928395663,no,0.8526315789473684,0.9918367346938776,0.9648535564853556,0.9783451455896166,0.9169811320754717,0.9971821364529074,0.9867192479188048,0.022321626838581472,0.9694444444444444,0.7311827956989247,0.8292682926829268,0.9371859296482412,0.8832271111655841,0.7771428571428571,0.9657739919107734,0.8430559121162011,0.055384832130658285,0.91875,0.725181928395663,0.09511803442403255,,,,,,,,,,
36,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,27,0.7313017608430804,no,0.95703125,1.0,0.9907949790794979,0.9953974895397489,0.9780439121756487,0.999801895653659,0.9989958594884675,0.013980032670577569,0.9923611111111111,0.7647058823529411,0.7926829268292683,0.949748743718593,0.8712158352739306,0.7784431137724551,0.9676124525064346,0.8537158393422919,0.052392136272462704,0.9229166666666667,0.7313017608430804,0.12418165426581829,,,,,,,,,,
37,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,27,0.7287078730383126,no,0.9919028340080972,1.0,0.998326359832636,0.999163179916318,0.9959349593495935,0.9999453505251472,0.9997283581331597,0.012331883241402213,0.9986111111111111,0.7710843373493976,0.7804878048780488,0.9522613065326633,0.866374555705356,0.7757575757575758,0.9680107856354946,0.8433159177299573,0.052781731610411144,0.9229166666666667,0.7287078730383126,0.13278862421096194,,,,,,,,,,
38,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,27,0.7219068531833899,no,0.9878542510121457,0.9959183673469387,0.9974895397489539,0.9967039535479463,0.991869918699187,0.9999351037486124,0.9996799098473657,0.01235007163727685,0.9972222222222222,0.7529411764705882,0.7804878048780488,0.9472361809045227,0.8638619928912857,0.7664670658682635,0.9654062997916412,0.8499403407006983,0.054379268087731705,0.91875,0.7219068531833899,0.13284196065666054,,,,,,,,,,
39,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,27,0.734575625178349,no,0.9879032258064516,1.0,0.9974895397489539,0.9987447698744769,0.9939148073022313,0.9999316881564342,0.9996601791045531,0.01236000400758928,0.9979166666666667,0.7674418604651163,0.8048780487804879,0.949748743718593,0.8773133962495404,0.7857142857142857,0.9662642480696164,0.849909812980024,0.05355959949433321,0.925,0.734575625178349,0.1214313736249365,,,,,,,,,,
40,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,27,0.7394241923399946,no,0.904,0.9224489795918367,0.9799163179916318,0.9511826487917343,0.9131313131313131,0.9970181880283495,0.9865983163087418,0.021241625795609727,0.9701388888888889,0.7555555555555555,0.8292682926829268,0.9447236180904522,0.8869959553866895,0.7906976744186046,0.9672141193773747,0.8447609452378425,0.053027365570411975,0.925,0.7394241923399946,0.06418669340504479,,,,,,,,,,
41,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,24,,yes,0.9459459459459459,1.0,0.9882845188284519,0.994142259414226,0.9722222222222222,0.9996652719665271,0.9982940622778972,0.015411532837029136,0.9902777777777778,0.7906976744186046,0.8292682926829268,0.9547738693467337,0.8920210810148302,0.8095238095238095,0.966111043019978,0.8298005794877567,0.052386385372683426,0.9333333333333333,0.7502944576853235,0.10212117839939572,0.7584641519572752,0.788235294117647,0.8170731707317073,0.9547738693467337,0.8859235200392205,0.8023952095808383,0.964824120603015,0.8488454762108704,0.05403341556762027,0.93125
42,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,balanced,0.3549999999999999,24,,yes,0.8506944444444444,1.0,0.9640167364016736,0.9820083682008368,0.9193245778611632,0.9996652719665271,0.9982940622778972,0.015411532837029136,0.9701388888888889,0.7326732673267327,0.9024390243902439,0.9321608040201005,0.9172999142051722,0.8087431693989071,0.966111043019978,0.8298005794877567,0.052386385372683426,0.9270833333333334,0.7434617059372871,0.0647084539956646,0.865665434739914,0.7422680412371134,0.8780487804878049,0.9371859296482412,0.9076173550680231,0.8044692737430168,0.964824120603015,0.8488454762108704,0.05403341556762027,0.9270833333333334
43,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,precision_oriented,0.49999999999999994,24,,yes,0.9459459459459459,1.0,0.9882845188284519,0.994142259414226,0.9722222222222222,0.9996652719665271,0.9982940622778972,0.015411532837029136,0.9902777777777778,0.7906976744186046,0.8292682926829268,0.9547738693467337,0.8920210810148302,0.8095238095238095,0.966111043019978,0.8298005794877567,0.052386385372683426,0.9333333333333333,0.7502944576853235,0.10212117839939572,0.8179689414420074,0.788235294117647,0.8170731707317073,0.9547738693467337,0.8859235200392205,0.8023952095808383,0.964824120603015,0.8488454762108704,0.05403341556762027,0.93125
44,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,recall_guard,0.39499999999999996,24,,yes,0.875,1.0,0.9707112970711297,0.9853556485355648,0.9333333333333333,0.9996652719665271,0.9982940622778972,0.015411532837029136,0.9756944444444444,0.7448979591836735,0.8902439024390244,0.9371859296482412,0.9137149160436329,0.8111111111111111,0.966111043019978,0.8298005794877567,0.052386385372683426,0.9291666666666667,0.7457170886464707,0.07164073249193192,0.8362794417030878,0.7391304347826086,0.8292682926829268,0.9396984924623115,0.8844833925726192,0.7816091954022989,0.964824120603015,0.8488454762108704,0.05403341556762027,0.9208333333333333
45,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,recall_constrained,0.49999999999999994,24,,yes,0.9459459459459459,1.0,0.9882845188284519,0.994142259414226,0.9722222222222222,0.9996652719665271,0.9982940622778972,0.015411532837029136,0.9902777777777778,0.7906976744186046,0.8292682926829268,0.9547738693467337,0.8920210810148302,0.8095238095238095,0.966111043019978,0.8298005794877567,0.052386385372683426,0.9333333333333333,0.7502944576853235,0.10212117839939572,0.8246132380295539,0.788235294117647,0.8170731707317073,0.9547738693467337,0.8859235200392205,0.8023952095808383,0.964824120603015,0.8488454762108704,0.05403341556762027,0.93125
