domain,mode,metric,value
depression,psychologist_2_3,pr_auc,0.8946254187299022
depression,psychologist_2_3,balanced_accuracy,0.9306457324991146
depression,psychologist_2_3,pr_auc,0.9266302100725
depression,psychologist_2_3,balanced_accuracy,0.9316239316239316
depression,psychologist_2_3,pr_auc,0.9001520739798717
depression,psychologist_2_3,balanced_accuracy,0.9317667421115696
depression,psychologist_2_3,pr_auc,0.9279557986245948
depression,psychologist_2_3,balanced_accuracy,0.930123516736973
depression,psychologist_2_3,pr_auc,0.8847569373084433
elimination,caregiver_full,balanced_accuracy,0.9954441913439636
elimination,caregiver_full,pr_auc,0.9941023477166139
elimination,caregiver_full,balanced_accuracy,0.9964285714285714
elimination,caregiver_full,pr_auc,0.9152140667661242
elimination,caregiver_full,balanced_accuracy,0.9940047961630696
elimination,caregiver_full,pr_auc,0.9437954750670055
elimination,caregiver_full,balanced_accuracy,0.9965197215777262
elimination,caregiver_full,pr_auc,0.9970219855202176
elimination,caregiver_full,balanced_accuracy,0.9941724941724941
elimination,caregiver_full,pr_auc,0.8605393059011532
elimination,caregiver_full,balanced_accuracy,0.9953488372093023
elimination,caregiver_full,pr_auc,0.947337083008484
elimination,caregiver_full,balanced_accuracy,0.9941176470588236
elimination,caregiver_full,pr_auc,0.9017147846397817
elimination,caregiver_full,balanced_accuracy,0.9976415094339622
elimination,caregiver_full,pr_auc,0.9973499483751251
elimination,caregiver_full,balanced_accuracy,0.9953917050691244
elimination,caregiver_full,pr_auc,0.8443503881151122
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.9965596330275229
elimination,caregiver_full,pr_auc,0.9471873120171795
elimination,caregiver_full,balanced_accuracy,0.9964622641509434
elimination,caregiver_full,pr_auc,0.9486496352240585
elimination,caregiver_full,balanced_accuracy,0.9987834549878345
elimination,caregiver_full,pr_auc,0.9999999999999999
elimination,caregiver_full,balanced_accuracy,0.9988317757009346
elimination,caregiver_full,pr_auc,0.9977276919476062
elimination,caregiver_full,balanced_accuracy,0.994343891402715
elimination,caregiver_full,pr_auc,0.9162674481187033
elimination,caregiver_full,balanced_accuracy,0.9976525821596245
elimination,caregiver_full,pr_auc,0.9979793526089822
elimination,caregiver_full,balanced_accuracy,0.9964705882352941
elimination,caregiver_full,pr_auc,0.9498091447208737
elimination,caregiver_full,balanced_accuracy,0.9964285714285714
elimination,caregiver_full,pr_auc,0.9978048063928551
elimination,caregiver_full,balanced_accuracy,0.9941724941724941
elimination,caregiver_full,pr_auc,0.942625196944957
elimination,caregiver_full,balanced_accuracy,0.997624703087886
elimination,caregiver_full,pr_auc,0.9502023319935171
elimination,caregiver_full,balanced_accuracy,0.9964285714285714
elimination,caregiver_full,pr_auc,0.9541176765814761
elimination,caregiver_full,balanced_accuracy,0.9952380952380953
elimination,caregiver_full,pr_auc,0.9014620919609667
elimination,caregiver_full,balanced_accuracy,0.9977064220183487
elimination,caregiver_full,pr_auc,0.9984613577636833
elimination,caregiver_full,balanced_accuracy,0.995249406175772
elimination,caregiver_full,pr_auc,0.9454857519208161
elimination,caregiver_full,balanced_accuracy,0.9964114832535885
elimination,caregiver_full,pr_auc,0.9937384626061945
elimination,caregiver_full,balanced_accuracy,0.9976580796252927
elimination,caregiver_full,pr_auc,0.95092585113528
elimination,caregiver_full,balanced_accuracy,0.9988009592326139
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.9952606635071091
elimination,caregiver_full,pr_auc,0.9956438553581571
elimination,caregiver_full,balanced_accuracy,0.9930555555555556
elimination,caregiver_full,pr_auc,0.887432916522597
elimination,caregiver_full,balanced_accuracy,0.9954233409610984
elimination,caregiver_full,pr_auc,0.8807615677799959
elimination,caregiver_full,balanced_accuracy,0.9939759036144578
elimination,caregiver_full,pr_auc,0.9985568527206292
elimination,caregiver_full,balanced_accuracy,0.9965437788018433
elimination,caregiver_full,pr_auc,0.9942777779998073
elimination,caregiver_full,balanced_accuracy,0.9920993227990971
elimination,caregiver_full,pr_auc,0.7586622376881117
elimination,caregiver_full,balanced_accuracy,0.9964285714285714
elimination,caregiver_full,pr_auc,0.9524719798895407
elimination,caregiver_full,balanced_accuracy,0.997690531177829
elimination,caregiver_full,pr_auc,0.9367875197303633
elimination,caregiver_full,balanced_accuracy,0.995475113122172
elimination,caregiver_full,pr_auc,0.9254772363783651
elimination,caregiver_full,balanced_accuracy,0.997737556561086
elimination,caregiver_full,pr_auc,0.8887848846095037
elimination,caregiver_full,balanced_accuracy,0.9976689976689976
elimination,caregiver_full,pr_auc,0.9391688573349279
elimination,caregiver_full,balanced_accuracy,0.9976415094339622
elimination,caregiver_full,pr_auc,0.9493164158008439
elimination,caregiver_full,balanced_accuracy,0.9954128440366973
elimination,caregiver_full,pr_auc,0.9304415733982413
elimination,caregiver_full,balanced_accuracy,0.9908256880733946
elimination,caregiver_full,pr_auc,0.98753076178013
elimination,caregiver_full,balanced_accuracy,0.995475113122172
elimination,caregiver_full,pr_auc,0.8710110587726608
elimination,caregiver_full,balanced_accuracy,0.9954233409610984
elimination,caregiver_full,pr_auc,0.9252808112419374
elimination,caregiver_full,balanced_accuracy,0.9931818181818182
elimination,caregiver_full,pr_auc,0.9910732063475967
elimination,caregiver_full,balanced_accuracy,0.9953703703703703
elimination,caregiver_full,pr_auc,0.9391700475747226
elimination,caregiver_full,balanced_accuracy,0.9976133651551313
elimination,caregiver_full,pr_auc,0.9997355896351138
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.997732426303855
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.9965197215777262
elimination,caregiver_full,pr_auc,0.9941107359139921
elimination,caregiver_full,balanced_accuracy,0.9939613526570048
elimination,caregiver_full,pr_auc,0.9962579615184871
elimination,caregiver_full,balanced_accuracy,0.9988888888888889
elimination,caregiver_full,pr_auc,0.9168173463972433
elimination,caregiver_full,balanced_accuracy,0.991725768321513
elimination,caregiver_full,pr_auc,0.9482920941790731
elimination,caregiver_full,balanced_accuracy,0.9964454976303317
elimination,caregiver_full,pr_auc,0.9968586169494591
elimination,caregiver_full,balanced_accuracy,0.9963942307692308
elimination,caregiver_full,pr_auc,0.9062046225794371
elimination,caregiver_full,balanced_accuracy,0.9941724941724941
elimination,caregiver_full,pr_auc,0.9281907803937591
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.9939759036144578
elimination,caregiver_full,pr_auc,0.9543049286538063
elimination,caregiver_full,balanced_accuracy,0.9988425925925926
elimination,caregiver_full,pr_auc,0.9418966947818215
elimination,caregiver_full,balanced_accuracy,0.9953488372093023
elimination,caregiver_full,pr_auc,0.9006293739717005
elimination,caregiver_full,balanced_accuracy,0.996551724137931
elimination,caregiver_full,pr_auc,0.9221458374176138
elimination,caregiver_full,balanced_accuracy,0.9988235294117647
elimination,caregiver_full,pr_auc,0.996890366247509
elimination,caregiver_full,balanced_accuracy,0.996437054631829
elimination,caregiver_full,pr_auc,0.9957738001846349
elimination,caregiver_full,balanced_accuracy,0.9954128440366973
elimination,caregiver_full,pr_auc,0.9425496589075484
elimination,caregiver_full,balanced_accuracy,0.9954233409610984
elimination,caregiver_full,pr_auc,0.9957202403389533
elimination,caregiver_full,balanced_accuracy,0.9954128440366973
elimination,caregiver_full,pr_auc,0.9938190938190936
elimination,caregiver_full,balanced_accuracy,0.9988207547169812
elimination,caregiver_full,pr_auc,0.9541348366713462
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,0.9999999999999999
elimination,caregiver_full,balanced_accuracy,0.9953161592505855
elimination,caregiver_full,pr_auc,0.906430310063247
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0000000000000002
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.9953703703703703
elimination,caregiver_full,pr_auc,0.9360717432733321
elimination,caregiver_full,balanced_accuracy,0.9954233409610984
elimination,caregiver_full,pr_auc,0.8684988128942251
elimination,caregiver_full,balanced_accuracy,0.9952718676122931
elimination,caregiver_full,pr_auc,0.9561046059036759
elimination,caregiver_full,balanced_accuracy,0.996551724137931
elimination,caregiver_full,pr_auc,0.9896796578757188
elimination,caregiver_full,balanced_accuracy,0.9953488372093023
elimination,caregiver_full,pr_auc,0.8903666148944553
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0000000000000002
elimination,caregiver_full,balanced_accuracy,0.9965116279069768
elimination,caregiver_full,pr_auc,0.936706711350527
elimination,caregiver_full,balanced_accuracy,0.997737556561086
elimination,caregiver_full,pr_auc,0.9232118189970522
elimination,caregiver_full,balanced_accuracy,0.9952038369304557
elimination,caregiver_full,pr_auc,0.9125892720079376
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.9988066825775657
elimination,caregiver_full,pr_auc,0.9565586038449282
elimination,caregiver_full,balanced_accuracy,0.9929906542056075
elimination,caregiver_full,pr_auc,0.8593090606428448
elimination,caregiver_full,balanced_accuracy,0.9953703703703703
elimination,caregiver_full,pr_auc,0.8959910170394381
elimination,caregiver_full,balanced_accuracy,0.9953379953379953
elimination,caregiver_full,pr_auc,0.873168743270522
elimination,caregiver_full,balanced_accuracy,0.9976689976689976
elimination,caregiver_full,pr_auc,0.8937574885303722
elimination,caregiver_full,balanced_accuracy,0.9954022988505746
elimination,caregiver_full,pr_auc,0.9433277033394564
elimination,caregiver_full,balanced_accuracy,0.9953488372093023
elimination,caregiver_full,pr_auc,0.8572234738820166
elimination,caregiver_full,balanced_accuracy,1.0
elimination,caregiver_full,pr_auc,1.0
elimination,caregiver_full,balanced_accuracy,0.996437054631829
elimination,caregiver_full,pr_auc,0.9490136109037131
elimination,caregiver_full,balanced_accuracy,0.9943052391799545
elimination,caregiver_full,pr_auc,0.9876480118979446
elimination,caregiver_full,balanced_accuracy,0.991860465116279
elimination,caregiver_full,pr_auc,0.9486560150017771
elimination,caregiver_full,balanced_accuracy,0.9941176470588236
elimination,caregiver_full,pr_auc,0.9400141398935958
elimination,caregiver_full,balanced_accuracy,0.9953051643192488
elimination,caregiver_full,pr_auc,0.9967540378262445
elimination,caregiver_full,balanced_accuracy,0.9988179669030732
elimination,caregiver_full,pr_auc,0.9977874363990518
elimination,caregiver_full,balanced_accuracy,0.9976359338061466
elimination,caregiver_full,pr_auc,0.9498043203627505
elimination,caregiver_full,balanced_accuracy,0.9917840375586855
elimination,caregiver_full,pr_auc,0.815723218616121
elimination,caregiver_full,balanced_accuracy,0.9953051643192488
elimination,caregiver_full,pr_auc,0.9982579597544451
elimination,caregiver_full,balanced_accuracy,0.9965116279069768
elimination,caregiver_full,pr_auc,0.8582871859635554
elimination,caregiver_full,balanced_accuracy,0.9965437788018433
elimination,caregiver_full,pr_auc,0.9336254826696985
elimination,caregiver_full,balanced_accuracy,0.997624703087886
elimination,caregiver_full,pr_auc,0.9145465366258854
elimination,psychologist_full,balanced_accuracy,0.9954441913439636
elimination,psychologist_full,pr_auc,0.9928186506691171
elimination,psychologist_full,balanced_accuracy,0.9964285714285714
elimination,psychologist_full,pr_auc,0.9923153304203769
elimination,psychologist_full,balanced_accuracy,0.9940047961630696
elimination,psychologist_full,pr_auc,0.9865347364732278
elimination,psychologist_full,balanced_accuracy,0.9965197215777262
elimination,psychologist_full,pr_auc,0.9955750085445153
elimination,psychologist_full,balanced_accuracy,0.9941724941724941
elimination,psychologist_full,pr_auc,0.9870389355171124
elimination,psychologist_full,balanced_accuracy,0.9953488372093023
elimination,psychologist_full,pr_auc,0.9897258584261891
elimination,psychologist_full,balanced_accuracy,0.9941176470588236
elimination,psychologist_full,pr_auc,0.9873636545759225
elimination,psychologist_full,balanced_accuracy,0.9976415094339622
elimination,psychologist_full,pr_auc,0.9969855168882444
elimination,psychologist_full,balanced_accuracy,0.9953917050691244
elimination,psychologist_full,pr_auc,0.9770959452054286
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9965596330275229
elimination,psychologist_full,pr_auc,0.9968001063518777
elimination,psychologist_full,balanced_accuracy,0.9964622641509434
elimination,psychologist_full,pr_auc,0.989851469794112
elimination,psychologist_full,balanced_accuracy,0.9987834549878345
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9988317757009346
elimination,psychologist_full,pr_auc,0.9977276919476064
elimination,psychologist_full,balanced_accuracy,0.994343891402715
elimination,psychologist_full,pr_auc,0.9860402626697233
elimination,psychologist_full,balanced_accuracy,0.9976525821596245
elimination,psychologist_full,pr_auc,0.995115857052183
elimination,psychologist_full,balanced_accuracy,0.9964705882352941
elimination,psychologist_full,pr_auc,0.9907576867527669
elimination,psychologist_full,balanced_accuracy,0.9964285714285714
elimination,psychologist_full,pr_auc,0.9966452984275395
elimination,psychologist_full,balanced_accuracy,0.9941724941724941
elimination,psychologist_full,pr_auc,0.9846081467303613
elimination,psychologist_full,balanced_accuracy,0.997624703087886
elimination,psychologist_full,pr_auc,0.9891686107239224
elimination,psychologist_full,balanced_accuracy,0.9964285714285714
elimination,psychologist_full,pr_auc,0.9960702085989352
elimination,psychologist_full,balanced_accuracy,0.9952380952380953
elimination,psychologist_full,pr_auc,0.992294390496438
elimination,psychologist_full,balanced_accuracy,0.9977064220183487
elimination,psychologist_full,pr_auc,0.9962295448611386
elimination,psychologist_full,balanced_accuracy,0.995249406175772
elimination,psychologist_full,pr_auc,0.994680703148246
elimination,psychologist_full,balanced_accuracy,0.9964114832535885
elimination,psychologist_full,pr_auc,0.9911614555724813
elimination,psychologist_full,balanced_accuracy,0.9976580796252927
elimination,psychologist_full,pr_auc,0.9957838320254706
elimination,psychologist_full,balanced_accuracy,0.9988009592326139
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9952606635071091
elimination,psychologist_full,pr_auc,0.9918969922667917
elimination,psychologist_full,balanced_accuracy,0.9930555555555556
elimination,psychologist_full,pr_auc,0.9813056923959083
elimination,psychologist_full,balanced_accuracy,0.9954233409610984
elimination,psychologist_full,pr_auc,0.9794919494536334
elimination,psychologist_full,balanced_accuracy,0.9939759036144578
elimination,psychologist_full,pr_auc,0.9972391190121732
elimination,psychologist_full,balanced_accuracy,0.9965437788018433
elimination,psychologist_full,pr_auc,0.9911204281033269
elimination,psychologist_full,balanced_accuracy,0.9920993227990971
elimination,psychologist_full,pr_auc,0.9913004971144508
elimination,psychologist_full,balanced_accuracy,0.9964285714285714
elimination,psychologist_full,pr_auc,0.9916576440158728
elimination,psychologist_full,balanced_accuracy,0.997690531177829
elimination,psychologist_full,pr_auc,0.9940158132831948
elimination,psychologist_full,balanced_accuracy,0.995475113122172
elimination,psychologist_full,pr_auc,0.9805123787031683
elimination,psychologist_full,balanced_accuracy,0.997737556561086
elimination,psychologist_full,pr_auc,0.9852038117608666
elimination,psychologist_full,balanced_accuracy,0.9976689976689976
elimination,psychologist_full,pr_auc,0.990548419098644
elimination,psychologist_full,balanced_accuracy,0.9976415094339622
elimination,psychologist_full,pr_auc,0.9976938359484798
elimination,psychologist_full,balanced_accuracy,0.9954128440366973
elimination,psychologist_full,pr_auc,0.9832002917861737
elimination,psychologist_full,balanced_accuracy,0.9908256880733946
elimination,psychologist_full,pr_auc,0.9840319579523789
elimination,psychologist_full,balanced_accuracy,0.995475113122172
elimination,psychologist_full,pr_auc,0.9901218922116755
elimination,psychologist_full,balanced_accuracy,0.9954233409610984
elimination,psychologist_full,pr_auc,0.9816835785566833
elimination,psychologist_full,balanced_accuracy,0.9931818181818182
elimination,psychologist_full,pr_auc,0.9896467799211702
elimination,psychologist_full,balanced_accuracy,0.9953703703703703
elimination,psychologist_full,pr_auc,0.978143252691488
elimination,psychologist_full,balanced_accuracy,0.9976133651551313
elimination,psychologist_full,pr_auc,0.9991936206303658
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.997732426303855
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9965197215777262
elimination,psychologist_full,pr_auc,0.9903118137477231
elimination,psychologist_full,balanced_accuracy,0.9939613526570048
elimination,psychologist_full,pr_auc,0.9947251138071032
elimination,psychologist_full,balanced_accuracy,0.9988888888888889
elimination,psychologist_full,pr_auc,0.9929570994105662
elimination,psychologist_full,balanced_accuracy,0.991725768321513
elimination,psychologist_full,pr_auc,0.9918424009397515
elimination,psychologist_full,balanced_accuracy,0.9964454976303317
elimination,psychologist_full,pr_auc,0.9961556991775757
elimination,psychologist_full,balanced_accuracy,0.9963942307692308
elimination,psychologist_full,pr_auc,0.9914172491152075
elimination,psychologist_full,balanced_accuracy,0.9941724941724941
elimination,psychologist_full,pr_auc,0.985488404763154
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9939759036144578
elimination,psychologist_full,pr_auc,0.9894694941899524
elimination,psychologist_full,balanced_accuracy,0.9988425925925926
elimination,psychologist_full,pr_auc,0.9963392011326131
elimination,psychologist_full,balanced_accuracy,0.9953488372093023
elimination,psychologist_full,pr_auc,0.9808923981349813
elimination,psychologist_full,balanced_accuracy,0.996551724137931
elimination,psychologist_full,pr_auc,0.9826599030026346
elimination,psychologist_full,balanced_accuracy,0.9988235294117647
elimination,psychologist_full,pr_auc,0.9961082621351551
elimination,psychologist_full,balanced_accuracy,0.996437054631829
elimination,psychologist_full,pr_auc,0.9921559986185728
elimination,psychologist_full,balanced_accuracy,0.9954128440366973
elimination,psychologist_full,pr_auc,0.9920092249417489
elimination,psychologist_full,balanced_accuracy,0.9954233409610984
elimination,psychologist_full,pr_auc,0.9934513804410519
elimination,psychologist_full,balanced_accuracy,0.9954128440366973
elimination,psychologist_full,pr_auc,0.9910845289187534
elimination,psychologist_full,balanced_accuracy,0.9988207547169812
elimination,psychologist_full,pr_auc,0.9946692495538693
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9953161592505855
elimination,psychologist_full,pr_auc,0.9941699350863771
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9953703703703703
elimination,psychologist_full,pr_auc,0.979959614964867
elimination,psychologist_full,balanced_accuracy,0.9954233409610984
elimination,psychologist_full,pr_auc,0.9832791034717416
elimination,psychologist_full,balanced_accuracy,0.9952718676122931
elimination,psychologist_full,pr_auc,0.9967228994831443
elimination,psychologist_full,balanced_accuracy,0.996551724137931
elimination,psychologist_full,pr_auc,0.9847182236459918
elimination,psychologist_full,balanced_accuracy,0.9953488372093023
elimination,psychologist_full,pr_auc,0.9800186730995825
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9965116279069768
elimination,psychologist_full,pr_auc,0.9916082929277694
elimination,psychologist_full,balanced_accuracy,0.997737556561086
elimination,psychologist_full,pr_auc,0.987609151315412
elimination,psychologist_full,balanced_accuracy,0.9952038369304557
elimination,psychologist_full,pr_auc,0.9957488433438894
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.9988066825775657
elimination,psychologist_full,pr_auc,0.9965374163757644
elimination,psychologist_full,balanced_accuracy,0.9929906542056075
elimination,psychologist_full,pr_auc,0.983278814678036
elimination,psychologist_full,balanced_accuracy,0.9953703703703703
elimination,psychologist_full,pr_auc,0.9918184912854031
elimination,psychologist_full,balanced_accuracy,0.9953379953379953
elimination,psychologist_full,pr_auc,0.9865468589840499
elimination,psychologist_full,balanced_accuracy,0.9976689976689976
elimination,psychologist_full,pr_auc,0.9945176682677797
elimination,psychologist_full,balanced_accuracy,0.9954022988505746
elimination,psychologist_full,pr_auc,0.9907355095054681
elimination,psychologist_full,balanced_accuracy,0.9953488372093023
elimination,psychologist_full,pr_auc,0.9859672148460135
elimination,psychologist_full,balanced_accuracy,1.0
elimination,psychologist_full,pr_auc,1.0
elimination,psychologist_full,balanced_accuracy,0.996437054631829
elimination,psychologist_full,pr_auc,0.9952208140407353
elimination,psychologist_full,balanced_accuracy,0.9943052391799545
elimination,psychologist_full,pr_auc,0.9856704245545038
elimination,psychologist_full,balanced_accuracy,0.991860465116279
elimination,psychologist_full,pr_auc,0.9937001060637545
elimination,psychologist_full,balanced_accuracy,0.9941176470588236
elimination,psychologist_full,pr_auc,0.981383003565116
elimination,psychologist_full,balanced_accuracy,0.9953051643192488
elimination,psychologist_full,pr_auc,0.9946672657293405
elimination,psychologist_full,balanced_accuracy,0.9988179669030732
elimination,psychologist_full,pr_auc,0.9963764860540014
elimination,psychologist_full,balanced_accuracy,0.9976359338061466
elimination,psychologist_full,pr_auc,0.9967416228122159
elimination,psychologist_full,balanced_accuracy,0.9917840375586855
elimination,psychologist_full,pr_auc,0.9803427365234151
elimination,psychologist_full,balanced_accuracy,0.9953051643192488
elimination,psychologist_full,pr_auc,0.9955430323550163
elimination,psychologist_full,balanced_accuracy,0.9965116279069768
elimination,psychologist_full,pr_auc,0.9903303090580051
elimination,psychologist_full,balanced_accuracy,0.9965437788018433
elimination,psychologist_full,pr_auc,0.9866004717589251
elimination,psychologist_full,balanced_accuracy,0.997624703087886
elimination,psychologist_full,pr_auc,0.9933533581910919
elimination,caregiver_2_3,balanced_accuracy,0.9954441913439636
elimination,caregiver_2_3,pr_auc,0.996541372106858
elimination,caregiver_2_3,balanced_accuracy,0.9964285714285714
elimination,caregiver_2_3,pr_auc,0.9151271328246945
elimination,caregiver_2_3,balanced_accuracy,0.9940047961630696
elimination,caregiver_2_3,pr_auc,0.9443993601263345
elimination,caregiver_2_3,balanced_accuracy,0.9965197215777262
elimination,caregiver_2_3,pr_auc,0.9970219855202177
elimination,caregiver_2_3,balanced_accuracy,0.9941724941724941
elimination,caregiver_2_3,pr_auc,0.8484411665951703
elimination,caregiver_2_3,balanced_accuracy,0.9953488372093023
elimination,caregiver_2_3,pr_auc,0.9427300207182586
elimination,caregiver_2_3,balanced_accuracy,0.9941176470588236
elimination,caregiver_2_3,pr_auc,0.9022451824621361
elimination,caregiver_2_3,balanced_accuracy,0.9976415094339622
elimination,caregiver_2_3,pr_auc,0.9980502284871698
elimination,caregiver_2_3,balanced_accuracy,0.9953917050691244
elimination,caregiver_2_3,pr_auc,0.8530001767453055
elimination,caregiver_2_3,balanced_accuracy,1.0
elimination,caregiver_2_3,pr_auc,1.0
elimination,caregiver_2_3,balanced_accuracy,0.9965596330275229
elimination,caregiver_2_3,pr_auc,0.9353065190015099
elimination,caregiver_2_3,balanced_accuracy,0.9964622641509434
elimination,caregiver_2_3,pr_auc,0.949199892900084
elimination,caregiver_2_3,balanced_accuracy,0.9987834549878345
elimination,caregiver_2_3,pr_auc,1.0
elimination,caregiver_2_3,balanced_accuracy,0.9988317757009346
elimination,caregiver_2_3,pr_auc,0.9985126213039643
elimination,caregiver_2_3,balanced_accuracy,0.994343891402715
elimination,caregiver_2_3,pr_auc,0.934223655567618
elimination,caregiver_2_3,balanced_accuracy,0.9976525821596245
elimination,caregiver_2_3,pr_auc,0.9986652236652236
elimination,caregiver_2_3,balanced_accuracy,0.9964705882352941
elimination,caregiver_2_3,pr_auc,0.9375216905587683
elimination,caregiver_2_3,balanced_accuracy,0.9964285714285714
elimination,caregiver_2_3,pr_auc,0.997804806392855
elimination,caregiver_2_3,balanced_accuracy,0.9941724941724941
elimination,caregiver_2_3,pr_auc,0.9410853847124303
elimination,caregiver_2_3,balanced_accuracy,0.997624703087886
elimination,caregiver_2_3,pr_auc,0.9469156549728809
elimination,caregiver_2_3,balanced_accuracy,0.9964285714285714
elimination,caregiver_2_3,pr_auc,0.9508123332617775
elimination,caregiver_2_3,balanced_accuracy,0.9952380952380953
elimination,caregiver_2_3,pr_auc,0.8971196753224376
elimination,caregiver_2_3,balanced_accuracy,0.9977064220183487
elimination,caregiver_2_3,pr_auc,0.9989898989898989
elimination,caregiver_2_3,balanced_accuracy,0.995249406175772
elimination,caregiver_2_3,pr_auc,0.9538200837434452
elimination,caregiver_2_3,balanced_accuracy,0.9964114832535885
elimination,caregiver_2_3,pr_auc,0.9945713552555863
elimination,caregiver_2_3,balanced_accuracy,0.9976580796252927
elimination,caregiver_2_3,pr_auc,0.9488791793592252
elimination,caregiver_2_3,balanced_accuracy,0.9988009592326139
elimination,caregiver_2_3,pr_auc,1.0
elimination,caregiver_2_3,balanced_accuracy,0.9952606635071091
elimination,caregiver_2_3,pr_auc,0.9974274463212962
elimination,caregiver_2_3,balanced_accuracy,0.9930555555555556
elimination,caregiver_2_3,pr_auc,0.8897253497433981
elimination,caregiver_2_3,balanced_accuracy,0.9954233409610984
elimination,caregiver_2_3,pr_auc,0.8631766921872792
elimination,caregiver_2_3,balanced_accuracy,0.9939759036144578
elimination,caregiver_2_3,pr_auc,0.9995302133763672
elimination,caregiver_2_3,balanced_accuracy,0.9965437788018433
elimination,caregiver_2_3,pr_auc,0.9952889003456111
elimination,caregiver_2_3,balanced_accuracy,0.9920993227990971
elimination,caregiver_2_3,pr_auc,0.7374015227824787
elimination,caregiver_2_3,balanced_accuracy,0.9964285714285714
elimination,caregiver_2_3,pr_auc,0.9454308605398264
elimination,caregiver_2_3,balanced_accuracy,0.997690531177829
elimination,caregiver_2_3,pr_auc,0.9366294138151217
elimination,caregiver_2_3,balanced_accuracy,0.995475113122172
elimination,caregiver_2_3,pr_auc,0.916480711650774
elimination,caregiver_2_3,balanced_accuracy,0.997737556561086
elimination,caregiver_2_3,pr_auc,0.8730311577790164
elimination,caregiver_2_3,balanced_accuracy,0.9976689976689976
elimination,caregiver_2_3,pr_auc,0.9311009970692209
elimination,caregiver_2_3,balanced_accuracy,0.9976415094339622
elimination,caregiver_2_3,pr_auc,0.9450131650439584
elimination,caregiver_2_3,balanced_accuracy,0.9954128440366973
elimination,caregiver_2_3,pr_auc,0.920950018548461
elimination,caregiver_2_3,balanced_accuracy,0.9908256880733946
elimination,caregiver_2_3,pr_auc,0.9908982784098418
elimination,caregiver_2_3,balanced_accuracy,0.995475113122172
elimination,caregiver_2_3,pr_auc,0.8695487634627208
elimination,caregiver_2_3,balanced_accuracy,0.9954233409610984
elimination,caregiver_2_3,pr_auc,0.9261645382085201
elimination,caregiver_2_3,balanced_accuracy,0.9931818181818182
elimination,caregiver_2_3,pr_auc,0.9937759090502993
elimination,caregiver_2_3,balanced_accuracy,0.9953703703703703
elimination,caregiver_2_3,pr_auc,0.9444369025993689
elimination,caregiver_2_3,balanced_accuracy,0.9976133651551313
elimination,caregiver_2_3,pr_auc,0.9997355896351137
elimination,caregiver_2_3,balanced_accuracy,1.0
elimination,caregiver_2_3,pr_auc,1.0000000000000004
elimination,caregiver_2_3,balanced_accuracy,0.997732426303855
elimination,caregiver_2_3,pr_auc,0.9999999999999999
elimination,caregiver_2_3,balanced_accuracy,0.9965197215777262
elimination,caregiver_2_3,pr_auc,0.9941107359139922
elimination,caregiver_2_3,balanced_accuracy,0.9939613526570048
elimination,caregiver_2_3,pr_auc,0.9972434910603359
elimination,caregiver_2_3,balanced_accuracy,0.9988888888888889
elimination,caregiver_2_3,pr_auc,0.9171966421101305
