domain,mode,role,active_model_required,active_model_id,source_line,source_campaign,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,notes,feature_list_pipe
depression,caregiver_full,caregiver,yes,depression__caregiver_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,rf_recall_balanced_manual,none,balanced_recall_specificity,0.4665848789491877,20270529.0,29,0.7714285714285715,0.9878048780487805,0.9396984924623115,0.963751685255546,0.8663101604278075,0.9864566736119622,0.9070846920149838,0.0460233269047649,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.0,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_01_depressed_or_irritable_mood|pdd_depressed_or_irritable_mood|pdd_duration_months_child|mdd_05_psychomotor_change|mdd_04_sleep_change|mdd_09_death_or_suicidal_thoughts|mdd_08_concentration_or_decision_difficulty|dmdd_duration_months|mdd_03_weight_or_appetite_change|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_impairment|dmdd_outbursts_severity|dmdd_outbursts_frequency_per_week|pdd_01_appetite_change|pdd_06_hopelessness|pdd_05_concentration_difficulty|mdd_06_fatigue_or_low_energy|pdd_02_sleep_change|dmdd_context_home|pdd_03_low_energy|dmdd_context_peers|dmdd_onset_before_10|pdd_no_gap_gt_2_months|pdd_04_low_self_esteem|dmdd_context_school
depression,psychologist_1_3,psychologist,yes,depression__psychologist_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,rf_balanced_subsample,none,balanced_recall_specificity,0.5199999999999999,20270511.0,8,0.7431192660550459,0.9878048780487805,0.9296482412060302,0.9587265596274053,0.8481675392670157,0.980113984556931,0.900915479146274,0.053260387445347265,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.3,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|pdd_depressed_or_irritable_mood|pdd_impairment|dmdd_duration_months|dmdd_outbursts_frequency_per_week|dmdd_irritable_between_outbursts
depression,psychologist_2_3,psychologist,yes,depression__psychologist_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,rf_recall_guarded,none,balanced_recall_specificity,0.5099999999999999,20270511.0,19,0.7714285714285715,0.9878048780487805,0.9396984924623115,0.963751685255546,0.8663101604278075,0.9854761612942763,0.9067812869009318,0.04715084936199448,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.0,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|mdd_02_loss_of_interest_or_pleasure|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_03_weight_or_appetite_change|mdd_05_psychomotor_change|pdd_01_appetite_change|pdd_depressed_or_irritable_mood|pdd_impairment|mdd_09_death_or_suicidal_thoughts|dmdd_duration_months|dmdd_outbursts_frequency_per_week|pdd_05_concentration_difficulty|dmdd_irritable_between_outbursts|dmdd_outbursts_severity|mdd_06_fatigue_or_low_energy|age_years
depression,psychologist_full,psychologist,yes,depression__psychologist_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,rf_high_recall_push,none,balanced_recall_specificity,0.43999999999999995,20270511.0,40,0.75,0.9878048780487805,0.9321608040201005,0.9599828410344404,0.8526315789473684,0.9872226988601545,0.9310858536275399,0.04442889358511561,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.5,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|mdd_02_loss_of_interest_or_pleasure|mdd_07_worthlessness_or_excessive_guilt|mdd_01_depressed_or_irritable_mood|mdd_08_concentration_or_decision_difficulty|mdd_04_sleep_change|mdd_03_weight_or_appetite_change|mdd_05_psychomotor_change|pdd_01_appetite_change|pdd_depressed_or_irritable_mood|pdd_impairment|pdd_06_hopelessness|mdd_09_death_or_suicidal_thoughts|dmdd_duration_months|dmdd_outbursts_frequency_per_week|pdd_05_concentration_difficulty|dmdd_irritable_between_outbursts|dmdd_outbursts_severity|mdd_06_fatigue_or_low_energy|dmdd_context_home|pdd_02_sleep_change|age_years|pdd_03_low_energy|pdd_no_gap_gt_2_months|pdd_04_low_self_esteem|dmdd_context_school|dmdd_context_peers|dmdd_onset_before_10|dmdd_developmentally_inappropriate|pdd_no_psychotic_explained|mdd_not_psychotic_explained|mdd_not_due_substance_medical|mdd_no_mania_hypomania_history|dmdd_no_mania_hypomania|dmdd_not_better_explained|pdd_no_substance_medical|pdd_no_mania_hypomania|dmdd_no_substance_medical
elimination,caregiver_1_3,caregiver,yes,elimination__caregiver_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.05,20270529.0,2,0.7183098591549296,0.9807692307692307,0.9532710280373832,0.967020129403307,0.8292682926829268,0.9687949317038103,0.7540873082067759,0.03330218267611852,ACTIVE_HIGH_CONFIDENCE,no,yes,no,92.5,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month
elimination,caregiver_2_3,caregiver,yes,elimination__caregiver_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.13,20270511.0,6,0.7222222222222222,1.0,0.9532710280373832,0.9766355140186915,0.8387096774193549,0.9808590941768511,0.7922870115350823,0.030989772186931143,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.9,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|encopresis_constipation_present
elimination,caregiver_full,caregiver,yes,elimination__caregiver_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.10999999999999999,20270511.0,9,0.7123287671232876,1.0,0.9509345794392523,0.9754672897196262,0.832,0.9798031991373113,0.7955300811290841,0.03174248120040075,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.6,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|enuresis_secondary_course|enuresis_diurnal|encopresis_visible_deposition_pattern|encopresis_constipation_present
elimination,psychologist_1_3,psychologist,yes,elimination__psychologist_1_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,rf_sparse_stability,none,balanced_recall_specificity,0.48999999999999994,20270529.0,4,0.7123287671232876,1.0,0.9509345794392523,0.9754672897196262,0.832,0.9799155283968368,0.7823001440564918,0.037790504455449465,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.6,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_primary_course|enuresis_nocturnal
elimination,psychologist_2_3,psychologist,yes,elimination__psychologist_2_3__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,rf_high_recall_push,sigmoid,balanced_recall_specificity,0.09999999999999999,20270529.0,8,0.7222222222222222,1.0,0.9532710280373832,0.9766355140186915,0.8387096774193549,0.9818475916606757,0.8147693393102241,0.029795515064161775,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.9,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_primary_course|enuresis_nocturnal|encopresis_duration_months_consecutive|enuresis_diurnal|encopresis_constipation_present|enuresis_not_due_substance_medical
elimination,psychologist_full,psychologist,yes,elimination__psychologist_full__hybrid_domain_specialized_rf_v17__rf__domain_strict_v17,v17_domain_specialized_rf,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,rf_recall_guarded,none,balanced_recall_specificity,0.4799999999999999,20270529.0,12,0.7123287671232876,1.0,0.9509345794392523,0.9754672897196262,0.832,0.9789494967649173,0.7807261765292479,0.036739585144494775,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.6,high,none,yes,hybrid_domain_specialized_rf_v17:domain_strict_rf_specialization;no_question_wording_changes,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_primary_course|enuresis_nocturnal|encopresis_duration_months_consecutive|enuresis_diurnal|enuresis_secondary_course|encopresis_visible_deposition_pattern|encopresis_constipation_present|encopresis_overflow_incontinence|enuresis_not_due_substance_medical|encopresis_not_due_substance_medical
