route,variant,precision,recall,specificity,balanced_accuracy,pr_auc,brier,global_score
P,professional_full_coverage,0.9177819855740006,0.8531381752305667,0.9423562709362404,0.8977472230834035,0.9397967503854125,0.06953004987849461,0.8272279079223555
P,professional_structured_coverage,0.9138981209552887,0.8528936100131752,0.9390245324992387,0.8959590712562069,0.9414280039278632,0.06905148655130713,0.8271666620813019
