domain,mode,role,active_model_id,source_campaign_old,feature_set_id_old,feature_set_id,feature_list_pipe,model_family,config_id,calibration,threshold_policy,threshold,seed,n_features,train_balanced_accuracy,val_balanced_accuracy,val_precision,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,secondary_max_metric,secondary_metric_anomaly_flag,quality_label,val_selection_score,old_precision,old_recall,old_specificity,old_balanced_accuracy,old_f1,old_roc_auc,old_pr_auc,old_brier,old_confidence_pct,old_final_operational_class,delta_precision,delta_recall,delta_balanced_accuracy,delta_f1,delta_pr_auc,delta_brier,old_secondary_anomaly,new_secondary_anomaly,promotion_decision,generalization_ok,material_gain_ok,anomaly_resolution_ok,class_upgrade_candidate,anomaly_guard_ok,root_cause_hypothesis,status,reason
depression,caregiver_2_3,caregiver,depression__caregiver_2_3__rebuild_v2__rf__full_eligible,rebuild_v2,full_eligible,precision_oriented_subset,agor_avoid_or_need_companion|agor_escape_help_cognition|agor_fear_01_public_transport|agor_impairment|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,rf,rf_regularized_v3,none,balanced,0.43999999999999995,20270421,39,0.9812227819998292,0.955325407525432,0.79,0.7789473684210526,0.9024390243902439,0.9472361809045227,0.9248376026473832,0.8361581920903954,0.9791334722392451,0.9185052705693368,0.04398048897286791,0.025897374474397106,0.030487804878048808,0.9791334722392451,no,aceptable,0.9053863156107125,0.8313253012048193,0.8414634146341463,0.964824120603015,0.9031437676185808,0.8363636363636363,0.9573630346856232,0.8434143874736915,0.0454553863622029,56.3,ACTIVE_LIMITED_USE,-0.05237793278376668,0.060975609756097615,0.0216938350288024,-0.00020544427324087344,0.07509088309564538,-0.0014748973893349906,no,no,PROMOTE_NOW,yes,yes,no,no,yes,confidence_alignment_check,demoted_from_primary_due_replacement,replaced_by_hybrid_final_decisive_rescue_v5
