mode,domain,feature_set_id,config_id,seed,calibration_method,val_brier,val_ece,stage,val_precision_at_0_5,val_recall_at_0_5,val_balanced_accuracy_at_0_5,holdout_precision_at_0_5,holdout_recall_at_0_5,holdout_balanced_accuracy_at_0_5
psychologist_1_3,conduct,top_importance_filtered,rf_balanced_subsample,20260729,none,0.0689379029032564,0.041756669673978015,stage2,,,,,,
psychologist_1_3,conduct,top_importance_filtered,rf_balanced_subsample,20260729,sigmoid,0.07028076540645072,0.056381193312727715,stage2,,,,,,
psychologist_1_3,conduct,top_importance_filtered,rf_balanced_subsample,20260729,isotonic,0.06099346119620457,5.375000000112069e-07,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260712,none,0.06751390904125193,0.030723101234567885,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260712,sigmoid,0.06878079224363078,0.05517634953923458,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260712,isotonic,0.06092155309425321,5.187500000377431e-07,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260729,none,0.0685034420529412,0.025385604106040568,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260729,sigmoid,0.07045654144829687,0.05078531113284796,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260729,isotonic,0.061867565713693534,5.395833333401685e-07,stage2,,,,,,
psychologist_1_3,conduct,full_eligible,rf_baseline,20260712,none,0.06751390904125193,0.030723101234567885,winner_eval,0.8171428571428572,0.89937106918239,0.8998412978310704,0.8841463414634146,0.90625,0.9234375
psychologist_1_3,conduct,full_eligible,rf_baseline,20260712,sigmoid,0.06878079224363078,0.05517634953923458,winner_eval,0.8466257668711656,0.8679245283018868,0.895021454182096,0.9161290322580645,0.8875,0.9234374999999999
psychologist_1_3,conduct,full_eligible,rf_baseline,20260712,isotonic,0.06092155309425321,5.187500000377431e-07,winner_eval,0.7938144329896907,0.9685534591194969,0.9219714336095927,0.8305084745762712,0.91875,0.9125
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260712,none,0.052052056609625606,0.02782955498040028,stage2,,,,,,
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260712,sigmoid,0.05366808017011562,0.04853518714994457,stage2,,,,,,
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260712,isotonic,0.04509272604449761,5.91666666680706e-07,stage2,,,,,,
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260729,none,0.05343994262707616,0.023643556211617157,stage2,,,,,,
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260729,sigmoid,0.054995301250725395,0.04711490024141157,stage2,,,,,,
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260729,isotonic,0.04779815287947737,5.916666666702942e-07,stage2,,,,,,
psychologist_1_3,depression,full_eligible,rf_baseline,20260712,none,0.05326816714281451,0.04307205109126983,stage2,,,,,,
psychologist_1_3,depression,full_eligible,rf_baseline,20260712,sigmoid,0.05437243150681795,0.05461927079315854,stage2,,,,,,
psychologist_1_3,depression,full_eligible,rf_baseline,20260712,isotonic,0.04565599581064184,6.145833333495135e-07,stage2,,,,,,
psychologist_1_3,depression,full_eligible,rf_baseline,20260729,none,0.05275057414960375,0.041161324636243384,stage2,,,,,,
psychologist_1_3,depression,full_eligible,rf_baseline,20260729,sigmoid,0.05410802274675889,0.05060387708652639,stage2,,,,,,
psychologist_1_3,depression,full_eligible,rf_baseline,20260729,isotonic,0.04537641847740576,6.583333333333086e-07,stage2,,,,,,
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260712,none,0.052052056609625606,0.02782955498040028,winner_eval,0.8024691358024691,0.7926829268292683,0.8762409609020714,0.8,0.7804878048780488,0.8701433999264616
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260712,sigmoid,0.05366808017011562,0.04853518714994457,winner_eval,0.8208955223880597,0.6707317073170732,0.8202904767741145,0.8133333333333334,0.7439024390243902,0.8543632798137026
psychologist_1_3,depression,balanced_subset,rf_recall_guard,20260712,isotonic,0.04509272604449761,5.91666666680706e-07,winner_eval,0.7934782608695652,0.8902439024390244,0.9212526044858438,0.7674418604651163,0.8048780487804879,0.8773133962495404
psychologist_1_3,elimination,balanced_subset,rf_precision_push,20260712,none,0.020557506748299436,0.01671504237917003,stage2,,,,,,
psychologist_1_3,elimination,balanced_subset,rf_precision_push,20260712,sigmoid,0.02320951690462069,0.042568750116770686,stage2,,,,,,
psychologist_1_3,elimination,balanced_subset,rf_precision_push,20260712,isotonic,0.01709959666968338,4.145833333518143e-07,stage2,,,,,,
psychologist_1_3,elimination,balanced_subset,rf_precision_push,20260729,none,0.020750340478492967,0.01687191212220055,stage2,,,,,,
psychologist_1_3,elimination,balanced_subset,rf_precision_push,20260729,sigmoid,0.023448659518924365,0.04330015376116696,stage2,,,,,,
psychologist_1_3,elimination,balanced_subset,rf_precision_push,20260729,isotonic,0.01683207682154819,6.458333335848817e-08,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260712,none,0.03784152999004716,0.07652902410714285,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260712,sigmoid,0.034842337667274244,0.07444394562572906,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260712,isotonic,0.01841713408160908,4.1250000000134315e-07,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260729,none,0.03687594396700633,0.07939967892766954,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260729,sigmoid,0.03389776197018356,0.07232172918647063,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260729,isotonic,0.017764933821195386,2.2708333332403572e-07,stage2,,,,,,
psychologist_1_3,elimination,full_eligible,rf_baseline,20260712,none,0.03784152999004716,0.07652902410714285,winner_eval,0.9629629629629629,0.5,0.7488317757009346,0.92,0.4423076923076923,0.7188173975557153
psychologist_1_3,elimination,full_eligible,rf_baseline,20260712,sigmoid,0.034842337667274244,0.07444394562572906,winner_eval,0.967741935483871,0.5769230769230769,0.787293314162473,0.9142857142857143,0.6153846153846154,0.8041876347951115
psychologist_1_3,elimination,full_eligible,rf_baseline,20260712,isotonic,0.01841713408160908,4.1250000000134315e-07,winner_eval,0.9183673469387755,0.8653846153846154,0.928019410496046,0.7884615384615384,0.7884615384615384,0.8813803019410495
psychologist_2_3,adhd,balanced_subset,rf_regularized,20260712,none,0.05473179838743076,0.04588297312383307,stage2,,,,,,
psychologist_2_3,adhd,balanced_subset,rf_regularized,20260712,sigmoid,0.05487798027051898,0.0395919413025009,stage2,,,,,,
psychologist_2_3,adhd,balanced_subset,rf_regularized,20260712,isotonic,0.04627887378501172,7.500000000410678e-07,stage2,,,,,,
psychologist_2_3,adhd,balanced_subset,rf_regularized,20260729,none,0.054942106294721495,0.04113357348254398,stage2,,,,,,
psychologist_2_3,adhd,balanced_subset,rf_regularized,20260729,sigmoid,0.055376299543334465,0.047372651593429516,stage2,,,,,,
psychologist_2_3,adhd,balanced_subset,rf_regularized,20260729,isotonic,0.047259858198104035,7.458333333608661e-07,stage2,,,,,,
