threshold,accuracy,balanced_accuracy,precision,recall,sensitivity,specificity,f1,support_negative,support_positive,confusion_matrix,normalized_confusion_matrix,roc_auc,pr_auc,brier_score,group_name,group_value,source_column,n,status
0.11516576454869411,0.5789473684210527,0.6145833333333333,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.5625,0.3333333333333333,80,15,"[[45, 35], [5, 10]]","[[0.5625, 0.4375], [0.3333333333333333, 0.6666666666666666]]",0.6216666666666667,0.20967397805549304,0.13316393477975524,age_group,6-8,age_years,95,ok
0.11516576454869411,0.6858638743455497,0.7553549571603426,0.2191780821917808,0.8421052631578947,0.8421052631578947,0.6686046511627907,0.34782608695652173,172,19,"[[115, 57], [3, 16]]","[[0.6686046511627907, 0.3313953488372093], [0.15789473684210525, 0.8421052631578947]]",0.7799877600979193,0.2818557462426437,0.08502320619611199,age_group,9-11,age_years,191,ok
0.11516576454869411,0.6262626262626263,0.6724683544303798,0.3191489361702128,0.75,0.75,0.5949367088607594,0.44776119402985076,79,20,"[[47, 32], [5, 15]]","[[0.5949367088607594, 0.4050632911392405], [0.25, 0.75]]",0.6778481012658227,0.3097056693910292,0.1629078903385058,sex_assigned_at_birth,Female,sex_assigned_at_birth,99,ok
0.11516576454869411,0.6631016042780749,0.7194467382328653,0.15492957746478872,0.7857142857142857,0.7857142857142857,0.653179190751445,0.25882352941176473,173,14,"[[113, 60], [3, 11]]","[[0.653179190751445, 0.3468208092485549], [0.21428571428571427, 0.7857142857142857]]",0.7246077621800165,0.20470985655221763,0.0682466579894228,sex_assigned_at_birth,Male,sex_assigned_at_birth,187,ok
