trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_objective,overfit_gap_ba,selected_for_stage2,is_winner_trial
27,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_precision_push,20260412,none,default_0_5,0.5,32,0.9185667752442996,1.0,0.9784110535405872,0.9892055267702936,0.9575551782682513,0.9998040152378151,0.9991961620710353,0.03038680552769045,0.6515151515151515,0.9148936170212766,0.8808290155440415,0.897861316282659,0.7610619469026548,0.9424815345606878,0.6886528490221865,0.07261378044637863,0.7530395397679789,0.09134421048763464,no,no
28,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_recall_guard,20260412,none,default_0_5,0.5,32,0.9964664310954063,1.0,0.9991364421416234,0.9995682210708117,0.9982300884955753,1.0,1.0,0.017961475917958214,0.6909090909090909,0.8085106382978723,0.9119170984455959,0.8602138683717341,0.7450980392156863,0.9431154227758792,0.6806742166545985,0.0733800077779739,0.7433592481723945,0.1393543526990776,no,no
29,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_regularized,20260412,none,default_0_5,0.5,32,0.6730310262529833,1.0,0.8816925734024179,0.940846286701209,0.8045649072753209,0.9943317532061882,0.9758145686712947,0.050954447662045016,0.6301369863013698,0.9787234042553191,0.8601036269430051,0.9194135155991621,0.7666666666666667,0.9440800352772571,0.6915871292208503,0.07565751878164902,0.7629403493686581,0.021432771102046888,no,no
30,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_large_subsample,20260412,none,default_0_5,0.5,32,0.8367952522255193,1.0,0.9525043177892919,0.976252158894646,0.9111470113085622,0.9995069758326289,0.997956905539728,0.032160878915684976,0.680327868852459,0.8829787234042553,0.8989637305699482,0.8909712269871017,0.7685185185185185,0.9422059309888655,0.6774279555475381,0.07426634150945914,0.7592431864782786,0.08528093190754427,no,no
31,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,none,default_0_5,0.5,59,0.8676923076923077,1.0,0.9628670120898101,0.9814335060449051,0.929159802306425,0.9998897585712712,0.9995560844318037,0.03022268793273842,0.7053571428571429,0.8404255319148937,0.9145077720207254,0.8774666519678096,0.7669902912621359,0.9437217506338882,0.7038276023357715,0.07367221084121338,0.7666212746036598,0.1039668540770955,yes,no
32,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,none,precision_oriented,0.49999999999999994,59,0.8676923076923077,1.0,0.9628670120898101,0.9814335060449051,0.929159802306425,0.9998897585712712,0.9995560844318037,0.03022268793273842,0.7053571428571429,0.8404255319148937,0.9145077720207254,0.8774666519678096,0.7669902912621359,0.9437217506338882,0.7038276023357715,0.07367221084121338,0.7666212746036598,0.1039668540770955,yes,no
33,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,none,balanced,0.32499999999999996,59,0.7014925373134329,1.0,0.8963730569948186,0.9481865284974094,0.8245614035087719,0.9998897585712712,0.9995560844318037,0.03022268793273842,0.6344827586206897,0.9787234042553191,0.8626943005181347,0.9207088523867268,0.7698744769874477,0.9437217506338882,0.7038276023357715,0.07367221084121338,0.7672194502075753,0.027477676110682525,yes,no
34,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,none,recall_constrained,0.4099999999999999,59,0.7663043478260869,1.0,0.92573402417962,0.96286701208981,0.8676923076923077,0.9998897585712712,0.9995560844318037,0.03022268793273842,0.671875,0.9148936170212766,0.8911917098445595,0.9030426634329181,0.7747747747747747,0.9437217506338882,0.7038276023357715,0.07367221084121338,0.7699689458847175,0.0598243486568919,yes,no
35,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,sigmoid,default_0_5,0.5,59,0.9858657243816255,0.9893617021276596,0.9965457685664939,0.9929537353470768,0.9876106194690265,0.9998897585712712,0.9995560844318037,0.02381773235296031,0.6947368421052632,0.7021276595744681,0.9248704663212435,0.8134990629478558,0.6984126984126984,0.9437217506338882,0.7038276023357715,0.07612904059802604,0.7250677685501306,0.17945467239922097,yes,no
36,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,sigmoid,precision_oriented,0.36999999999999994,59,0.8703703703703703,1.0,0.9637305699481865,0.9818652849740932,0.9306930693069307,0.9998897585712712,0.9995560844318037,0.02381773235296031,0.7053571428571429,0.8404255319148937,0.9145077720207254,0.8774666519678096,0.7669902912621359,0.9437217506338882,0.7038276023357715,0.07612904059802604,0.766439322503916,0.1043986330062836,yes,no
37,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,sigmoid,balanced,0.16999999999999998,59,0.6945812807881774,1.0,0.8929188255613126,0.9464594127806563,0.8197674418604651,0.9998897585712712,0.9995560844318037,0.02381773235296031,0.6283783783783784,0.9893617021276596,0.8575129533678757,0.9234373277477677,0.768595041322314,0.9437217506338882,0.7038276023357715,0.07612904059802604,0.7665036576707757,0.023022085032888606,yes,no
38,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,sigmoid,recall_constrained,0.25999999999999995,59,0.7663043478260869,1.0,0.92573402417962,0.96286701208981,0.8676923076923077,0.9998897585712712,0.9995560844318037,0.02381773235296031,0.671875,0.9148936170212766,0.8911917098445595,0.9030426634329181,0.7747747747747747,0.9437217506338882,0.7038276023357715,0.07612904059802604,0.7698215360993088,0.0598243486568919,yes,no
39,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,isotonic,default_0_5,0.5,59,0.844311377245509,1.0,0.9550949913644214,0.9775474956822108,0.9155844155844156,0.996613138328495,0.9746968657057882,0.030383749943086964,0.6982758620689655,0.8617021276595744,0.9093264248704663,0.8855142762650203,0.7714285714285715,0.9514248704663213,0.7289518004907667,0.0662575591447494,0.7732783174164397,0.09203321941719045,yes,no
40,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,isotonic,precision_oriented,0.5049999999999999,59,0.8676923076923077,1.0,0.9628670120898101,0.9814335060449051,0.929159802306425,0.996613138328495,0.9746968657057882,0.030383749943086964,0.7053571428571429,0.8404255319148937,0.9145077720207254,0.8774666519678096,0.7669902912621359,0.9514248704663213,0.7289518004907667,0.0662575591447494,0.7710860254102468,0.1039668540770955,yes,no
41,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,isotonic,balanced,0.13,59,0.6945812807881774,1.0,0.8929188255613126,0.9464594127806563,0.8197674418604651,0.996613138328495,0.9746968657057882,0.030383749943086964,0.6326530612244898,0.9893617021276596,0.8601036269430051,0.9247326645353324,0.7717842323651453,0.9514248704663213,0.7289518004907667,0.0662575591447494,0.7734474530592471,0.021726748245323835,yes,no
42,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,isotonic,recall_constrained,0.13,59,0.6945812807881774,1.0,0.8929188255613126,0.9464594127806563,0.8197674418604651,0.996613138328495,0.9746968657057882,0.030383749943086964,0.6326530612244898,0.9893617021276596,0.8601036269430051,0.9247326645353324,0.7717842323651453,0.9514248704663213,0.7289518004907667,0.0662575591447494,0.7734474530592471,0.021726748245323835,yes,no
43,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,none,default_0_5,0.5,59,0.8785046728971962,1.0,0.966321243523316,0.983160621761658,0.9353233830845771,0.9998377001188158,0.9993507789624965,0.030126930020520987,0.6956521739130435,0.851063829787234,0.9093264248704663,0.8801951273288502,0.7655502392344498,0.9441351559916216,0.6988497794888413,0.07362475088636021,0.7635427137986552,0.10296549443280778,yes,no
44,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,none,precision_oriented,0.5099999999999999,59,0.8924050632911392,1.0,0.9706390328151986,0.9853195164075993,0.9431438127090301,0.9998377001188158,0.9993507789624965,0.030126930020520987,0.7017543859649122,0.851063829787234,0.9119170984455959,0.881490464116415,0.7692307692307693,0.9441351559916216,0.6988497794888413,0.07362475088636021,0.7664326487057584,0.10382905229118433,yes,no
45,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,none,balanced,0.38999999999999996,59,0.7560321715817694,1.0,0.9214162348877375,0.9607081174438687,0.8610687022900764,0.9998377001188158,0.9993507789624965,0.030126930020520987,0.6691729323308271,0.9468085106382979,0.8860103626943006,0.9164094366662991,0.7841409691629956,0.9441351559916216,0.6988497794888413,0.07362475088636021,0.7759598732272097,0.0442986807775696,yes,no
46,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,none,recall_constrained,0.38999999999999996,59,0.7560321715817694,1.0,0.9214162348877375,0.9607081174438687,0.8610687022900764,0.9998377001188158,0.9993507789624965,0.030126930020520987,0.6691729323308271,0.9468085106382979,0.8860103626943006,0.9164094366662991,0.7841409691629956,0.9441351559916216,0.6988497794888413,0.07362475088636021,0.7759598732272097,0.0442986807775696,yes,no
47,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,sigmoid,default_0_5,0.5,59,0.9823321554770318,0.9858156028368794,0.9956822107081175,0.9907489067724984,0.984070796460177,0.9998377001188158,0.9993507789624965,0.023719353847323894,0.6804123711340206,0.7021276595744681,0.9196891191709845,0.8109083893727262,0.6910994764397905,0.9441351559916216,0.6988497794888413,0.07577868574456217,0.7174954127672366,0.17984051739977214,yes,no
48,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,sigmoid,precision_oriented,0.37999999999999995,59,0.8924050632911392,1.0,0.9706390328151986,0.9853195164075993,0.9431438127090301,0.9998377001188158,0.9993507789624965,0.023719353847323894,0.7017543859649122,0.851063829787234,0.9119170984455959,0.881490464116415,0.7692307692307693,0.9441351559916216,0.6988497794888413,0.07577868574456217,0.7663034126142664,0.10382905229118433,yes,no
49,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,sigmoid,balanced,0.24,59,0.7580645161290323,1.0,0.9222797927461139,0.961139896373057,0.8623853211009175,0.9998377001188158,0.9993507789624965,0.023719353847323894,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.9441351559916216,0.6988497794888413,0.07577868574456217,0.7784456532440527,0.04343512291919305,yes,no
50,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,sigmoid,recall_constrained,0.24,59,0.7580645161290323,1.0,0.9222797927461139,0.961139896373057,0.8623853211009175,0.9998377001188158,0.9993507789624965,0.023719353847323894,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.9441351559916216,0.6988497794888413,0.07577868574456217,0.7784456532440527,0.04343512291919305,yes,no
51,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,isotonic,default_0_5,0.5,59,0.7580645161290323,1.0,0.9222797927461139,0.961139896373057,0.8623853211009175,0.9986970075576624,0.9901058016509708,0.031256450976754294,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.9494405247492007,0.7221914085817633,0.06664478291383819,0.7827283480687637,0.04343512291919305,yes,no
52,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,isotonic,precision_oriented,0.5049999999999999,59,0.8924050632911392,1.0,0.9706390328151986,0.9853195164075993,0.9431438127090301,0.9986970075576624,0.9901058016509708,0.031256450976754294,0.7017543859649122,0.851063829787234,0.9119170984455959,0.881490464116415,0.7692307692307693,0.9494405247492007,0.7221914085817633,0.06664478291383819,0.7705861074389773,0.10382905229118433,yes,no
53,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,isotonic,balanced,0.20499999999999996,59,0.7580645161290323,1.0,0.9222797927461139,0.961139896373057,0.8623853211009175,0.9986970075576624,0.9901058016509708,0.031256450976754294,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.9494405247492007,0.7221914085817633,0.06664478291383819,0.7827283480687637,0.04343512291919305,yes,no
54,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260429,isotonic,recall_constrained,0.20499999999999996,59,0.7580645161290323,1.0,0.9222797927461139,0.961139896373057,0.8623853211009175,0.9986970075576624,0.9901058016509708,0.031256450976754294,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.9494405247492007,0.7221914085817633,0.06664478291383819,0.7827283480687637,0.04343512291919305,yes,no
55,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,none,default_0_5,0.5,59,0.8650306748466258,1.0,0.9620034542314335,0.9810017271157168,0.9276315789473685,0.9997550190472689,0.9990164954310394,0.030312919089246163,0.6956521739130435,0.851063829787234,0.9093264248704663,0.8801951273288502,0.7655502392344498,0.943446147062066,0.688633770585954,0.07351526957555012,0.7620874328245172,0.10080659978686657,yes,no
56,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,none,precision_oriented,0.5049999999999999,59,0.8730650154798761,1.0,0.9645941278065631,0.9822970639032815,0.9322314049586777,0.9997550190472689,0.9990164954310394,0.030312919089246163,0.7017543859649122,0.851063829787234,0.9119170984455959,0.881490464116415,0.7692307692307693,0.943446147062066,0.688633770585954,0.07351526957555012,0.7650464523602905,0.10080659978686657,yes,no
57,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,none,balanced,0.4049999999999999,59,0.7683923705722071,1.0,0.9265975820379966,0.9632987910189983,0.8690292758089369,0.9997550190472689,0.9990164954310394,0.030312919089246163,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.943446147062066,0.688633770585954,0.07351526957555012,0.7767741852180561,0.04559401756513437,yes,no
58,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,none,recall_constrained,0.4049999999999999,59,0.7683923705722071,1.0,0.9265975820379966,0.9632987910189983,0.8690292758089369,0.9997550190472689,0.9990164954310394,0.030312919089246163,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.943446147062066,0.688633770585954,0.07351526957555012,0.7767741852180561,0.04559401756513437,yes,no
59,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,sigmoid,default_0_5,0.5,59,0.989247311827957,0.9787234042553191,0.9974093264248705,0.9880663653400947,0.983957219251337,0.999755019047269,0.9990164954310394,0.023799819715630482,0.6947368421052632,0.7021276595744681,0.9248704663212435,0.8134990629478558,0.6984126984126984,0.943446147062066,0.688633770585954,0.07557695338660712,0.7230608703034034,0.17456730239223894,yes,no
60,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,sigmoid,precision_oriented,0.37499999999999994,59,0.8730650154798761,1.0,0.9645941278065631,0.9822970639032815,0.9322314049586777,0.999755019047269,0.9990164954310394,0.023799819715630482,0.7017543859649122,0.851063829787234,0.9119170984455959,0.881490464116415,0.7692307692307693,0.943446147062066,0.688633770585954,0.07557695338660712,0.764922751331627,0.10080659978686657,yes,no
61,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260513,sigmoid,balanced,0.25499999999999995,59,0.7704918032786885,1.0,0.927461139896373,0.9637305699481865,0.8703703703703703,0.999755019047269,0.9990164954310394,0.023799819715630482,0.6742424242424242,0.9468085106382979,0.8886010362694301,0.9177047734538639,0.7876106194690266,0.943446147062066,0.688633770585954,0.07557695338660712,0.7766159418750576,0.04602579649432259,yes,no
