trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_objective,overfit_gap_ba,selected_for_stage2,is_winner_trial
1,stage1_coarse,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260412,none,default_0_5,0.5,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01710923899019986,0.6952380952380952,0.776595744680851,0.917098445595855,0.846847095138353,0.7336683417085427,0.9426193363465991,0.6992829030250255,0.07435175033447265,0.7400067749155843,0.153152904861647,yes,no
2,stage1_coarse,caregiver_1_3,caregiver,adhd,full_eligible,rf_balanced_subsample,20260412,none,default_0_5,0.5,59,0.889589905362776,1.0,0.9697754749568221,0.9848877374784111,0.9415692821368948,0.9999846886904542,0.9999374782484345,0.027568890327206292,0.6929824561403509,0.8404255319148937,0.9093264248704663,0.87487597839268,0.7596153846153846,0.9449068459927241,0.7040446731200396,0.07296541224528082,0.7580284421457245,0.11001175908573102,no,no
3,stage1_coarse,caregiver_1_3,caregiver,adhd,full_eligible,rf_precision_push,20260412,none,default_0_5,0.5,59,0.9494949494949495,1.0,0.9870466321243523,0.9935233160621761,0.9740932642487047,0.9999846886904544,0.9999369005495791,0.02851854411465228,0.627906976744186,0.8617021276595744,0.8756476683937824,0.8686748980266784,0.726457399103139,0.9431981038474258,0.7065997409606558,0.0716360513881798,0.7293737886815932,0.12484841803549773,no,no
4,stage1_coarse,caregiver_1_3,caregiver,adhd,full_eligible,rf_recall_guard,20260412,none,default_0_5,0.5,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016930850459611232,0.6915887850467289,0.7872340425531915,0.9145077720207254,0.8508709072869585,0.736318407960199,0.9436666299195238,0.6919461263342963,0.07367483677407567,0.7398512193713412,0.14912909271304153,no,no
5,stage1_coarse,caregiver_1_3,caregiver,adhd,full_eligible,rf_regularized,20260412,none,default_0_5,0.5,59,0.6894865525672371,1.0,0.8903281519861831,0.9451640759930915,0.8162083936324168,0.9965273949950393,0.9864165583917512,0.04792175830805557,0.6388888888888888,0.9787234042553191,0.8652849740932642,0.9220041891742916,0.773109243697479,0.9473872781391247,0.7190324398373564,0.07369394430851019,0.7718137324290714,0.02315988681879988,yes,no
6,stage1_coarse,caregiver_1_3,caregiver,adhd,full_eligible,rf_large_subsample,20260412,none,default_0_5,0.5,59,0.8676923076923077,1.0,0.9628670120898101,0.9814335060449051,0.929159802306425,0.9998897585712712,0.9995560844318037,0.03022268793273842,0.7053571428571429,0.8404255319148937,0.9145077720207254,0.8774666519678096,0.7669902912621359,0.9437217506338882,0.7038276023357715,0.07367221084121338,0.7645419375221179,0.1039668540770955,yes,no
7,stage1_coarse,caregiver_1_3,caregiver,adhd,top_importance_filtered,rf_baseline,20260412,none,default_0_5,0.5,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01691137213365607,0.6972477064220184,0.8085106382978723,0.9145077720207254,0.8615092051592989,0.7487684729064039,0.9412137581303054,0.6720598924389972,0.07465852908041078,0.7450441817257867,0.13849079484070115,no,no
8,stage1_coarse,caregiver_1_3,caregiver,adhd,top_importance_filtered,rf_balanced_subsample,20260412,none,default_0_5,0.5,41,0.8785046728971962,1.0,0.966321243523316,0.983160621761658,0.9353233830845771,0.9999724396428178,0.999887219599665,0.027667194616496103,0.6890756302521008,0.8723404255319149,0.9041450777202072,0.8882427516260611,0.7699530516431925,0.9420681292029545,0.6755895478141808,0.07388382459749607,0.7599904809334009,0.09491787013559683,no,no
9,stage1_coarse,caregiver_1_3,caregiver,adhd,top_importance_filtered,rf_precision_push,20260412,none,default_0_5,0.5,41,0.94,1.0,0.9844559585492227,0.9922279792746114,0.9690721649484536,0.999868322737907,0.9994711021738317,0.029620634264508765,0.6307692307692307,0.8723404255319149,0.8756476683937824,0.8739940469628487,0.7321428571428571,0.9446312424209018,0.6994170745648975,0.07210424859188895,0.7325560118978024,0.11823393231176271,no,no
10,stage1_coarse,caregiver_1_3,caregiver,adhd,top_importance_filtered,rf_recall_guard,20260412,none,default_0_5,0.5,41,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.017342227521043297,0.6851851851851852,0.7872340425531915,0.9119170984455959,0.8495755704993937,0.7326732673267327,0.9425090949178702,0.6700192458982854,0.07465166432885914,0.7330752005098927,0.1504244295006063,no,no
11,stage1_coarse,caregiver_1_3,caregiver,adhd,top_importance_filtered,rf_regularized,20260412,none,default_0_5,0.5,41,0.6844660194174758,1.0,0.8877374784110535,0.9438687392055267,0.8126801152737753,0.995449478803023,0.981998175890799,0.04901060618643165,0.6344827586206897,0.9787234042553191,0.8626943005181347,0.9207088523867268,0.7698744769874477,0.945623415279462,0.7047839112256881,0.07463416317695641,0.767196967896792,0.02315988681879988,no,no
12,stage1_coarse,caregiver_1_3,caregiver,adhd,top_importance_filtered,rf_large_subsample,20260412,none,default_0_5,0.5,41,0.8493975903614458,1.0,0.9568221070811744,0.9784110535405872,0.9185667752442996,0.9998775095236345,0.9995066628025704,0.030284802557233488,0.6923076923076923,0.8617021276595744,0.9067357512953368,0.8842189394774556,0.7677725118483413,0.9425642156322346,0.6819386539139245,0.07383162079062268,0.7603398137929195,0.09419211406313166,no,no
13,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_baseline,20260412,none,default_0_5,0.5,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01805655155091529,0.6666666666666666,0.7872340425531915,0.9041450777202072,0.8456895601366994,0.7219512195121951,0.940442068129203,0.6709512805578725,0.07532078615881077,0.7238337661568748,0.15431043986330062,no,no
14,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_balanced_subsample,20260412,none,default_0_5,0.5,27,0.8597560975609756,1.0,0.9602763385146805,0.9801381692573403,0.9245901639344263,0.9997611435710874,0.9990146312698465,0.02964212809744827,0.6774193548387096,0.8936170212765957,0.8963730569948186,0.8949950391357071,0.7706422018348624,0.9441351559916217,0.684519067906758,0.07365222326594272,0.761300042897792,0.08514313012163321,no,no
15,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_precision_push,20260412,none,default_0_5,0.5,27,0.9155844155844156,1.0,0.9775474956822107,0.9887737478411054,0.9559322033898305,0.9995927191660847,0.9983202239471907,0.03180019588705549,0.6390977443609023,0.9042553191489362,0.8756476683937824,0.8899514937713593,0.748898678414097,0.9416547238452211,0.6952253090943258,0.07301714550231814,0.7447627033368405,0.0988222540697461,no,no
16,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_recall_guard,20260412,none,default_0_5,0.5,27,0.9964664310954063,1.0,0.9991364421416234,0.9995682210708117,0.9982300884955753,1.0,1.0,0.01835815717830332,0.6574074074074074,0.7553191489361702,0.9041450777202072,0.8297321133281887,0.7029702970297029,0.9421232499173189,0.6881564851462099,0.07399775671030334,0.7137501356981985,0.16983610774262292,no,no
17,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_regularized,20260412,none,default_0_5,0.5,27,0.6730310262529833,1.0,0.8816925734024179,0.940846286701209,0.8045649072753209,0.9939642817770917,0.9739753452357515,0.05182436366505193,0.6344827586206897,0.9787234042553191,0.8626943005181347,0.9207088523867268,0.7698744769874477,0.9435839488479769,0.6968499430757599,0.07633288869033157,0.7661278547124327,0.020137434314482117,no,no
18,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_large_subsample,20260412,none,default_0_5,0.5,27,0.8392857142857143,1.0,0.9533678756476683,0.9766839378238341,0.912621359223301,0.9993875476181727,0.9974736220948917,0.032181914050463896,0.6859504132231405,0.8829787234042553,0.9015544041450777,0.8922665637746665,0.772093023255814,0.9433910263477014,0.690396350439897,0.07400607298054704,0.764187254021927,0.0844173740491676,yes,no
19,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_baseline,20260412,none,default_0_5,0.5,24,0.9929577464788732,1.0,0.998272884283247,0.9991364421416236,0.9964664310954063,1.0,1.0,0.02049193947847108,0.6923076923076923,0.7659574468085106,0.917098445595855,0.8415279462021827,0.7272727272727273,0.9410208356300298,0.6684690798808853,0.07517721893155048,0.730856123327395,0.15760849593944082,no,no
20,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_balanced_subsample,20260412,none,default_0_5,0.5,24,0.8126801152737753,1.0,0.9438687392055267,0.9719343696027634,0.8966613672496025,0.9984321219025221,0.9934848302257163,0.03554212327830764,0.6693548387096774,0.8829787234042553,0.8937823834196891,0.8883805534119722,0.7614678899082569,0.9432807849189726,0.6837886530310405,0.07486359771804205,0.7549722927876349,0.08355381619079116,no,no
21,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_precision_push,20260412,none,default_0_5,0.5,24,0.8836477987421384,0.9964539007092199,0.968048359240069,0.9822511299746445,0.9366666666666666,0.99890064797462,0.9954293505794072,0.034935466815772837,0.6666666666666666,0.8936170212765957,0.8911917098445595,0.8924043655605776,0.7636363636363637,0.939256972770367,0.6857129066101862,0.07357602348118064,0.7556879209493137,0.08984676441406692,no,no
22,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_recall_guard,20260412,none,default_0_5,0.5,24,0.962457337883959,1.0,0.9905008635578584,0.9952504317789292,0.9808695652173913,1.0,1.0,0.021286108504401203,0.6915887850467289,0.7872340425531915,0.9145077720207254,0.8508709072869585,0.736318407960199,0.942619336346599,0.6774402997920265,0.07399636684024678,0.7379859521427149,0.14437952449197078,no,no
23,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260412,none,default_0_5,0.5,24,0.6588785046728972,1.0,0.8739205526770294,0.9369602763385148,0.7943661971830986,0.9899251583189407,0.9570332750291289,0.056786441373592164,0.6344827586206897,0.9787234042553191,0.8626943005181347,0.9207088523867268,0.7698744769874477,0.9399735420571051,0.6798203784597443,0.07840060471940562,0.7636676624483953,0.016251423951787913,no,no
24,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_large_subsample,20260412,none,default_0_5,0.5,24,0.7943661971830986,1.0,0.9369602763385146,0.9684801381692574,0.8854003139717426,0.9974276999963254,0.9892746155870678,0.03760285586783018,0.6612903225806451,0.8723404255319149,0.8911917098445595,0.8817660676882373,0.7522935779816514,0.9439697938485283,0.675326987807337,0.0738571048561458,0.7470656578385327,0.08671407048102009,no,no
25,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_baseline,20260412,none,default_0_5,0.5,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017870045579992846,0.6991150442477876,0.8404255319148937,0.9119170984455959,0.8761713151802448,0.7632850241545893,0.9455958549222798,0.691119526809603,0.07246100011547814,0.7575801608484409,0.12382868481975517,yes,no
26,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_balanced_subsample,20260412,none,default_0_5,0.5,32,0.8493975903614458,1.0,0.9568221070811744,0.9784110535405872,0.9185667752442996,0.9998101397616335,0.999228003030663,0.029520522386926644,0.680327868852459,0.8829787234042553,0.8989637305699482,0.8909712269871017,0.7685185185185185,0.9429500606327859,0.6856161221953484,0.07381811106087308,0.7603642975042492,0.08743982655348548,no,no
