mode,route,domain,best_config,selected_seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,seed_balanced_accuracy_std,split_balanced_accuracy,split_delta_balanced_accuracy,missing15_delta,missing30_delta,direct_fill_pct,derived_fill_pct,imputed_fill_pct,remaining_missing_pct
psychologist,P,adhd,rf_stability,47,35,0.9370934881498262,0.8322981366459627,0.928,0.8801490683229813,0.8815853069344898,0.9546501035196687,0.9668828960451038,0.08446276947955478,0.0032659863237109073,0.8801490683229813,0.0,0.007246376811594124,0.001913043478260823,1.0,0.0,0.0,0.36333666333666326
psychologist,P,conduct,rf_compact,29,23,0.9292981073802992,0.8708333333333332,0.9741100323624595,0.9224716828478964,0.8989329525442704,0.9864886731391586,0.9707775781906737,0.04386138086913455,0.003189898706102946,0.9267597087378641,-0.004288025889967684,-0.00024271844660191574,-0.0025485436893203373,1.0,0.0,0.0,0.033140772271207056
psychologist,P,elimination,rf_stability,29,17,0.9249896981984209,0.6128364389233955,0.936,0.7744182194616976,0.7372079007372507,0.8825175983436854,0.9117996314625985,0.13608941590087473,0.003873351332064109,0.7785590062111801,-0.0041407867494824835,0.03267080745341618,0.07362318840579718,1.0,0.0,0.0,0.03187988482106129
psychologist,P,anxiety,rf_compact,11,260,0.9028938981427888,0.9848484848484849,0.9681818181818183,0.9765151515151516,0.9420619645191494,0.9984618916437098,0.9954750133881536,0.017450713893261294,0.001855674047563003,0.9742424242424242,0.002272727272727315,-0.005303030303030291,-3.700743415417188e-17,1.0,0.0,0.0,0.1302716514254976
psychologist,P,depression,rf_stability,11,18,0.8463541666666666,0.9420289855072465,0.884990253411306,0.9135096194592762,0.8916323731138546,0.9781337401474701,0.9696179461398137,0.05952129778654516,0.003427960664791051,0.9110856852275617,0.0024239342317144974,0.008348165098737223,0.01317060767861685,1.0,0.0,0.0,0.06721056721056723
