mode,route,domain,config_id,seed,n_features,calibration,threshold,val_balanced_accuracy,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,missing15_delta,missing30_delta,direct_fill_pct,derived_fill_pct,imputed_fill_pct,remaining_missing_pct
caregiver,A,anxiety,rf_stability,47,49,none,0.30000000000000004,0.9719696969696969,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.993801652892562,0.9842486610808113,0.028581474076182053,0.005303030303030254,1.1102230246251565e-16,1.0,0.0,0.0,0.10396746111031827
caregiver,A,depression,rf_compact,11,49,platt,0.51,0.9621073031415749,0.9532710280373832,0.8869565217391304,0.9707602339181286,0.9288583778286295,0.918918918918919,0.9889651665395373,0.9849283682040872,0.043597128866776365,0.004347826086956497,0.04774980930587325,1.0,0.0,0.0,0.11417154274297131
caregiver,A,depression,rf_compact,29,49,platt,0.41000000000000003,0.9650652794777641,0.9541284403669725,0.9043478260869565,0.9707602339181286,0.9375540300025426,0.9285714285714286,0.9900839054157132,0.9866949767050494,0.042067226462215765,7.627765064832648e-05,0.0029239766081871066,1.0,0.0,0.0,0.11417154274297131
caregiver,A,depression,rf_compact,47,49,platt,0.4750000000000001,0.9679722562219502,0.9541284403669725,0.9043478260869565,0.9707602339181286,0.9375540300025426,0.9285714285714286,0.9898296465802185,0.9860932143297331,0.04237626639852493,0.0015001271294178276,0.05359776252224757,1.0,0.0,0.0,0.11417154274297131
caregiver,A,depression,rf_stability,11,49,platt,0.49000000000000005,0.9664932680538556,0.9629629629629629,0.9043478260869565,0.9766081871345029,0.9404780066107297,0.9327354260089686,0.9911517925247902,0.9878465840769401,0.04095953895686002,0.011619628782100211,0.06371726417492996,1.0,0.0,0.0,0.11417154274297131
caregiver,A,depression,rf_stability,29,49,platt,0.5050000000000001,0.9664932680538556,0.9716981132075472,0.8956521739130435,0.9824561403508771,0.9390541571319604,0.9321266968325792,0.9908466819221967,0.9875334942458757,0.04105415063874118,0.015967454869056708,0.02023900330536499,1.0,0.0,0.0,0.11417154274297131
caregiver,A,depression,rf_stability,47,49,platt,0.42000000000000004,0.9650652794777641,0.9459459459459459,0.9130434782608695,0.9649122807017544,0.938977879481312,0.9292035398230089,0.9898296465802187,0.986016751002932,0.0423058442395691,7.62776506484375e-05,0.049249936435291186,1.0,0.0,0.0,0.11417154274297131
caregiver,B,adhd,rf_compact,11,35,none,0.6200000000000001,0.894360248447205,0.9375,0.8385093167701864,0.928,0.8832546583850932,0.8852459016393442,0.9572173913043479,0.9692623576137842,0.08281553798922935,0.0040000000000000036,0.006633540372670832,0.6025974025974026,0.3016983016983017,0.0957042957042957,0.0
caregiver,B,adhd,rf_compact,29,35,none,0.645,0.8921490683229814,0.9305555555555556,0.8322981366459627,0.92,0.8761490683229813,0.8786885245901639,0.9560248447204969,0.9691308770538719,0.08335018104090247,0.011527950310558976,0.01773913043478248,0.6025974025974026,0.3016983016983017,0.0957042957042957,0.0
caregiver,B,adhd,rf_compact,47,35,none,0.6800000000000002,0.8961490683229814,0.9436619718309859,0.8322981366459627,0.936,0.8841490683229813,0.8844884488448845,0.9560248447204969,0.9683507377475651,0.08381820114640354,0.012422360248447228,0.027055900621117956,0.6025974025974026,0.3016983016983017,0.0957042957042957,0.0
caregiver,B,adhd,rf_stability,11,35,none,0.685,0.8952546583850931,0.9432624113475178,0.8260869565217391,0.936,0.8810434782608696,0.8807947019867549,0.9565714285714286,0.9687374812907945,0.0837715029121841,0.035055900621117964,0.025267080745341675,0.6025974025974026,0.3016983016983017,0.0957042957042957,0.0
caregiver,B,adhd,rf_stability,29,35,none,0.675,0.8952546583850931,0.9436619718309859,0.8322981366459627,0.936,0.8841490683229813,0.8844884488448845,0.9556770186335403,0.9683523511084715,0.08475406559707982,0.024844720496894346,0.04437267080745344,0.6025974025974026,0.3016983016983017,0.0957042957042957,0.0
caregiver,B,adhd,rf_stability,47,35,none,0.6500000000000001,0.894360248447205,0.9310344827586207,0.8385093167701864,0.92,0.8792546583850932,0.8823529411764706,0.9568198757763976,0.9689764898567984,0.08355804613461468,0.005316770186335362,0.0199503105590062,0.6025974025974026,0.3016983016983017,0.0957042957042957,0.0
caregiver,B,conduct,rf_compact,11,23,platt,0.35500000000000004,0.9628640776699029,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.987378640776699,0.9713171355480503,0.04527043449135814,0.022572815533980606,0.04757281553398063,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,conduct,rf_compact,29,23,platt,0.36000000000000004,0.9628640776699029,0.9452054794520548,0.8625,0.9805825242718447,0.9215412621359224,0.9019607843137255,0.9884101941747573,0.9738021088209919,0.043458611482053995,0.0024271844660194164,0.07014563106796123,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,conduct,rf_compact,47,23,platt,0.33000000000000007,0.9628640776699029,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9881067961165049,0.9727520267032588,0.044089753045814375,0.004854368932038833,0.03125,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,conduct,rf_stability,11,23,none,0.4,0.9604368932038835,0.9324324324324325,0.8625,0.9757281553398058,0.9191140776699029,0.8961038961038961,0.9880461165048544,0.9728100504513852,0.041323252110792665,0.028822815533980584,0.07014563106796112,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,conduct,rf_stability,29,23,platt,0.32500000000000007,0.9604368932038835,0.9452054794520548,0.8625,0.9805825242718447,0.9215412621359224,0.9019607843137255,0.9876820388349514,0.9727764215238516,0.044445876566215674,0.0024271844660194164,0.07257281553398054,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,conduct,rf_stability,47,23,platt,0.3350000000000001,0.9628640776699029,0.971830985915493,0.8625,0.9902912621359223,0.9263956310679612,0.9139072847682119,0.9881067961165049,0.9732218752975648,0.045118076161200824,0.007281553398058249,0.03853155339805825,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,elimination,rf_compact,11,17,none,0.7450000000000001,0.8637763975155279,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8841242236024845,0.9115145673885436,0.13535114426701023,0.03147826086956529,0.08648447204968956,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,elimination,rf_compact,29,17,none,0.7650000000000001,0.8637763975155279,0.9245283018867925,0.6086956521739131,0.936,0.7723478260869565,0.7340823970037453,0.8837267080745342,0.9114739003222363,0.13522317919144095,0.05811180124223603,0.1250683229813665,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,elimination,rf_compact,47,17,none,0.7850000000000001,0.8606708074534162,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8839751552795031,0.9121811754069591,0.13482298953578964,0.04390062111801252,0.08869565217391306,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,elimination,rf_stability,11,17,none,0.7950000000000002,0.8615652173913043,0.9238095238095239,0.6024844720496895,0.936,0.7692422360248448,0.7293233082706767,0.8827329192546585,0.9123360014774595,0.13580223576280642,0.03279503105590065,0.10643478260869577,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,elimination,rf_stability,29,17,none,0.7850000000000001,0.8677763975155279,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8821863354037267,0.9103388794682006,0.13607280584220086,0.069639751552795,0.13438509316770186,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,elimination,rf_stability,47,17,none,0.7750000000000001,0.8637763975155279,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8826335403726708,0.9127240134421353,0.13639320609761685,0.04479503105590077,0.08027329192546595,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,anxiety,rf_compact,11,260,none,0.405,0.9643939393939394,0.7974683544303798,0.9545454545454546,0.9272727272727272,0.9409090909090909,0.8689655172413793,0.984366391184573,0.9657739473527456,0.03814192888050605,0.06893939393939397,0.08257575757575752,0.13015061861215707,0.1331091984938139,0.7367401828940291,0.0
caregiver,B,anxiety,rf_compact,29,260,none,0.385,0.9643939393939394,0.7875,0.9545454545454546,0.9227272727272727,0.9386363636363637,0.863013698630137,0.9834710743801653,0.9658749882549088,0.03859751481995713,0.021212121212121238,0.11969696969696975,0.13015061861215707,0.1331091984938139,0.7367401828940291,0.0
caregiver,B,anxiety,rf_compact,47,260,none,0.4650000000000001,0.968939393939394,0.7948717948717948,0.9393939393939394,0.9272727272727272,0.9333333333333333,0.8611111111111112,0.9839531680440772,0.9652656829293369,0.03822947379016611,0.05681818181818188,0.14469696969696977,0.13015061861215707,0.1331091984938139,0.7367401828940291,0.0
caregiver,B,anxiety,rf_stability,11,260,none,0.36500000000000005,0.9643939393939394,0.7974683544303798,0.9545454545454546,0.9272727272727272,0.9409090909090909,0.8689655172413793,0.984573002754821,0.9662856376237048,0.03430185562905068,0.05909090909090908,0.08484848484848484,0.13015061861215707,0.1331091984938139,0.7367401828940291,0.0
caregiver,B,anxiety,rf_stability,29,260,none,0.31000000000000005,0.9621212121212122,0.7777777777777778,0.9545454545454546,0.9181818181818182,0.9363636363636364,0.8571428571428571,0.9825068870523416,0.9486313586705648,0.03391335702454837,0.011363636363636354,0.09924242424242424,0.13015061861215707,0.1331091984938139,0.7367401828940291,0.0
caregiver,B,anxiety,rf_stability,47,260,none,0.37000000000000005,0.9666666666666667,0.7974683544303798,0.9545454545454546,0.9272727272727272,0.9409090909090909,0.8689655172413793,0.9860192837465566,0.968628265107509,0.034091301509271546,0.048484848484848464,0.15227272727272734,0.13015061861215707,0.1331091984938139,0.7367401828940291,0.0
caregiver,B,depression,rf_compact,11,18,platt,0.31500000000000006,0.9533863729090167,0.8515625,0.9478260869565217,0.8888888888888888,0.9183574879227052,0.897119341563786,0.9776760742435799,0.9693441813491723,0.05954348560702627,0.023315535214848637,0.008695652173912993,0.8811188811188811,0.0,0.11888111888111888,0.0
caregiver,B,depression,rf_compact,29,18,platt,0.265,0.9519583843329253,0.8333333333333334,0.9565217391304348,0.8713450292397661,0.9139333841851005,0.8906882591093117,0.9761505212306129,0.9666815162207398,0.06049892163771735,0.029163488431223072,0.010195779303330932,0.8811188811188811,0.0,0.11888111888111888,0.0
caregiver,B,depression,rf_compact,47,18,platt,0.29500000000000004,0.9533863729090167,0.8515625,0.9478260869565217,0.8888888888888888,0.9183574879227052,0.897119341563786,0.9768115942028985,0.9677893668174263,0.06020554199816011,0.014619883040935644,0.04505466564963123,0.8811188811188811,0.0,0.11888111888111888,0.0
caregiver,B,depression,rf_stability,11,18,platt,0.275,0.9548653610771114,0.84375,0.9391304347826087,0.8830409356725146,0.9110856852275617,0.8888888888888888,0.9780320366132723,0.9697695932519751,0.06020463393547081,0.010272056953979258,0.014619883040935755,0.8811188811188811,0.0,0.11888111888111888,0.0
caregiver,B,depression,rf_stability,29,18,platt,0.275,0.9548653610771114,0.84375,0.9391304347826087,0.8830409356725146,0.9110856852275617,0.8888888888888888,0.9785914060513603,0.9703294619579856,0.0590168548141997,-0.001423849478769279,0.00877192982456143,0.8811188811188811,0.0,0.11888111888111888,0.0
caregiver,B,depression,rf_stability,47,18,platt,0.29000000000000004,0.9548653610771114,0.8515625,0.9478260869565217,0.8888888888888888,0.9183574879227052,0.897119341563786,0.9777777777777777,0.9687547832094803,0.05934240460996496,0.011695906432748426,0.03485888634630041,0.8811188811188811,0.0,0.11888111888111888,0.0
caregiver,C,adhd,rf_compact,11,224,none,0.6300000000000001,0.8903602484472051,0.9383561643835616,0.8509316770186336,0.928,0.8894658385093168,0.8925081433224755,0.959055900621118,0.9698518432415293,0.08011032802754427,0.009316770186335477,0.0,1.0,0.0,0.0,0.04367507492507493
caregiver,C,adhd,rf_compact,29,224,none,0.5750000000000001,0.8885714285714286,0.9205298013245033,0.8633540372670807,0.904,0.8836770186335403,0.8910256410256411,0.9595031055900621,0.9703776221155698,0.0799719248791858,0.0031055900621117516,-0.01110559006211187,1.0,0.0,0.0,0.04367507492507493
caregiver,C,adhd,rf_compact,47,224,none,0.6100000000000001,0.8894658385093168,0.9319727891156463,0.8509316770186336,0.92,0.8854658385093168,0.8896103896103896,0.9593540372670808,0.9699590250040195,0.08048549159305368,0.0022111801242236107,0.008422360248447225,1.0,0.0,0.0,0.04367507492507493
caregiver,C,adhd,rf_stability,11,224,none,0.6400000000000001,0.8921490683229814,0.9383561643835616,0.8509316770186336,0.928,0.8894658385093168,0.8925081433224755,0.9597515527950311,0.970585644915044,0.07985693217644493,0.005316770186335473,0.0031055900621117516,1.0,0.0,0.0,0.04367507492507493
caregiver,C,adhd,rf_stability,29,224,none,0.6400000000000001,0.8872546583850932,0.9383561643835616,0.8509316770186336,0.928,0.8894658385093168,0.8925081433224755,0.9595031055900621,0.9701841442085438,0.08020620720450854,0.014211180124223621,0.006211180124223614,1.0,0.0,0.0,0.04367507492507493
caregiver,C,adhd,rf_stability,47,224,none,0.685,0.8899378881987577,0.9428571428571428,0.8198757763975155,0.936,0.8779378881987578,0.8770764119601329,0.9580124223602485,0.9688379369005022,0.08114003277950554,0.012422360248447228,0.020844720496894453,1.0,0.0,0.0,0.04367507492507493
caregiver,C,conduct,rf_compact,11,224,platt,0.32500000000000007,0.9594053398058253,0.9324324324324325,0.8625,0.9757281553398058,0.9191140776699029,0.8961038961038961,0.9884101941747573,0.9728681307685032,0.04738784834464225,0.0038228155339805614,0.022572815533980606,1.0,0.0,0.0,0.03602647352647353
caregiver,C,conduct,rf_compact,29,224,platt,0.30000000000000004,0.9594053398058253,0.9210526315789473,0.875,0.970873786407767,0.9229368932038835,0.8974358974358975,0.9875606796116505,0.9717185115578936,0.047749886936790525,-0.006249999999999978,0.015291262135922357,1.0,0.0,0.0,0.03602647352647353
caregiver,C,conduct,rf_compact,47,224,platt,0.48500000000000004,0.9614684466019418,0.9850746268656716,0.825,0.9951456310679612,0.9100728155339806,0.8979591836734694,0.9887135922330097,0.9737896686810235,0.047011387782250474,0.02499999999999991,0.07257281553398054,1.0,0.0,0.0,0.03602647352647353
caregiver,C,conduct,rf_stability,11,224,platt,0.27,0.9594053398058253,0.9078947368421053,0.8625,0.9660194174757282,0.9142597087378641,0.8846153846153846,0.9881067961165049,0.9722867322544655,0.048633097824074045,-0.01110436893203881,0.005218446601941817,1.0,0.0,0.0,0.03602647352647353
caregiver,C,conduct,rf_stability,29,224,platt,0.45500000000000007,0.9590412621359223,0.9846153846153847,0.8,0.9951456310679612,0.8975728155339806,0.8827586206896552,0.9880461165048543,0.9720221386073735,0.04854103331630215,0.006250000000000089,0.1475728155339806,1.0,0.0,0.0,0.03602647352647353
caregiver,C,conduct,rf_stability,47,224,platt,0.275,0.9594053398058253,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9885315533980583,0.9728781215406003,0.048765114383464675,0.008677184466019394,0.0138956310679611,1.0,0.0,0.0,0.03602647352647353
caregiver,C,elimination,rf_compact,11,224,platt,0.6000000000000001,0.9289937888198758,0.9177215189873418,0.9006211180124224,0.896,0.8983105590062113,0.9090909090909091,0.9575155279503106,0.9701401471138584,0.0798977329883999,0.013267080745341664,0.03763975155279509,1.0,0.0,0.0,0.04108391608391609
caregiver,C,elimination,rf_compact,29,224,platt,0.6000000000000001,0.9320993788819876,0.9177215189873418,0.9006211180124224,0.896,0.8983105590062113,0.9090909090909091,0.9610931677018634,0.9732362033892039,0.0760008690398457,0.00037267080745351233,0.025217391304347858,1.0,0.0,0.0,0.04108391608391609
caregiver,C,elimination,rf_compact,47,224,platt,0.5950000000000001,0.9312049689440993,0.90625,0.9006211180124224,0.88,0.8903105590062113,0.9034267912772586,0.9581118012422359,0.9705036861621449,0.07957161936010196,0.005267080745341657,-0.0005217391304346286,1.0,0.0,0.0,0.04108391608391609
caregiver,C,elimination,rf_stability,11,224,platt,0.6200000000000001,0.9383105590062112,0.9197530864197531,0.9254658385093167,0.896,0.9107329192546584,0.9226006191950464,0.9592546583850932,0.9708640408446182,0.07764602227457702,0.0239006211180125,0.04074534161490684,1.0,0.0,0.0,0.04108391608391609
caregiver,C,elimination,rf_stability,29,224,platt,0.6000000000000001,0.9352049689440993,0.9079754601226994,0.9192546583850931,0.88,0.8996273291925465,0.9135802469135802,0.9615403726708074,0.9733047552485737,0.0770139482208796,0.006161490683229687,0.021217391304347744,1.0,0.0,0.0,0.04108391608391609
caregiver,C,elimination,rf_stability,47,224,platt,0.6300000000000001,0.9352049689440993,0.925,0.9192546583850931,0.904,0.9116273291925465,0.9221183800623053,0.9579627329192545,0.9700968299835442,0.0788070567465312,0.0359006211180124,0.03942857142857137,1.0,0.0,0.0,0.04108391608391609
caregiver,C,anxiety,rf_compact,11,224,platt,0.26,0.943939393939394,0.7209302325581395,0.9393939393939394,0.8909090909090909,0.9151515151515152,0.8157894736842105,0.9818181818181818,0.9520987744601987,0.04465874960722876,0.006818181818181834,0.012121212121212088,1.0,0.0,0.0,0.03504308191808191
caregiver,C,anxiety,rf_compact,29,224,platt,0.45000000000000007,0.9454545454545454,0.921875,0.8939393939393939,0.9772727272727273,0.9356060606060606,0.9076923076923077,0.9837465564738291,0.9576362440149746,0.04227376380567216,0.013636363636363669,0.08787878787878789,1.0,0.0,0.0,0.03504308191808191
caregiver,C,anxiety,rf_compact,47,224,platt,0.42000000000000004,0.9454545454545454,0.8955223880597015,0.9090909090909091,0.9681818181818181,0.9386363636363636,0.9022556390977443,0.9827134986225895,0.9556802469578178,0.04285919767940197,0.008333333333333304,0.10075757575757571,1.0,0.0,0.0,0.03504308191808191
caregiver,C,anxiety,rf_stability,11,224,platt,0.275,0.9477272727272728,0.8026315789473685,0.9242424242424242,0.9318181818181818,0.928030303030303,0.8591549295774648,0.9836088154269972,0.955608808346857,0.04154072466209487,0.003030303030302939,0.05681818181818177,1.0,0.0,0.0,0.03504308191808191
caregiver,C,anxiety,rf_stability,29,224,platt,0.26,0.9530303030303031,0.8026315789473685,0.9242424242424242,0.9318181818181818,0.928030303030303,0.8591549295774648,0.9859504132231405,0.9620476264748554,0.04026917816949029,0.013636363636363558,0.016666666666666607,1.0,0.0,0.0,0.03504308191808191
caregiver,C,anxiety,rf_stability,47,224,platt,0.36500000000000005,0.9431818181818181,0.8823529411764706,0.9090909090909091,0.9636363636363636,0.9363636363636363,0.8955223880597015,0.9845041322314049,0.9581506475222588,0.04116074313142022,0.013636363636363558,0.11363636363636354,1.0,0.0,0.0,0.03504308191808191
caregiver,C,depression,rf_compact,11,224,platt,0.5900000000000001,0.9518563851489188,0.9541284403669725,0.9043478260869565,0.9707602339181286,0.9375540300025426,0.9285714285714286,0.9867276887871854,0.9801651339415814,0.048143937442397276,0.04490211034833458,0.14482583269768623,1.0,0.0,0.0,0.05188561438561439
caregiver,C,depression,rf_compact,29,224,platt,0.6000000000000001,0.9547633618931048,0.9622641509433962,0.8869565217391304,0.9766081871345029,0.9317823544368167,0.9230769230769231,0.9852021357742182,0.977545430693638,0.04971655646197416,0.04490211034833469,0.16371726417493004,1.0,0.0,0.0,0.05188561438561439
caregiver,C,depression,rf_compact,47,224,platt,0.56,0.9518563851489188,0.9454545454545454,0.9043478260869565,0.9649122807017544,0.9346300533943555,0.9244444444444444,0.986371726417493,0.9798890400198801,0.04909316683415585,0.024586829392321374,0.08688024408848216,1.0,0.0,0.0,0.05188561438561439
caregiver,C,depression,rf_stability,11,224,platt,0.5750000000000001,0.9620563035495715,0.9629629629629629,0.9043478260869565,0.9766081871345029,0.9404780066107297,0.9327354260089686,0.9874904652936689,0.9814046848951599,0.04678002429919218,0.049249936435291075,0.15644546147978633,1.0,0.0,0.0,0.05188561438561439
caregiver,C,depression,rf_stability,29,224,platt,0.5950000000000001,0.9576703386372909,0.9541284403669725,0.9043478260869565,0.9707602339181286,0.9375540300025426,0.9285714285714286,0.9874396135265701,0.9810432818043776,0.04730019171256269,0.05502161200101707,0.17526061530638193,1.0,0.0,0.0,0.05188561438561439
caregiver,C,depression,rf_stability,47,224,platt,0.48000000000000004,0.9533863729090167,0.9152542372881356,0.9391304347826087,0.9415204678362573,0.940325451309433,0.927038626609442,0.985863208746504,0.9790603966770174,0.04838737189911596,0.005771675565725998,0.043325705568268535,1.0,0.0,0.0,0.05188561438561439
