mode,route,domain,config_id,seed,n_features,calibration,threshold,val_balanced_accuracy,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,missing15_delta,missing30_delta,direct_fill_pct,derived_fill_pct,imputed_fill_pct,remaining_missing_pct
caregiver,A,adhd,rf_compact,11,49,none,0.5850000000000001,0.8996770186335403,0.92,0.8571428571428571,0.904,0.8805714285714286,0.887459807073955,0.954832298136646,0.9672428870838403,0.08341656565835143,-0.008000000000000007,0.004422360248447221,1.0,0.0,0.0,0.10767803624946481
caregiver,A,adhd,rf_compact,29,49,none,0.5750000000000001,0.8987826086956522,0.9324324324324325,0.8571428571428571,0.92,0.8885714285714286,0.8932038834951457,0.9584596273291925,0.9698257570362481,0.08122491418187554,0.0040000000000000036,-0.0040000000000000036,1.0,0.0,0.0,0.10767803624946481
caregiver,A,adhd,rf_compact,47,49,none,0.5850000000000001,0.8956770186335403,0.9251700680272109,0.84472049689441,0.912,0.8783602484472051,0.8831168831168831,0.9575652173913043,0.9693288136670202,0.08262766949104806,-0.007105590062111755,0.0013167701863354697,1.0,0.0,0.0,0.10767803624946481
caregiver,A,adhd,rf_stability,11,49,none,0.645,0.894360248447205,0.9375,0.8385093167701864,0.928,0.8832546583850932,0.8852459016393442,0.9589068322981366,0.9708271797124555,0.08133846549782456,0.0040000000000000036,0.012422360248447228,1.0,0.0,0.0,0.10767803624946481
caregiver,A,adhd,rf_stability,29,49,none,0.5700000000000001,0.8947826086956522,0.9205298013245033,0.8633540372670807,0.904,0.8836770186335403,0.8910256410256411,0.9571677018633541,0.9693397284705142,0.08270126484077155,0.007105590062111755,-0.0048944099378882555,1.0,0.0,0.0,0.10767803624946481
caregiver,A,adhd,rf_stability,47,49,none,0.5850000000000001,0.8947826086956522,0.9194630872483222,0.8509316770186336,0.904,0.8774658385093168,0.8838709677419355,0.95672049689441,0.968793711045608,0.08382188501839541,-0.0048944099378882555,-0.001788819875776393,1.0,0.0,0.0,0.10767803624946481
caregiver,A,conduct,rf_compact,11,49,platt,0.255,0.9618325242718446,0.9090909090909091,0.875,0.9660194174757282,0.9205097087378641,0.89171974522293,0.9885922330097088,0.9738733656046659,0.047017922596614074,-0.028822815533980584,0.02117718446601946,1.0,0.0,0.0,0.10039960039960039
caregiver,A,conduct,rf_compact,29,49,platt,0.265,0.970509708737864,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9875606796116504,0.9727696698333609,0.04523361702505215,-0.002791262135922401,0.03610436893203883,1.0,0.0,0.0,0.10039960039960039
caregiver,A,conduct,rf_compact,47,49,platt,0.24000000000000002,0.9680825242718447,0.9090909090909091,0.875,0.9660194174757282,0.9205097087378641,0.89171974522293,0.9888349514563107,0.9743122680212718,0.04667744433022278,-0.008677184466019394,0.033677184466019416,1.0,0.0,0.0,0.10039960039960039
caregiver,A,conduct,rf_stability,11,49,platt,0.23,0.9680825242718447,0.9210526315789473,0.875,0.970873786407767,0.9229368932038835,0.8974358974358975,0.9875,0.9723792873194349,0.04802419996023495,-0.01007281553398065,0.004854368932038833,1.0,0.0,0.0,0.10039960039960039
caregiver,A,conduct,rf_stability,29,49,none,0.34500000000000003,0.9642597087378642,0.9210526315789473,0.875,0.970873786407767,0.9229368932038835,0.8974358974358975,0.9884101941747572,0.9740194144812362,0.0425749062731972,0.013895631067961212,0.05521844660194175,1.0,0.0,0.0,0.10039960039960039
caregiver,A,conduct,rf_stability,47,49,none,0.33000000000000007,0.9680825242718447,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9895631067961165,0.9764461012407715,0.04092441180302148,0.022572815533980606,0.08021844660194177,1.0,0.0,0.0,0.10039960039960039
caregiver,A,elimination,rf_compact,11,49,none,0.49500000000000005,0.8606211180124224,0.8590604026845637,0.7950310559006211,0.832,0.8135155279503106,0.8258064516129032,0.8879503105590063,0.9162954817168408,0.13443885556343965,-0.0097888198757764,0.0199503105590062,1.0,0.0,0.0,0.10603682032253461
caregiver,A,elimination,rf_compact,29,49,none,0.51,0.8615155279503106,0.8551724137931035,0.7701863354037267,0.832,0.8010931677018633,0.8104575163398693,0.8860621118012423,0.9142666737317547,0.13546400313365065,-0.008000000000000007,-0.011577639751552793,1.0,0.0,0.0,0.10603682032253461
caregiver,A,elimination,rf_compact,47,49,none,0.5150000000000001,0.8677267080745341,0.8689655172413793,0.782608695652174,0.848,0.815304347826087,0.8235294117647058,0.8845714285714286,0.9125512030086613,0.1357290659000242,-0.008000000000000007,0.011527950310559087,1.0,0.0,0.0,0.10603682032253461
caregiver,A,elimination,rf_stability,11,49,none,0.5,0.8677267080745341,0.86,0.8012422360248447,0.832,0.8166211180124223,0.8295819935691319,0.886111801242236,0.9147183409149682,0.1356393413904147,-0.01200000000000001,0.014633540372670728,1.0,0.0,0.0,0.10603682032253461
caregiver,A,elimination,rf_stability,29,49,none,0.5050000000000001,0.8615155279503106,0.8590604026845637,0.7950310559006211,0.832,0.8135155279503106,0.8258064516129032,0.8846708074534162,0.9120807739329274,0.1359316509398696,-0.0031055900621117516,-0.0057888198757763965,1.0,0.0,0.0,0.10603682032253461
caregiver,A,elimination,rf_stability,47,49,none,0.5250000000000001,0.8584099378881989,0.8620689655172413,0.7763975155279503,0.84,0.8081987577639751,0.8169934640522876,0.886111801242236,0.914277537578667,0.13552422476778334,-0.002683229813664645,0.0022111801242234996,1.0,0.0,0.0,0.10603682032253461
caregiver,A,anxiety,rf_compact,11,49,none,0.44000000000000006,0.968939393939394,0.8,0.9696969696969697,0.9272727272727272,0.9484848484848485,0.8767123287671232,0.9944903581267218,0.9855944869769602,0.031103812431943004,-0.0037878787878787845,0.04318181818181821,1.0,0.0,0.0,0.10396746111031827
caregiver,A,anxiety,rf_compact,29,49,none,0.35500000000000004,0.9696969696969697,0.7901234567901234,0.9696969696969697,0.9227272727272727,0.9462121212121213,0.8707482993197279,0.9946280991735538,0.9864670980213831,0.030523724749123356,0.0,0.006818181818181834,1.0,0.0,0.0,0.10396746111031827
caregiver,A,anxiety,rf_compact,47,49,none,0.28500000000000003,0.9674242424242424,0.7738095238095238,0.9848484848484849,0.9136363636363637,0.9492424242424242,0.8666666666666667,0.9946280991735537,0.9854719573068008,0.03156960279091513,-0.00454545454545463,0.0015151515151514694,1.0,0.0,0.0,0.10396746111031827
caregiver,A,anxiety,rf_stability,11,49,none,0.28,0.9696969696969697,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.9941460055096418,0.9847978829047134,0.02839574235394644,-0.006818181818181723,0.006818181818181945,1.0,0.0,0.0,0.10396746111031827
caregiver,A,anxiety,rf_stability,29,49,none,0.30500000000000005,0.9696969696969697,0.7901234567901234,0.9696969696969697,0.9227272727272727,0.9462121212121213,0.8707482993197279,0.993595041322314,0.9848511155304922,0.028576583393598153,0.002272727272727315,0.00909090909090926,1.0,0.0,0.0,0.10396746111031827
