trial_id,domain,mode,feature_set_id,model_family,config,calibration,threshold_policy,threshold,n_features,val_balanced_accuracy,val_pr_auc,val_precision,val_recall,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,train_balanced_accuracy,overfit_gap_train_val_ba
22,adhd,caregiver_2_3,full_eligible,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,98,0.7891559270869616,0.7557244315059306,0.7746478873239436,0.632183908045977,0.782051282051282,0.7011494252873564,0.9567430025445293,0.8289462139159428,0.7393939393939394,0.9611154982305286,0.7627904756350464,0.06612170572916667,1.0,0.21084407291303842
23,adhd,caregiver_2_3,full_eligible,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.22999999999999998,98,0.9278996865203761,0.7557244315059306,0.7024793388429752,0.9770114942528736,0.5763888888888888,0.9540229885057471,0.8447837150127226,0.8994033517592348,0.7186147186147186,0.9611154982305286,0.7627904756350464,0.06612170572916667,0.9850806451612903,0.057180958640914215
24,adhd,caregiver_2_3,full_eligible,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,98,0.8104609311505864,0.7512637464371436,0.7763157894736842,0.6781609195402298,0.7777777777777778,0.7241379310344828,0.9541984732824428,0.8391682021584628,0.75,0.9640694919715715,0.7680065738742308,0.06462858072916668,1.0,0.18953906884941363
25,adhd,caregiver_2_3,full_eligible,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.24,98,0.9370138163241611,0.7512637464371436,0.7166666666666667,0.9885057471264368,0.6131386861313869,0.9655172413793104,0.8651399491094147,0.9153285952443626,0.75,0.9640694919715715,0.7680065738742308,0.06462858072916668,1.0,0.06298618367583886
26,adhd,caregiver_2_3,full_eligible,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,default_0_5,0.5,98,0.8970741901776385,0.7147262732229372,0.7403846153846154,0.8850574712643678,0.6851851851851852,0.8505747126436781,0.9134860050890585,0.8820303588663683,0.7589743589743589,0.9616858237547893,0.7905420055402591,0.06848724391060378,1.0,0.10292580982236155
27,adhd,caregiver_2_3,full_eligible,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,balanced,0.07,98,0.9302798095901544,0.7147262732229372,0.6935483870967742,0.9885057471264368,0.6056338028169014,0.9885057471264368,0.8575063613231552,0.923006054224796,0.7510917030567685,0.9616858237547893,0.7905420055402591,0.06848724391060378,0.967741935483871,0.03746212589371656
28,adhd,caregiver_2_3,full_eligible,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,default_0_5,0.5,98,0.8960873098804134,0.7299311389986085,0.7155963302752294,0.896551724137931,0.6183206106870229,0.9310344827586207,0.8727735368956743,0.9019040098271475,0.7431192660550459,0.9514199643180954,0.7204313002710099,0.0867880024403683,0.9390584132519617,0.0429711033715483
29,adhd,caregiver_2_3,full_eligible,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,balanced,0.4599999999999999,98,0.9042145593869731,0.7299311389986085,0.7079646017699115,0.9195402298850575,0.6058394160583942,0.9540229885057471,0.8625954198473282,0.9083092041765377,0.7410714285714286,0.9514199643180954,0.7204313002710099,0.0867880024403683,0.9388840453356583,0.03466948594868513
30,adhd,caregiver_2_3,boosted_eng_full,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,116,0.8466271914547776,0.773432908880286,0.8024691358024691,0.7471264367816092,0.7976190476190477,0.7701149425287356,0.9567430025445293,0.8634289725366324,0.783625730994152,0.9648737971980931,0.7724879150994873,0.060960794270833334,1.0,0.1533728085452224
31,adhd,caregiver_2_3,boosted_eng_full,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.24999999999999994,116,0.9403808196911645,0.773432908880286,0.7288135593220338,0.9885057471264368,0.6343283582089553,0.9770114942528736,0.8753180661577609,0.9261647802053172,0.7692307692307693,0.9648737971980931,0.7724879150994873,0.060960794270833334,0.9870967741935484,0.04671595450238386
32,adhd,caregiver_2_3,boosted_eng_full,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,116,0.8351329385812145,0.7663784978459506,0.7974683544303798,0.7241379310344828,0.8072289156626506,0.7701149425287356,0.9592875318066157,0.8647012371676757,0.788235294117647,0.9656342312304408,0.7935867125432048,0.06128734375,1.0,0.1648670614187855
33,adhd,caregiver_2_3,boosted_eng_full,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.24,116,0.9370138163241611,0.7663784978459506,0.7166666666666667,0.9885057471264368,0.6131386861313869,0.9655172413793104,0.8651399491094147,0.9153285952443626,0.75,0.9656342312304408,0.7935867125432048,0.06128734375,1.0,0.06298618367583886
34,adhd,caregiver_2_3,boosted_eng_full,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,default_0_5,0.5,116,0.8815163125507952,0.7201055181990688,0.74,0.8505747126436781,0.6869565217391305,0.9080459770114943,0.9083969465648855,0.9082214617881899,0.7821782178217822,0.9612178643502676,0.7967513283172644,0.06939522364482525,1.0,0.11848368744920479
35,adhd,caregiver_2_3,boosted_eng_full,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,balanced,0.08,116,0.9427609427609427,0.7201055181990688,0.71900826446281,1.0,0.6277372262773723,0.9885057471264368,0.8702290076335878,0.9293673773800123,0.7678571428571429,0.9612178643502676,0.7967513283172644,0.06939522364482525,0.9657258064516129,0.02296486369067019
36,adhd,caregiver_2_3,boosted_eng_full,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,default_0_5,0.5,116,0.8862765586903518,0.7219047518494115,0.7169811320754716,0.8735632183908046,0.5895522388059702,0.9080459770114943,0.8600508905852418,0.8840484337983681,0.7149321266968326,0.949080167295487,0.7081318339716338,0.08782404918340711,0.9398648648648649,0.053588306174513045
37,adhd,caregiver_2_3,boosted_eng_full,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,balanced,0.22999999999999998,116,0.8935330314640659,0.7219047518494115,0.6131386861313869,0.9655172413793104,0.5337423312883436,1.0,0.806615776081425,0.9033078880407125,0.696,0.949080167295487,0.7081318339716338,0.08782404918340711,0.9221774193548387,0.028644387890772727
38,adhd,caregiver_2_3,boosted_eng_full,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",sigmoid,default_0_5,0.5,116,0.888250319284802,0.728277061439764,0.7708333333333334,0.8505747126436781,0.7476635514018691,0.9195402298850575,0.9312977099236641,0.9254189699043608,0.8247422680412371,0.9663946652627884,0.8019400465125449,0.05514588260554123,1.0,0.11174968071519797
39,adhd,caregiver_2_3,boosted_eng_full,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",sigmoid,balanced,0.14999999999999997,116,0.9410774410774411,0.728277061439764,0.7131147540983607,1.0,0.6056338028169014,0.9885057471264368,0.8575063613231552,0.923006054224796,0.7510917030567685,0.9663946652627884,0.8019400465125449,0.05514588260554123,0.9487903225806451,0.007712881503204039
40,adhd,psychologist_1_3,full_eligible,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,60,0.7496226634157668,0.692178341895236,0.7205882352941176,0.5632183908045977,0.625,0.5747126436781609,0.9236641221374046,0.7491883829077828,0.5988023952095808,0.9303617911146208,0.636294369945956,0.08232936197916667,1.0,0.2503773365842332
41,adhd,psychologist_1_3,full_eligible,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.19,60,0.9074074074074074,0.692178341895236,0.6126760563380281,1.0,0.524390243902439,0.9885057471264368,0.8015267175572519,0.8950162323418444,0.6852589641434262,0.9303617911146208,0.636294369945956,0.08232936197916667,0.9665322580645161,0.05912485065710871
42,adhd,psychologist_1_3,full_eligible,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,60,0.7398119122257054,0.707604234585022,0.7230769230769231,0.5402298850574713,0.6282051282051282,0.5632183908045977,0.926208651399491,0.7447135211020444,0.593939393939394,0.9345588020239244,0.6625587884284508,0.08086800781249999,1.0,0.2601880877742946
43,adhd,psychologist_1_3,full_eligible,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.16999999999999998,60,0.8973063973063973,0.707604234585022,0.5878378378378378,1.0,0.4915254237288136,1.0,0.7709923664122137,0.8854961832061068,0.6590909090909091,0.9345588020239244,0.6625587884284508,0.08086800781249999,1.0,0.10269360269360273
44,adhd,psychologist_1_3,full_eligible,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,default_0_5,0.5,60,0.8065134099616857,0.6815218953988997,0.65625,0.7241379310344828,0.6065573770491803,0.8505747126436781,0.8778625954198473,0.8642186540317627,0.7081339712918661,0.9364160159106197,0.6939923904929732,0.0892847453186007,1.0,0.19348659003831425
45,adhd,psychologist_1_3,full_eligible,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,balanced,0.05,60,0.8901660280970626,0.6815218953988997,0.60431654676259,0.9655172413793104,0.5119047619047619,0.9885057471264368,0.7913486005089059,0.8899271738176713,0.6745098039215687,0.9364160159106197,0.6939923904929732,0.0892847453186007,0.9318548387096774,0.04168881061261487
46,adhd,psychologist_1_3,full_eligible,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,default_0_5,0.5,60,0.8782654127481714,0.6998283141613094,0.6370967741935484,0.9080459770114943,0.5616438356164384,0.9425287356321839,0.8371501272264631,0.8898394314293234,0.703862660944206,0.9331987950045333,0.64141808910957,0.10471184448203767,0.9156168265039233,0.037351413755751905
47,adhd,psychologist_1_3,full_eligible,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,balanced,0.3499999999999999,60,0.889469406710786,0.6998283141613094,0.6148148148148148,0.9540229885057471,0.509090909090909,0.9655172413793104,0.7938931297709924,0.8797051855751514,0.6666666666666666,0.9331987950045333,0.64141808910957,0.10471184448203767,0.9065496948561464,0.017080288145360445
48,adhd,psychologist_1_3,full_eligible,xgboost,"{""colsample_bytree"": 0.8, ""eval_metric"": ""logloss"", ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 20270413, ""subsample"": 0.8, ""use_label_encoder"": false}",none,default_0_5,0.5,60,0.8572506675954952,0.7164920856109125,0.6636363636363637,0.8390804597701149,0.6062992125984252,0.8850574712643678,0.8727735368956743,0.8789155040800211,0.719626168224299,0.9338714866485331,0.6534483026580604,0.09075412899255753,0.9733870967741935,0.11613642917869837
49,adhd,psychologist_1_3,full_eligible,lightgbm,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": -1, ""n_estimators"": 200, ""random_state"": 20270413, ""subsample"": 0.8}",none,default_0_5,0.5,60,0.8146406594682456,0.6811745745095544,0.65,0.7471264367816092,0.6083333333333333,0.8390804597701149,0.8804071246819338,0.8597437922260244,0.7053140096618358,0.9318534117165336,0.6436342932740767,0.09082386313399965,1.0,0.1853593405317544
50,adhd,psychologist_1_3,full_eligible,catboost,"{""depth"": 6, ""iterations"": 200, ""learning_rate"": 0.05, ""loss_function"": ""Logloss"", ""random_seed"": 0, ""verbose"": false}",none,default_0_5,0.5,60,0.8613142923487751,0.6985363087794285,0.6607142857142857,0.8505747126436781,0.5895522388059702,0.9080459770114943,0.8600508905852418,0.8840484337983681,0.7149321266968326,0.931385452312012,0.6371810782662842,0.09171023645425909,0.982258064516129,0.12094377216735386
51,adhd,psychologist_1_3,boosted_eng_full,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,78,0.7625101590618832,0.7143872982330071,0.6794871794871795,0.6091954022988506,0.6391752577319587,0.7126436781609196,0.910941475826972,0.8117925769939458,0.6739130434782609,0.9321020151501858,0.6570419915735503,0.07893044270833333,1.0,0.23748984093811676
52,adhd,psychologist_1_3,boosted_eng_full,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.26999999999999996,78,0.9137350516660862,0.7143872982330071,0.672,0.9655172413793104,0.5734265734265734,0.9425287356321839,0.8447837150127226,0.8936562253224533,0.7130434782608696,0.9321020151501858,0.6570419915735503,0.07893044270833333,0.9919354838709677,0.0782004322048816
53,adhd,psychologist_1_3,boosted_eng_full,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,default_0_5,0.5,78,0.7584465343086033,0.6920610501064356,0.6842105263157895,0.5977011494252874,0.6585365853658537,0.6206896551724138,0.9287531806615776,0.7747214179169957,0.6390532544378699,0.9374981720335761,0.6709691540468554,0.07797859375,1.0,0.24155346569139668
54,adhd,psychologist_1_3,boosted_eng_full,extra_trees,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",none,balanced,0.15999999999999998,78,0.9057239057239057,0.6920610501064356,0.6083916083916084,1.0,0.5178571428571429,1.0,0.7938931297709924,0.8969465648854962,0.6823529411764706,0.9374981720335761,0.6709691540468554,0.07797859375,1.0,0.09427609427609429
55,adhd,psychologist_1_3,boosted_eng_full,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,default_0_5,0.5,78,0.8285150354115871,0.6626058741945305,0.6476190476190476,0.7816091954022989,0.6,0.8620689655172413,0.8727735368956743,0.8674212512064579,0.7075471698113207,0.9291333976777514,0.6363333881769394,0.0929034514298431,0.997983870967742,0.16946883555615488
56,adhd,psychologist_1_3,boosted_eng_full,hgb,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""random_state"": 20270413}",none,balanced,0.09999999999999999,78,0.9009636595843493,0.6626058741945305,0.6204379562043796,0.9770114942528736,0.5414012738853503,0.9770114942528736,0.816793893129771,0.8969026936913223,0.6967213114754098,0.9291333976777514,0.6363333881769394,0.0929034514298431,0.9435483870967742,0.042584727512424925
57,adhd,psychologist_1_3,boosted_eng_full,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,default_0_5,0.5,78,0.8691512829443864,0.6818103989195863,0.624,0.896551724137931,0.5540540540540541,0.9425287356321839,0.8320610687022901,0.8872949021672369,0.6978723404255319,0.9300985639495775,0.6415412188235188,0.10565570948543958,0.9169027898866609,0.04775150694227448
58,adhd,psychologist_1_3,boosted_eng_full,logreg,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 2000, ""solver"": ""liblinear""}",none,balanced,0.35999999999999993,78,0.8820387785905027,0.6818103989195863,0.6074074074074074,0.9425287356321839,0.509090909090909,0.9655172413793104,0.7938931297709924,0.8797051855751514,0.6666666666666666,0.9300985639495775,0.6415412188235188,0.10565570948543958,0.908413251961639,0.026374473371136298
59,adhd,psychologist_1_3,boosted_eng_full,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",sigmoid,default_0_5,0.5,78,0.7740044119354464,0.7173242077730424,0.6875,0.632183908045977,0.6494845360824743,0.7241379310344828,0.9134860050890585,0.8188119680617707,0.6847826086956522,0.9311222251469685,0.6590305808780063,0.08260265411971224,1.0,0.22599558806455355
60,adhd,psychologist_1_3,boosted_eng_full,rf,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400, ""n_jobs"": -1, ""random_state"": 20270413}",sigmoid,balanced,0.16999999999999998,78,0.9113549285963078,0.7173242077730424,0.680327868852459,0.9540229885057471,0.5785714285714286,0.9310344827586207,0.8498727735368957,0.8904536281477582,0.7136563876651982,0.9311222251469685,0.6590305808780063,0.08260265411971224,0.9504032258064516,0.0390482972101438
