slot_index,mode,role,candidate_key,source_type,source_model_id,config_id,calibration,threshold_policy,threshold,seed,f1,recall,precision,specificity,balanced_accuracy,roc_auc,pr_auc,brier,quality_score,real_clone_count,near_clone_count
1,caregiver_1_3,caregiver,caregiver_1_3::v14_fixed::elimination__caregiver_1_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.762162,fixed_v14_active,elimination__caregiver_1_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13,rf_v14_guard_randomized,none,fixed_v14_active,0.7621616091094605,20270421.0,0.8598130841121495,0.8846153846153846,0.8363636363636363,0.9789719626168224,0.9317936736161034,0.9567307692307693,0.8932926272751122,0.0728182623595568,0.871615181254939,,
2,caregiver_2_3,caregiver,caregiver_2_3::v14_fixed::elimination__caregiver_2_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.560107,fixed_v14_active,elimination__caregiver_2_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13,rf_v14_guard_randomized,none,fixed_v14_active,0.5601072169221989,20270457.0,0.8103448275862069,0.9038461538461539,0.734375,0.9602803738317757,0.9320632638389648,0.9508896477354422,0.8606195074052196,0.1285448510648098,0.8324679100906028,,
3,caregiver_full,caregiver,caregiver_full::train::rf_v14_calibrated_isotonic::20270493::isotonic::max_f1_precision_guard::0.750000,trained_rf_v15,trained_rf_v15,rf_v14_calibrated_isotonic,isotonic,max_f1_precision_guard,0.7499999999999999,20270493.0,0.8205128205128205,0.9230769230769231,0.7384615384615385,0.9602803738317757,0.9416786484543493,0.9792640186915887,0.7475032983542711,0.029669213987851193,0.8479151733768117,,
4,psychologist_1_3,psychologist,psychologist_1_3::v14_fixed::elimination__psychologist_1_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.280000,fixed_v14_active,elimination__psychologist_1_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13,rf_v14_calibrated_isotonic,isotonic,fixed_v14_active,0.2799999999999999,20270457.0,0.8264462809917356,0.9615384615384616,0.7246376811594203,0.955607476635514,0.9585729690869877,0.9772196261682243,0.7274331146368022,0.030801180479088575,0.8581913084781826,,
5,psychologist_2_3,psychologist,psychologist_2_3::v14_fixed::elimination__psychologist_2_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.660000,fixed_v14_active,elimination__psychologist_2_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13,rf_calibrated_regularized,none,fixed_v14_active,0.6599999999999999,,0.8333333333333334,0.9615384615384616,0.7352941176470589,0.9579439252336449,0.9597411933860532,0.9776464773544212,0.6970361089101744,0.03625781718024713,0.8630526311945251,,
6,psychologist_full,psychologist,psychologist_full::v14_fixed::elimination__psychologist_full__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.525000,fixed_v14_active,elimination__psychologist_full__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13,rf_calibrated_regularized,isotonic,fixed_v14_active,0.5249999999999999,,0.8333333333333334,0.9615384615384616,0.7352941176470589,0.9579439252336449,0.9597411933860532,0.9796459381739756,0.772860075866196,0.029570457099249457,0.863386999198575,,
0,__combo_summary__,__combo_summary__,caregiver_1_3::v14_fixed::elimination__caregiver_1_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.762162|caregiver_2_3::v14_fixed::elimination__caregiver_2_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.560107|caregiver_full::train::rf_v14_calibrated_isotonic::20270493::isotonic::max_f1_precision_guard::0.750000|psychologist_1_3::v14_fixed::elimination__psychologist_1_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.280000|psychologist_2_3::v14_fixed::elimination__psychologist_2_3__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.660000|psychologist_full::v14_fixed::elimination__psychologist_full__hybrid_elimination_v14_real_anti_clone_rescue__rf__same_inputs_v13::thr::0.525000,focal_best_caregiver_selection,focal_best_caregiver_selection,focal_best_caregiver_selection,focal_best_caregiver_selection,focal_best_caregiver_selection,,,0.8306306133115964,0.9326923076923078,0.7507376818797855,0.9618380062305295,0.9472651569614187,0.9702327462257369,0.7831241220746293,0.054610297028467154,0.8561048672656061,0.0,10.0
