domain,role,mode,candidate_key,source_type,source_model_id,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,probability_mean,probability_std,prediction_positive_rate,guardrail_ok,precision_floor_ok,quality_score,artifact_hash,artifact_path,notes
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_calibrated_sigmoid::20270457::none::f1_ba_conservative::0.850000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_calibrated_sigmoid,none,f1_ba_conservative,0.8499999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9776015456506111,0.7242443431224737,0.036471351047567796,411,17,2,50,0.1491333008855406,0.3272203824841872,0.13958333333333334,yes,yes,0.868285454467752,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_calibrated_sigmoid::20270457::none::precision_recovery::0.850000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_calibrated_sigmoid,none,precision_recovery,0.8499999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9776015456506111,0.7242443431224737,0.036471351047567796,411,17,2,50,0.1491333008855406,0.3272203824841872,0.13958333333333334,yes,yes,0.868285454467752,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_calibrated_sigmoid::20270457::none::pareto_f1_recall_precision::0.850000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_calibrated_sigmoid,none,pareto_f1_recall_precision,0.8499999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9776015456506111,0.7242443431224737,0.036471351047567796,411,17,2,50,0.1491333008855406,0.3272203824841872,0.13958333333333334,yes,yes,0.868285454467752,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_calibrated_sigmoid::20270457::none::guardrail_conservative::0.850000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_calibrated_sigmoid,none,guardrail_conservative,0.8499999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9776015456506111,0.7242443431224737,0.036471351047567796,411,17,2,50,0.1491333008855406,0.3272203824841872,0.13958333333333334,yes,yes,0.868285454467752,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::hist::v11_selected::elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11::fixed::0.840000,historical_v11_selected,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,same_inputs_v11,rf_v11_balanced_regularized,none,fixed_from_source,0.84,,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9767703091301222,0.7114713669912246,0.036508747399788904,411,17,2,50,0.1514385980027333,0.32653588410823253,0.13958333333333334,yes,yes,0.8682835846501409,d2ff7cc591a67f1e9661b5c8e0bd6c379bd2f5fd31f6a2ecde82fe215d28c6fb,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,historical_model:v11_selected:worktree_final_rf_plus
elimination,caregiver,caregiver_full,caregiver_full::hist::v11_selected::elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11::max_f1_precision_guard::0.840000,historical_v11_selected,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,same_inputs_v11,rf_v11_balanced_regularized,none,max_f1_precision_guard,0.84,,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9767703091301222,0.7114713669912246,0.036508747399788904,411,17,2,50,0.1514385980027333,0.32653588410823253,0.13958333333333334,yes,yes,0.8682835846501409,d2ff7cc591a67f1e9661b5c8e0bd6c379bd2f5fd31f6a2ecde82fe215d28c6fb,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,historical_model:v11_selected:worktree_final_rf_plus
elimination,caregiver,caregiver_full,caregiver_full::hist::v11_selected::elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11::f1_ba_conservative::0.840000,historical_v11_selected,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,same_inputs_v11,rf_v11_balanced_regularized,none,f1_ba_conservative,0.84,,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9767703091301222,0.7114713669912246,0.036508747399788904,411,17,2,50,0.1514385980027333,0.32653588410823253,0.13958333333333334,yes,yes,0.8682835846501409,d2ff7cc591a67f1e9661b5c8e0bd6c379bd2f5fd31f6a2ecde82fe215d28c6fb,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,historical_model:v11_selected:worktree_final_rf_plus
elimination,caregiver,caregiver_full,caregiver_full::hist::v11_selected::elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11::precision_recovery::0.840000,historical_v11_selected,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,same_inputs_v11,rf_v11_balanced_regularized,none,precision_recovery,0.84,,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9767703091301222,0.7114713669912246,0.036508747399788904,411,17,2,50,0.1514385980027333,0.32653588410823253,0.13958333333333334,yes,yes,0.8682835846501409,d2ff7cc591a67f1e9661b5c8e0bd6c379bd2f5fd31f6a2ecde82fe215d28c6fb,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,historical_model:v11_selected:worktree_final_rf_plus
elimination,caregiver,caregiver_full,caregiver_full::hist::v11_selected::elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11::pareto_f1_recall_precision::0.840000,historical_v11_selected,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,same_inputs_v11,rf_v11_balanced_regularized,none,pareto_f1_recall_precision,0.84,,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9767703091301222,0.7114713669912246,0.036508747399788904,411,17,2,50,0.1514385980027333,0.32653588410823253,0.13958333333333334,yes,yes,0.8682835846501409,d2ff7cc591a67f1e9661b5c8e0bd6c379bd2f5fd31f6a2ecde82fe215d28c6fb,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,historical_model:v11_selected:worktree_final_rf_plus
elimination,caregiver,caregiver_full,caregiver_full::hist::v11_selected::elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11::guardrail_conservative::0.840000,historical_v11_selected,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,same_inputs_v11,rf_v11_balanced_regularized,none,guardrail_conservative,0.84,,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9767703091301222,0.7114713669912246,0.036508747399788904,411,17,2,50,0.1514385980027333,0.32653588410823253,0.13958333333333334,yes,yes,0.8682835846501409,d2ff7cc591a67f1e9661b5c8e0bd6c379bd2f5fd31f6a2ecde82fe215d28c6fb,C:\Users\andre\Documents\Workspace Academic\Backend Tesis\cognia_app_final_rf_plus_maximize\models\active_modes\elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11\pipeline.joblib,historical_model:v11_selected:worktree_final_rf_plus
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_isotonic_mid::20270457::none::max_f1_precision_guard::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_isotonic_mid,none,max_f1_precision_guard,0.83,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9795111430625449,0.779136941556396,0.03651035894648687,411,17,2,50,0.1643768416957643,0.31788858913385515,0.13958333333333334,yes,yes,0.8682835040728061,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_isotonic_mid::20270457::none::f1_ba_conservative::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_isotonic_mid,none,f1_ba_conservative,0.83,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9795111430625449,0.779136941556396,0.03651035894648687,411,17,2,50,0.1643768416957643,0.31788858913385515,0.13958333333333334,yes,yes,0.8682835040728061,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_isotonic_mid::20270457::none::precision_recovery::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_isotonic_mid,none,precision_recovery,0.83,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9795111430625449,0.779136941556396,0.03651035894648687,411,17,2,50,0.1643768416957643,0.31788858913385515,0.13958333333333334,yes,yes,0.8682835040728061,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_isotonic_mid::20270457::none::pareto_f1_recall_precision::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_isotonic_mid,none,pareto_f1_recall_precision,0.83,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9795111430625449,0.779136941556396,0.03651035894648687,411,17,2,50,0.1643768416957643,0.31788858913385515,0.13958333333333334,yes,yes,0.8682835040728061,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_isotonic_mid::20270457::none::guardrail_conservative::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_isotonic_mid,none,guardrail_conservative,0.83,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9795111430625449,0.779136941556396,0.03651035894648687,411,17,2,50,0.1643768416957643,0.31788858913385515,0.13958333333333334,yes,yes,0.8682835040728061,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_depth5_dense::20270457::none::max_f1_precision_guard::0.800000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_depth5_dense,none,max_f1_precision_guard,0.7999999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9759166067577283,0.7220329485662038,0.03661680072898092,411,17,2,50,0.1541875068945955,0.32555970532203965,0.13958333333333334,yes,yes,0.8682781819836813,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_depth5_dense::20270457::none::f1_ba_conservative::0.800000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_depth5_dense,none,f1_ba_conservative,0.7999999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9759166067577283,0.7220329485662038,0.03661680072898092,411,17,2,50,0.1541875068945955,0.32555970532203965,0.13958333333333334,yes,yes,0.8682781819836813,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_depth5_dense::20270457::none::precision_recovery::0.800000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_depth5_dense,none,precision_recovery,0.7999999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9759166067577283,0.7220329485662038,0.03661680072898092,411,17,2,50,0.1541875068945955,0.32555970532203965,0.13958333333333334,yes,yes,0.8682781819836813,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_depth5_dense::20270457::none::pareto_f1_recall_precision::0.800000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_depth5_dense,none,pareto_f1_recall_precision,0.7999999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9759166067577283,0.7220329485662038,0.03661680072898092,411,17,2,50,0.1541875068945955,0.32555970532203965,0.13958333333333334,yes,yes,0.8682781819836813,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_depth5_dense::20270457::none::guardrail_conservative::0.800000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_depth5_dense,none,guardrail_conservative,0.7999999999999999,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9759166067577283,0.7220329485662038,0.03661680072898092,411,17,2,50,0.1541875068945955,0.32555970532203965,0.13958333333333334,yes,yes,0.8682781819836813,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_balanced_shallow::20270457::none::max_f1_precision_guard::0.840000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_balanced_shallow,none,max_f1_precision_guard,0.84,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9766804457225018,0.7105990048074536,0.036638772024256264,411,17,2,50,0.1510568039214514,0.32719278407205776,0.13958333333333334,yes,yes,0.8682770834189175,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_balanced_shallow::20270457::none::f1_ba_conservative::0.840000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_balanced_shallow,none,f1_ba_conservative,0.84,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9766804457225018,0.7105990048074536,0.036638772024256264,411,17,2,50,0.1510568039214514,0.32719278407205776,0.13958333333333334,yes,yes,0.8682770834189175,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_balanced_shallow::20270457::none::precision_recovery::0.840000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_balanced_shallow,none,precision_recovery,0.84,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9766804457225018,0.7105990048074536,0.036638772024256264,411,17,2,50,0.1510568039214514,0.32719278407205776,0.13958333333333334,yes,yes,0.8682770834189175,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_balanced_shallow::20270457::none::pareto_f1_recall_precision::0.840000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_balanced_shallow,none,pareto_f1_recall_precision,0.84,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9766804457225018,0.7105990048074536,0.036638772024256264,411,17,2,50,0.1510568039214514,0.32719278407205776,0.13958333333333334,yes,yes,0.8682770834189175,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_balanced_shallow::20270457::none::guardrail_conservative::0.840000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_balanced_shallow,none,guardrail_conservative,0.84,20270457.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9766804457225018,0.7105990048074536,0.036638772024256264,411,17,2,50,0.1510568039214514,0.32719278407205776,0.13958333333333334,yes,yes,0.8682770834189175,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_pruned_alpha2::20270439::none::max_f1_precision_guard::0.790000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_pruned_alpha2,none,max_f1_precision_guard,0.7899999999999999,20270439.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9772645578720345,0.7588045513948448,0.036967025834185915,411,17,2,50,0.1596004782342653,0.3228916686091907,0.13958333333333334,yes,yes,0.8682606707284211,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_pruned_alpha2::20270439::none::f1_ba_conservative::0.790000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_pruned_alpha2,none,f1_ba_conservative,0.7899999999999999,20270439.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9772645578720345,0.7588045513948448,0.036967025834185915,411,17,2,50,0.1596004782342653,0.3228916686091907,0.13958333333333334,yes,yes,0.8682606707284211,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_pruned_alpha2::20270439::none::precision_recovery::0.790000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_pruned_alpha2,none,precision_recovery,0.7899999999999999,20270439.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9772645578720345,0.7588045513948448,0.036967025834185915,411,17,2,50,0.1596004782342653,0.3228916686091907,0.13958333333333334,yes,yes,0.8682606707284211,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_pruned_alpha2::20270439::none::pareto_f1_recall_precision::0.790000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_pruned_alpha2,none,pareto_f1_recall_precision,0.7899999999999999,20270439.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9772645578720345,0.7588045513948448,0.036967025834185915,411,17,2,50,0.1596004782342653,0.3228916686091907,0.13958333333333334,yes,yes,0.8682606707284211,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v15_pruned_alpha2::20270439::none::guardrail_conservative::0.790000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v15_pruned_alpha2,none,guardrail_conservative,0.7899999999999999,20270439.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9772645578720345,0.7588045513948448,0.036967025834185915,411,17,2,50,0.1596004782342653,0.3228916686091907,0.13958333333333334,yes,yes,0.8682606707284211,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_pruned_small::20270421::none::max_f1_precision_guard::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_pruned_small,none,max_f1_precision_guard,0.83,20270421.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9771971603163192,0.7049940644098065,0.03702655105856959,411,17,2,50,0.15256226301669898,0.3282190715173872,0.13958333333333334,yes,yes,0.8682576944672019,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_pruned_small::20270421::none::f1_ba_conservative::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_pruned_small,none,f1_ba_conservative,0.83,20270421.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9771971603163192,0.7049940644098065,0.03702655105856959,411,17,2,50,0.15256226301669898,0.3282190715173872,0.13958333333333334,yes,yes,0.8682576944672019,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_pruned_small::20270421::none::precision_recovery::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_pruned_small,none,precision_recovery,0.83,20270421.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9771971603163192,0.7049940644098065,0.03702655105856959,411,17,2,50,0.15256226301669898,0.3282190715173872,0.13958333333333334,yes,yes,0.8682576944672019,,,trained_on_caregiver_full_v15_rescue
elimination,caregiver,caregiver_full,caregiver_full::train::rf_v14_pruned_small::20270421::none::pareto_f1_recall_precision::0.830000,trained_rf_v15,trained_rf_v15,same_inputs_v14,rf_v14_pruned_small,none,pareto_f1_recall_precision,0.83,20270421.0,9,0.746268656716418,0.9615384615384616,0.9602803738317757,0.9609094176851186,0.8403361344537815,0.9771971603163192,0.7049940644098065,0.03702655105856959,411,17,2,50,0.15256226301669898,0.3282190715173872,0.13958333333333334,yes,yes,0.8682576944672019,,,trained_on_caregiver_full_v15_rescue
