domain,mode,baseline_f1,baseline_balanced_accuracy,stress_missing10_f1,stress_missing10_balanced_accuracy,stress_missing10_ba_drop,stress_drop_top1_f1,stress_drop_top1_balanced_accuracy,stress_drop_top1_ba_drop
elimination,caregiver_1_3,0.8518518518518519,0.9306254493170381,0.723404255319149,0.8175772825305536,0.11304816678648444,0.0,0.5,0.43062544931703806
elimination,caregiver_2_3,0.8440366972477065,0.9294572250179727,0.8076923076923077,0.8921639108554997,0.037293314162472946,0.0,0.5,0.4294572250179727
elimination,caregiver_full,0.8376068376068376,0.9524622573687994,0.831858407079646,0.9355679367361611,0.016894320632638293,0.6804123711340206,0.8032890007189073,0.14917325664989212
elimination,psychologist_1_3,0.8214285714285714,0.9259525521207764,0.7619047619047619,0.8694284687275342,0.05652408339324222,0.0,0.5,0.42595255212077643
elimination,psychologist_2_3,0.8181818181818182,0.9175053918044572,0.78,0.8644859813084111,0.05301941049604608,0.0,0.5,0.4175053918044572
elimination,psychologist_full,0.8403361344537815,0.9609094176851186,0.831858407079646,0.9355679367361611,0.025341480948957495,0.7747747747747747,0.8947699496764917,0.06613946800862691
