domain,model_version_final,classification_final,train_balanced_accuracy,val_balanced_accuracy,test_balanced_accuracy,train_precision,val_precision,test_precision,test_recall,test_specificity,threshold_final,noise_mild_balacc_degradation,noise_moderate_balacc_degradation,realism_worst_balacc_degradation,seed_balacc_std,split_balacc_std,operating_mode_recommended,should_stop_iteration_here
conduct,domain_conduct_research_full,accepted_but_experimental,0.9824797843665768,0.9850728155339804,0.9888956310679612,1.0,0.9873417721518988,0.9753086419753086,0.9875,,0.7,0.01875,0.0350728155339806,0.0388956310679612,0.007126096406869641,0.007645631067961178,precise,True
