domain,model_version_final,classification_final,train_balanced_accuracy,val_balanced_accuracy,test_balanced_accuracy,train_precision,val_precision,test_precision,test_recall,test_specificity,threshold_final,noise_mild_balacc_degradation,noise_moderate_balacc_degradation,realism_worst_balacc_degradation,seed_balacc_std,split_balacc_std,operating_mode_recommended,should_stop_iteration_here
anxiety,retrained_anxiety_anti_overfit_v1,accepted_but_experimental,0.99951171875,1.0,0.987878787878788,0.9967741935483873,1.0,0.9701492537313432,0.9848484848484848,,0.05,0.0,-0.0022727272727273,0.0204545454545453,0.0,0.006443106475844918,precise,True
