domain,model_version_final,classification_final,train_balanced_accuracy,val_balanced_accuracy,test_balanced_accuracy,train_precision,val_precision,test_precision,test_recall,test_specificity,threshold_final,noise_mild_balacc_degradation,noise_moderate_balacc_degradation,realism_worst_balacc_degradation,seed_balacc_std,split_balacc_std,operating_mode_recommended,should_stop_iteration_here
depression,domain_depression_strict_full,accepted_but_experimental,0.997191011235955,0.994186046511628,0.9781845919145692,1.0,0.9827586206896552,0.9739130434782608,0.9739130434782608,,0.75,0.0,0.0,0.0043478260869566,0.00238140242393543,0.016353297646930103,precise,True
